@relation data

@attribute 168620 numeric
@attribute 2494 numeric
@attribute 2645 numeric
@attribute 3087 numeric
@attribute 3110 numeric
@attribute 3170 numeric
@attribute 3171 numeric
@attribute 3172 numeric
@attribute 3174 numeric
@attribute 3175 numeric
@attribute 3280 numeric
@attribute 3375 numeric
@attribute 3630 numeric
@attribute 3651 numeric
@attribute 389692 numeric
@attribute 4760 numeric
@attribute 4821 numeric
@attribute 4825 numeric
@attribute 50674 numeric
@attribute 5078 numeric
@attribute 5080 numeric
@attribute 5313 numeric
@attribute 6514 numeric
@attribute 6927 numeric
@attribute 6928 numeric
@attribute Class {Control,BRCA}

@data
5.331106163,6.554608642,5.520952032,8.715997264,6.389915763,4.733633103,6.331145921,5.63502233633,5.749340677,5.043062169,9.527448232,5.622499388,6.062214149,5.361251859,7.958452847,5.720286161,5.530766234,5.63256723,5.401401144,5.609704182,5.303078542,5.4747015372,4.674142501,5.500173644,5.11533942167,BRCA
5.504788206,7.09578981933,5.419747676,7.870921229,5.636487775,5.02464865833,5.194176951,5.28089469433,5.700724934,5.10402565,9.3201863,5.76368461,5.773212576,5.168332398,7.75854158,5.066101302,5.532793245,5.904129552,5.309441109,5.998765996,5.58559599,5.2807451622,4.835433068,5.156448444,5.223337358,Control
5.36650691,7.30272089933,5.49564778167,7.778571841,6.026031625,5.249329214,5.859728116,5.72894961533,5.21588362,5.3557174885,8.730589968,5.346257748,5.252865266,5.057679059,7.680255999,5.266422307,5.761558711,5.330747731,5.422074229,5.259471408,5.408658799,5.437678959,4.951647528,4.963024656,5.18306171,Control
5.401230463,6.53334562533,5.18523056133,6.246365924,6.104971499,4.94516307967,5.754627826,5.58184951733,4.988243006,5.164657489,9.498391063,5.815070224,5.69544494,5.2209212,6.704530075,5.371568663,5.250403832,5.325000691,4.998433881,5.580003175,5.7670854825,5.0367210076,4.482788153,5.259094728,5.29072487367,BRCA
5.636197729,6.507171722,5.39372571767,7.318861647,5.709987583,5.38560136933,5.577890454,5.20243056933,6.236976265,5.538124092,9.329427,5.644945914,5.133205159,5.354038858,7.591674041,4.819682582,4.508617026,4.889487232,4.945808121,5.78712633,5.4986564245,5.1866950352,5.251351034,5.412113573,5.076681051,BRCA
5.52701656,6.17189221333,5.55735813,6.834727409,5.844744204,5.173271033,6.607926227,5.524845156,5.599028548,5.3512626855,10.78663743,5.844744204,5.247843274,5.05203679,7.136788979,5.296743026,4.863456876,5.687068563,5.355449107,6.070771017,5.77777293,5.1393267096,5.01168711,5.610959302,5.176088713,BRCA
5.479627701,6.749587673,5.276280094,6.345454592,5.88179384,5.27685305967,5.859541774,5.70024160433,5.139767484,4.9656958315,11.19124141,5.357737827,5.034316149,5.242422681,6.824325931,5.080669653,5.529361248,5.425938643,4.872103847,5.68173826,5.516028829,5.1429804608,5.07383228,5.510812619,5.54059751633,BRCA
5.55275458,6.22414981633,5.31023041433,6.559496115,5.796241636,5.021561679,6.437382249,5.64371774567,5.145485133,5.0341055605,10.33713157,6.38888318,5.636777762,5.272873517,7.063775592,5.705018031,5.384059522,5.872835683,5.056812452,5.913853554,5.76098172,5.3052654106,5.503993644,5.58151037,5.37951627233,BRCA
5.416173666,6.31336109333,5.49999523867,6.436091549,5.793773171,5.00232770567,6.113175002,5.43761727233,5.33361269,5.4136341315,10.38787223,5.890939859,5.780317481,4.982093747,6.709018743,5.127644885,5.511603435,5.479789356,5.16863326,5.852130742,5.601170333,5.3401858144,5.122477305,5.503198645,5.276302811,BRCA
4.904256777,6.32944039567,5.32017902367,7.43588092,6.750007239,5.09413072467,6.271561655,5.04830411033,5.19062597,5.0430356015,10.40231958,5.657076342,5.123512303,4.632300425,7.347402401,4.990286948,4.700180125,4.162385722,5.345725686,5.861404108,5.250863989,5.0637061424,5.255700175,5.80517071,5.25814530733,BRCA
