@relation data

@attribute 168620 numeric
@attribute 2494 numeric
@attribute 2645 numeric
@attribute 3087 numeric
@attribute 3110 numeric
@attribute 3170 numeric
@attribute 3171 numeric
@attribute 3172 numeric
@attribute 3174 numeric
@attribute 3175 numeric
@attribute 3280 numeric
@attribute 3375 numeric
@attribute 3630 numeric
@attribute 3651 numeric
@attribute 389692 numeric
@attribute 4760 numeric
@attribute 4821 numeric
@attribute 4825 numeric
@attribute 50674 numeric
@attribute 5078 numeric
@attribute 5080 numeric
@attribute 5313 numeric
@attribute 6514 numeric
@attribute 6927 numeric
@attribute 6928 numeric
@attribute Class {Control,BRCA}

@data
5.692518737,7.39173118,5.30303857733,7.772679326,5.689167221,4.72407826833,5.657219288,5.33486397267,5.667190506,5.1334633935,8.604887804,5.492342928,5.169936271,5.488973851,6.940786709,5.586773185,5.428620839,5.089382945,5.451055498,5.519645097,5.230604573,5.3128980706,5.583993803,5.122684364,5.37819775833,Control
5.424931532,6.71542326567,5.53179062767,7.628830314,5.718917257,4.84958602167,5.59724157,5.554592055,5.081308998,5.0505252295,9.369085347,5.263796174,5.773212576,4.800655715,6.566629193,5.488009811,4.964758163,4.998208198,5.915587375,5.844869715,5.35339357,5.0997063766,4.472869269,5.428620839,5.22628037267,BRCA
5.418452458,6.40646527267,5.131792113,6.864189627,5.79507289,4.81716279667,6.270253855,5.23872518267,6.04843851,5.209198193,9.102934387,6.667754223,5.870864797,5.69419158,6.966652886,5.34039425,5.30807618,5.535750687,5.853877943,5.387682411,5.289122766,5.105550821,4.910026549,5.531000265,5.365571106,BRCA
5.03343539,6.30793926633,5.41224549733,6.704530075,5.193979903,5.236122477,6.462097831,5.69935539333,5.754627826,5.3935698285,9.20788134,5.549369797,5.793122872,6.16330311,7.660033564,5.490579154,5.238988625,5.673352364,5.423251451,5.470383322,6.14375187,5.020910304,5.470383322,5.119160314,5.06054115367,Control
6.189286535,6.81471293467,5.381060378,7.094872401,5.899786645,4.81480405567,5.406342144,5.55360892633,5.84386532,4.950879594,9.676468907,6.252197663,5.536217098,5.744774144,6.411854672,5.55659131,5.515235617,5.275576309,5.400889039,5.799353673,5.276348097,5.5222750642,4.327000131,5.308895293,5.39434422033,BRCA
5.437137209,6.67844293367,4.78029427967,7.669064202,5.861342069,4.47085087867,6.354474751,5.566893253,5.518071829,5.126412189,9.407703867,5.727111263,5.73607124,5.872835683,7.307043949,5.230079295,5.68215979,5.182306199,5.597911946,5.817758343,5.545486025,5.278206775,4.925775462,5.614718124,5.232873919,BRCA
5.183299167,6.26410483467,5.24441804267,6.880413479,6.11442494,4.953474254,6.213158304,5.38518767133,5.657505139,4.665101651,8.78353124,5.062651968,5.705709271,6.101508918,6.807165314,4.811100141,5.201056716,5.178725843,5.472984221,5.442621133,5.218319899,5.3893093744,5.323740468,4.783209568,5.521931349,BRCA
5.817118769,6.82586681733,5.44014183767,7.224100886,6.114997467,5.14748256267,6.190817922,5.43629398833,5.937939457,4.747327969,10.29060673,6.026363672,5.451879748,5.741879005,7.541331155,5.088959125,5.032113243,4.508458671,5.042218873,5.540872931,4.8963888355,5.1581699328,4.795729695,5.297935366,5.34989646533,Control
5.40668228,6.37249369333,5.20127672467,7.30286993,5.643720028,4.608346826,6.114997467,5.33139806033,5.639529738,5.1151529145,9.697254787,6.044345618,5.541182786,5.368254349,7.246030653,5.157459364,5.751417692,5.082799703,5.015037253,5.766072507,5.009471916,5.1628675654,4.920187583,5.789736585,5.54361099833,BRCA
5.723088359,6.44741450233,5.52820953933,7.502038402,5.935466377,5.18068152933,7.090062454,5.69681262833,5.376786337,5.17530414,10.27711334,5.784773056,5.233822166,5.416004724,7.569269157,5.550755441,5.679206489,5.177231401,4.694341356,5.738505243,5.517366762,5.3102028742,5.190230876,5.813403636,5.40106229,BRCA
