@relation data

@attribute 5436 numeric
@attribute 5437 numeric
@attribute 5435 numeric
@attribute 23511 numeric
@attribute 55746 numeric
@attribute 6829 numeric
@attribute 25920 numeric
@attribute 5438 numeric
@attribute 5439 numeric
@attribute 6874 numeric
@attribute 6872 numeric
@attribute 6827 numeric
@attribute 23279 numeric
@attribute 79902 numeric
@attribute 4927 numeric
@attribute 11198 numeric
@attribute 4928 numeric
@attribute 5440 numeric
@attribute 53371 numeric
@attribute 11097 numeric
@attribute 2957 numeric
@attribute 2959 numeric
@attribute 6921 numeric
@attribute 9972 numeric
@attribute 2958 numeric
@attribute 6924 numeric
@attribute 6923 numeric
@attribute 5441 numeric
@attribute 8021 numeric
@attribute 23225 numeric
@attribute 4686 numeric
@attribute 8732 numeric
@attribute 6882 numeric
@attribute 9818 numeric
@attribute 6883 numeric
@attribute 6884 numeric
@attribute 8731 numeric
@attribute 57122 numeric
@attribute 6880 numeric
@attribute 23165 numeric
@attribute 6881 numeric
@attribute 9150 numeric
@attribute 7175 numeric
@attribute 6875 numeric
@attribute 9688 numeric
@attribute 7936 numeric
@attribute 6878 numeric
@attribute 6877 numeric
@attribute 10762 numeric
@attribute 23636 numeric
@attribute 4331 numeric
@attribute 79023 numeric
@attribute 51497 numeric
@attribute 7514 numeric
@attribute 2071 numeric
@attribute 1025 numeric
@attribute 9883 numeric
@attribute 2068 numeric
@attribute 348995 numeric
@attribute 7469 numeric
@attribute 6908 numeric
@attribute 6749 numeric
@attribute 8480 numeric
@attribute 9631 numeric
@attribute 5905 numeric
@attribute 8086 numeric
@attribute 5901 numeric
@attribute 5902 numeric
@attribute 5903 numeric
@attribute 2966 numeric
@attribute 2965 numeric
@attribute 1022 numeric
@attribute 2963 numeric
@attribute 2962 numeric
@attribute 2961 numeric
@attribute 22916 numeric
@attribute 2960 numeric
@attribute 6917 numeric
@attribute 5431 numeric
@attribute 904 numeric
@attribute 5430 numeric
@attribute 5433 numeric
@attribute 129401 numeric
@attribute 5432 numeric
@attribute 81929 numeric
@attribute 2968 numeric
@attribute 902 numeric
@attribute 2967 numeric
@attribute 8178 numeric
@attribute Class {Control,BRCA}

@data
11.4744083,11.13855038,12.18094263,9.222372974,11.22708057,11.63348356,9.11777579,11.42772678,6.402078871,8.613551105,8.001455187,10.82924727,9.292000111,11.31587145,10.52622073,11.87223249,6.452684887,6.755291951,8.677037688,9.4877935725,6.18872641367,9.938499406,9.846082676,8.687254178,10.325896,8.498431517,11.111514089,9.66947024,10.79293283,8.006874612,8.627160965,9.65374576,5.787779337,5.61092011767,8.897755568,10.236088035,10.18746996,10.38269998,5.8706972455,10.46181223,11.29445435,7.37892838867,11.08759894,5.603041174,10.75081188,9.036799417,7.902886268,8.228339065,6.713243056,9.818578763,7.173305173,10.79887295,11.162488095,10.74006345,10.65722043,10.73155687,8.4298445465,9.204131621,8.5542168845,7.76437589,9.676966886,8.845098843,7.52460701833,7.428802086,11.32592956,7.81250003,9.35588024,10.50080989,6.309345038,5.171538364,6.858718118,9.6014742,10.90796116,10.79666855,11.62774602,7.79970309167,8.110550027,6.49976480333,9.486624446,8.27137096,11.4243108,9.720120732,6.9314624695,9.636870305,7.77724799867,10.34768534,8.174296834,7.676452764,9.162423509,BRCA
11.48188533,11.28537059,12.08367055,8.291356205,10.75721104,10.64202486,8.51521500375,11.28199972,6.104971499,10.07718328,7.594880712,10.92743375,10.07094309,10.59236386,10.70804518,11.62609927,6.67226088033,6.326074949,8.874233892,9.7897153685,6.66739253233,9.905613067,10.610476212,9.755547386,10.91785336,8.119526238,10.5738760075,8.91062109,10.39442548,6.914777148,8.94526175,9.386455921,5.586773185,6.038152094,9.603413599,7.417907274,9.948462553,10.46760584,6.647844913,10.56036654,11.04197755,7.05079206433,10.3976482,5.461570507,10.262932,8.360672771,7.482110082,7.199626033,6.56370622733,9.6679097305,7.443588263,11.00516506,11.23150106,11.19671294,10.16944939,10.13087976,9.0057770885,7.815256994,8.440677237,7.03452697,9.878403925,7.763645816,7.41438813233,7.696636917,10.72897086,6.716651865,10.61193798,10.1735444895,5.967636237,5.37574431,6.7861813475,9.65659519,10.82131183,10.27729935,11.27693876,8.12538379433,8.649382947,7.895663993,9.811543731,8.203569621,11.55629063,9.578863787,7.588864934,9.355641581,8.399936504,9.399502844,8.4740299995,8.933248873,8.767076337,Control
11.16768802,10.97608812,12.19128143,8.473788053,10.94214079,10.7304916,8.4743960065,11.15088665,6.382499203,9.664661106,8.136971065,10.93958309,9.900180431,10.61251863,10.61564829,11.5343468,7.06776618533,6.547978484,8.692426296,9.609644114,6.611321398,10.0362427,10.636314754,9.838321965,10.89786457,8.81079744,10.616399227,9.180550154,10.56377331,6.873816658,8.413100175,9.366858275,5.88179384,5.883568509,9.597587563,7.8635533895,10.01897944,10.38657417,6.4494654445,10.41307283,11.03036559,7.08224194833,10.64055928,5.40889121,10.17277787,8.259214953,7.9089913135,7.541331155,6.89339379867,9.4793664585,7.108370574,10.93858741,10.74113891,11.01182496,10.08514084,10.32564307,9.0490950775,8.343586732,8.230366588,7.487359976,9.64691917,8.062452471,7.808609232,7.6335652745,10.82015126,7.454877335,10.31149038,9.990578388,5.768456458,4.988697465,6.421656707,9.597587563,10.75314175,10.38624004,11.62374676,7.94777078533,8.621302014,7.77843482767,9.493665908,8.296848686,11.66558698,9.601752743,7.385858514,9.6358129485,8.58775546467,9.933941823,8.5940360615,8.832795987,8.575275572,Control
11.36217961,11.73219511,12.38074251,9.476443016,11.03306523,11.65493594,8.676235756,11.33051934,6.185178351,9.932695001,6.5096630735,11.21259383,10.42441069,11.27673526,10.43185304,12.20536419,7.528050522,6.114268757,6.8058868985,10.2684293485,5.532633969,10.27390663,9.795833979,9.944778348,10.75119697,8.115591386,10.516066184,9.410849402,10.96223109,8.21182884,8.634194938,9.058033085,6.146294365,5.727254593,9.949994866,6.315257659,10.08608351,10.54450111,5.567906116,10.86107549,11.09339134,7.432896607,10.89528011,4.764223297,10.50921116,8.455040631,8.503611181,7.53621054,6.44285074967,9.335713559,5.771628945,10.89425716,11.25158137,11.16381336,10.93024227,10.82965558,8.702210454,9.167193021,8.021123619,8.246623189,10.21839405,8.140013152,7.666812025,7.1694392885,11.45582051,7.996531569,10.9243451,8.9802119075,5.434637608,5.292792099,5.456076664,9.617614907,10.26546887,10.41629907,10.8441842,7.86579001867,8.809061578,7.36587860467,9.214775128,7.970941527,12.19128143,9.330368553,7.491036185,9.9907375325,8.719877213,10.39216207,7.1655308455,8.194979796,8.966845087,BRCA
10.87659774,11.25995523,11.50362218,9.123074542,11.05830992,11.02462046,8.44966380175,10.16197619,6.723562401,9.794773703,7.9992084575,10.76657469,10.5411695,11.11778287,10.38874414,12.15837941,7.19143122567,6.092128797,7.0921794195,10.660615195,5.76435993667,10.17328397,9.285516308,9.793246096,9.969494854,8.81729638,10.302435602,8.426475613,10.51325413,8.521110748,8.7754466,9.444156179,5.775321383,5.908306372,9.318577337,7.002108506,10.44466839,10.54330281,5.488639607,10.85219028,10.32429902,7.17593437867,11.52630619,5.076613872,10.7777528,8.782311189,7.632016503,7.553957774,6.41251149567,8.8546680655,5.902683368,11.12353964,11.382138615,11.20355006,11.10864878,10.50534045,9.5844076055,9.101470918,7.91332957,7.784227701,9.772562477,8.337634305,7.806351836,7.2985705445,11.46815322,7.680255999,10.39647129,9.178354028,5.197719213,4.788047896,5.544020716,10.07000053,10.46916384,10.04182378,11.29154789,7.92189120167,8.501002294,7.46873679533,9.426286314,7.520699455,11.14770754,9.259561518,7.382495772,9.683055312,8.831702571,10.23091542,7.126664761,8.73696091,9.257317784,BRCA
11.53262879,11.67585684,12.54548466,9.088471,11.09848962,11.65981099,8.47928568075,11.68597092,6.764676316,9.791635483,7.293611673,11.69812525,10.07411507,11.33541843,10.35884378,12.16931758,6.997489341,6.016480301,6.950345721,10.3128701505,5.68797612733,10.45289528,9.9734791535,9.540516092,10.66644619,8.384234542,10.480290843,9.227195422,10.86526952,8.312317023,8.217813694,9.423662793,6.24317934,5.65225244667,10.10988324,6.319694091,10.51270618,10.28660429,5.8225642365,10.8300717,11.06473959,7.13802204433,10.65863127,4.969485815,10.76039169,8.763263105,8.372869433,8.049278334,6.11022297267,9.390792679,6.196042028,11.37070935,11.451104685,10.83660293,10.88769302,10.61911518,9.0653599655,9.228344402,7.941049802,8.11647539,10.26730203,8.315298042,8.077182341,7.335258382,11.05567579,7.87986062,10.36660939,9.3849187865,4.778749175,5.258529523,5.44209646,10.12919321,10.49127719,10.80422,11.30449979,7.704054153,9.069960645,6.82128937267,9.136613813,7.877132455,11.96009799,9.374426115,7.640236619,10.0054039915,8.39322552767,10.54330281,7.207971487,8.461204311,9.096966204,BRCA
11.56134298,11.58990637,12.57220763,9.313099074,11.01303318,11.81532136,8.7950772585,11.74803988,7.461215696,9.878603173,6.2559533555,11.53538974,10.54993411,11.26378871,10.52622073,12.11775357,7.12570578567,6.083857569,6.673638385,10.175807248,5.68737918733,10.7304916,9.902222107,10.00201369,10.74066222,8.149392911,10.222187605,9.319763063,10.91921737,8.68863596,8.266787858,9.357079711,6.104971499,5.540239002,10.21419195,5.8719675625,10.38218389,10.7780979,5.851401107,10.97955044,11.20780763,7.21968344067,10.9232534,5.098043929,10.55686073,8.718842038,8.516978346,7.695647856,6.34199734433,9.282241073,6.101719008,11.23955693,11.184368605,10.88216751,10.61346285,10.980761,9.131055831,9.230129219,8.0620596875,8.441762661,10.29166028,8.191603516,7.96397256133,7.4610238715,11.16548507,7.79246679,10.42231215,9.3910323505,5.049425205,5.533727829,5.5223939415,10.19591385,10.32819838,10.86526952,10.91383956,8.021174851,9.096966204,7.21432997467,9.151492997,7.754388358,12.44988381,9.560027603,7.5408424895,10.266338858,8.36016220033,10.42417183,7.3753302775,8.260097569,9.213761077,BRCA
11.72083647,11.66436963,12.69228318,9.744775458,10.99992623,11.36612562,8.33016453525,11.77806492,6.773307786,9.820626194,6.8233046055,11.49745034,10.31880295,10.85440892,10.87563823,12.10354363,6.915254259,6.67359573,7.0380508525,10.077023151,5.66673193633,10.58303601,10.219585132,9.734062262,10.98687328,8.419813926,10.5831067445,9.38991153,10.73881029,8.612961657,8.794043061,9.449035705,5.980317403,5.702195218,10.31961599,6.337928816,10.60309338,10.49748292,5.8535803325,11.07201887,11.30872029,7.37319981933,10.93235154,5.080243265,10.54623399,8.958930467,7.9607632885,7.916478324,6.342114179,9.51464464,5.913853554,11.2211885,11.366034325,11.01303318,10.55979796,10.42177586,9.1480814945,9.21184032,8.0192290835,8.231294544,10.09627409,8.216941185,7.91466323133,7.4277826515,11.15959405,7.763878152,10.78613914,9.6266742225,5.562403668,5.358089615,5.5364636575,10.21780056,10.85319669,10.72254311,11.3382407,7.97594459867,9.182779884,7.189610274,9.14242692,7.504284952,11.89363345,9.353875227,7.5258128505,10.1308165865,8.67060928633,10.32995358,7.5514060975,8.26545228,8.813172827,BRCA
11.67615115,11.62683849,12.51339458,9.511130543,10.96869939,11.71081731,8.99918270825,11.8267889,6.977855527,9.686960543,6.2511141275,11.62333067,10.32054705,11.12692078,10.62776211,12.13627672,7.283181094,6.104132849,6.998502507,10.3100047505,5.66898314867,10.49005891,9.968129813,9.672500978,11.06986277,7.970452678,10.777725243,9.598481115,10.93816836,8.807082076,8.485971282,8.963388234,6.083219352,5.87472931033,10.41126499,5.752067338,9.717377026,10.34930366,5.77208709,10.50876069,11.42258795,7.40786895833,10.68460862,4.698514237,10.44034522,8.344585666,8.4428349015,7.351604314,6.41663102767,9.4055344625,5.669530862,10.93189375,11.360219095,10.84878354,10.83660293,10.24730484,8.6367287865,8.758440706,8.015208768,8.537219493,10.30144507,8.01368714,7.92980596633,7.330975552,11.28106518,7.697282321,11.08411429,9.742944362,4.958159726,5.286429541,5.15457292,10.13564553,10.60533161,10.84822018,11.17484162,8.11810553467,9.118948289,7.41929702967,9.583727381,7.606111137,12.2142175,9.517335308,7.7309844595,10.185310385,8.803648797,10.54869216,7.2303432025,8.169525606,8.849890707,BRCA
11.40065415,11.67585684,12.94317143,9.319763063,11.17748823,11.1581191,8.80146232775,7.91898414,6.337002435,9.925925682,7.2855589845,11.51581946,9.36270062,11.49963678,6.319586888,11.65291678,7.292038499,7.371212794,6.458489395,10.3490182955,5.634660947,8.982823296,8.596813159,9.785984134,11.082442,9.57788249,11.464866038,9.391867114,10.64868139,7.57557919,8.170802781,6.656071297,5.901899413,6.35908817467,10.08992748,6.5610379715,11.4486069,11.35464901,5.7447864355,11.27762466,11.58795809,7.68656767567,11.59799678,4.522411849,10.78233917,10.49423086,7.86446929,6.387591412,6.11201536833,9.262046048,5.781235931,11.53100625,9.3596569505,10.00966108,10.83158062,10.7116199,9.357835757,9.785984134,8.145928049,9.532570767,8.402085935,9.001704532,8.33272210267,7.842926264,11.87820241,8.105084975,10.29619385,9.3806308365,5.212385731,5.052688948,5.321608753,8.777182254,6.387591412,11.03013967,11.73450229,7.85652075367,8.280493715,7.05964141433,9.797410704,8.633341407,12.06768485,9.443980125,6.28713931,10.509973745,8.30560416167,10.32910148,7.3442798615,8.512346531,9.920167156,BRCA
