@relation data

@attribute 5436 numeric
@attribute 5437 numeric
@attribute 5435 numeric
@attribute 23511 numeric
@attribute 55746 numeric
@attribute 6829 numeric
@attribute 25920 numeric
@attribute 5438 numeric
@attribute 5439 numeric
@attribute 6874 numeric
@attribute 6872 numeric
@attribute 6827 numeric
@attribute 23279 numeric
@attribute 79902 numeric
@attribute 4927 numeric
@attribute 11198 numeric
@attribute 4928 numeric
@attribute 5440 numeric
@attribute 53371 numeric
@attribute 11097 numeric
@attribute 2957 numeric
@attribute 2959 numeric
@attribute 6921 numeric
@attribute 9972 numeric
@attribute 2958 numeric
@attribute 6924 numeric
@attribute 6923 numeric
@attribute 5441 numeric
@attribute 8021 numeric
@attribute 23225 numeric
@attribute 4686 numeric
@attribute 8732 numeric
@attribute 6882 numeric
@attribute 9818 numeric
@attribute 6883 numeric
@attribute 6884 numeric
@attribute 8731 numeric
@attribute 57122 numeric
@attribute 6880 numeric
@attribute 23165 numeric
@attribute 6881 numeric
@attribute 9150 numeric
@attribute 7175 numeric
@attribute 6875 numeric
@attribute 9688 numeric
@attribute 7936 numeric
@attribute 6878 numeric
@attribute 6877 numeric
@attribute 10762 numeric
@attribute 23636 numeric
@attribute 4331 numeric
@attribute 79023 numeric
@attribute 51497 numeric
@attribute 7514 numeric
@attribute 2071 numeric
@attribute 1025 numeric
@attribute 9883 numeric
@attribute 2068 numeric
@attribute 348995 numeric
@attribute 7469 numeric
@attribute 6908 numeric
@attribute 6749 numeric
@attribute 8480 numeric
@attribute 9631 numeric
@attribute 5905 numeric
@attribute 8086 numeric
@attribute 5901 numeric
@attribute 5902 numeric
@attribute 5903 numeric
@attribute 2966 numeric
@attribute 2965 numeric
@attribute 1022 numeric
@attribute 2963 numeric
@attribute 2962 numeric
@attribute 2961 numeric
@attribute 22916 numeric
@attribute 2960 numeric
@attribute 6917 numeric
@attribute 5431 numeric
@attribute 904 numeric
@attribute 5430 numeric
@attribute 5433 numeric
@attribute 129401 numeric
@attribute 5432 numeric
@attribute 81929 numeric
@attribute 2968 numeric
@attribute 902 numeric
@attribute 2967 numeric
@attribute 8178 numeric
@attribute Class {Control,BRCA}

@data
11.06244102,10.33896506,12.07353083,8.948514067,10.70099474,10.94111386,8.71481121475,11.03306523,7.484019523,9.687087433,8.164904587,10.68956587,9.944646595,10.73828676,10.65747949,11.66916423,6.766641794,6.365977347,8.4982454305,9.6648727675,6.19672199167,10.27876338,10.4289609365,9.744439113,10.74598122,8.711943205,10.7153314145,9.950818724,10.56852647,6.645049976,8.059859689,9.43438904,6.021097265,6.03436478667,9.785191339,7.3903396625,10.14362273,9.872136606,6.350618223,10.53897001,10.89144978,7.07162794567,10.73458709,5.911039136,10.32181006,8.551430581,7.834513538,7.971286497,6.28022878033,9.4780677085,6.69676284,10.87230572,10.76402632,11.18170219,10.0776573,10.30035288,9.1153257685,8.220113618,8.3668938445,7.416293235,9.808393548,8.188701494,7.571167906,7.400200831,10.70560671,7.158562039,10.31245505,10.0236002615,5.945099216,5.474931823,6.107234293,9.361681261,10.64948099,10.15511583,11.58443655,7.88145338567,8.647639314,7.69516215867,9.502643438,8.433503159,11.4871292,9.588630847,7.2678836785,9.734545643,8.61174871767,10.43957668,8.45525079,8.439499644,8.691587488,Control
11.20928598,11.03103278,12.14356347,9.07757757,10.79163118,11.76903417,8.54949965075,11.31379869,6.750074255,9.75485875,9.135722787,10.52231943,10.06496539,10.96132689,9.904401726,12.03723816,6.824600342,6.504704302,8.242744387,9.4416045875,6.546755609,10.07359638,10.312101354,9.026662535,10.36236061,8.029730494,10.392543967,8.536044277,10.58008449,7.623298306,8.25492364,9.832676886,5.428620839,5.56283592867,8.631014334,7.7342694025,10.66444309,10.16400217,5.5164426775,10.4051391,11.18055585,7.14929121367,10.82235197,5.99820185,10.48239483,8.601288997,7.4807953015,8.225979952,6.28489948567,9.602807458,7.086882265,10.78405837,10.981471505,11.36961249,10.50841903,10.56172258,9.331495089,8.497094498,8.921735544,7.799979524,10.0579109,7.769806651,7.305644941,7.6631158415,10.62072869,6.991610063,9.706824548,9.670697232,5.044843524,5.210049084,6.586162299,9.155780297,10.72254311,10.98225228,11.41027128,7.51004890567,8.485226676,7.36046158267,9.076489033,9.433126963,11.94573106,9.975440003,7.1869489675,9.498501844,7.884970577,9.94572954,7.832012647,8.965352223,8.949243917,BRCA
11.27344029,11.02625388,12.38193096,9.349613594,10.97348951,11.62135377,8.83819816225,11.43055462,6.90941648,10.16084871,8.307388572,10.91737229,10.10125057,10.8492802,10.74842792,12.09587508,6.87867607,6.401780305,8.419646614,9.7955411235,6.85562510067,10.18842847,10.168662834,9.755547386,10.38640712,8.294288896,10.539595686,8.618450775,10.85124954,7.919118257,8.146621018,9.247619677,6.095402957,5.945402415,9.210172782,7.1818242975,10.67109897,10.14873431,6.070670496,10.93899899,11.29154789,7.175120268,10.77184043,5.458620899,10.63133194,8.859830691,7.773135859,7.588473151,6.48209168833,9.9134145385,6.839081327,11.02156667,11.4799612,11.3442156,10.71269919,10.31397736,9.184940914,8.892012333,9.1231107235,7.395536545,10.09283678,8.791424313,7.90182937733,7.834746884,11.18028854,7.628593402,10.34072947,10.317806515,5.90202005,5.664561948,6.582656103,9.394656215,11.17512864,11.02694718,11.23391938,7.94825784867,8.561241279,7.362647587,9.480992671,8.897861429,11.65775177,9.936402792,7.5858335005,9.55547611,8.57418991167,10.27514127,7.667131787,8.580466923,8.748277668,BRCA
11.08706186,11.73846187,12.34948589,9.614162807,10.74842792,11.83833739,8.54354174375,11.62261253,7.827852559,9.991097026,7.892431063,10.6002268,9.560920839,10.67254493,10.67862239,11.91142767,6.97341843633,6.648325671,8.422447157,8.725553334,7.05714631167,9.386358915,10.050980994,8.789559014,9.683346055,8.539198683,10.7255934155,8.674016666,10.75691093,8.215849806,8.803470139,9.96450012,5.504788206,5.71183285833,8.173203811,6.6136457995,10.92486095,10.51689201,5.5449805545,10.4760984,11.70539708,7.27769495633,10.82887651,5.540408023,10.62174996,9.18800839,7.639337982,7.816841466,6.13564318433,9.7641065265,7.265055029,10.77639419,11.162653415,11.04568478,10.43052602,10.11489441,9.5489799265,8.85164062,8.954544083,8.236482005,9.728779829,8.93233371,7.11799945933,7.5634028845,11.51729675,7.810926842,9.043848309,9.690091307,5.082373945,6.002540089,6.970019164,9.99050151,10.8849167,11.21644291,11.44938612,7.58612819967,8.088365735,6.74089657333,8.607368346,9.092513451,11.94385185,9.42569906,6.0686045945,9.5760667495,7.144783444,10.44466839,7.517316273,7.704562712,8.908123216,Control
11.3442156,10.79386361,12.13760287,8.571526197,10.51270618,11.44205205,8.9363143475,11.5269639,6.693630261,9.595509779,9.091903594,11.07640162,9.716228343,10.55491043,10.38135939,11.71011775,6.60734282267,6.908516092,8.644246817,9.273737981,6.393300929,9.659657526,10.4151315645,9.278322331,10.39839664,8.305675466,10.3104713005,7.919118257,10.44585319,7.766050346,8.173353743,9.474446754,5.757564188,5.86548072367,8.913428843,6.9668096915,10.71405897,9.863230401,6.3218157935,10.45025788,11.62333067,7.32058660367,10.12116474,5.931866956,10.26227726,8.729783122,8.0452593375,7.773437814,6.61995662867,9.8283234625,6.867961695,10.58989012,11.113912375,11.24345683,9.889641277,10.36619136,8.7499691525,8.312657375,8.713297444,7.400753782,9.633676921,8.444405271,7.382879181,7.9042128665,10.86373739,7.41187347,10.46214465,10.472084425,6.183690582,5.206341637,7.045217151,9.627078354,11.02198648,11.01557728,11.1371034,7.93509094333,8.460968914,7.74437634867,9.566592153,9.376755481,11.82274022,9.787507202,7.5611171875,9.5036457565,8.52278816767,9.47543003,8.195898639,8.732388881,9.057451034,BRCA
10.31037169,9.875964751,10.92233559,8.935534242,11.02951865,10.73293927,9.0391301595,9.599160216,6.361510132,9.783674007,8.460644928,10.71201129,10.68029603,10.93414071,10.79163118,11.93079102,7.501134809,5.738505243,9.349364842,9.6473876935,6.12875716333,9.681765982,9.588315391,10.41359385,9.709023968,8.740220206,9.581731624,7.686957644,10.38522909,7.441390364,8.315298042,9.407990591,5.868397398,6.181169694,8.850359642,7.645528089,10.30357275,10.58354379,6.2796543925,10.89604874,10.35756331,7.207519942,10.79624673,6.364489812,11.03904603,8.627160965,7.6045245685,7.327600078,6.74734580867,9.647092859,6.499332184,10.38787223,11.29505313,11.78440594,10.75975321,10.67791364,9.0253311545,8.645353223,8.490716209,7.048816858,9.121838552,8.557780662,7.42526526267,7.9929258645,11.45168263,6.875169162,11.35299256,10.116185412,6.835359227,5.527329405,6.922969386,9.01498366,10.94132297,10.5362572,11.27072181,8.084937371,7.788752789,8.590482648,10.07813116,8.602996767,11.63953303,10.20626383,8.0406116585,9.9366689445,9.264684213,9.72642302,8.0884774495,8.769772669,9.741758161,BRCA
10.67974863,11.62683849,12.15346979,9.235907197,10.09962433,11.538548,8.4061443345,11.33246195,6.933398915,9.802294663,8.2889014185,10.00748325,10.5411695,10.12172813,10.10297665,11.45963412,6.583680554,6.973327498,7.9662791415,7.963427229,6.77246409467,8.997272028,9.6829248285,8.090034492,9.240762195,8.772975245,10.68291734,8.661565351,10.19220376,7.649114461,9.040817876,10.36385855,6.035630095,5.96643391133,8.121094588,8.751271778,10.55438287,10.09372163,5.775584767,10.09113158,11.63838852,6.984358523,10.55979796,6.512547399,10.74125232,9.768523916,7.182653392,6.78836312,6.971693019,9.597454927,5.895672973,10.55491043,10.41509076,10.95483991,10.0173308,9.739662964,10.0248169055,8.838495753,9.0898110315,8.210952703,9.568545732,8.369075052,6.680431951,8.244454268,11.4461297,7.580354917,9.805502513,9.4176405165,5.28356184,6.082580853,6.719438847,9.547121611,10.21664921,10.47933595,11.2607492,7.31864934033,8.020564879,7.92873725133,7.728874776,10.2758862,11.94707994,8.931979298,6.0253561645,9.310331427,7.412940477,9.822443813,7.0980443305,8.357575234,9.0923747,BRCA
11.18055585,11.02111204,12.42339047,8.527976511,10.71490255,10.35421112,8.39148310675,11.33541843,5.975453214,10.18512356,7.303212255,11.09785784,10.05901354,10.87818911,10.71990666,11.51973221,6.84616120133,7.098982487,8.654195741,10.2476641185,5.942053216,10.31245505,10.350985893,9.660094472,10.89094843,8.573761846,10.9364970335,8.961436038,10.23748518,7.04734514,8.714478327,9.339995336,5.884604788,5.60097907267,10.02000108,7.054603226,10.22471354,10.10831572,6.626526383,10.49296002,11.14770754,7.330917413,10.63068602,5.265109838,10.09936791,8.793457915,7.53936133,7.705565218,6.54759325767,9.7110048545,6.573196985,11.19977372,10.834701835,10.88698849,10.17798975,10.24684186,8.5971275445,7.900747773,8.391776024,7.431291005,10.09936791,8.226413547,7.88850129767,7.847019682,10.59585913,6.930592839,10.51975691,10.3406692055,5.455829609,5.520745364,6.479895483,9.825825817,11.07640162,10.18342483,11.43055462,8.28694858433,8.703844,8.33785800367,9.579754867,7.901456932,11.36417449,9.659501442,8.0799720185,9.9425822725,8.57418226267,9.751904322,8.2150115435,8.78938784,9.038034948,Control
11.62550351,11.34089896,12.19349773,8.757432619,11.14957584,11.14107911,8.71152100125,11.31701417,6.260971855,9.845200356,8.2507507325,11.08076443,9.760949066,10.81621191,10.92822987,11.99166543,6.846979965,6.517673816,9.104528772,9.6269068455,6.17643489533,10.03037096,10.3065809345,9.775001605,10.61564829,8.368507689,10.318720793,8.771812245,10.45696041,7.909294774,8.472326439,9.206233641,6.153507065,6.13996439133,9.368168734,6.561836431,10.26119615,10.40557791,6.85104186,10.94214079,10.8507848,7.209285101,10.65349026,6.522546714,10.39839664,8.608754849,7.940330264,7.581748786,6.375129507,10.2074034015,7.327824597,11.04774441,11.46096842,11.39833769,10.24019539,10.28488803,8.651042911,8.755431019,8.726991346,7.772382418,10.068557,8.725588759,7.356748726,7.605598727,11.09993968,7.685311433,10.97507253,11.02304684,6.048874401,5.082799703,7.1126508515,10.15470456,11.32848436,10.89238744,11.12137181,8.102910264,8.446185008,7.93997874133,9.777995431,8.77081346,11.48468963,9.969027107,8.1950312805,9.5458512545,8.92060182067,9.751444107,8.2231503775,8.620110863,9.048433146,BRCA
11.31223081,11.14633337,12.31595909,8.968033945,10.73828676,11.61281105,8.611721355,11.64258438,6.154418781,9.518988037,8.961559041,10.88991099,9.226822258,10.59585913,10.43232295,11.83281498,6.389484251,6.645878602,8.7062533825,9.087620074,6.51099236,10.04541878,10.0572264215,8.632641862,10.38034502,8.208735647,10.3885563575,9.146391192,10.56852647,8.020912072,8.368136601,9.584498023,5.416004724,6.20494726733,8.918297617,7.3391111975,10.51229137,9.923803275,6.237159834,10.5220521,11.22892405,7.13411305333,10.50407936,6.22371757,10.25455658,8.919117419,7.952250149,7.564418422,6.488023506,9.5666536195,6.996504912,10.64603237,11.153986715,10.84633682,10.10676612,10.52792683,9.284031921,8.379801934,8.9027815345,7.845993534,9.813452991,8.733287497,7.65162541167,7.505618187,10.93590557,7.582877963,9.562147541,10.41180642,6.021041727,5.287630431,7.07342704,9.154553037,10.59878323,10.67333141,11.20148395,7.503244585,8.132128405,7.448378636,8.832954179,9.602588049,12.0199261,9.532570767,7.0389208815,9.4451757265,7.88713234333,10.12301596,8.1149854775,8.305344864,8.699295794,BRCA
