@relation data

@attribute id string
@attribute 1311 numeric
@attribute 1378 numeric
@attribute 1440 numeric
@attribute 22914 numeric
@attribute 2532 numeric
@attribute 2993 numeric
@attribute 2995 numeric
@attribute 3039 numeric
@attribute 3043 numeric
@attribute 3045 numeric
@attribute 3082 numeric
@attribute 3383 numeric
@attribute 3458 numeric
@attribute 3553 numeric
@attribute 3569 numeric
@attribute 3576 numeric
@attribute 3586 numeric
@attribute 3592 numeric
@attribute 3606 numeric
@attribute 3683 numeric
@attribute 3689 numeric
@attribute 3820 numeric
@attribute 4035 numeric
@attribute 4233 numeric
@attribute 4615 numeric
@attribute 5175 numeric
@attribute 54106 numeric
@attribute 6347 numeric
@attribute 6382 numeric
@attribute 6383 numeric
@attribute 6385 numeric
@attribute 6401 numeric
@attribute 6403 numeric
@attribute 7040 numeric
@attribute 7042 numeric
@attribute 7043 numeric
@attribute 7057 numeric
@attribute 7058 numeric
@attribute 7059 numeric
@attribute 7060 numeric
@attribute 7097 numeric
@attribute 7099 numeric
@attribute 7124 numeric
@attribute 7412 numeric
@attribute 948 numeric
@attribute 958 numeric
@attribute 959 numeric
@attribute 9672 numeric
@attribute 975 numeric
@attribute Class {BRCA,Control}

@data
GSM481002,-0.1672101563,-0.0195448927,-0.0857186879,-0.1080595911,-0.1300542544,-0.0947516555,0.3368398627,0.1780857023,-0.0331727813,0.3162521469,-0.0900668325,1.6084205522,-0.1280158754,0.4983481401,2.1287122038,0.1075109721,-0.2486633961,-0.1095083857,-0.0640780461,-0.0770992702,-0.1962938794,0.0108476500,0.5730880462,-0.0160443468,1.6197582881,-0.0489916427,-0.0664558089,1.7100287346,1.9700688789,1.3599667637,1.3976434459,-0.1053011689,-0.0841577866,0.4776154854,0.8690730108,0.3435973456,1.8902754735,4.6578381328,0.9317078258,0.0128830904,-0.1099566451,0.0593719746,-0.1203307158,1.4351434186,-0.0639162206,-0.0944000360,-0.1889940840,-0.0449378426,3.1708469094,BRCA
GSM481003,-0.1042829053,0.0125319045,-0.0162799633,0.1808982436,0.4634944759,-0.0694701447,0.1894017728,0.3175171267,0.0670525756,2.5762274414,-0.0890416577,1.3550704890,-0.1236682045,1.0770822940,0.8208781174,1.4715424657,-0.1257941105,-0.1299268159,0.4371873090,-0.1034652738,-0.1556896888,-0.0484010597,0.3305228854,0.1392996103,1.9719548359,-0.0421273370,-0.0716271501,3.1995868419,1.6940688070,0.9443970016,1.5550974760,-0.0890807733,0.1046401950,0.5876617368,1.5404983274,0.3926736576,1.0961764973,4.2051223382,0.6738963011,-0.0854843307,-0.1016684996,0.1131282425,0.3678463830,2.5014159606,-0.0715040995,0.1128028248,-0.1467106119,-0.0570953261,3.1630465686,BRCA
GSM481004,-0.1885563816,-0.0033682808,0.5621052188,-0.1361301528,-0.0017085271,-0.0361835971,0.4152250531,0.0363317445,-0.0290413210,0.0000818773,0.1403280745,1.7522706015,-0.1066800437,2.5220021768,2.5183840991,1.6739334250,-0.1977293875,-0.2246398431,-0.0709550090,-0.1109918706,-0.1854128705,0.0000412452,0.7548477693,0.1799735930,2.0826415886,-0.0777788476,-0.0003620527,2.8820409113,0.7768651535,1.1525522401,1.7647942296,-0.1346208369,-0.0368857761,0.4072908132,1.1630562656,0.3364432512,1.9137970677,4.6035953628,1.0637785066,0.0585717540,-0.0486927830,0.0708280785,-0.0368083989,1.4617717490,-0.0965311680,0.0367485628,-0.0823195486,-0.0318102659,3.2538585960,BRCA
GSM481005,-0.0985506622,-0.0047267683,-0.1203495308,-0.0683708418,0.0051404987,-0.0693018751,0.1647916365,0.3333007563,-0.0125595147,-0.0680968785,-0.1242908563,1.1470914875,-0.1683066803,0.5863126215,2.3123772144,0.3897922044,-0.2033722807,-0.1439297993,-0.1328362586,-0.0538089833,-0.1542207042,-0.0585869655,0.5311841832,0.1209496400,1.8920790091,-0.0867446095,-0.0973110587,2.7729318671,1.1301747999,1.6198523020,1.3409468041,-0.0668759366,-0.0726067910,0.3632583721,1.1279461384,0.4534288727,1.7547406858,4.2705672319,0.5727708010,-0.0711156597,-0.0665274850,0.1918886058,-0.1027448054,0.8368593614,0.0500329547,0.0770583563,-0.1864941843,0.0230864346,2.9495219735,BRCA
GSM481006,-0.1787073554,-0.0457815783,-0.0946035889,-0.0285389992,0.0352080670,-0.0434729786,0.4858594136,0.1490601437,-0.0398328456,0.4854583721,-0.0910984392,1.6024171489,-0.2032751216,0.4520055540,1.9709999030,0.7345458053,-0.1049547011,-0.1509048072,0.4168985869,-0.1073077497,-0.1855151630,-0.0857421649,0.3512959743,0.0792207283,1.6438614859,-0.1171489896,-0.0106408464,2.8575072951,1.9412992614,1.0764541981,1.6407612922,-0.1474844559,-0.0867700028,0.3491632068,1.0640574322,0.3380506146,1.6049815546,4.5933951536,0.7639892979,-0.0740136918,-0.0274221951,0.0774115979,-0.0591356744,2.3843624517,-0.1116888564,0.1071480134,-0.1412679263,0.0397301614,3.2452758550,BRCA
GSM481007,-0.1450877983,0.0183963460,-0.1176624930,-0.0295901436,0.2211382952,-0.0187939971,0.8572551677,-0.0791390065,0.0795571557,2.6942405401,-0.0398325489,1.6901965559,-0.1352403009,0.3051382034,1.5888246496,0.3815329463,-0.1695612810,-0.1511262000,1.1126770776,-0.0586384583,-0.0165134667,0.0397934995,0.3779517038,0.3142764187,1.7544682556,-0.0401979054,-0.0579688576,2.8559285004,1.2894965270,0.8556848069,1.6571964794,-0.0531207794,-0.0686965311,0.3947684393,0.2169134759,0.6869849099,1.0875133568,4.5561926101,0.8347073379,-0.0183858601,-0.0349783328,-0.0378676735,0.1398046748,3.1005409435,-0.0562751821,0.0036272553,-0.0966813660,0.1262258461,3.1452418565,BRCA
GSM481008,-0.1703584878,0.0135383108,3.1095010177,-0.0244661134,-0.1340526697,-0.0470563950,0.5908042206,-0.1015161098,-0.0836233649,-0.0832467277,0.0478122059,1.0914881301,-0.2036045082,3.7100130320,2.6366142299,2.2164069593,-0.1578689768,-0.0432277814,-0.0869256644,-0.0419190719,-0.1834583134,0.0253636494,0.4374621035,0.2588366775,1.6684907476,0.1781776670,-0.0964413439,2.9415273534,2.4991969956,0.4790653915,1.2949115297,-0.0469919451,-0.0026418858,0.9020165747,1.0231049003,0.0843056362,0.9346371066,4.3664356073,0.3984837329,-0.0063983426,-0.0688331930,0.0077770210,-0.0821399172,1.1412398851,-0.0258508692,0.0942950695,-0.0981632424,0.0562913010,3.0182441325,Control
GSM481009,-0.2633081641,-0.0831521150,-0.1363151893,-0.0810421539,-0.1280984899,-0.0797914446,0.2122192869,-0.1248086745,0.0284725913,-0.0627943924,-0.0765183503,0.5789911190,-0.2011497214,0.3269794668,0.9991316413,0.1852908233,-0.2203453198,-0.1940156351,-0.1178382771,-0.0861537382,-0.2835594586,-0.0004363946,0.2278006284,0.0263716091,1.4121935302,-0.0994077928,-0.1029173690,1.6956768731,1.4252493049,1.3229497690,1.5288855832,-0.2525768428,-0.0233045753,0.1325173036,0.2427701615,0.4328454778,0.7949119215,5.4401534399,0.5483482332,0.0365947642,-0.0637761413,0.0715685539,-0.1245508698,0.6947452825,-0.0695099781,-0.0703402315,-0.2133116647,0.0524379304,3.2444939763,Control
GSM481010,-0.1995456026,-0.0740054093,0.1831499014,-0.0299358393,0.1846544891,-0.0692639355,0.3455843211,2.1571543415,0.0155622279,0.1702665049,-0.0909031314,1.4379808760,-0.1147065031,1.3842930889,1.8094631367,1.6296272655,-0.1438307749,-0.1489029545,0.1119127483,-0.0388701461,-0.1162023945,-0.0172341599,0.3351872551,0.2723468990,1.7936493554,-0.1017693667,-0.0688042777,3.0530998179,1.2288698738,1.2130548694,1.3356717587,-0.1713298771,-0.0515904378,0.4001078805,1.3532863502,0.2637763904,1.6667781540,4.2659974099,0.6310766338,0.0771955697,0.0407279982,0.3634714415,-0.0689478631,3.2252018750,-0.0988731951,0.0569735571,-0.1327051670,-0.0202938532,2.8713478295,Control
GSM481011,-0.0707471693,0.0505490041,-0.0415977651,-0.0491048291,0.2997536088,-0.0412042877,0.3575062004,0.2663075685,-0.0506759338,0.5329469740,-0.0384367945,1.2405612404,-0.0782974666,0.0802930284,1.6893038817,0.2282059908,-0.1425343341,-0.0954395305,-0.1168348633,-0.0912651223,-0.2020389984,0.0370000639,0.5179873879,0.0881457550,1.9562136729,-0.0445245766,-0.0975409582,2.7200380696,1.4532810204,1.0597996187,1.3648027203,-0.1168497694,-0.0073142439,0.5330254723,0.6447139097,0.7929640099,1.3167463400,4.5045919949,0.7886644867,0.1581573665,-0.1487344496,-0.0516900792,-0.0423061008,1.0833165870,-0.0505232476,0.0428327815,-0.0771297612,0.0194917123,3.1517891138,Control
