@relation data

@attribute 10000 numeric
@attribute 1017 numeric
@attribute 1019 numeric
@attribute 1021 numeric
@attribute 1027 numeric
@attribute 103 numeric
@attribute 10332 numeric
@attribute 10379 numeric
@attribute 10399 numeric
@attribute 1147 numeric
@attribute 1457 numeric
@attribute 1459 numeric
@attribute 1460 numeric
@attribute 1796 numeric
@attribute 1965 numeric
@attribute 207 numeric
@attribute 208 numeric
@attribute 2213 numeric
@attribute 23118 numeric
@attribute 23533 numeric
@attribute 23586 numeric
@attribute 2534 numeric
@attribute 25898 numeric
@attribute 27102 numeric
@attribute 27113 numeric
@attribute 29110 numeric
@attribute 2932 numeric
@attribute 30835 numeric
@attribute 3303 numeric
@attribute 3304 numeric
@attribute 3305 numeric
@attribute 3306 numeric
@attribute 3310 numeric
@attribute 3312 numeric
@attribute 3439 numeric
@attribute 3440 numeric
@attribute 3441 numeric
@attribute 3442 numeric
@attribute 3443 numeric
@attribute 3444 numeric
@attribute 3445 numeric
@attribute 3446 numeric
@attribute 3447 numeric
@attribute 3448 numeric
@attribute 3449 numeric
@attribute 3451 numeric
@attribute 3452 numeric
@attribute 3454 numeric
@attribute 3455 numeric
@attribute 3456 numeric
@attribute 3458 numeric
@attribute 3459 numeric
@attribute 3460 numeric
@attribute 355 numeric
@attribute 3552 numeric
@attribute 3553 numeric
@attribute 3558 numeric
@attribute 3559 numeric
@attribute 356 numeric
@attribute 3560 numeric
@attribute 3561 numeric
@attribute 3565 numeric
@attribute 3569 numeric
@attribute 3592 numeric
@attribute 3593 numeric
@attribute 3596 numeric
@attribute 3654 numeric
@attribute 3661 numeric
@attribute 3665 numeric
@attribute 3716 numeric
@attribute 3717 numeric
@attribute 3718 numeric
@attribute 4068 numeric
@attribute 4179 numeric
@attribute 440275 numeric
@attribute 4478 numeric
@attribute 4599 numeric
@attribute 4615 numeric
@attribute 4790 numeric
@attribute 4792 numeric
@attribute 4793 numeric
@attribute 4938 numeric
@attribute 4939 numeric
@attribute 4940 numeric
@attribute 51135 numeric
@attribute 51209 numeric
@attribute 51284 numeric
@attribute 5290 numeric
@attribute 5291 numeric
@attribute 5293 numeric
@attribute 5294 numeric
@attribute 5295 numeric
@attribute 5296 numeric
@attribute 54106 numeric
@attribute 5588 numeric
@attribute 5610 numeric
@attribute 57506 numeric
@attribute 595 numeric
@attribute 5970 numeric
@attribute 64135 numeric
@attribute 6504 numeric
@attribute 6772 numeric
@attribute 6773 numeric
@attribute 6774 numeric
@attribute 6776 numeric
@attribute 6777 numeric
@attribute 6869 numeric
@attribute 6885 numeric
@attribute 7097 numeric
@attribute 7099 numeric
@attribute 7128 numeric
@attribute 7157 numeric
@attribute 7161 numeric
@attribute 7189 numeric
@attribute 7297 numeric
@attribute 8503 numeric
@attribute 8667 numeric
@attribute 868 numeric
@attribute 8743 numeric
@attribute 8793 numeric
@attribute 8794 numeric
@attribute 8795 numeric
@attribute 8797 numeric
@attribute 894 numeric
@attribute 896 numeric
@attribute 898 numeric
@attribute 9134 numeric
@attribute 915 numeric
@attribute 916 numeric
@attribute 917 numeric
@attribute 9367 numeric
@attribute 940 numeric
@attribute 9451 numeric
@attribute 9641 numeric
@attribute Class {Control,BRCA}

@data
6.02664600925,9.26596478,10.36475876,9.861095099,9.994983337,9.49406042267,4.757305356,11.22269547,14.47325803,9.004698798,7.90764269433,10.66411416,12.38307791,6.007089656,9.04464761,9.746089281,7.466690585,6.512039405,6.0750662075,6.033979735,8.060846036,9.2289642325,6.4584560415,12.10871075,5.495864018,9.933381255,10.00381342,10.08093113,11.35464901,12.99983714,7.934930906,8.4230014675,9.573941152,13.00739367,5.354567863,6.044837379,5.0543267795,5.014814152,5.201056716,5.4215640985,6.871070863,6.651271039,5.3506274835,5.658749018,4.703229265,4.835685705,6.078210195,10.63096808,7.809368095,5.011016147,5.676529235,12.80095353,12.74323457,6.109057762,5.428620839,9.000106455,5.726430204,5.8167984685,5.714184545,7.357290547,5.474931823,5.0072306655,13.60771409,6.597386379,4.636656248,5.014814152,9.677464692,8.946146814,7.73691741833,11.04382723,8.378404463,4.963024656,6.69676284,9.0092647455,10.17662856,12.83366697,12.16626519,9.4642502,12.34771002,15.00532806,6.709066159,6.7581737975,6.94852079925,6.2713000715,7.450842404,6.835548718,7.753920581,6.685313404,7.339184439,8.467616885,6.299304767,7.0703331436,11.7240492,5.412113573,9.112401142,11.56729791,6.8505075995,13.0689563,8.69026092,8.466179598,6.287348197,10.31346778,12.53522562,11.45883824,11.46083484,9.961088297,5.576016972,9.487800372,5.492342928,8.456252884,10.89735788,8.333402628,5.264922245,7.37822060033,11.21515091,6.660285205,12.71275703,11.07481734,12.2590489,7.597309786,6.981713185,7.53281069967,8.59931884,12.078666735,12.88385376,5.7706733955,5.353672182,7.280935014,6.11956952,6.720624337,11.50362218,6.411176756,7.067383603,7.228436626,Control
5.94776533325,8.958604237,10.22717101,9.469403277,9.7467670155,9.87027283533,4.316498736,11.34727825,14.66423422,8.974945912,7.803043395,11.05254447,12.58150432,5.553829893,9.062600116,9.68028616833,6.43012268,6.218007435,6.2352424805,6.539395847,8.140089864,8.8907159655,6.505620855,12.18459653,4.970176368,9.982976156,10.79867858,9.552203712,11.57740772,12.82863739,8.219968468,9.002942803,10.16800173,12.993883495,5.219566658,5.478414715,5.327514764,5.061464353,5.291687581,4.9587270735,6.6842028225,5.563242994,4.9970528975,5.6106940585,4.964758163,5.488009811,5.862210374,9.979593509,8.22740948767,4.332418168,5.277995204,12.18834321,12.42907592,5.4568451785,5.19062597,8.25032344,5.368428976,5.4476662,6.1044474,8.060129988,5.808134829,4.7333277815,8.608616259,6.147057976,5.272407006,5.076613872,10.14535302,9.581525964,7.666754807,9.540845393,7.325982508,5.442455259,6.586994086,8.396427971,10.82735881,12.72821502,12.42457843,9.905361101,12.34109771,13.91249272,6.373840507,6.473545251,6.738324176,6.2482612495,7.849500691,8.148376321,7.73643766,7.098719371,6.741201091,8.699078855,7.09127967,7.6111323212,12.12504541,5.359671604,8.486142286,11.99021932,7.2066360335,12.87039849,8.669346719,8.35230956,6.796951756,10.329653278,12.61090263,11.6077021567,11.3989816,10.15001415,5.66002483167,9.4310771815,6.063509009,6.966306806,9.536461479,8.508984299,5.588872948,7.05787236967,11.36612562,6.249592888,12.63872105,11.53262879,13.04382794,6.311480977,6.754958049,7.06171540467,9.033520136,11.611352095,12.94317143,5.8681879535,5.877209297,8.193154688,6.912593359,7.355551793,11.41577096,5.313618859,6.909956444,7.843734423,BRCA
5.52044016575,9.1433668585,11.04936549,10.38239737,9.760065891,9.86785402567,5.062004299,11.03013967,14.50260592,8.986710369,7.94848537033,11.16113206,12.83066776,6.082900138,8.757715954,9.69256516467,6.416760061,5.654806936,6.077757674,5.844744204,8.093075668,8.275073194,7.0652904225,12.44183936,5.96272903,9.744102689,10.42204403,7.576127408,12.42106423,13.57553219,7.942780038,8.9238215915,9.391867114,13.12928165,5.263044971,4.976605648,5.4573624,5.079816751,4.590579306,5.3621290075,6.8233511245,5.403788568,5.222586232,5.517492933,4.883878898,4.77953729,5.887958531,10.38077249,7.940102688,4.538726271,5.336114869,12.87602003,12.45547628,5.8381822935,5.173838258,8.349592102,5.465820435,4.894116797,6.144867877,8.84456543,5.90202005,5.313506773,7.664022547,6.608332915,5.379561399,5.241660263,10.42139193,9.456519276,7.87360212033,10.145837,7.458490947,5.531000265,7.081033649,9.057129021,10.49616,12.5801856,12.25199131,9.70697128,12.51631937,14.51605303,6.74855168667,6.80177199575,6.737833411,7.07131369,7.734880845,7.67521808,8.136838795,6.212526175,6.813047234,9.063247518,6.323194968,7.448654099,12.67203307,5.651633855,8.525326145,11.56651327,7.2623905925,13.5121695,9.073024297,8.650083401,7.269924091,10.0589241477,12.55918115,11.5512263767,12.10466109,10.28344757,5.71506711633,8.9013859115,6.577621898,6.90941648,10.07659888,9.660905593,5.052471595,7.01943370733,11.54144891,6.638439986,13.11936595,10.22614155,12.51448113,5.816734888,6.729828466,7.133501108,8.539819047,11.239416115,12.91933548,6.213232041,5.7851863155,8.37636907067,7.731643389,8.04094875,11.45329393,6.037388399,6.687134631,8.306085763,BRCA
5.58777326775,7.7178678995,10.81911353,9.614162807,9.344181055,9.39295682233,5.268575917,10.29060673,14.67256817,8.742495656,7.444988463,11.18856429,12.80254267,5.30196368,9.881236778,9.98949733167,5.863140121,5.74940585733,6.211699109,5.341462114,8.253966966,8.08464112175,6.518957182,12.45835798,6.421312202,9.64111297,11.11828268,9.026455058,11.27393851,12.30526243,8.593784309,7.414661847,8.937668895,12.94444888,5.139460541,4.881923051,5.2132995425,4.808914358,5.233822166,5.3158143595,6.9777711105,5.332538997,4.8613276055,5.669162448,5.771893004,4.542431156,5.89251929,10.35310853,7.87064467467,5.123512303,5.464840793,11.98345514,12.02845184,5.9473627115,5.28559757,7.718260793,4.899672619,5.7507435765,6.331145921,7.784227701,5.702180478,5.4457486575,6.879402901,5.82808014,5.412113573,5.402254249,10.56828182,9.983528472,7.80810919733,7.64196344,6.114997467,5.259471408,6.44717055,7.9919851435,11.49113672,12.25199131,12.16626519,9.766156644,12.26985874,14.35403309,6.91424652367,5.98698730075,6.446808197,6.3626383565,7.184878131,7.574141491,8.251862414,5.584068992,6.506054132,8.649598507,6.299945779,7.6522265588,12.52623397,6.225261069,8.832068081,11.79550409,7.397313198,13.61588998,7.67194989,9.007497661,5.558352786,10.100698262,12.6473067,10.720960379,11.96551025,10.10956988,5.47949220033,8.417672848,6.559687298,6.225261069,9.301536849,8.338826757,5.051166787,6.46814411567,11.88081762,7.411068419,12.93836212,10.63957159,12.56576382,5.628781795,7.687832523,7.06723032167,8.566911335,10.3890085145,13.45687162,5.99736739975,5.83079519,8.21299733433,7.627900667,7.285266093,11.1471733,5.706538322,6.551443438,8.656300723,Control
5.87271996825,9.123941273,10.92385505,10.33984475,10.049946495,9.80426931533,4.838335716,11.4461297,13.89601165,8.684828488,8.520100527,11.26326937,12.57220763,6.088105148,9.021133451,9.506100771,6.860966288,5.98301973567,6.0872080685,6.042212717,8.02800428,8.34620788925,6.707401449,12.40728377,6.09909068,9.776844695,10.40311354,8.38961104,11.18505522,12.21264541,7.459720794,8.26847119,9.104429135,13.346918195,5.238033268,5.356153716,5.2436498175,5.301780818,4.656091707,5.2617446345,6.7136501485,4.805822905,5.503545594,6.0893232935,4.590429601,5.256266489,5.429625378,9.757607158,7.929238,4.173910121,5.115211455,12.38876812,12.34109771,6.4964374115,5.488491912,7.361595391,5.536217098,5.62105692,6.16425895,8.235417282,6.125780878,4.9685946665,6.192791506,6.568568473,4.805822905,5.759829109,10.67791364,9.290572499,7.96197416633,10.16184396,7.364180901,5.426609659,7.01870406,8.974532905,10.66032156,12.39881323,12.44389288,9.855452948,12.37603319,13.73047547,6.52162721267,7.2131741015,7.3685587425,6.951276242,7.546047737,8.122803572,7.911723223,7.405441727,6.944393257,8.565760069,7.300126299,7.950268865,11.96427598,5.776374632,9.001704532,12.04827069,7.473634177,13.04549694,9.268495874,8.829493729,7.300126299,10.5729125313,11.94781234,11.54329104,11.9164133,9.833894617,5.93907181067,9.2133861525,6.542068896,7.753252064,8.967688197,9.701150974,4.988243006,7.059741909,10.88698849,6.561483187,13.13613647,11.04264453,12.93245566,5.771100681,6.670872637,6.52209761933,8.842940443,11.263402045,12.53699151,6.29992863125,5.8087825485,8.28606754333,7.904094356,7.74183962,11.44536424,5.593959684,7.300126299,7.862251644,BRCA
6.0241266485,9.3759597995,10.4760984,10.24168562,9.5007422985,9.856396526,4.626765673,11.2250027,14.61638775,9.33884841,8.51193804167,10.60490092,11.95277228,5.548136995,9.234303192,9.688092646,7.477052175,6.31612803667,6.15580083,5.759695977,7.902316508,8.716652398,6.9285875365,12.62053951,5.594855484,10.23622984,9.953578497,8.773519307,12.41355925,13.53768073,7.494777849,9.5837922405,8.691116347,14.0346627,4.795989381,5.30196368,5.401291859,5.582714993,4.426911827,5.1754247695,6.6960949355,5.334685584,5.2199386105,5.0626553085,5.036295892,5.268482349,5.917677146,9.823908995,7.605095112,4.785303823,5.298302041,12.80568549,12.38431166,6.60785894,5.388199225,8.525208673,5.032554093,5.5903701325,5.609260937,7.597496024,5.857863615,4.916242232,10.84461576,6.123713395,4.790265497,5.148742216,9.548258938,8.952931307,7.74172589367,11.74013292,8.052107626,5.36773034,6.364489812,9.820085329,9.444332211,12.65463721,12.8554292,10.48083592,12.87483063,13.77694807,6.160625593,7.181693529,7.26211155625,6.821676393,8.234483507,7.097139666,7.074733207,7.460253403,7.80732453,8.146264608,6.725540512,7.4183463498,12.02694363,5.256643908,8.982823296,11.45478009,6.95764412,13.37610779,9.673230059,8.589277669,6.009219086,10.5815088053,12.27296951,11.6186680667,11.1888517,10.29596436,5.93823736033,9.9163703245,6.055559693,8.209345068,10.31472516,8.868576523,5.417777635,7.331943975,11.4712435,6.446881172,12.6048903,10.56036654,12.77666852,6.582334422,6.466427785,7.59437240433,9.315325713,12.09514334,12.17175704,5.7160804985,5.840659366,6.930751522,6.389657687,6.529942434,11.52103369,6.062214149,7.289468224,7.763247437,BRCA
5.88751933675,7.9728052855,10.77554879,9.112401142,9.015559992,9.85893180967,5.014814152,11.04040637,14.65508011,8.17437786,7.90176327133,10.46083242,12.14433968,6.009555025,10.27966894,10.0480993307,6.742953157,5.49544892467,6.572961414,5.942169184,8.234603256,8.39165280725,5.973016234,12.9844599,6.464509503,9.349160193,12.02630394,8.042262829,10.45145612,11.21413864,8.1487195,7.7559959895,7.954852246,12.701373425,5.622938584,5.135259094,5.7024927665,5.041123858,4.165745758,5.327936796,6.8321013245,5.495384375,4.994868922,5.2920496255,5.183299167,4.73770262,6.029238215,10.06898685,7.981856473,5.019714421,5.213941395,11.02951865,11.41436827,5.6801733885,4.765549899,5.250782787,4.759703782,5.445685472,5.032113243,7.72720765,6.480390855,5.173542303,6.331772944,5.850631456,5.328236218,4.541660082,9.834609753,9.883896123,7.47824938267,8.66980731,6.705498046,5.891547537,5.077041333,7.0270785175,12.3726448,12.11709445,12.57561022,9.530631222,12.52075501,15.02279519,6.344653246,6.34898444725,6.786888994,6.1779229375,7.141854563,9.210044899,6.973327498,6.662423158,5.996847001,8.302457433,7.476910459,8.3350079456,13.11366653,5.71384099,8.596218763,12.77087865,7.5213110635,13.46367638,7.262755244,7.761021136,5.836246857,11.3817422673,12.97428108,10.620682972,10.72234672,9.214514093,5.58890963933,8.575344218,6.371171674,5.606746643,9.257317784,8.315445233,5.263890047,6.42166024533,12.03158587,6.282259665,11.729846,11.8442763,12.20475003,5.910919251,8.053438737,7.25689851,8.38288458,10.946341345,13.85125179,6.32124444525,5.8821083545,8.51372939333,7.380766509,7.791799626,10.5787857,6.314112464,5.765011707,9.040817876,BRCA
5.55851851825,9.321425499,10.6537276,9.92562903,10.6232973005,9.399327216,4.55165352,10.97105152,14.46406102,8.824657385,8.330459995,10.87420354,12.64414927,5.202820508,8.729128822,9.436876068,6.689303092,7.22104467367,6.095394251,6.015923042,8.166842364,8.80415305075,6.7475536965,12.19216651,5.069327579,9.949994866,9.584981814,9.98739233,11.62774602,12.81545941,7.516174992,8.825478429,9.782425408,12.980359775,5.093191733,5.675118156,5.08118968,4.613868688,4.538416354,5.2025205445,6.7420330795,6.06512595,5.43080309,5.2313520945,5.069327579,5.256643908,6.138635948,10.23539234,7.96078966267,4.424648213,5.989996857,12.97619003,12.74323457,6.0495207925,5.193979903,7.134583224,4.823508981,5.9993367775,5.582112807,7.482104333,5.052688948,5.2313828535,10.45145612,7.117464214,5.256643908,5.007208117,9.860714986,9.325693977,7.75431426067,10.70365297,8.158535374,4.806596392,6.17827207,9.381933525,9.787507202,12.35961925,11.94479817,9.695555047,12.20475003,14.22362506,6.20271008933,7.06445616775,6.858234006,6.5634968235,7.659908731,7.541331155,7.707464612,6.020263967,7.162847292,8.452633655,6.726903149,7.757716558,12.07897478,5.870741528,8.793913049,11.05745385,6.2865110715,12.73729283,9.194320487,8.024697998,7.396906827,9.76574384767,12.63536109,11.4495990067,10.75261086,9.788616845,5.855216663,8.9471097785,5.443615974,7.833192323,10.35735437,8.92056956,4.93252334,7.018808194,11.23283777,6.094030827,12.89557628,10.57075254,12.22015014,5.321757891,6.722401556,7.34295575933,8.73888698,11.88460825,12.71834242,5.7012189585,5.6699833785,7.87859624933,6.876858011,6.566324756,11.88017861,5.651777341,6.96728715,7.068028862,Control
5.650041658,9.1526830635,11.33166731,10.90635345,10.059640231,9.86422058467,5.00158975,11.12186714,14.43231028,8.659854224,8.343961905,10.86754538,12.53119874,5.939938374,8.943233566,9.58057105933,6.500527718,5.95571488033,6.3311955985,5.978888461,7.862360143,8.0162301535,6.8634955485,12.58378567,5.69321599,9.676706901,9.460251675,7.09249586,11.58210918,12.88816775,7.423202332,8.7674989085,8.26375173,13.484557835,4.805564985,4.991194438,5.116365655,5.054860683,5.30196368,5.7092674115,6.707944973,5.474445169,5.2462827195,5.433238186,4.66791382,4.711787202,5.650485447,9.976772145,7.51860466567,4.440788181,5.178725843,12.64577331,12.50251243,6.337979385,5.872096916,9.153147365,5.307438771,5.4650001365,6.069858551,7.931980129,5.463860485,4.865162184,10.12252426,7.818711782,4.809043025,5.032113243,10.66204549,9.246806572,7.81817800833,10.41875948,7.011789475,5.157459364,7.072805548,9.1801264365,9.894560542,12.34365079,12.22616388,9.573046472,12.42766909,14.37348409,6.496869675,6.894952256,6.671826882,6.758105889,7.280958923,7.228436626,7.731914868,7.205282841,7.428655643,8.407417683,6.426437217,7.6719006758,12.20624983,5.59156816,8.98794691,11.15153369,7.3159539245,13.81715158,9.012625324,9.516488535,6.718296974,9.956344037,12.13627672,11.6033707233,11.94573106,9.93285737,5.244475013,9.204869818,6.380768944,6.888990144,10.15313434,9.680166591,5.541182786,7.05702786333,10.99013608,6.225020007,13.15952927,10.50876069,12.76570158,6.420849214,6.62739207,7.429006978,8.673725237,11.41159953,12.66988608,6.42728370275,5.731781437,7.83390275633,6.663348622,6.735255184,11.49113672,5.802975918,7.100087051,8.034195249,BRCA
5.56331123875,8.766958367,10.5411695,8.967515291,9.9202580165,9.71172693533,4.554721148,11.20993781,14.6054234,8.645245129,7.705001504,10.79666855,12.41833894,5.774267365,9.041249229,9.75364579767,6.827314517,5.913804198,6.2017657865,5.906897358,8.169275047,8.42904151725,6.652290476,12.60023009,5.767794645,9.482556459,11.10846093,8.639522617,11.97407764,12.67203307,8.142414874,8.6419748955,7.518970032,12.892541355,5.476390801,5.207806241,5.5409467745,4.963487128,4.482788153,5.1042067495,6.8418171705,4.753833848,4.6593034315,6.0474693455,4.667062321,5.122891393,5.86561652,10.39039231,8.14038377867,4.131934652,5.114586962,11.9984636,12.42457843,5.7598219305,5.376786337,6.678428044,5.044406414,5.0974707625,5.434637608,7.307522163,5.903768142,5.2729194505,7.723389827,5.69321599,4.314057196,5.679206489,10.47490271,9.779978297,7.855507611,9.172928193,7.088605737,5.735326697,6.728366549,8.8129071345,11.27653172,12.24043517,12.42106423,9.269361142,12.09766027,13.54172225,6.537366551,6.57862883175,6.69965270425,6.5270988405,7.494497866,8.127570249,7.415068054,7.606018576,6.850940421,8.72987657,6.76752611,7.3060563712,12.27296951,5.605858198,8.796235248,12.19541382,7.2279135265,13.40233131,8.33670864,8.319695968,6.419080076,10.3519697093,12.70613234,11.0351359567,11.45097165,9.955468697,5.50249572767,8.9430429875,5.831251023,6.819352447,8.773379189,7.766597025,5.538702079,6.71155131933,11.51681803,5.941347708,12.66642048,11.22557215,13.13233509,5.738505243,6.776041872,6.717633511,8.415309872,11.66871985,12.79544315,5.859119673,5.3856671345,8.282150397,7.296207587,7.591674041,11.19187368,5.909779853,6.534579623,8.031881916,BRCA
