@relation data

@attribute id string
@attribute 100 numeric
@attribute 10201 numeric
@attribute 10606 numeric
@attribute 10621 numeric
@attribute 10622 numeric
@attribute 10623 numeric
@attribute 107 numeric
@attribute 10714 numeric
@attribute 108 numeric
@attribute 10846 numeric
@attribute 109 numeric
@attribute 111 numeric
@attribute 11128 numeric
@attribute 11164 numeric
@attribute 112 numeric
@attribute 113 numeric
@attribute 114 numeric
@attribute 115 numeric
@attribute 122481 numeric
@attribute 122622 numeric
@attribute 124583 numeric
@attribute 132 numeric
@attribute 158 numeric
@attribute 159 numeric
@attribute 1633 numeric
@attribute 171568 numeric
@attribute 1716 numeric
@attribute 196883 numeric
@attribute 203 numeric
@attribute 204 numeric
@attribute 221823 numeric
@attribute 2272 numeric
@attribute 22978 numeric
@attribute 23649 numeric
@attribute 25885 numeric
@attribute 2618 numeric
@attribute 26289 numeric
@attribute 270 numeric
@attribute 271 numeric
@attribute 27115 numeric
@attribute 272 numeric
@attribute 2766 numeric
@attribute 2977 numeric
@attribute 2982 numeric
@attribute 2983 numeric
@attribute 2984 numeric
@attribute 2986 numeric
@attribute 2987 numeric
@attribute 29922 numeric
@attribute 3000 numeric
@attribute 30833 numeric
@attribute 30834 numeric
@attribute 318 numeric
@attribute 3251 numeric
@attribute 353 numeric
@attribute 3615 numeric
@attribute 3704 numeric
@attribute 471 numeric
@attribute 4832 numeric
@attribute 4833 numeric
@attribute 4860 numeric
@attribute 4881 numeric
@attribute 4882 numeric
@attribute 4907 numeric
@attribute 50484 numeric
@attribute 50940 numeric
@attribute 51082 numeric
@attribute 51251 numeric
@attribute 51292 numeric
@attribute 5136 numeric
@attribute 5137 numeric
@attribute 5138 numeric
@attribute 5139 numeric
@attribute 5140 numeric
@attribute 5141 numeric
@attribute 5142 numeric
@attribute 5143 numeric
@attribute 5144 numeric
@attribute 5145 numeric
@attribute 5146 numeric
@attribute 5147 numeric
@attribute 5148 numeric
@attribute 5149 numeric
@attribute 5150 numeric
@attribute 5151 numeric
@attribute 5152 numeric
@attribute 5153 numeric
@attribute 5158 numeric
@attribute 5167 numeric
@attribute 5169 numeric
@attribute 51728 numeric
@attribute 5198 numeric
@attribute 5236 numeric
@attribute 5313 numeric
@attribute 5315 numeric
@attribute 53343 numeric
@attribute 54107 numeric
@attribute 5422 numeric
@attribute 5424 numeric
@attribute 5425 numeric
@attribute 5426 numeric
@attribute 5427 numeric
@attribute 5430 numeric
@attribute 5431 numeric
@attribute 5432 numeric
@attribute 5433 numeric
@attribute 5434 numeric
@attribute 5435 numeric
@attribute 5436 numeric
@attribute 5437 numeric
@attribute 5438 numeric
@attribute 5440 numeric
@attribute 5441 numeric
@attribute 5471 numeric
@attribute 55276 numeric
@attribute 5557 numeric
@attribute 5558 numeric
@attribute 55703 numeric
@attribute 55718 numeric
@attribute 55811 numeric
@attribute 55821 numeric
@attribute 5631 numeric
@attribute 5634 numeric
@attribute 56655 numeric
@attribute 56953 numeric
@attribute 56985 numeric
@attribute 57804 numeric
@attribute 58497 numeric
@attribute 6240 numeric
@attribute 6241 numeric
@attribute 64425 numeric
@attribute 661 numeric
@attribute 7498 numeric
@attribute 8382 numeric
@attribute 84172 numeric
@attribute 84265 numeric
@attribute 84284 numeric
@attribute 84618 numeric
@attribute 8622 numeric
@attribute 8654 numeric
@attribute 87178 numeric
@attribute 9060 numeric
@attribute 9061 numeric
@attribute 93034 numeric
@attribute 953 numeric
@attribute 9533 numeric
@attribute 954 numeric
@attribute 955 numeric
@attribute 956 numeric
@attribute 957 numeric
@attribute 9583 numeric
@attribute 9615 numeric
@attribute Class {BRCA,Control}

@data
GSM480984,0.2029862162,0.2234392459,1.0766555833,1.7032670247,1.4140199256,0.9149748793,-0.0680557761,1.5214225980,-0.0785590173,-0.1070016746,0.7727496513,-0.1577812994,0.5896097370,1.9778171033,0.3797550982,0.5154408196,-0.0726066500,0.1941818817,-0.0822848327,0.3646659221,1.0733961280,0.9439453894,1.4977446612,2.4341653519,1.9887506842,0.7655356586,0.7116014113,-0.0095319855,1.1866748375,1.1367152376,-0.1132747215,-0.0442267636,0.5731631170,0.2733456229,0.2182085159,0.6269534152,0.1262725417,-0.1557879106,0.6004892366,-0.1331707616,0.0392958111,0.3012874871,-0.0481754177,1.5137622879,0.4752146857,-0.1288978194,-0.0511009204,1.8507436959,1.6422174976,-0.0066740499,0.2328285626,0.6662670245,1.1532216733,0.7432685895,2.1983095929,2.1780521340,1.1869702770,2.0846064836,0.5254497527,1.2167348416,1.5726087017,-0.0312445115,0.3267958667,0.7352792715,1.4295305485,-0.0087943960,1.2074693699,0.8113200574,0.6961623001,-0.0815054614,0.1081460492,-0.0497451102,-0.0436719163,-0.1122980219,-0.0773280572,0.2824386717,-0.1431920880,0.2769825692,-0.0263642747,-0.0407864687,0.4489986186,0.0090324193,-0.1706066779,0.3267857726,0.2593759578,-0.0675054094,-0.0502980826,-0.0396547621,-0.0643870686,-0.0974413105,0.5935840845,2.2889969613,2.1000959609,0.1637492007,1.2124351915,0.6895101576,1.3229697274,0.4590124302,0.1110767740,0.4475187101,0.2151189637,1.6117472946,0.3975369574,1.8765759530,0.8007492875,1.9384943789,0.8600320538,0.9390896344,2.0158322748,2.2408497483,1.9307530988,1.5956783741,1.6747005731,2.0544398279,1.2118067468,0.3560446512,-0.0273617398,0.9429248124,1.0272386526,-0.1187555007,-0.0899024696,0.6112834727,2.4846351281,1.3508533474,0.0214990937,0.2854380445,0.2541690469,0.4060883203,1.1391247139,3.0128963211,0.5102992141,0.9074461555,0.6671462919,1.0408121131,1.0903887004,0.6066092336,0.9557888499,-0.0559172089,0.2155756652,-0.0006972706,1.3802372814,0.1262501696,1.6941558123,-0.1120236567,0.0180423647,1.4816944038,-0.0628291500,1.8836542852,-0.0509158757,0.4820786008,-0.0148016274,0.1796989302,BRCA
GSM480985,0.0566766260,0.1653421400,0.6734025702,1.3219076064,1.0271842830,0.8046656595,-0.1146877620,1.2045470742,-0.1466375627,-0.1394424218,0.5223725109,-0.1766650246,0.4986423923,1.5401348994,0.4228589949,0.3467999483,-0.1656008608,0.2055798990,-0.0912117294,0.7170768771,0.7799664291,0.7262386207,1.1294918484,2.3920115960,1.2142740340,0.4966072811,0.7645003960,-0.0878300879,1.0242244739,0.9093398951,-0.1708675006,0.0827835948,0.7163438890,0.0567498128,0.0641786722,0.4464225231,0.9202240959,-0.0994204706,0.7296138140,-0.1136340466,0.2176107990,0.5451808846,-0.0720081153,2.1865274160,0.6247228243,-0.1481141553,-0.0377197679,1.6042139680,1.6893052715,0.3821266386,0.1748968629,0.5684559277,1.3627385381,0.6840919031,1.6311474219,1.5287492343,1.0584351487,1.7815195918,0.7310973803,1.5345584004,0.7818527445,0.0204818730,0.2898620590,0.5471559902,1.6584459842,0.0126804350,1.2850770751,0.4779909891,0.8364266853,-0.0769322264,-0.0043318831,-0.1590753292,-0.1023934945,-0.1603495777,0.0064639583,0.5640930598,-0.1678471444,0.2100930230,-0.0883411166,-0.0366178457,0.3774461731,-0.0757364660,-0.2261464650,0.5721515210,0.1849182128,0.2252055685,-0.0094352127,-0.0155333700,-0.0715304182,-0.1028194738,0.0809245206,1.5405883392,2.2909064160,0.1821799505,1.2593281625,0.7194293134,0.8497186378,0.1985184121,-0.1403941502,0.1195283260,0.0662827998,0.3582449659,0.3440147386,1.8608403636,0.6489243608,1.1547020133,0.6569830517,0.3429515940,1.5899640836,1.7362441270,1.5928977927,1.3546642363,1.2201701118,1.3588025272,0.8670244665,-0.0596465934,-0.0816908263,0.5387295912,0.9044012409,-0.1401366264,-0.1369780870,0.2474482852,2.1589468452,0.7902341048,-0.0059415057,0.3731629743,0.3959704076,0.5646402884,0.5427789214,1.2142698060,0.5829307146,0.6114921686,0.6115540292,1.0852774894,0.6594191957,0.8940313259,1.0492121232,-0.1384957092,0.3705079535,0.0340816723,0.6808857552,0.3077416494,1.9895633608,-0.1535928319,0.1120961186,1.0869458651,-0.0490670858,1.6904528519,-0.0577985077,0.6126256233,0.0907530459,-0.0321719456,BRCA
GSM480986,0.3610752333,0.4208009839,1.1251143883,1.5297714471,1.1628114564,0.8566071357,-0.0866454035,1.2029019593,-0.1313444398,-0.0956476097,0.6232914684,-0.1350317207,0.7349948802,1.8131097852,0.1785444665,0.5399395962,-0.1195620130,0.1296261391,-0.0991521523,0.4550680940,1.2439691934,0.9095015182,1.5003512777,2.3456729551,1.8119000315,0.9185567765,0.7878321889,0.0055539080,1.2771039286,1.0923260700,-0.1256728746,0.0178938958,0.4231554267,0.2493205161,0.3768351444,0.5225150047,0.0274338089,-0.1106104190,1.1104039500,-0.1130709748,0.1861471223,0.3624637267,-0.0983475077,1.5938780755,0.3553589802,-0.0759231252,-0.0183801918,1.9473787249,1.5947039553,0.0628213968,0.1330229461,0.5450849294,1.0614174339,0.8539530258,2.3128225431,1.9529822930,1.1056897880,2.4011532666,0.5775667593,1.2955965475,1.6027567684,0.0260238851,0.1554265731,0.6729297309,1.2813249430,-0.0498401588,1.4652212654,0.3670153417,0.6845274634,-0.0940318424,-0.0269369025,-0.1000505092,-0.0774503118,-0.1157497097,-0.0651868443,0.3051970954,-0.1189691439,0.1904815182,-0.1020580406,-0.0814622937,0.4943066302,-0.0123786192,-0.1381610970,0.2763500656,0.1996228045,-0.0153858458,-0.0745279166,-0.0777749210,-0.0599505479,-0.0717093188,0.2878503152,2.4106212988,2.5644266208,0.0966888740,1.1911504927,0.5846091014,1.5131787806,0.2578041365,-0.0006644904,0.3486887678,0.1366165012,1.0558625757,0.5185324838,1.7504970308,0.9002718199,1.9555213994,0.9663382927,0.7438989184,1.9199756663,2.0280745625,1.9659044344,1.5147999951,1.7253105589,1.7092478499,1.1603958395,0.1485719528,0.0156392441,0.9645122811,1.0190240576,-0.1652222122,-0.0939871346,0.7559976101,2.3888755242,1.6904030485,0.0407751971,0.2492013277,0.3657379911,0.5129080412,0.8564470820,3.0737281278,1.0435047746,0.8847482707,0.7638278782,1.1734126809,1.1663219907,0.7454132902,1.2464839574,-0.1035335224,0.1572416521,0.0161970345,0.8896354669,0.3770121318,1.7094150187,-0.0845251854,-0.0386637261,1.3805325328,0.0150858444,1.6035668681,0.0050446002,0.4780368675,0.0894214559,0.0905633151,BRCA
GSM480987,0.3873808382,0.2743677046,1.1000533145,1.1321926530,1.0652873499,0.9932497244,0.0948443130,1.1241706477,-0.0932495861,-0.0976594920,0.9581980763,-0.1124067577,0.7084342667,1.8902183771,0.0528845680,0.8650637666,-0.1120932270,0.1242048581,-0.1149367201,0.1955623720,0.9651984164,0.4770554942,1.8327227465,2.0971001072,1.8240972938,0.7887064341,0.8809647029,0.2631349051,0.6632813828,1.2320178654,-0.2192346566,-0.0777571415,0.2463394229,0.1196402289,0.3368867119,0.5409475920,0.4840810921,-0.0967244876,1.1493063971,0.1797262737,0.1088808264,-0.1051946763,0.7837522152,0.2683285492,0.0268596356,-0.1323018689,-0.0788576231,1.7094064804,1.2219392757,-0.1053243980,0.1311756251,0.6657413286,1.3586850199,0.5467541733,2.0437496230,1.9591345389,0.9846650328,2.7931783796,0.3190386314,1.4993972033,1.1259377447,0.0937931379,0.7706733462,0.6820724049,1.3640675447,-0.0943604798,1.3484285884,0.3593345608,0.6323510773,-0.0067829336,-0.1093528896,0.0637598253,-0.0249245109,0.0265754153,0.0556405628,0.2253400490,-0.1412359689,0.6813656223,0.0509517291,-0.1697802428,0.4123156539,-0.1096657561,-0.1193425521,0.1077940076,0.2415783526,-0.1344580500,-0.0345881600,-0.0454903752,-0.0030252915,-0.0575244575,0.3499929866,2.8910273711,2.1161691348,0.0097332111,0.7729866667,0.4788105654,1.3190034480,0.1674653927,-0.0506179260,0.3186428044,0.0388668412,1.0933425461,0.4557380625,1.6928357801,0.7334619807,1.8825247181,0.7729776755,0.7551016080,1.7094694111,1.9679285884,1.8285348948,1.1692217951,1.7316677769,2.0424778165,0.6631150356,0.2003628604,0.0205711877,0.9201272017,0.9488023310,-0.1456769232,-0.0697667714,0.6933063067,2.4268957642,1.6905534054,0.1484820383,0.2929922272,0.3195155901,0.3743362624,0.6402449443,2.9764761492,1.3272960747,0.8069621914,-0.0115644319,0.5024760516,1.1988995137,0.5312463459,1.1638425161,-0.1081118571,0.0281241781,-0.0567162430,0.9827902118,0.9121089093,0.9416622521,-0.1082982045,-0.0470744973,1.4058529297,-0.0658516335,1.3364419177,-0.0544051153,0.4675627077,-0.0591311589,0.0386855736,BRCA
GSM480988,0.4077686681,0.1704343175,1.1311660265,1.1208416986,1.3007774050,0.7407081459,-0.1114876393,1.2647299039,-0.0557560889,-0.0188849836,0.3484778570,-0.0759397257,0.5282034142,1.9441591575,0.2434777927,0.2204383947,-0.0361867587,0.1508974081,-0.0699458578,0.6625010721,1.1884938249,0.6959506519,1.2457658260,2.2126442426,1.6514628709,0.9651562654,0.7754182122,0.0293470489,0.9888104455,0.7233252218,-0.1335624339,0.0538264121,0.3186479539,0.1840522928,0.3208484090,0.3356458477,0.1227373908,-0.0842707391,1.4053861669,-0.0992500307,0.1318240549,0.5514199736,-0.0213933734,1.2792273538,0.4228163466,-0.0899344493,-0.0507193469,1.1418934464,1.6341669231,0.0908763780,-0.0047877747,0.3250350918,0.8930203799,0.6561939804,1.5456105471,1.7233609558,0.9075264500,2.1587997675,0.1922875874,1.1228715256,1.5195055308,0.0113968238,0.1715083376,0.5058062656,1.2677349825,-0.0083551142,1.1813422528,0.2818690333,0.5805873248,-0.0897923800,0.0028576561,-0.0147919913,-0.0471521532,-0.0908223533,-0.0404494236,0.3376429621,-0.1052724042,0.1795026204,-0.0062706917,-0.0670263956,0.4063775181,-0.0645716390,-0.0266996809,0.1485455962,0.2487315452,-0.0374032341,-0.1184087246,-0.0541481551,0.0074155936,-0.0461108365,0.0152830478,2.2894123926,2.4778852198,0.0375145020,0.9312757205,0.5029960821,0.9456990079,0.2362305118,0.0768084920,0.2306063977,0.1707717376,1.0292699189,0.4754014016,1.3890773612,0.7290149531,2.0881026984,0.5144257691,0.3602641243,1.6099965249,1.6670975165,1.8871115711,1.3366246809,1.1884789462,1.2299715541,1.0023379406,0.2639022454,-0.0014752104,1.2809051945,0.9741657210,-0.0798478004,-0.0386997897,0.4525653827,2.6907457777,1.4634573929,-0.0292457978,0.1987278409,0.0152650487,0.5334737717,0.7932283912,3.0932169936,0.8627589436,0.5456080897,0.6368811518,0.7428070837,0.8506054627,0.4188743294,1.5175340959,-0.0748669413,0.2830253485,-0.0224236555,0.8171947829,0.3186185738,1.7848758695,-0.0867143117,-0.0143570905,1.1422461608,-0.0524789833,1.6948239050,-0.0849771791,0.3138189983,-0.0830452026,-0.1055014479,BRCA
GSM480989,0.3799263072,0.3843578808,0.9181981232,0.9035516373,0.6340428663,0.8807096117,-0.0620193510,0.8509117928,-0.0467369777,-0.0864515958,1.0119184052,-0.1447008381,0.5531598683,1.5378971474,0.2998246142,0.3220232484,-0.0685872297,0.2054151728,-0.1360062902,0.5472526784,1.4959229235,0.5169038414,1.8007715758,1.9850842160,1.6727685986,0.9260271513,0.9421779501,-0.1595958304,1.7446173941,1.2175551246,-0.2304424647,0.0683885294,0.3385607996,0.2467035367,0.1328376301,0.3790230091,-0.0267962911,-0.0824491031,0.7637215330,-0.1631268016,0.2114792246,0.6185283386,-0.0845672461,1.3183497786,0.3740881065,-0.1344359596,-0.0113093167,2.3414406181,1.5077779308,0.0586319284,0.1445833988,0.7400183690,1.3234367503,0.6217846297,2.6517713517,2.2128634718,1.1479857566,2.4614941479,0.8304888340,1.9493295179,1.6968453376,0.0140077625,0.1242651915,0.3844587313,0.9884952475,0.0282505874,1.4802813377,0.1244157726,0.6746942831,-0.0512375880,-0.0365788601,-0.1188900351,-0.0299912561,-0.1544674072,-0.0027885786,0.2389648877,-0.1146391907,0.1446689652,-0.1632272534,-0.0646920869,0.5383628331,-0.0582166836,-0.0950072003,0.2237635002,0.1059246905,0.1107643285,-0.1047446066,0.0168354386,-0.0290599859,-0.0378440995,0.3139120749,2.7059481807,2.9022392698,0.0825043132,1.1754339944,0.3193329778,1.1920293979,0.0917473556,-0.0592587655,0.4204673296,0.1064336327,0.7054733430,0.5009772391,1.2504570495,0.8378822479,1.9375428505,0.9081393301,0.7286765165,2.0221051542,2.3189120144,2.6384319331,0.8982298934,1.9962721103,0.9624564834,0.3692548704,0.0025834302,-0.0791522762,0.4544721697,0.6008602958,-0.1042313027,-0.1501025121,0.3914916685,2.2717930608,1.8190917500,0.0732496886,0.1135944198,0.5509243324,0.7071364002,0.5422876878,3.2419244376,0.4959608921,0.8751951870,0.3187414961,0.6610914190,0.6128673470,0.5979275389,1.3591615195,-0.0265955244,0.2148234883,-0.0422363062,0.3256934963,0.0111401746,1.8120650650,-0.0371554152,-0.0447443471,1.4197082107,-0.0098984735,2.1868936287,-0.0737727522,0.1923558565,0.1216932705,0.1271279716,BRCA
GSM480990,0.6787962116,0.2827342286,0.8536303163,1.0401086501,0.9864524666,0.5012595306,-0.0744136228,0.7104607523,-0.0817924930,-0.1011763981,1.0164559484,-0.1368300982,0.5823417493,1.5749117138,0.1709839052,0.5393573991,-0.1056272242,0.2828586080,-0.0924525846,0.3647571053,1.3644527689,0.5594958863,1.4734799484,2.1306013003,1.6473283767,0.8756542040,0.9180375205,-0.0106996141,1.3062451374,0.8371285340,-0.1450260281,-0.0398620156,0.2359689929,0.1833354501,0.1885108545,0.2815178145,-0.0397054344,-0.0965243589,1.0345208702,-0.1198794317,0.0843331759,0.1970926727,-0.0988414468,0.5887710824,0.0471883606,-0.0888908983,0.0147034597,2.3490978181,1.5956283565,0.0674356230,0.1780938993,0.5757975303,0.8089511627,0.5683063384,2.6243144199,2.1112492086,0.9662323262,2.7434004545,0.4999673002,1.8418039084,1.2118692474,0.0616754170,0.5882243016,0.8250964314,1.2802926748,-0.0600352443,1.2386929219,0.4375984390,0.4487352317,-0.0635686613,-0.1092345778,-0.0249305890,-0.0607484284,-0.1281781751,-0.0377983449,0.0815545673,-0.1120033448,0.1883396196,-0.0200465562,0.0033823758,0.3978972551,0.0079198869,-0.0851730751,0.1800561773,0.0886553800,-0.0665912055,-0.0343162689,-0.0665211547,-0.0737882286,-0.0618087135,0.2414496173,3.0771898693,2.4185049138,0.0356109999,1.2384746735,0.3766817086,1.1283604986,0.1388133167,-0.0204453974,0.5086407080,0.0205682762,0.8968517595,0.5933898498,1.4307237307,0.7899600305,1.6552819446,0.9311095635,0.7436226618,1.9708810598,2.2209360302,2.4294542074,0.9416872767,2.0354376055,1.1451425405,0.8339975891,0.0753009715,-0.0161918164,0.4213394257,0.6828110645,-0.1397709613,-0.0918939970,0.4878234222,2.2684968312,1.6947777866,0.1106110284,0.1045807219,0.4025088740,0.5559645532,0.4841040203,3.2084340398,0.6826988026,0.9177535353,0.8433561767,0.8603167619,0.7684164810,0.5660558078,1.1516244841,0.0058081639,0.0019809071,-0.0277880082,0.3646593376,0.0454446674,1.2216178104,-0.0882494058,-0.0384900596,0.9646483875,0.0210277103,1.8904215912,0.0463091226,0.3905428919,-0.0109076798,0.0539209269,Control
GSM480991,0.5738407641,0.2509121555,0.9231937611,1.1311350229,0.8530490273,0.8162172982,-0.0467888096,0.7929366067,-0.0623631008,-0.0901873388,0.4249343571,-0.1120446003,0.5963492494,1.4217915089,0.2858755783,0.5548712921,-0.1251052238,0.2768006893,-0.0722864115,0.5073974915,1.4473752709,0.7176957455,1.3701166282,2.0787209653,1.5005262553,0.9638712473,0.6865353145,-0.0189355184,1.3737821601,0.7950576562,-0.0917387233,0.0343104810,0.4486984446,0.1333783502,0.2958973776,0.2900578135,-0.0556015630,-0.1431254107,0.9549885901,-0.1137968852,0.2274494737,0.5718433302,-0.1112478049,1.5018956885,0.4862613372,-0.1009688059,-0.0033557300,2.2695313542,1.5782007003,0.2237753783,0.1846956180,0.3874168233,1.2428561018,0.5220326550,2.6104342640,2.0784093938,0.9971311490,2.3458325714,0.7601978118,1.7772302031,1.2392701060,0.0392692133,0.0986009015,0.6644012132,1.3486526558,-0.0920642253,1.3947522940,0.2099227959,0.7657452954,-0.0549934143,-0.0870818924,-0.1587490976,-0.0160636517,-0.1291772951,-0.0276107071,0.3863632803,-0.1227516826,0.2203248852,-0.0212665850,-0.0715868418,0.4566179174,0.0716745529,-0.1150791315,0.1641438102,0.1094832425,-0.0829689632,-0.0908362915,0.0130119835,0.0504040121,-0.0728586743,0.1889948884,2.1847461064,2.5110006861,-0.0017519026,1.0837592061,0.3876812799,1.2095607482,0.0622159665,-0.1572538394,0.3003052217,0.0615627786,0.4059209386,0.5979717699,1.4683429298,0.9043992721,1.5006515708,0.8822802315,0.7639645895,1.7520702212,1.9216874392,2.1507377756,1.2645089434,1.8021113847,1.0286158584,0.8646111682,0.0124490825,0.0122445337,0.6858045105,0.7471242764,-0.1814589084,-0.0673596008,0.4498696585,1.9890851443,1.6625743465,0.0408861109,0.2741485736,0.5452377218,0.5284097804,0.3270349691,2.1157750109,0.6109075210,0.8056894579,0.7608674068,0.9430805871,0.9554587358,0.6836427120,0.9447481651,-0.1066063427,0.1244844834,-0.0251161791,0.5122854526,0.2415752090,1.6351536513,-0.0509392956,-0.0500809782,1.2764937491,0.0107396614,2.0036759732,0.4067932990,0.5807480683,0.0634547451,0.2793681119,Control
GSM480992,0.8002906191,0.2958583050,0.7992812764,0.8774611006,0.8142813467,0.6715937519,-0.0848685851,0.6056446797,-0.1067906695,-0.0935289752,0.8758288564,-0.1194200918,0.5375299751,1.5363675281,0.5049739010,0.4127616239,-0.0951718734,0.4200474990,-0.1276637474,0.5727041159,1.5347832676,0.5398706786,1.1197182129,2.0342632299,1.3613066405,0.9405568666,0.7471749725,0.0041698367,1.4358136611,0.6615318559,-0.1415865074,0.0639194283,0.2159871766,0.1636448349,0.2670055938,0.2110698815,-0.0505341775,-0.0937132388,1.1629097250,-0.1195754192,0.1000551904,0.6668150042,-0.0100631980,0.9500978774,0.3178290203,-0.0646161131,0.1500080727,2.5120099188,1.4043792626,0.1988017292,0.2640647105,0.5738657662,0.9250545277,0.6187259455,2.9327666611,2.2847351364,1.0308386418,2.3643227070,1.0061704382,1.8173448743,0.9025086909,0.0407635583,0.1046640418,0.5767619562,1.1035435498,-0.0728262707,1.5986316417,0.3843653589,0.5641907837,-0.0538970183,-0.0176505419,-0.0676198010,-0.0006323391,-0.1213688531,0.0090294342,0.1327189029,-0.0911198294,0.0213641040,-0.0366225614,-0.0868963572,0.3104456610,-0.0359299212,-0.1750333794,0.1065142889,0.1310370923,0.0562361108,0.0133202300,-0.0444099018,-0.0950491010,-0.0454203806,0.1619739108,2.7739702599,2.9159775046,0.0948297891,1.1784894812,0.4256083436,1.0236305314,0.1263167032,0.0718811130,0.4920756920,0.1794742710,0.5607375373,0.7417532169,1.3209709697,0.8275789302,1.7407633391,1.2745025079,0.7806424229,1.7265450942,2.1274780929,2.5633065170,0.7483742192,1.8525854391,0.9008918647,0.6539650171,0.0208666632,0.0055315315,0.2783685128,0.8708294126,-0.0570242612,-0.0781872289,0.3728629646,2.2068051362,1.5873110763,0.1181003258,0.0892133968,0.6792150073,0.5778894349,0.2514505216,3.0597856910,0.3267985060,0.8160535955,0.6203986616,0.6663568427,0.6631659772,0.4414137767,1.0847868426,-0.0260184392,-0.0354011884,-0.0346469796,0.5467208504,0.0661289937,1.4666079433,-0.0940980956,-0.0266080453,0.8693721066,0.1272708194,2.0919959643,-0.0320601305,0.2097368863,0.1201111253,-0.0644406871,Control
GSM480993,0.5246308877,0.3690747750,1.0834610375,1.3457607883,0.9705743259,0.9649569588,-0.0384183934,1.1378558147,-0.1120296282,-0.1056705242,0.7973100805,-0.1578653891,0.6970671915,1.8294700535,0.2520091683,0.4410814088,-0.0471520076,0.3209931134,-0.1040518775,0.4156646266,1.4473896368,0.7550716483,1.6917327551,2.3394126660,1.8330990017,0.9367596336,0.8320769388,-0.0442055219,1.3901183669,0.8611812579,-0.1520186144,0.1389537028,0.4669317186,0.2997676629,0.3113870449,0.5209032247,0.0523307544,-0.0558227528,1.1685508821,-0.0839877682,0.1372151841,0.6707014518,-0.0859209333,1.3166377394,0.4658857981,-0.1675993148,0.0157986406,2.0258482694,1.4749820657,0.1567350867,0.1943535225,0.5395552612,1.2084031287,0.7761878773,2.4940892608,2.1318612959,1.0619547499,2.4387491047,0.7675299080,1.6149335354,1.6077442616,0.0353191853,0.0472370390,0.7847048538,1.2759684425,-0.0281106908,1.5793660382,0.5367790774,0.6928728074,-0.0871394240,0.0163416216,-0.0929852524,-0.0456750674,-0.0900435708,-0.0278154881,0.3044779227,-0.1129177868,0.1720744015,-0.0335399787,-0.1089809237,0.3820638388,0.0161615411,-0.1431922686,0.1969906490,0.1689109552,0.0398351146,-0.0170165445,-0.0711291826,-0.0654129733,-0.0997126711,0.1978392057,2.5668794976,2.6456631024,0.0762583770,0.9992275332,0.4521153202,1.5290937496,0.1773195168,0.1147602345,0.3527961249,0.1962866471,1.0308868515,0.6218950929,1.5558551214,0.8727969173,1.9368122056,1.0128080229,0.7003747450,1.7510728325,2.0007002651,2.3298377728,0.9727141986,1.7345658838,1.5888896360,0.8987807321,0.2033837022,0.1331565502,0.7181576340,0.9390184941,-0.0986056414,-0.0355983922,0.8353069931,2.5806787013,1.4676587240,0.1486466502,0.1932161572,0.4229756490,0.5754846801,0.8718031824,3.2500903390,0.9511029306,0.9070825479,0.7510370005,0.5726138279,1.1140728500,0.8781461368,1.5084516965,-0.0647622821,0.1330978597,-0.0466525470,0.7188080150,0.2288204740,1.5359165967,-0.0863531116,-0.0329554803,1.1958642673,0.0422514982,1.7473120020,0.0038526301,0.3963995230,0.0518983149,0.0002024801,Control
