@relation data

@attribute id string
@attribute 1621 numeric
@attribute 2571 numeric
@attribute 3067 numeric
@attribute 5409 numeric
@attribute 7054 numeric
@attribute 7166 numeric
@attribute Class {BRCA,Control}

@data
GSM480984,-0.0416727741,-0.1321927483,-0.1166663957,-0.1100654206,-0.1843143120,-0.0809638028,BRCA
GSM480985,-0.0315753115,-0.1206847300,-0.1018086340,-0.0375841078,-0.1159210932,-0.1366582915,BRCA
GSM480986,-0.0143113679,-0.1043914231,-0.1302484190,-0.1109031416,-0.1356675994,-0.1005429893,BRCA
GSM480987,-0.0236597029,-0.1267967956,-0.1014400460,-0.0313531061,-0.0232365340,-0.1087687143,BRCA
GSM480988,-0.0938466405,-0.0335525905,-0.0450881928,-0.1493429694,-0.0292729959,-0.1440232458,BRCA
GSM480989,-0.0471945257,-0.0754521021,-0.0191842106,-0.0200465962,-0.1206839850,-0.0888880734,BRCA
GSM480990,0.0107198580,-0.1125648947,-0.0629337294,-0.0111749963,-0.1015555037,-0.1387458115,Control
GSM480991,0.0005197486,-0.0614292662,-0.0589331801,-0.0947325787,-0.1109221383,-0.1169805895,Control
GSM480992,-0.0677153814,-0.0700837317,-0.1058462612,-0.1159863042,-0.0821576885,-0.0916270142,Control
GSM480993,0.0160970758,-0.0927404080,-0.1369658349,-0.0366512581,-0.1145601916,-0.0471239394,Control
GSM480994,-0.0308515324,-0.1138185875,-0.0430789523,-0.0550690574,-0.0650297808,-0.1587805460,Control
GSM480995,-0.0985829429,-0.0537463040,-0.0603798880,-0.0788510603,-0.0702286284,-0.1213269168,Control
GSM480996,0.0002210859,0.0023160849,-0.1552954278,-0.0445455197,-0.1013892736,-0.0612807245,BRCA
GSM480997,-0.0464923294,-0.0586407468,-0.1213324668,-0.0441342808,-0.1459020991,-0.1043400475,BRCA
GSM480998,0.0023134031,-0.0959747980,-0.1584365527,0.0519702699,-0.1754010846,-0.0835485908,BRCA
GSM480999,-0.0588081916,-0.1157236935,-0.0970843627,-0.0195154083,-0.1074567576,-0.1113511511,BRCA
GSM481000,-0.0250889942,-0.0898960259,-0.1398510256,-0.0218124137,-0.1612800574,-0.1254615923,BRCA
GSM481001,0.0178374455,-0.1076929913,-0.0971281104,-0.1139952930,-0.1305465836,-0.1363046962,BRCA
