@relation data

@attribute id string
@attribute 712 numeric
@attribute 713 numeric
@attribute 714 numeric
@attribute 715 numeric
@attribute 716 numeric
@attribute Class {Control,BRCA}

@data
GSM427158,9.493065415,11.58695951,12.10196099,8.4275444275,11.452979635,Control
GSM427159,9.107570921,11.52103369,11.70094695,8.1681794175,10.281570014,BRCA
GSM427160,9.137228846,11.76843466,11.93859466,7.66975539825,9.0656610875,BRCA
GSM427162,9.128942349,11.63953303,11.41529827,6.4755983955,8.3691132825,Control
GSM427163,9.096030618,11.58929079,11.27819405,8.47468736675,9.912890601,BRCA
GSM427164,7.73643766,10.7357001,10.66068255,8.7833907645,11.0768842915,BRCA
GSM427165,8.355902877,10.93590557,10.36292765,6.93556862625,9.5784932405,BRCA
GSM427166,10.24459905,12.00461736,12.21264541,8.784989627,11.64558419,Control
GSM427167,8.92274875,11.21413864,11.43208526,8.102397265,9.6121607825,BRCA
GSM427169,9.128046616,11.25995523,11.17484162,7.452973135,9.2963027245,BRCA
GSM427170,10.42491714,12.29067992,11.93949851,8.6908543205,10.722396093,BRCA
GSM427171,9.778192608,12.18670552,12.2764444,8.74075082525,10.9989298065,Control
GSM427172,9.674130959,11.8407859,12.2764444,8.549802914,10.931997676,Control
GSM427178,9.521183826,12.1278268,12.23300553,7.8958760305,10.4345328875,BRCA
GSM427181,9.220572483,11.82578773,11.74966846,8.507325823,10.481846613,BRCA
GSM427182,8.932112213,11.51777531,11.73619062,7.6698976835,10.1697156285,BRCA
GSM427183,8.290607702,11.0083938,11.31639767,7.78074875825,9.3507208175,BRCA
GSM427187,9.494236145,11.65066148,11.88705885,7.51695507925,9.9387440065,BRCA
GSM427189,9.431989105,12.09904539,12.17862448,7.9804653435,10.2054917615,BRCA
GSM427193,10.04412807,10.90995328,12.22983432,7.6711712305,10.7857803675,BRCA
