@relation data

@attribute 203 numeric
@attribute 204 numeric
@attribute 2936 numeric
@attribute 7295 numeric
@attribute 6240 numeric
@attribute 6241 numeric
@attribute 26289 numeric
@attribute 7296 numeric
@attribute 2745 numeric
@attribute 4833 numeric
@attribute 1841 numeric
@attribute 4830 numeric
@attribute 51727 numeric
@attribute 4831 numeric
@attribute 1503 numeric
@attribute 50484 numeric
@attribute 2987 numeric
@attribute 56474 numeric
@attribute Class {Control,BRCA}

@data
8.502494829,9.48158458233,7.2876700085,12.24439068,12.07757191,4.443820456,7.13042064833,9.9397481175,9.467045646,11.76088636,7.0835130385,8.353270084,9.4554214295,7.754491566,8.048542898,6.7727345325,12.30454677,7.6924879005,Control
8.292230886,9.79256887233,7.1865161145,11.76666981,12.36339568,4.95444207,8.47332844233,8.876516089,8.727649179,11.23391938,6.794023405,8.50448489433,9.563958257,7.8367885654,7.686152286,6.530101884,12.3968015,7.67389439025,BRCA
7.788622299,9.672572455,7.466526439,12.3181333,12.44065386,5.605858198,7.78303006933,8.848649378,8.343664452,11.78170407,7.309012323,8.88242373233,9.6648307085,8.407538505,8.536228878,6.2067188335,12.23093318,7.78296486275,BRCA
7.593299842,10.0813840367,7.339286884,11.4871292,12.80008194,5.525294697,7.106772301,7.780883037,8.780237192,11.42477793,6.511223551,8.61081870833,9.2974011565,7.815186903,8.528103528,5.6898668955,12.38307791,7.66565811375,Control
8.738583034,9.812186321,7.3898881085,12.1476375,12.43084983,6.326164856,8.19561097567,9.209015634,8.871074429,11.44807772,7.1899139695,8.33329569267,10.42538494,8.3137721662,8.070364001,6.5280698655,12.4865699,7.63769993875,BRCA
7.7743936,9.3927757,7.228681796,11.148669,12.11321645,6.953443134,8.40178766233,10.2691356775,8.312021987,9.879660254,7.111104928,7.975737601,10.327300587,7.381597763,8.945386131,7.459016473,11.84250171,7.6780103145,BRCA
8.137837934,9.89970316267,7.250754647,10.59236386,12.95796723,5.268482349,7.06717162267,7.5952523985,8.40714147,11.02017803,6.4052164875,8.83704525933,8.7842082885,7.0343697216,7.912427008,6.8591110825,12.28023003,7.32932741625,BRCA
8.17986074,9.52227834333,7.829207208,12.62053951,11.78375755,5.540872931,7.541164971,9.064093402,8.517296488,10.96869939,7.316612918,8.59221350267,9.498634571,8.0646141162,8.322898347,6.5351644145,12.28213433,7.7874836945,Control
7.861522945,9.83242813033,7.490525055,12.57347448,12.36339568,6.760856726,7.38587481133,9.074471053,8.810411873,11.41351702,7.439240242,9.27878913267,10.214418501,8.3232637688,8.292806045,6.489624237,12.32274087,7.91479650025,BRCA
8.49584616,9.76223743567,7.3807040615,12.25427582,12.33572539,5.447092526,7.968922108,8.662343424,8.867186927,11.49792431,7.2967897025,8.690064676,9.820988071,7.9361738904,7.337981137,6.544407535,12.2610269,7.76675220375,BRCA
8.293978658,9.94749813233,7.296724643,12.10275253,11.94573106,5.659219053,6.95672934,8.8890561645,9.277375241,11.67059663,7.5537486635,8.63693291733,9.8545512705,8.0352672646,8.66980731,5.99710475,12.83735302,7.71041795075,BRCA
8.302091812,9.684157478,7.1817650325,12.5439804,11.98737426,6.273894067,7.38361148333,9.7147129015,9.025417223,11.42322901,7.446726357,8.62571003167,9.7037805825,8.1379242134,8.183475504,7.2353025745,12.29067992,7.54002075575,Control
8.334754988,9.969692369,7.8257500675,11.86434298,12.16288073,5.781629373,9.100621368,9.6297510595,9.504750041,11.75795051,7.201777188,8.52918561433,9.1159326855,8.1476722974,8.420308831,6.669606693,12.45954952,7.63501096375,Control
7.028765622,9.87987060967,7.2893652205,12.1476375,11.45279735,6.107798352,8.43017113367,9.683707889,8.978067698,11.16207045,7.1126461095,8.61225283567,7.214173184,8.0196330022,9.188268082,6.633069002,12.51448113,8.26194549925,BRCA
6.780346602,9.21036269233,8.182386704,11.16381336,11.46435444,6.966133735,7.19209282233,9.627761608,9.006607384,11.02780255,6.385871455,7.994640099,7.6888986525,7.8501628754,9.289454752,6.44757129,12.07956321,8.1668162735,BRCA
7.124434443,9.986548882,7.2954521835,12.25692522,11.6604752,6.198401453,8.26858496867,9.529379056,8.722774344,11.61805062,6.9832640855,8.33907055933,7.070311246,8.2667305354,8.914804518,5.868528857,12.6014308,7.940856669,BRCA
6.723801282,9.85486517467,7.5722296685,12.08864757,11.62774602,5.998653184,8.30732972233,9.523719661,9.06357111,11.95277228,7.3121920515,8.19821210467,7.1994819785,8.1154694714,8.327284429,6.2950685615,12.47355617,8.2458515245,BRCA
6.875722094,9.961753277,8.172049472,12.50251243,11.67556248,6.503830209,7.07330513133,9.5330644705,9.407427708,11.90894245,7.374544291,8.911264247,7.375554275,8.464966042,9.386455921,5.946247797,12.61604227,8.22895415075,BRCA
6.705221549,9.81065285067,7.8654413675,12.18956987,11.49170796,6.251819079,7.36049565133,9.7850402985,9.337511034,11.79042803,7.625880949,8.38161539267,7.527125179,8.4174511098,8.875473781,6.2253517025,12.58150432,8.4641332825,BRCA
7.466833308,9.460854839,7.765995361,9.550641525,11.87114877,5.80517071,8.52370007233,9.8526319365,5.64689077,11.42772678,6.9063917615,7.330004732,7.4180420715,8.7819984464,8.81212204,5.7262030835,10.68752903,7.58393181075,BRCA
