@relation data

@attribute 23636 numeric
@attribute 79023 numeric
@attribute 55746 numeric
@attribute 23511 numeric
@attribute 10482 numeric
@attribute 23279 numeric
@attribute 79902 numeric
@attribute 9883 numeric
@attribute 4927 numeric
@attribute 4928 numeric
@attribute 348995 numeric
@attribute 11097 numeric
@attribute 1977 numeric
@attribute 53371 numeric
@attribute 9972 numeric
@attribute 8480 numeric
@attribute 9631 numeric
@attribute 8021 numeric
@attribute 23225 numeric
@attribute 4686 numeric
@attribute 9818 numeric
@attribute 8086 numeric
@attribute 57122 numeric
@attribute 23165 numeric
@attribute 5903 numeric
@attribute 7175 numeric
@attribute 22916 numeric
@attribute 9688 numeric
@attribute 129401 numeric
@attribute 10189 numeric
@attribute 81929 numeric
@attribute 10762 numeric
@attribute Class {Control,BRCA}

@data
9.4780677085,10.87230572,10.70099474,8.948514067,11.226533645,9.944646595,10.73828676,9.1153257685,10.65747949,6.766641794,8.3668938445,9.6648727675,5.3832028615,8.4982454305,9.744439113,7.571167906,7.400200831,10.56852647,6.645049976,8.059859689,6.03436478667,7.158562039,9.872136606,10.53897001,5.945099216,10.73458709,7.88145338567,10.32181006,7.2678836785,7.68568542933,8.61174871767,6.28022878033,Control
9.602807458,10.78405837,10.79163118,9.07757757,11.19105737,10.06496539,10.96132689,9.331495089,9.904401726,6.824600342,8.921735544,9.4416045875,5.478418359,8.242744387,9.026662535,7.305644941,7.6631158415,10.58008449,7.623298306,8.25492364,5.56283592867,6.991610063,10.16400217,10.4051391,5.044843524,10.82235197,7.51004890567,10.48239483,7.1869489675,7.68395159167,7.884970577,6.28489948567,BRCA
9.9134145385,11.02156667,10.97348951,9.349613594,11.074124375,10.10125057,10.8492802,9.184940914,10.74842792,6.87867607,9.1231107235,9.7955411235,5.231526198,8.419646614,9.755547386,7.90182937733,7.834746884,10.85124954,7.919118257,8.146621018,5.945402415,7.628593402,10.14873431,10.93899899,5.90202005,10.77184043,7.94825784867,10.63133194,7.5858335005,8.10018244867,8.57418991167,6.48209168833,BRCA
9.7641065265,10.77639419,10.74842792,9.614162807,11.207780225,9.560920839,10.67254493,9.5489799265,10.67862239,6.97341843633,8.954544083,8.725553334,5.0419966805,8.422447157,8.789559014,7.11799945933,7.5634028845,10.75691093,8.215849806,8.803470139,5.71183285833,7.810926842,10.51689201,10.4760984,5.082373945,10.82887651,7.58612819967,10.62174996,6.0686045945,6.61701775967,7.144783444,6.13564318433,Control
9.8283234625,10.58989012,10.51270618,8.571526197,10.67384732,9.716228343,10.55491043,8.7499691525,10.38135939,6.60734282267,8.713297444,9.273737981,5.609549966,8.644246817,9.278322331,7.382879181,7.9042128665,10.44585319,7.766050346,8.173353743,5.86548072367,7.41187347,9.863230401,10.45025788,6.183690582,10.12116474,7.93509094333,10.26227726,7.5611171875,8.20578410567,8.52278816767,6.61995662867,BRCA
9.647092859,10.38787223,11.02951865,8.935534242,11.466639725,10.68029603,10.93414071,9.0253311545,10.79163118,7.501134809,8.490716209,9.6473876935,5.428588795,9.349364842,10.41359385,7.42526526267,7.9929258645,10.38522909,7.441390364,8.315298042,6.181169694,6.875169162,10.58354379,10.89604874,6.835359227,10.79624673,8.084937371,11.03904603,8.0406116585,7.83899154967,9.264684213,6.74734580867,BRCA
9.597454927,10.55491043,10.09962433,9.235907197,10.814425035,10.5411695,10.12172813,10.0248169055,10.10297665,6.583680554,9.0898110315,7.963427229,5.593019755,7.9662791415,8.090034492,6.680431951,8.244454268,10.19220376,7.649114461,9.040817876,5.96643391133,7.580354917,10.09372163,10.09113158,5.28356184,10.55979796,7.31864934033,10.74125232,6.0253561645,6.63745606467,7.412940477,6.971693019,BRCA
9.7110048545,11.19977372,10.71490255,8.527976511,11.090430125,10.05901354,10.87818911,8.5971275445,10.71990666,6.84616120133,8.391776024,10.2476641185,5.2934412195,8.654195741,9.660094472,7.88850129767,7.847019682,10.23748518,7.04734514,8.714478327,5.60097907267,6.930592839,10.10831572,10.49296002,5.455829609,10.63068602,8.28694858433,10.09936791,8.0799720185,8.09826930367,8.57418226267,6.54759325767,Control
10.2074034015,11.04774441,11.14957584,8.757432619,11.18344409,9.760949066,10.81621191,8.651042911,10.92822987,6.846979965,8.726991346,9.6269068455,5.6159439165,9.104528772,9.775001605,7.356748726,7.605598727,10.45696041,7.909294774,8.472326439,6.13996439133,7.685311433,10.40557791,10.94214079,6.048874401,10.65349026,8.102910264,10.39839664,8.1950312805,8.44827411533,8.92060182067,6.375129507,BRCA
9.5666536195,10.64603237,10.73828676,8.968033945,11.120786735,9.226822258,10.59585913,9.284031921,10.43232295,6.389484251,8.9027815345,9.087620074,5.59106726,8.7062533825,8.632641862,7.65162541167,7.505618187,10.56852647,8.020912072,8.368136601,6.20494726733,7.582877963,9.923803275,10.5220521,6.021041727,10.50407936,7.503244585,10.25455658,7.0389208815,7.79137073733,7.88713234333,6.488023506,BRCA
9.818578763,10.79887295,11.22708057,9.222372974,11.41613712,9.292000111,11.31587145,8.4298445465,10.52622073,6.452684887,8.5542168845,9.4877935725,5.6362406355,8.677037688,8.687254178,7.52460701833,7.428802086,10.79293283,8.006874612,8.627160965,5.61092011767,7.81250003,10.38269998,10.46181223,6.309345038,11.08759894,7.79970309167,10.75081188,6.9314624695,8.22629228433,7.77724799867,6.713243056,BRCA
