@relation data

@attribute id string
@attribute 10000 numeric
@attribute 1026 numeric
@attribute 1027 numeric
@attribute 107 numeric
@attribute 108 numeric
@attribute 10818 numeric
@attribute 109 numeric
@attribute 111 numeric
@attribute 112 numeric
@attribute 113 numeric
@attribute 114 numeric
@attribute 1147 numeric
@attribute 115 numeric
@attribute 117145 numeric
@attribute 1385 numeric
@attribute 1398 numeric
@attribute 1432 numeric
@attribute 156 numeric
@attribute 196883 numeric
@attribute 207 numeric
@attribute 208 numeric
@attribute 2308 numeric
@attribute 2309 numeric
@attribute 23239 numeric
@attribute 2475 numeric
@attribute 253260 numeric
@attribute 25759 numeric
@attribute 2885 numeric
@attribute 2889 numeric
@attribute 2931 numeric
@attribute 2932 numeric
@attribute 3164 numeric
@attribute 3265 numeric
@attribute 3667 numeric
@attribute 3708 numeric
@attribute 3709 numeric
@attribute 3710 numeric
@attribute 3845 numeric
@attribute 387 numeric
@attribute 4193 numeric
@attribute 4303 numeric
@attribute 4803 numeric
@attribute 4893 numeric
@attribute 4914 numeric
@attribute 5136 numeric
@attribute 5137 numeric
@attribute 5153 numeric
@attribute 5170 numeric
@attribute 5290 numeric
@attribute 5291 numeric
@attribute 5295 numeric
@attribute 5296 numeric
@attribute 5335 numeric
@attribute 53358 numeric
@attribute 5566 numeric
@attribute 5567 numeric
@attribute 5568 numeric
@attribute 5573 numeric
@attribute 5575 numeric
@attribute 5576 numeric
@attribute 5580 numeric
@attribute 5581 numeric
@attribute 55811 numeric
@attribute 5594 numeric
@attribute 5595 numeric
@attribute 5598 numeric
@attribute 5600 numeric
@attribute 5603 numeric
@attribute 5605 numeric
@attribute 5607 numeric
@attribute 572 numeric
@attribute 5728 numeric
@attribute 57498 numeric
@attribute 57761 numeric
@attribute 5894 numeric
@attribute 5898 numeric
@attribute 5899 numeric
@attribute 5900 numeric
@attribute 5906 numeric
@attribute 6014 numeric
@attribute 6016 numeric
@attribute 6199 numeric
@attribute 6300 numeric
@attribute 64223 numeric
@attribute 6464 numeric
@attribute 6654 numeric
@attribute 6714 numeric
@attribute 673 numeric
@attribute 6774 numeric
@attribute 7249 numeric
@attribute 7529 numeric
@attribute 7867 numeric
@attribute 79109 numeric
@attribute 801 numeric
@attribute 805 numeric
@attribute 808 numeric
@attribute 814 numeric
@attribute 842 numeric
@attribute 84335 numeric
@attribute 8660 numeric
@attribute 9261 numeric
@attribute Class {BRCA,Control}

@data
GSM480984,0.3397790969,2.1393974684,1.5075298383,-0.0680557761,-0.0785590173,0.2266074040,0.7727496513,-0.1577812994,0.3797550982,0.5154408196,-0.0726066500,1.5553736859,0.1941818817,1.1373665630,0.3960468965,1.7323923409,0.6466643338,0.0613674166,-0.0095319855,1.9397812022,0.1866127024,0.2803029246,1.1574716995,1.1884415706,0.2820005649,0.7232495991,-0.1267139237,1.3452941188,0.3178953150,0.3847639441,1.2060972602,0.1509834581,1.0380567778,1.7296059516,0.1313168648,0.1067213277,0.5609436097,0.4153290968,1.9894220193,-0.0070708373,0.1986061981,-0.1472829417,1.3243965731,-0.2048701937,-0.0815054614,0.1081460492,-0.0502980826,0.7530524665,0.6502234032,0.0817053106,0.7694715564,0.5895123826,0.5204422609,-0.0920968584,0.5931362181,0.6055969648,-0.0123531642,1.9211698879,0.3766967951,0.0642130354,0.0410287807,-0.0355448809,-0.1187555007,0.5276523813,0.4586358647,0.3851125020,-0.0717742680,1.5197282433,0.0778244350,0.2663556504,0.2177100353,0.2529164747,0.1402729881,0.3075884084,0.6409841057,3.4230329395,1.2609094141,0.2712234628,0.5759782564,-0.1088383127,0.8706211001,0.2796197917,-0.0068966250,0.4520576176,1.9096234484,0.1797246685,-0.0230143287,0.3043230119,0.8531475714,0.1938736673,2.8649117788,1.2766757959,0.4211273982,1.5891594400,0.9537983259,2.1997757852,-0.1062511549,0.2530695895,0.6361798657,1.7108986220,0.5260521080,BRCA
GSM480985,0.6712534413,2.2990302591,1.7779963680,-0.1146877620,-0.1466375627,0.1961294970,0.5223725109,-0.1766650246,0.4228589949,0.3467999483,-0.1656008608,1.1625347307,0.2055798990,1.1544078001,0.2730189453,1.8688574894,0.5214375071,0.0616458725,-0.0878300879,1.4054429928,0.2867683454,0.4747745401,1.1360831860,1.3369015788,0.2869626373,0.8562989867,0.3819071553,1.1583383579,0.4014708128,0.2208471612,0.8787267861,0.0624215275,0.5481084954,1.1172559793,0.4415400387,0.5849629343,0.3553600297,0.4587173745,1.8852531751,-0.0835794543,0.5201574658,-0.1080499572,0.8611773475,-0.1765105570,-0.0769322264,-0.0043318831,-0.0094352127,0.6827738690,0.8534231111,0.1992576002,1.5476133191,0.4284647065,0.6196571301,0.0089354969,0.7376574537,0.7695002645,-0.1038192192,2.2771025042,0.1234466186,0.0309261780,0.0470336382,-0.0572575263,-0.1401366264,0.4521202200,0.5649788797,0.3733170288,-0.0165247075,0.8917866104,0.0538346215,0.4751552710,0.2315313540,0.1930055995,0.2833399980,0.1706669584,0.6127393824,3.3741569219,0.8061998904,0.6280289359,0.6223576221,-0.1971688172,1.4087817669,0.1474694401,-0.0052304801,0.2324328587,1.9413004944,0.2011654340,-0.0673303304,0.3713752488,1.0000824235,0.2345843728,2.6496851841,0.8484856859,0.3516083191,1.2845784730,0.9828057632,1.9199515841,-0.1264687864,0.2134292614,0.3046045342,1.6925420276,0.5768208967,BRCA
GSM480986,0.3637514705,2.2193307467,1.4769461321,-0.0866454035,-0.1313444398,0.2346157938,0.6232914684,-0.1350317207,0.1785444665,0.5399395962,-0.1195620130,1.3508609449,0.1296261391,1.2318787573,0.3807973232,1.9836026755,0.5058162958,0.0565127540,0.0055539080,1.7577156492,0.2145363198,0.3390806218,0.8864078883,1.2680741894,0.3590194074,0.6213930346,-0.0935982563,1.5127595663,0.4010225801,0.4747341742,1.3099040800,0.0293618367,0.9493732134,1.5409271829,0.2835222208,0.1536485495,0.6212419597,0.4106089262,2.0062507787,0.0441754822,0.4330569416,-0.1034840642,1.3830056341,-0.1504109834,-0.0940318424,-0.0269369025,-0.0745279166,0.6777039026,0.3758222094,0.0859145318,0.9370587028,0.9117966590,0.5424212613,-0.0258225916,0.6712817949,0.7078176651,-0.0887387330,2.0198128103,0.5190979345,0.1662764031,0.1376239613,-0.0447582517,-0.1652222122,0.5276161861,0.5706250406,0.5725946952,0.0824834229,1.3150411108,0.0844743560,0.3229785034,0.3771760837,0.1655263530,0.1504685499,0.2730668063,0.4839221177,3.3765755595,1.2185594274,0.3892157588,0.3411915212,-0.1073522106,0.8498442812,0.3787171307,0.0253748071,0.5213745431,2.0243224118,0.0952468054,-0.0464315283,0.3954231461,0.8920400335,0.2363372804,3.0484460116,1.2209842923,0.3865776133,1.6418533209,0.7694473286,2.1900971755,-0.1107559652,0.4383908262,0.7060334841,1.7672813784,0.5440503550,BRCA
GSM480987,0.4741756265,2.7037154810,1.0660495198,0.0948443130,-0.0932495861,0.1427862405,0.9581980763,-0.1124067577,0.0528845680,0.8650637666,-0.1120932270,0.9561490119,0.1242048581,1.4451843989,0.2020458693,2.0277992866,0.6135009341,0.0246040256,0.2631349051,1.6769249506,0.2593453904,0.8205201659,0.6600868327,1.0433671009,0.3142830003,0.4485521264,0.0235757916,1.4599798470,0.3367471980,0.3696534395,1.1273281686,-0.0376698991,0.6616964770,1.0927224898,0.3327935711,-0.0104492808,0.3998152808,0.2296363310,1.8972162525,0.0336754173,0.0828136739,0.0772469334,1.3380605279,-0.2177714218,-0.0067829336,-0.1093528896,-0.0345881600,0.5721121385,0.4246866423,-0.0142156617,0.9460729968,0.7047411791,0.7127369387,0.2858547368,0.4481176670,1.0939444790,-0.0234222412,1.9039099027,0.3223923260,0.1367199314,-0.0638800151,-0.0255207615,-0.1456769232,0.4570317386,0.5260457562,0.7588645808,0.1031593607,0.5668156716,0.0511663564,0.3089098648,0.1247138026,0.0919696689,0.0594144983,0.9264364848,0.3882937707,3.6567906736,0.8547033831,0.2302515866,0.3683751977,-0.0737513351,0.6304022864,0.1659972948,0.1567118048,0.5380178713,1.9975022057,0.0700896732,-0.0569087189,0.2871097813,0.6242419429,0.0932189133,2.8611823956,0.9180212573,0.2636712288,1.3375803794,0.6854064385,1.7749855086,-0.0822204906,0.1857093530,0.4121880388,2.1135375007,0.6721313768,BRCA
GSM480988,0.3666419161,2.3901760505,1.5072410189,-0.1114876393,-0.0557560889,0.1677499489,0.3484778570,-0.0759397257,0.2434777927,0.2204383947,-0.0361867587,1.0976330084,0.1508974081,1.1129582889,0.2373043370,1.5429041887,0.4483090917,0.0194978538,0.0293470489,1.1675294143,0.1712146028,0.2266399856,0.8252818583,1.4085032504,0.3580759724,0.3159547246,-0.0450046172,1.6300611323,0.1791264165,0.3171393004,1.5309302174,0.2974257044,0.4589619954,1.0320390261,0.1991312819,0.2297151421,0.5623337450,0.2562269165,1.6231118301,-0.0762924356,0.3053389473,-0.0620756386,1.0662603861,-0.1793920208,-0.0897923800,0.0028576561,-0.1184087246,0.3119734156,0.5025178531,0.1213094126,0.6583551200,0.6638981731,0.5192004788,-0.0533301838,0.3137383716,0.5631931945,-0.0202760463,1.4926301568,0.1654808719,0.0300146427,0.1020999426,-0.0458214811,-0.0798478004,0.4923907940,0.4829891018,0.6892718586,-0.0181701116,1.2879227399,-0.0383270433,0.2162846135,0.0354253387,0.1527773529,0.0215226590,0.2053659119,0.4704262694,3.3560926914,0.9843601346,0.4038610084,0.1660498078,-0.0900044101,0.6915953604,0.2095705721,-0.0337513612,0.2623723376,1.9610705971,0.0896705153,-0.0468429086,0.2504118828,0.5880402816,0.0900821621,2.7963664452,0.9171021938,0.2481310732,1.4518957679,0.8568994044,2.2009519134,-0.1005794919,0.4995689597,0.0979185208,1.7855566228,0.3245102197,BRCA
GSM480989,0.2517094096,2.7720669135,0.9980840938,-0.0620193510,-0.0467369777,0.0739666941,1.0119184052,-0.1447008381,0.2998246142,0.3220232484,-0.0685872297,0.6682628254,0.2054151728,0.7144241506,0.1316228062,1.7117121220,0.4561344552,-0.0124492099,-0.1595958304,2.3074461223,0.2270790681,0.2295918705,0.5693502668,1.6105470368,0.2633598632,0.2882838497,0.0840967809,1.6843677122,0.4287965108,0.5796718367,1.3318944331,0.1378828564,1.1103506463,1.2921628499,0.2200210720,0.0458035868,0.4976210030,0.2400973081,2.4842128198,-0.0633361472,0.5532085599,-0.0762286128,1.2916537300,-0.2747799248,-0.0512375880,-0.0365788601,-0.1047446066,0.6968581951,0.3040667095,-0.0454611126,0.5104212239,0.8988893313,0.5099837124,-0.0157028841,0.9056678476,0.3538124809,0.0047141360,1.9109501814,0.3053653154,0.1146072071,-0.0322800519,-0.0312786761,-0.1042313027,0.4168803811,0.8519349658,0.5325530826,0.0375987290,2.1237873399,0.0375365682,0.2186570357,0.5766588003,0.0676769989,0.0036793335,0.1600328848,0.4437155496,3.0269131363,1.0979443980,0.3818263665,0.2493194217,-0.0918219223,0.6104162304,0.4830073930,0.0401129422,0.4247554607,1.9755967301,-0.0037837656,-0.0013073004,0.2245239546,0.9483558725,0.2283198774,2.9099976381,1.6577810662,0.2779189533,1.5590544180,0.7983118814,2.9188919440,-0.1560957574,0.5414225689,0.6059234764,1.8098528195,0.7406888563,BRCA
GSM480990,0.3166647480,2.7343542910,0.8929153473,-0.0744136228,-0.0817924930,0.0910253619,1.0164559484,-0.1368300982,0.1709839052,0.5393573991,-0.1056272242,0.8183849113,0.2828586080,1.0394195629,0.1244135859,1.7694421830,0.3805084057,0.0427824349,-0.0106996141,2.3939645291,0.2749733657,0.4235436995,0.6452506264,1.4898500098,0.3352952178,0.4980508136,-0.0595817923,1.6475978081,0.5643529125,0.6039142581,1.3889006043,0.1243684697,1.1067612915,1.1927469964,0.1628782986,0.0021861719,0.5061100200,0.3191353141,2.3151370526,-0.0377953903,0.2703153002,-0.0433772932,0.9421872181,-0.1807882367,-0.0635686613,-0.1092345778,-0.0343162689,0.6259951810,0.4307222246,0.1950829520,0.5701667320,1.2032701898,0.7009938896,-0.0456517972,0.8428640298,0.7935236208,-0.0195084080,1.8563018972,0.3795540563,0.0994964334,0.0342884361,-0.0712438510,-0.1397709613,0.4040678319,0.5468216389,0.5505317761,0.1545863018,1.1991209335,0.1245269666,0.3530097061,0.4847173588,0.1218786214,0.1086784582,0.1451181350,0.3387474729,3.5902079940,1.0124451294,0.3186055501,0.3149603538,-0.0860033059,0.4878099043,0.5312946617,0.1445519146,0.5090261073,2.5765053460,0.0120991491,0.0237829644,0.2258322309,0.7514938833,0.2879380461,3.0515313069,1.7385086259,0.3566921970,1.4453520321,0.6829452796,2.5856389926,-0.0154691427,0.3181734394,0.9322563104,1.6690170063,0.7886103518,Control
GSM480991,0.2500861962,2.7373882608,1.2088463109,-0.0467888096,-0.0623631008,0.1959513792,0.4249343571,-0.1120446003,0.2858755783,0.5548712921,-0.1251052238,1.0469395604,0.2768006893,0.9854386886,0.1756075131,1.7440137619,0.4695376563,0.0358211818,-0.0189355184,1.8290236989,0.2449685031,0.4034148015,0.6417928310,1.2863518116,0.3894767673,0.4232814026,0.0277510266,1.5652074934,0.5228143445,0.5656238077,1.2929992116,0.1354206102,0.9763167946,1.3663153568,0.2311761151,0.1075655196,0.7279821927,0.3643042232,2.0687043151,-0.0037197388,0.5576218268,-0.1841129842,1.1985398679,-0.2045579894,-0.0549934143,-0.0870818924,-0.0908362915,0.7252390346,0.3718392522,0.0580118667,0.6246844594,0.9586069049,0.5280418684,-0.0301297272,0.7147501284,0.6564376624,-0.0500267771,1.9251870017,0.3763965595,0.1652794271,0.0229694380,-0.0437575242,-0.1814589084,0.5071865046,0.6482640730,0.4671709960,0.1750445278,1.5476096728,0.0588836264,0.3133865415,0.4295866277,0.1739077011,0.0627521987,0.1885062516,0.3654298311,3.3339802028,1.0421745329,0.5069225830,0.3179211385,-0.1247013771,0.8503748000,0.3664313708,0.1220167010,0.5430102912,2.1101571236,0.0441448208,-0.0323408361,0.2893171571,0.9142858364,0.3037084810,2.9438177745,1.5449482256,0.4179106417,1.5451146222,0.7246558555,2.3986895680,-0.1178059007,0.5430663557,0.7221702653,1.6580591199,0.7169337272,Control
GSM480992,0.2476967987,2.7673748358,1.2364530282,-0.0848685851,-0.1067906695,0.1511686269,0.8758288564,-0.1194200918,0.5049739010,0.4127616239,-0.0951718734,0.6665939561,0.4200474990,0.7395304490,0.1568766059,1.4854351587,0.3800862124,0.0810610809,0.0041698367,2.3328941266,0.3295684198,0.4763361109,0.6069080535,1.6241448556,0.3958090664,0.3109372491,-0.0284348700,1.5792976092,0.6530415769,0.6426354701,1.5241501815,0.2050679183,1.1827308424,1.4904017857,0.0994592431,0.0161160152,0.7308892569,0.2580534183,2.4234709023,-0.0464381419,0.7386886148,-0.1251400337,0.6252961718,-0.1586291030,-0.0538970183,-0.0176505419,0.0133202300,0.6805748290,0.3555988693,-0.0417928508,0.5310987036,1.3458300016,0.6497552522,0.0204711225,1.1381731691,0.5008515699,0.0557855016,1.8326816315,0.3750074824,0.1510298427,0.1067663197,-0.0563441113,-0.0570242612,0.4130200728,0.9082788116,0.6848330431,0.1619838233,1.8157576812,0.1346057261,0.3583373172,0.4719536303,0.1157030584,0.0577230528,0.3636012536,0.3105769333,3.0676541031,0.8439067207,0.5213917660,0.2146456959,-0.0805314551,0.5924200197,0.6564284331,0.0927470139,0.7602454607,2.4270785623,0.0183351703,0.0106290712,0.4011166239,0.9575954077,0.3770529599,3.0823179564,1.8054043141,0.2383239614,1.4246134289,0.7415068230,2.6897532866,-0.1482992642,0.4716532580,1.1829393429,1.8067525298,0.8554057643,Control
GSM480993,0.3786722400,2.7103066743,1.5603325564,-0.0384183934,-0.1120296282,0.2096646776,0.7973100805,-0.1578653891,0.2520091683,0.4410814088,-0.0471520076,1.1139041867,0.3209931134,0.9756929396,0.2239596708,1.8096325479,0.5930127984,0.0427927107,-0.0442055219,1.9907199673,0.3003267815,0.3284763837,0.7283609089,1.4169495188,0.3445785162,0.5290712786,-0.0165303701,1.5582134934,0.4334439807,0.5157713251,1.3381779529,0.2090662451,0.9945207685,1.3915128690,0.1916949626,0.1179360291,0.7271375300,0.2800151646,2.1975401044,0.0065748730,0.5502200807,-0.0431781644,1.2895348594,-0.1555380717,-0.0871394240,0.0163416216,-0.0170165445,0.7050229798,0.3556248992,-0.0141177758,0.7338769277,0.9450695349,0.5661468516,-0.0404094230,0.8387103804,0.5521481080,-0.0571271274,1.8971461036,0.4153331244,0.1768389816,0.0480869768,-0.0636180496,-0.0986056414,0.4741801064,0.7940912880,0.6592196021,0.0750380798,1.6241304980,0.0415849929,0.3932155144,0.4597184245,0.1433829642,0.0448470556,0.4811750927,0.3602931440,3.3583702146,1.0041291743,0.4589329863,0.3858551905,-0.0777495619,0.6685628975,0.4081141494,0.0791702164,0.5801787774,2.0765592329,0.0562111053,-0.0135325677,0.4162600737,0.9188969735,0.2714700667,2.9598939657,1.5929693334,0.4092765477,1.5856227239,0.8005855027,2.4490207491,-0.0999037584,0.4849967851,0.7576134103,1.9773138965,0.6450165635,Control
