@relation data

@attribute id string
@attribute 10235 numeric
@attribute 10319 numeric
@attribute 10411 numeric
@attribute 11069 numeric
@attribute 120425 numeric
@attribute 1277 numeric
@attribute 1278 numeric
@attribute 1280 numeric
@attribute 1282 numeric
@attribute 1284 numeric
@attribute 1285 numeric
@attribute 1286 numeric
@attribute 1287 numeric
@attribute 1398 numeric
@attribute 1445 numeric
@attribute 2200 numeric
@attribute 2243 numeric
@attribute 2244 numeric
@attribute 2266 numeric
@attribute 22801 numeric
@attribute 2335 numeric
@attribute 25780 numeric
@attribute 284217 numeric
@attribute 2885 numeric
@attribute 3371 numeric
@attribute 3381 numeric
@attribute 3383 numeric
@attribute 3384 numeric
@attribute 3385 numeric
@attribute 3386 numeric
@attribute 3655 numeric
@attribute 3672 numeric
@attribute 3673 numeric
@attribute 3674 numeric
@attribute 3675 numeric
@attribute 3676 numeric
@attribute 3678 numeric
@attribute 3679 numeric
@attribute 3680 numeric
@attribute 3681 numeric
@attribute 3682 numeric
@attribute 3683 numeric
@attribute 3684 numeric
@attribute 3685 numeric
@attribute 3687 numeric
@attribute 3688 numeric
@attribute 3689 numeric
@attribute 3690 numeric
@attribute 3691 numeric
@attribute 3693 numeric
@attribute 3694 numeric
@attribute 3695 numeric
@attribute 3696 numeric
@attribute 3908 numeric
@attribute 3911 numeric
@attribute 3912 numeric
@attribute 3913 numeric
@attribute 3915 numeric
@attribute 50848 numeric
@attribute 5175 numeric
@attribute 54518 numeric
@attribute 5747 numeric
@attribute 5770 numeric
@attribute 58494 numeric
@attribute 5906 numeric
@attribute 5908 numeric
@attribute 6654 numeric
@attribute 6696 numeric
@attribute 6714 numeric
@attribute 682 numeric
@attribute 7057 numeric
@attribute 7094 numeric
@attribute 7412 numeric
@attribute 7448 numeric
@attribute 7450 numeric
@attribute 8174 numeric
@attribute 83700 numeric
@attribute 8515 numeric
@attribute 8516 numeric
@attribute 9564 numeric
@attribute 999 numeric
@attribute Class {Control,BRCA}

@data
GSM427158,6.829700439,8.971644945,9.235386689,7.241175503,8.479821812,11.18792748,12.346326125,6.4470361495,13.17957018,10.06394142,5.5662848295,5.323380202,8.7528568605,10.9291550067,10.35004996,7.788198126,6.212296819,5.66197871,5.61663289,7.6918007385,5.784851809,9.620316579,6.920948282,9.4954151895,9.47664098,6.264916969,5.250214317,11.92850738,10.39216207,5.87989860567,6.43230933033,9.101017795,9.689124896,5.361953639,8.1217165825,6.297013109,10.57663577,8.552305136,7.258945501,5.776177206,9.141973713,6.893001507,7.99361935,10.67951553,6.01615391233,9.30169669467,11.423270155,6.147515948,7.91590933625,9.367661926,5.461406798,7.631852081,6.1022441,9.4846820175,12.64414927,8.1486162495,10.87659774,13.49883304,6.435307999,12.12241722,10.69644187,9.55016911,11.09785784,11.31322333,7.005431822,6.582741757,8.001564595,9.752694415,6.75911734333,8.8793823445,12.26985874,10.9484368,8.07772679633,4.977292804,14.70026172,4.986744626,11.0724812,8.623754517,6.8307089,8.887952536,12.00989343,Control
GSM427159,7.132440219,10.18476414,8.739072693,6.635395722,10.07020855,11.10029786,11.8557988,5.9713633395,12.03104303,9.662846866,5.521636581,4.783471516,8.456458626,10.8430461553,10.84346202,7.045817327,5.7937330178,5.223664671,5.08042485533,7.7559931985,5.68055279233,9.802112873,5.90735017133,9.5539178325,8.276817926,6.434591221,5.652207716,11.29187879,10.1525514,5.519286362,6.371338954,7.86511636,10.4246495,5.442455259,7.940840191,6.043635001,10.55403266,7.581447523,6.080290574,5.571533663,8.741569054,7.712339773,7.61467511,9.752932999,5.64215681733,8.828078384,11.4456095,5.52873637,8.39704886075,8.9984705876,5.959776674,9.113248027,7.532124306,9.205762802,12.82636383,7.599828304,11.12925744,13.074006,6.68672331833,11.52829551,9.15231091,9.45642471,10.92233559,11.11214317,6.434568757,6.355006684,7.481398095,7.782233666,6.586005659,8.771832078,10.93386418,10.35004996,7.24691632933,4.970176368,14.48484431,5.104604996,11.33884516,9.079385528,6.827314517,8.931846371,12.20475003,BRCA
GSM427160,6.44233236167,9.3312535,8.061480724,6.918270314,9.258943514,9.860497734,10.173210653,6.9760023485,10.65812692,8.511012465,5.6717042015,5.395243853,9.016602648,10.353336411,11.26946293,6.255647662,5.862260741,5.7185873855,5.12813079533,7.826627437,5.278519036,9.140447083,6.510441019,9.480270588,9.776118649,6.045110507,5.724112195,10.67791364,10.25814822,5.54885253133,6.561221976,7.148936963,10.6672848,5.488973851,7.980807774,6.268430299,9.18625115,6.124127129,6.590104667,5.707228834,8.653938789,7.905749702,7.849031477,10.08758255,6.33241706267,8.9042892375,11.82795379,5.194176951,8.24906789575,8.9288106782,5.36790503,8.540477891,6.992431746,7.7278553315,12.67768778,7.590059595,10.01863178,12.3793121,6.36773601167,10.40487575,9.031467655,8.9981409465,10.94914844,9.458448204,6.699751273,6.466000385,7.228580927,9.310909176,7.22912163867,8.768137349,11.57272404,10.20981921,7.63218285233,4.833157346,13.62992806,4.820426964,10.83188538,10.05466574,5.651633855,9.151968584,12.80365393,BRCA
GSM427162,6.82223412667,9.370252094,9.674898929,5.903768142,9.56812767,10.35208789,10.217931663,6.454329321,12.43530962,9.841761329,5.6567520235,5.754627826,8.5825771995,9.24789131367,11.31701417,7.177023614,6.142895466,6.1111201375,5.394216664,8.4517115145,5.20244744133,9.707333731,7.365590567,9.432546201,8.99853032,6.139659422,6.125832527,11.08849694,10.59667922,5.87729975267,6.18410994633,6.516492413,10.19124467,5.402254249,8.3145459475,5.660003917,9.671576946,7.774014657,6.976424143,5.854439094,8.986027686,8.08212392,8.17437786,9.271638758,5.635042506,8.75186424133,11.954544835,5.254944744,7.82261999,8.7802292424,5.438135838,8.695559886,7.258286006,7.1284671085,12.1857598,7.6644005535,11.32101501,12.41466417,6.54769707467,9.922525358,9.212168732,9.0133211855,10.74552751,10.3854637,5.6556447465,6.3700012095,6.648325671,7.807239546,6.91032494133,8.831628272,10.57445661,10.43742988,7.136062181,5.377480603,13.98232431,5.4355322335,10.71326216,10.91483004,6.093766806,8.943878208,12.55838012,Control
GSM427163,5.95115512367,9.848083443,7.997322226,6.64810992,8.919415413,10.04873245,11.121158615,6.0144919555,11.48468963,9.517187651,5.406455813,5.806975681,8.0194344075,11.076519951,11.32409911,6.528497576,6.0545063174,5.524787686,5.16471474267,8.053666097,5.25964903267,9.642061229,6.32585905533,9.66718229,8.9346482775,5.458948931,5.190230876,10.76306733,10.47269874,5.853970278,7.03425695367,7.441058314,10.8955187,5.256266489,7.9312840775,5.694748763,9.349370323,7.213179877,6.410201693,5.476714818,9.109413534,7.843106264,7.090221279,9.935467529,6.05438603367,9.13491446,11.664734205,5.476714818,8.18279765425,8.7950599632,6.345898074,8.398146319,7.408714249,8.893920635,12.00289948,8.5224865225,10.46360129,12.45547628,6.78912007267,10.6953025,9.432772131,9.0250253645,11.08348284,10.03355416,6.4308542,6.499527711,7.634958261,13.602670365,6.72839437467,9.050818791,11.52882293,9.987545106,8.760944586,4.993460669,13.44200721,5.2521023505,10.87313284,8.133220736,6.54048116,8.86238252,12.44726543,BRCA
GSM427164,6.38529059,8.991154128,8.241317194,6.912892703,8.97466634,11.02694718,12.98729249,5.7877554035,12.15911615,9.981902989,5.372043052,5.80774855,9.089106031,11.51028325,11.07168041,7.466690585,6.1325254104,5.8811445325,4.86237598533,7.2817545605,5.707811796,9.990685863,5.968922106,9.9164802245,9.877233657,6.188742749,5.923750128,11.02198648,9.156463061,5.316566209,7.21289602867,7.98845907,10.55708099,5.950883181,8.363719193,7.092337284,10.95930669,7.400369547,7.114213764,5.298302041,8.15920422,6.814297663,9.003996476,10.94344908,7.17660310767,9.489530799,13.379465115,6.672712173,8.628701183,9.5481835408,6.759825365,8.129439032,7.492776776,9.5352510465,12.9236618,8.11643099,10.2822345,13.19114487,6.73902004267,11.90810746,9.365546625,9.420287121,11.71457622,10.14723709,7.3002942325,6.8410633585,8.19601328,13.4246398,6.38912935567,8.9573893605,13.7210223,10.55627639,7.97951833233,5.488973851,14.1393823,5.569441994,11.52775569,8.625965515,7.67382338,9.615648544,13.02343475,BRCA
GSM427165,6.670813718,12.48456748,9.018235741,5.946152572,8.893893904,11.77183206,13.612733115,7.3944454995,12.70613234,10.24008207,5.293021282,5.779661087,8.784683382,9.54237477033,11.3382407,8.63085057,5.8629718688,5.5239862235,5.183358411,9.6364126975,6.4670477,9.908633222,6.82785190267,9.167523377,10.1880838565,6.401567006,5.229406468,10.29212924,10.16869754,5.50069191767,7.19476401833,7.580354917,10.37177151,5.323740468,8.00994217,6.042759915,10.70804518,7.435068318,7.590458165,5.917199751,8.06045428,7.851001152,7.49197557,9.545409111,6.031614841,9.251714595,11.636086735,5.418536788,8.05954225525,9.0012339544,5.587223392,8.067946709,8.616687708,9.121049651,11.97982718,8.9026384035,11.29880451,13.10298289,6.790668032,9.176011741,9.0923747,8.8796586,10.92879244,11.2250027,7.2132301705,7.062352436,7.292025067,9.198165957,7.54701473933,8.345918811,11.00370783,10.32302692,8.35458352167,5.255511354,13.74350963,5.32493768,11.71299347,10.98552909,7.189209615,9.176011741,11.40859261,BRCA
GSM427166,6.53086701167,9.272712079,7.568927286,7.211745052,9.157947591,13.03513077,13.37481751,6.7299466855,12.13864308,9.484486155,5.8644482025,4.923875634,9.583290087,10.4230262683,10.5789154,8.322898347,6.2905934128,6.0018505655,5.73127573267,8.842132135,6.11171869767,9.333972157,6.558471755,9.1611827995,10.0345361045,5.567584424,4.759970032,11.29699664,10.49469589,6.15636291833,6.328962603,7.865827785,9.52338608,5.388371455,8.2637160875,6.51601958,10.27665401,7.413841832,7.15785501,5.172738766,8.848952379,6.876858011,8.280192097,10.75503384,6.00625084667,9.23773095817,11.69409393,5.838328613,7.71917636725,9.3423966262,5.943283297,7.600435399,6.689303092,10.36853561,11.92436912,7.795463405,10.50808719,13.19114487,6.50818729167,11.48554018,9.679942359,9.585335464,10.68230579,11.17704903,6.7375606535,6.2456860685,7.787382059,8.8762932985,7.00963552967,8.8300470005,12.27296951,10.49035982,8.34799793867,5.513657531,13.93643461,4.9385273865,11.31896656,8.656300723,5.987895674,8.83089633,12.40979539,Control
GSM427167,6.17138796367,10.24606989,8.057817296,7.451110377,7.67246269,11.21785793,11.83751796,6.146353637,11.59733576,9.528835552,5.8691149425,5.641409649,8.916717513,10.3226626667,11.11718547,6.916032078,5.777716958,5.5854962715,4.90385191767,7.6941273435,5.79816158467,9.259696855,7.01291672967,9.3657406255,9.7490666125,6.143184845,5.659076304,11.04153957,9.844219734,5.78607810533,6.958562315,7.418993406,10.40755487,5.151586144,8.446684304,6.379383241,9.280446664,6.546667333,7.057399162,5.844493149,8.541049291,6.901292687,7.748010194,10.365683,6.196845866,9.05065703483,11.5577866,5.40668228,8.1664411835,9.0837101736,6.090753548,7.713285334,6.698847453,8.991500668,12.33362227,8.2811261155,10.25917864,12.49390804,6.84945253667,10.8590069,8.805777017,9.2675642675,10.78374334,10.15718937,6.6237057305,6.516538676,6.878728789,9.3186403255,6.85674479767,9.017325795,11.58397843,9.984080577,8.260992009,5.108536217,13.56248158,5.630264262,10.96573399,8.91062109,6.028575367,8.641980482,12.47414328,BRCA
GSM427169,6.79995732567,8.730980488,8.457730865,6.356941039,8.743051332,9.002738467,10.2600636325,6.192846072,12.32198735,9.798480357,5.873255617,5.853503721,8.383828745,10.545324375,11.00749006,6.938465544,5.834084272,5.882017596,5.373245961,7.098684806,5.37743589167,8.958930467,6.17238691167,9.70078824,8.5312884225,6.207019812,5.391983545,10.83822324,10.64647346,5.72922551133,6.30607312233,7.512564929,10.55221305,5.384059522,8.061784113,5.729220505,9.152139757,7.833714147,6.099721915,5.104977394,9.067609897,7.699539704,7.162394161,9.93833767,6.04941479267,9.06946628383,10.97266949,5.411944154,7.7363626215,9.0993783712,5.596049021,7.721237853,6.516256016,8.189963021,12.29943565,7.71252498,11.19255807,12.29067992,6.82081096367,10.25957296,9.878281298,8.984597332,11.13901746,10.08323369,6.458550254,6.496219087,7.4960371,9.409458719,6.973025285,8.4637879505,10.78761308,10.50808719,7.44841126567,4.842490216,13.90066922,5.3261257955,10.72598418,9.92775616,7.176101137,8.799282532,12.68293541,BRCA
