@relation data

@attribute 55437 numeric
@attribute 92335 numeric
@attribute 6009 numeric
@attribute 7249 numeric
@attribute 53632 numeric
@attribute 6794 numeric
@attribute 57521 numeric
@attribute 5494 numeric
@attribute 5571 numeric
@attribute 7248 numeric
@attribute 5565 numeric
@attribute 5564 numeric
@attribute 5563 numeric
@attribute 5562 numeric
@attribute 51719 numeric
@attribute 81617 numeric
@attribute 51422 numeric
@attribute Class {Control,BRCA}

@data
10.32771013,7.75867805367,11.39766944,7.102536626,5.182504847,6.705843592,6.2950853,7.3800710295,10.084193648,7.68702726675,8.596218763,10.08992748,4.980952113,9.6271145295,11.89018267,7.991620492,7.64611005,Control
9.671125768,8.020697573,11.0078229,7.8100749315,5.402083668,7.312431759,5.722746919,6.8257140825,9.5416181315,8.008767961,8.632069254,9.883140084,4.833916319,9.9140920795,11.50810934,7.766407053,7.78951872733,BRCA
9.65934534,7.99283881167,11.33795649,7.3984048785,5.16953547,7.090380087,6.201345317,6.8211475155,9.9835099365,7.89762192425,8.471818588,10.14535302,4.402621796,9.566117134,11.87223249,7.69267271933,7.717289563,BRCA
10.26174268,8.122596546,10.44278832,7.6503556025,4.95653443,7.452573043,6.118843116,6.423331369,9.3324219335,7.22646478075,8.590101509,10.28239959,5.446761787,9.7521116675,10.70852807,7.38239760833,7.35253753667,Control
10.48162315,7.78059228367,11.47602735,7.4082400825,5.312711681,5.874496526,6.324725674,6.99556640625,9.8517271485,7.77948640775,8.426475613,10.06457475,5.133924369,9.378542152,11.76992885,7.88389956333,7.88745877033,BRCA
9.570406539,7.85973253267,11.41291396,7.2581526215,5.601110562,7.581447523,7.180831933,7.490754736,9.698559825,7.8254115435,8.232662106,9.875534783,5.186075849,10.1343921865,12.34109771,8.467873936,8.682705693,BRCA
9.818822257,7.63476432167,10.22441209,7.399969872,5.622938584,7.014135225,5.754494213,6.7124372675,8.827384863,7.0136583735,7.44226163,9.962643412,5.391983545,9.746930711,9.803614982,7.43853783967,8.026211755,BRCA
10.05396698,7.70088144833,11.68597092,7.055090386,5.002490161,6.202570157,5.830554026,7.31544061425,10.092337449,7.39410609925,8.483464254,10.10583032,5.190033289,9.831690885,11.72922572,8.48743530233,7.93129970567,Control
9.773436423,7.69821001467,11.55993163,7.327968466,5.425183376,6.99407371,5.904009092,6.80479554875,9.9168075855,7.73151595125,8.390557125,10.19124467,4.817381859,9.676526932,11.72288448,7.48094979267,7.84812807267,BRCA
9.787507202,7.74355832733,10.97540039,7.271314855,4.710134856,7.232999148,5.935466377,6.5128311225,9.689212392,7.874571879,8.965922146,9.977545082,5.368603583,9.813055769,11.62416272,7.89587939567,7.86377913433,BRCA
9.710479778,8.46961349833,10.80572395,7.5150055545,4.888513434,7.776533581,5.770968585,6.05982317025,10.115223719,7.782313495,8.645614417,9.958339241,5.14385383,9.497007081,11.79042803,7.23658378233,7.18064892933,BRCA
10.28274128,7.97221161867,11.48988071,7.0080930265,5.191909277,7.020344194,6.194762393,7.141201734,9.808880693,7.83297538875,8.646217683,9.953964008,5.275017526,9.6887289995,12.02694363,7.82499511933,7.998957331,Control
10.80480483,7.97485260333,11.31960737,7.1460675305,5.32446073,7.237977421,5.870864797,7.2561729365,9.917648454,7.80621293675,8.231642555,9.948801991,5.263044971,9.823832831,11.78825759,8.07721299967,8.05180494067,Control
9.700548577,8.444059081,11.51908594,7.550712611,5.241850906,7.26964363,5.802329755,7.2253107355,9.757834043,7.59638411825,8.389826114,10.60435889,5.139972076,9.931363831,12.10010062,7.732074878,7.903697422,BRCA
10.42763004,8.27402094633,11.76197512,7.16160132,5.342706958,7.467791224,5.989145395,7.01962737925,9.854883019,7.92036271475,8.008150036,10.51810261,4.858492381,10.302850045,12.43530962,7.19766327067,7.42184551367,BRCA
10.00609851,8.205931789,11.58695951,7.4861186035,5.102250005,7.657892063,5.985962156,6.92261746825,9.921195836,7.7012155005,8.619102198,10.60049397,4.695733745,9.872683438,12.00289948,7.898108693,7.726489395,BRCA
10.73701092,8.518646532,11.26252082,7.34171602,5.428620839,7.766050346,6.18913825,7.2947847085,9.7498872995,7.98706931475,7.896318968,10.4984955,5.272033689,9.744406916,12.13138765,7.950395831,7.57545454367,BRCA
10.35090635,8.058566633,11.41529827,7.2558065975,4.850263431,7.51710071,5.735529792,6.99127913,9.908543862,7.23429106825,8.131935554,10.33465909,5.4095702,9.706149146,11.91235432,7.507311824,7.534000256,BRCA
10.43012873,8.54069253933,11.34154956,7.6189136335,5.196441066,8.143537712,5.908699592,7.50323180475,10.0830347715,7.578121022,7.750842834,10.67767365,5.252865266,9.577511154,11.78664344,7.71508568667,7.81716739833,BRCA
10.46800313,8.31919331333,10.09874638,7.146158321,5.356153716,7.293842046,5.666764579,7.18955600975,9.4812362635,7.37965143875,5.935702091,10.48176693,4.085614282,7.68134271,9.100426551,8.79332774067,7.16584306967,BRCA
