@relation data

@attribute id string
@attribute 29968 numeric
@attribute 316 numeric
@attribute 55163 numeric
@attribute 57026 numeric
@attribute 8566 numeric
@attribute Class {BRCA,Control}

@data
GSM481002,1.8585594681,0.1939221078,1.9703801942,0.3713230003,1.1416935553,BRCA
GSM481003,1.0066010687,0.2487585688,2.4218330663,0.5019047376,1.3053273418,BRCA
GSM481004,1.3175547986,0.2808902524,1.9682860655,0.4374118854,1.5272324136,BRCA
GSM481005,1.4513978406,0.3733750724,1.9753826646,0.6550202800,1.0750366426,BRCA
GSM481006,1.7849316426,0.0753132584,2.2684436755,0.4510304407,1.2913184631,BRCA
GSM481007,1.1733989157,0.2111238170,2.3520978127,0.6473196141,1.2857534736,BRCA
GSM481008,0.8994530940,0.2509681765,1.6584350397,1.1322522198,1.3641094458,Control
GSM481009,1.9757145857,0.0827444900,1.8532277136,0.1099317828,0.9473353232,Control
GSM481010,1.7390484386,0.7114939772,2.0807457952,0.7313116763,1.1738257187,Control
GSM481011,1.4759634774,0.1194972085,2.0867072098,0.7020473843,1.4079804283,Control
GSM481012,1.7058942020,0.2600325987,1.7451494019,0.2345194557,1.3785736238,Control
GSM481013,0.8372976556,0.1415350580,1.8812200952,1.1991578367,1.3416956564,Control
GSM481014,1.4624824737,0.2038180482,1.4659259599,0.7673032114,1.1361995484,BRCA
GSM481015,1.4368951236,0.0560171132,2.0475961041,0.7621596191,1.3498971099,BRCA
GSM481016,1.0821652934,0.2708097262,2.0778301359,0.3911355154,1.3068122191,BRCA
GSM481017,2.1526749390,0.2062460981,1.5833613908,0.2330981691,0.7506369088,BRCA
GSM481018,2.3196608000,0.1355119497,2.2484383514,0.2816905109,1.2547848654,BRCA
GSM481019,1.3114706574,0.9082247328,2.4005056339,0.5104186254,1.2256413281,BRCA
