@relation data

@attribute id string
@attribute 10053 numeric
@attribute 1173 numeric
@attribute 1174 numeric
@attribute 1175 numeric
@attribute 130340 numeric
@attribute 160 numeric
@attribute 161 numeric
@attribute 162 numeric
@attribute 163 numeric
@attribute 164 numeric
@attribute 3105 numeric
@attribute 375 numeric
@attribute 3932 numeric
@attribute 51606 numeric
@attribute 55690 numeric
@attribute 567 numeric
@attribute 8905 numeric
@attribute 8907 numeric
@attribute 920 numeric
@attribute 926 numeric
@attribute 940 numeric
@attribute Class {BRCA,Control}

@data
GSM481002,-0.0438613904,2.1056936517,0.5584784714,2.0626354782,-0.0865704725,0.6339837544,0.9291147694,1.0048504436,0.3340915554,0.6841518312,2.2812253023,0.5297736296,-0.0762471060,0.3176925605,0.5384338648,1.6511866775,0.4491711541,1.0674657341,-0.1001903431,-0.0188878691,-0.1893430850,BRCA
GSM481003,0.3416361666,2.2337767680,0.5859101518,1.9827849738,0.2809707208,0.7140137895,0.8863338492,1.3164850325,0.3225214290,0.8174026832,2.5229606927,0.4987922869,-0.0751021558,0.3783047565,0.5404966782,1.5482868770,0.5740015673,1.2576593058,-0.0606260283,-0.0825786177,-0.1096670431,BRCA
GSM481004,-0.1008784057,2.1819931137,0.4141925785,1.7577955346,0.0917677453,0.6973926800,1.0742304335,1.3698292935,0.5103600910,0.7769015325,2.3726209051,0.4408838824,-0.0586939262,0.4760013257,0.4404810330,1.2007790074,0.4267537992,1.0590975283,-0.0573946973,-0.0626230279,-0.1200933228,BRCA
GSM481005,-0.0996816518,2.0474239456,0.5016727490,1.7192065715,-0.1654402295,0.6178779096,0.6696846949,0.9864085635,0.3069753119,0.9240402833,2.4218538858,0.4662536803,-0.0613186934,0.3952120411,0.5456810645,1.4086831123,0.8569876049,0.9803248973,-0.0384553807,-0.0229828025,-0.1127792553,BRCA
GSM481006,0.0737713372,1.9427664413,1.0843844343,2.0104171225,0.1797157239,0.5752585570,0.9618628352,0.7447591340,0.3259624518,0.7598253196,2.5923849594,0.6621324261,-0.1271773895,0.5246121852,0.6841744944,1.9025335787,0.4785342495,1.2467040036,-0.0865613314,-0.0923834387,-0.1203887555,BRCA
GSM481007,0.4916993210,2.1076881356,0.9734322567,2.0977713496,0.1614109673,0.6567551899,0.7442208603,0.8981808722,0.1785968408,0.6724153624,2.7132214616,0.5559413459,-0.1056098652,0.4822960018,0.4474141888,1.9477904402,0.1461484115,1.2574349402,-0.1007549883,-0.0544135109,-0.0767766709,BRCA
GSM481008,-0.1054391787,1.5958242616,0.3974519266,1.9601536235,-0.0685600457,0.5330635202,0.5399920945,1.0896376445,0.3382766917,0.8635840005,2.9042129741,0.4358279487,-0.1128407006,0.3223061445,0.3403415210,1.5310236899,0.8456986084,1.0761225237,-0.0427051691,-0.1106136142,-0.1233326021,Control
GSM481009,-0.1326853207,1.6059574718,0.1171790244,1.5854946376,-0.2295065754,0.3281522293,0.3911177062,0.4650730881,0.1257537392,0.5226428715,2.5609453994,0.3525457389,-0.0767853803,0.2847852708,0.2338353225,1.9638434743,0.4979778941,0.7140597710,-0.0360599128,-0.0742771829,-0.1733742767,Control
GSM481010,0.0211592343,2.1223495139,0.3330189957,1.7100852352,0.0153048373,0.5441372355,0.9029520035,1.1951235047,0.5374011108,0.9506018447,2.0726020042,0.4839327169,-0.0627768678,0.4360353170,0.4299871297,1.8792734133,0.8774760166,1.0084312548,-0.0627427894,-0.0651846437,-0.0924790782,Control
GSM481011,-0.0838701920,2.2543577088,0.6687049770,2.2918513385,-0.1416448667,0.8506034146,0.8218840474,1.4244675823,0.1568289144,0.5422075771,2.3672987532,0.5276757160,-0.1187003686,0.2815913279,0.5310164548,1.0525147868,0.5059707986,1.5697309821,-0.0819519429,-0.0550308053,-0.0911662719,Control
GSM481012,0.0758242170,2.0955189997,0.2450044628,1.6057141172,-0.0744493746,0.6120296787,0.9538077475,1.2181313670,0.5038243805,0.8542845981,2.2991079373,0.4192990438,-0.1802938942,0.3732387253,0.3880196358,1.5981738759,0.5643934004,0.8134169900,-0.0447812280,-0.0469821526,-0.0875112323,Control
GSM481013,-0.0876733097,1.7306784391,0.6852908995,2.5559070048,-0.0736457701,0.5200916614,0.2953449621,0.9835598134,0.2960964259,0.6798862437,3.1658317301,0.6063014909,-0.1092737571,0.3357018435,0.4111388264,1.3620970658,0.7616963508,1.4127897037,0.0037160139,0.0104673958,-0.0499114922,Control
GSM481014,-0.0669003607,1.0543301802,0.7920769570,1.6999694360,-0.0593803779,0.6301755510,0.5638127583,0.6607262064,0.2002748056,0.8773601472,2.5963126199,0.5001793888,-0.0825059718,0.5433748929,0.3334838858,1.9379381414,1.4685200657,1.1198776865,-0.0034561792,-0.0859761288,-0.1042532783,BRCA
GSM481015,0.1365237673,2.0110734966,0.6343044936,2.1488944231,-0.1887833083,0.6153361756,0.7342482485,0.9311478214,0.2802317655,0.6383869536,2.7873158298,0.6624560028,-0.1224176909,0.3003961935,0.3101190603,1.8458734965,0.4460419978,1.1278951654,-0.1037307530,-0.1101227173,-0.1147972242,BRCA
GSM481016,-0.0708290584,2.0327460369,0.3882159980,1.7429363852,-0.1545676042,0.5118864077,0.7410405486,1.1887298040,0.5504103105,1.0057671319,2.2431718061,0.5113902381,-0.1115442259,0.4468679148,0.3378846442,1.4129796345,0.9858319540,0.9850898012,-0.0748868703,-0.0654929841,-0.1527863642,BRCA
GSM481017,-0.1157588536,1.4756873911,0.3039579883,1.2207456420,-0.0842113658,0.2542457713,0.4475469052,0.4432306139,0.3866782034,1.0434598296,2.3443149593,0.2922838129,-0.1252358491,0.4201846879,0.2825383108,2.1483546172,0.9354277500,0.6437582346,-0.0304665431,-0.0939566349,-0.0831654881,BRCA
GSM481018,-0.1556890578,1.9858496123,0.4492910068,1.9260836527,-0.0986680499,0.5483736972,1.0254453605,1.0063745324,0.2963981803,0.5078098036,2.7379152692,0.4913405740,-0.1418809786,0.3927758360,0.3852145186,1.7621448737,0.3638988925,0.9110466799,-0.0964201895,-0.0593921452,-0.1863493782,BRCA
GSM481019,0.8224819237,2.1240834130,1.0328517556,2.0556046900,-0.0027796586,0.5877198961,0.9062764099,1.2384306750,0.5157452744,0.8567193825,2.2950361934,0.6422610062,-0.1142434662,0.4197688039,0.4704507985,1.8111422331,0.8295549276,1.2442083858,-0.0738169705,-0.1068675788,-0.1414037331,BRCA
