@relation data

@attribute id string
@attribute 10368 numeric
@attribute 10369 numeric
@attribute 10681 numeric
@attribute 107 numeric
@attribute 109 numeric
@attribute 114 numeric
@attribute 1173 numeric
@attribute 1175 numeric
@attribute 1385 numeric
@attribute 160 numeric
@attribute 161 numeric
@attribute 163 numeric
@attribute 1739 numeric
@attribute 1741 numeric
@attribute 1742 numeric
@attribute 2036 numeric
@attribute 23236 numeric
@attribute 23426 numeric
@attribute 27092 numeric
@attribute 27330 numeric
@attribute 2782 numeric
@attribute 2783 numeric
@attribute 2784 numeric
@attribute 2785 numeric
@attribute 2786 numeric
@attribute 2787 numeric
@attribute 2788 numeric
@attribute 2790 numeric
@attribute 2791 numeric
@attribute 2792 numeric
@attribute 2793 numeric
@attribute 2890 numeric
@attribute 2891 numeric
@attribute 2892 numeric
@attribute 2893 numeric
@attribute 2897 numeric
@attribute 2898 numeric
@attribute 2899 numeric
@attribute 2900 numeric
@attribute 2901 numeric
@attribute 2902 numeric
@attribute 2903 numeric
@attribute 2904 numeric
@attribute 2905 numeric
@attribute 2906 numeric
@attribute 3265 numeric
@attribute 4193 numeric
@attribute 4646 numeric
@attribute 4747 numeric
@attribute 4905 numeric
@attribute 5170 numeric
@attribute 51764 numeric
@attribute 5330 numeric
@attribute 5331 numeric
@attribute 54331 numeric
@attribute 5567 numeric
@attribute 5578 numeric
@attribute 5579 numeric
@attribute 5582 numeric
@attribute 5594 numeric
@attribute 55970 numeric
@attribute 5894 numeric
@attribute 5923 numeric
@attribute 5924 numeric
@attribute 59283 numeric
@attribute 59345 numeric
@attribute 6195 numeric
@attribute 6196 numeric
@attribute 6197 numeric
@attribute 801 numeric
@attribute 805 numeric
@attribute 808 numeric
@attribute 80852 numeric
@attribute 814 numeric
@attribute 815 numeric
@attribute 816 numeric
@attribute 817 numeric
@attribute 818 numeric
@attribute 83988 numeric
@attribute 84254 numeric
@attribute 88 numeric
@attribute 94235 numeric
@attribute 9463 numeric
@attribute 9495 numeric
@attribute Class {Control,BRCA}

@data
GSM427158,4.549507972,4.762364039,6.888464479,8.2081635635,12.63069834,5.645450388,11.2613104,12.243005895,10.707890538,6.55015525567,8.768731126,10.066436801,5.629364816,6.06476571133,8.85288926,6.7527010015,6.8772890085,5.190230876,5.776177206,7.366412106,13.02719506,8.698011038,5.893611729,5.692518737,5.516024013,8.440434347,8.735353884,9.885094283,12.98372673,5.028139516,6.38362276,5.716930037,6.607852271,5.65513866233,5.5268992665,5.45914863433,5.14389293,4.33689681,5.507248571,6.390259793,6.288309337,5.73309076,5.765475903,5.84424205,5.451055498,7.4423513115,5.4774530015,8.710118601,5.07383228,7.9517637276,7.1007852408,5.232287804,7.476788978,5.876585242,9.177283189,5.4829326402,8.688181342,6.21136540967,5.313256056,8.27215776867,10.1038422,10.11570732,5.609342323,6.338429429,5.3692492615,7.4230773135,6.75911088,7.65857270567,6.52702968625,13.11037161,13.59313376,12.33572539,5.47386273275,5.12403454,4.967873236,6.3931703428,6.71763387475,8.533227316,9.87519434667,5.627745625,6.68951277,5.641987591,8.590129307,5.51286784,Control
GSM427159,5.718917257,4.73770262,7.24025073833,6.3425008425,13.03258307,5.65593226,10.94792585,12.07866152,11.4528809893,6.33747983233,8.850844048,9.799591711,5.62600922,6.266832976,8.71258815,7.027269316,6.8906417385,5.580530872,5.827572151,6.20906888,13.00956452,8.720142595,6.113748025,5.195063332,5.853378958,8.487841164,9.217703977,8.481901451,12.07225833,5.682862067,6.120295558,5.301232095,6.469157955,6.16242031433,5.961336328,5.48866839833,5.68503616675,4.778486368,5.672079654,6.41304026,6.079541724,5.420053896,5.287261033,5.934994833,5.066101302,7.8897640555,5.63969746625,8.731846049,4.732013908,7.595299563,7.4312568682,5.31868854,7.453231788,6.036839159,7.381134364,5.5428379012,9.433471275,6.479820979,5.115003321,7.85669691467,9.681370693,10.34726733,5.4226454465,5.667687262,5.804434171,8.3643319965,6.746992115,7.51923145167,6.64235424625,12.75620088,13.5121695,12.47764072,5.6164748375,5.020239923,5.03365563,6.9553527598,6.8818081325,8.715636586,10.3955654583,5.8617849835,6.68426165,5.277995204,9.122113555,5.291687581,BRCA
GSM427160,4.883878898,4.790265497,6.84021840933,7.5711783515,12.19349773,6.0290173,11.162174555,12.3965886,10.8440250817,6.42725820467,8.769293322,10.195515158,4.919591852,6.51646028633,8.943878208,6.7711281365,6.771545835,5.942638389,5.766735111,6.385953509,12.9979954,8.686203838,6.074361597,5.30807618,5.92077637,8.83146649,10.16381668,8.913937397,10.57663577,4.963487128,6.323194968,5.633294061,5.777427112,5.696743084,6.2019214455,5.77145313467,5.38541054,5.447257868,5.676670267,6.541875363,6.23418041267,6.089429956,5.469732364,5.79507289,5.387682411,7.856102429,5.8602843415,9.013141976,4.971786376,7.8748981176,7.2445861642,5.206732344,7.462177348,5.98687237,6.36768175,5.4641368762,8.48506563,5.889051372,5.434470814,8.11094053067,9.362086899,10.45388564,5.6524911955,5.321216715,5.658621215,7.196995946,7.136685014,7.197314467,6.2422901355,12.13760287,13.47944813,12.54827894,5.281477532,4.850435434,5.935819934,8.109608713,6.405921396,8.2596790005,10.631877336,5.651922249,6.570846646,5.72110688,8.883637146,5.751484642,BRCA
GSM427162,5.682019293,5.264171629,6.610917172,7.0913602235,12.23565236,5.876032641,11.27700269,12.07110544,11.337274206,6.79699623533,8.891161787,9.818157181,5.30196368,6.68863141433,8.818774784,6.8397525615,7.226006717,4.748208435,6.472573571,5.838328613,13.11510467,9.066695429,5.455665247,5.693773551,5.504788206,8.646667718,10.21758854,6.563810693,9.832676886,5.29683478,6.198794315,5.123512303,7.10371039,5.966949493,5.6256915225,6.30059630433,5.2453898775,4.435394156,4.863456876,6.355796501,6.45691638667,5.327517838,4.645326303,6.340211188,4.736756024,8.398114105,5.5016593965,8.275485668,4.984374307,7.3975879022,6.9971733014,4.790526167,7.601141445,6.1476177,4.851263383,5.1156792046,9.211511834,6.312672729,5.36790503,7.98209816267,7.986995525,10.09500831,5.626407627,5.182703468,5.792078748,6.7231615275,7.5978930125,6.97936211167,6.33404855075,12.20536419,13.35270561,12.76004735,5.5031659995,4.9603811275,5.198898037,8.725184586,6.1456479,7.7082282335,10.428714425,5.6077019775,7.162091995,5.842043069,9.7149701225,5.259471408,Control
GSM427163,5.321306925,5.115211455,6.84786461333,7.084991265,12.7347446,5.824138541,11.397832345,12.28154315,11.0490871027,7.262440087,8.282904386,9.7827240025,5.633294061,6.78317326,8.419687541,6.950853904,6.848015995,5.804912672,5.804912672,6.471354636,12.87743566,8.97289446,5.954086504,5.349976695,5.228252321,9.506942805,9.669660678,9.337042659,11.68740205,5.536217098,6.63172683,5.692518737,6.060539901,5.66733930533,5.8154103955,5.795395187,5.16207089225,5.185877691,5.349976695,6.076394081,6.003456948,5.588723066,5.518229233,5.778741634,5.206341637,7.697637374,5.80954885825,8.647531391,4.885099957,7.9907555988,7.3395574808,4.850263431,6.773076963,5.887775801,7.573687183,5.466218321,8.977409535,7.50900425433,5.333791561,7.82991936767,9.546605663,10.22872886,5.523825652,5.527485802,5.4208254045,9.010303599,7.021079646,7.28840672033,6.76922237325,12.34682957,13.37889296,12.45248586,5.307599038,4.957250341,5.062220221,6.9100805066,7.045711086,8.3252183155,10.6418520903,5.959320298,6.308617188,5.615159695,8.3150980955,5.575169544,BRCA
GSM427164,5.202134845,4.314057196,6.695170111,6.50402659,12.65857307,6.352798794,11.12104221,11.928151635,10.8002004453,6.667704523,8.762399584,9.9980316435,5.577437325,6.559610877,7.431102924,6.950404384,6.727722821,5.984481833,5.643936437,7.104889949,12.98372673,8.838889641,6.143337929,6.086619917,5.268482349,8.217135121,9.433805075,9.258413586,11.15310882,5.717272857,6.186714102,5.665201768,5.684966848,5.683423462,5.8435199845,5.289440425,5.19619348225,5.214330049,5.30196368,6.531424838,6.12810835567,5.70895367,4.569953748,6.064587171,4.512547026,7.3388634815,5.889292139,9.782773487,5.925887445,8.5764134566,7.3955993004,5.178725843,7.658927519,5.94872421,8.547261958,5.6759717936,8.467749328,6.98490046733,4.940884687,8.18650002,11.06412655,10.624983,5.1523846775,6.134996739,5.4203052295,7.9243325035,7.5246001185,7.361977291,7.19245125,13.11510467,13.71343219,12.66384721,5.40430847475,4.630667642,5.093825554,6.3166102882,7.03324440275,8.4054699995,10.9695410167,5.8127258035,6.448203566,5.093825554,9.304828712,5.719464975,BRCA
GSM427165,5.733361967,4.927198693,7.252915346,6.201503818,13.34505663,5.779661087,11.202937405,12.367794435,11.1354255073,6.39423566067,8.058737407,9.5811370385,5.072332275,6.382674279,9.772562477,6.020522976,7.4861886795,5.123719213,5.907137786,6.745442819,12.64120964,7.985772397,5.821334729,5.86196234,5.66903474,8.678425073,9.675551824,6.875906358,10.10831572,5.442621133,7.026996771,5.396614413,8.097585943,6.088857852,6.4131823975,6.07674036233,5.0476802585,5.48205062,4.981180512,6.365014999,6.32230220733,5.832707292,5.188253784,5.472984221,5.072332275,7.9742866725,5.78129302475,8.239337323,4.77796061,7.595459753,7.3536038904,4.959319531,6.111350232,5.48205062,6.049582442,5.5322651396,9.024558716,6.81582852467,5.832707292,8.451561107,9.132211242,9.961088297,5.1035551,5.414821571,5.8276077135,8.7523926965,6.923040761,7.46619594767,6.5621458705,12.34260121,13.29267684,12.61750082,5.71013603125,5.102706884,5.754494213,9.356122659,6.55286557675,7.7168387545,10.1034249417,5.779055132,6.401567006,5.486079796,9.629079064,5.114586962,BRCA
GSM427166,5.487205952,5.057679059,6.439102376,7.6188571805,12.39966386,5.862458365,11.388759195,12.456368675,10.258386433,6.734569732,8.695994791,9.7220428385,5.69600164,6.339117021,8.983991943,6.3568370285,6.719520862,5.536217098,5.917199751,7.289814009,12.98945487,8.510330132,6.338875075,5.380600673,5.967463325,9.414337005,8.751335778,10.49178825,12.76004735,5.865554662,6.403016818,4.93252334,5.682019293,5.83994640733,6.194061703,5.22531575733,5.0586196555,5.261917434,5.604820987,6.048874401,6.325284749,5.54798282,5.185481295,6.498295252,4.93252334,7.7095138065,5.3501390665,9.125414197,4.888756945,8.0354111434,7.0445753338,5.229406468,6.898937271,6.202570157,8.11035427,5.3094441946,8.419813926,6.87117032933,5.495064524,8.171538624,10.18190731,10.12277013,5.4833273435,5.745379368,5.7489685045,7.0132000305,6.824884907,7.49696018667,6.575528975,12.57155186,13.44200721,12.74796537,5.18389711925,4.781675766,5.619127766,7.580338669,6.064234489,8.729778512,10.025326822,5.259453925,6.884418198,5.42266296,8.929172496,5.290029217,Control
GSM427167,5.484791683,4.897254041,6.907508702,8.092918242,12.05932765,5.813403636,11.31699387,12.5301635,10.6759547673,6.84260002933,8.773379189,10.274861495,5.753892801,6.65683526433,8.939638805,7.0177106395,6.995146243,6.385953509,5.83074415,6.640032041,12.96993872,9.04011237,6.092128797,5.789736585,5.496742949,8.843419494,9.919504381,9.495266002,11.3442156,5.659076304,5.886008211,5.422242462,6.672888927,5.61594119867,6.1480274795,5.48386412833,5.27593029375,5.305251227,5.712603517,5.969594455,6.57114183333,6.068139401,5.511603435,6.179665925,5.172938736,7.94496816,5.591806779,9.012345976,5.620154746,7.9233796534,7.1591884674,5.411944154,7.321975714,5.352274105,6.738839176,5.291675395,8.419971893,6.13414385767,5.606746643,7.91861634733,9.085353696,9.9831294,5.3404876065,5.589022814,5.395905033,7.2793614545,7.242305488,6.894570391,6.443440984,12.3148028,13.70458133,12.4865699,5.29588019475,4.710335668,5.662925563,7.4789113804,6.4879534175,8.057131251,10.8651163833,5.7038311865,6.341457111,5.104977394,9.1404749205,5.529517425,BRCA
GSM427169,5.272033689,4.87284261,6.995387545,7.599297253,11.61491238,5.659004925,11.225414225,12.278551005,11.1110274023,6.688774195,9.0923747,10.43837603,5.044406414,6.48289707067,9.017365988,6.9550959325,6.432879816,5.029686155,6.271748387,6.268944869,13.02126635,8.934008606,6.563963185,6.135253322,5.619861398,8.872952717,9.681765982,8.717951507,11.6604752,4.958159726,6.083910741,4.233626673,7.038153897,5.892477104,5.4601186915,6.75049318733,5.18470015175,5.048771569,6.090647705,6.069643769,6.591071042,5.538702079,5.190230876,6.031666056,4.049108953,8.148239231,5.8421495495,8.374214779,4.987561048,7.4265913082,7.3339069032,4.607083101,7.469827229,5.586623085,7.211063618,5.3589494338,8.01888328,6.39658479233,5.139972076,7.74245236133,8.350852048,10.28660429,5.0743020605,5.238033268,5.7683724175,7.9356885615,6.8978346455,6.81342298733,6.26822091,12.71572616,13.30755735,12.57561022,5.5555554295,4.9414115465,4.482788153,7.9155472442,6.59589787525,8.3082798515,10.0174249857,5.4464671825,6.908516092,5.034976365,9.2388980895,5.353156751,BRCA
