@relation data

@attribute 9365 numeric
@attribute 26281 numeric
@attribute 27006 numeric
@attribute 2254 numeric
@attribute 2263 numeric
@attribute 2253 numeric
@attribute 2252 numeric
@attribute 2264 numeric
@attribute 2251 numeric
@attribute 2250 numeric
@attribute 8074 numeric
@attribute 2261 numeric
@attribute 2260 numeric
@attribute 2248 numeric
@attribute 8817 numeric
@attribute 8822 numeric
@attribute 2249 numeric
@attribute 8823 numeric
@attribute 2255 numeric
@attribute 2246 numeric
@attribute 5335 numeric
@attribute 2247 numeric
@attribute 9965 numeric
@attribute Class {Control,BRCA}

@data
7.511142096,5.19585778,5.115003321,6.447005198,5.424427713,5.3773706135,5.584068992,6.165517671,5.413835314,5.8926750885,5.934896574,6.9774516075,6.09726277333,5.720286161,6.0082541625,5.357737827,4.385487242,5.038053386,6.392622782,6.39940453067,8.709822916,6.5242523515,5.8736971,BRCA
7.759657075,5.5589670685,5.178128252,6.257770271,6.008659014,5.1856009735,6.169730249,6.431198222,5.2589309485,6.1839144855,6.0327858025,6.425841551,6.47069063367,5.510179653,5.8035037995,5.403618168,5.504788206,5.289476005,6.659785892,6.32918976167,7.877739246,7.9133017495,5.904129552,Control
7.30193311,5.7547737065,5.854002662,6.964055261,6.001358226,5.242590905,5.051601854,5.300062484,5.484883956,6.068029122,6.2788440215,6.7192806095,6.565694096,5.6098519,6.6233556705,5.49154148,5.372613708,5.729152513,6.482449506,6.79609300967,7.919144247,8.026294384,5.81916441,Control
6.267541064,6.109382663,5.459768685,6.294579971,6.000795094,4.952026204,4.777434661,7.24210051,5.367828058,5.9102169665,6.0536569645,8.004966724,5.96088606667,4.961404834,6.388534753,5.734581769,5.349976695,4.834169221,5.062436111,6.79127793067,7.988942668,6.670495648,5.963711807,BRCA
7.0735555,5.437590624,4.897254041,6.573537845,5.43588795,5.1488476285,5.407702206,6.25297956167,5.6634452815,6.01943617,5.9445658515,7.0328955525,6.59467230567,5.614423668,6.294282489,5.452456444,6.058971908,5.590221183,6.649188353,6.739675202,7.9147536295,6.9644144425,6.381115162,BRCA
6.60674248,6.112872035,5.599028548,6.602925689,5.391983545,4.9457959335,5.029465308,6.62224578467,5.4905531165,6.0638764875,5.850113508,6.9851775375,6.169953993,5.371568663,6.061571434,6.208191064,5.425099433,5.364932404,5.262105418,6.75797537167,7.7272309565,6.9197252835,6.597386379,BRCA
6.311935024,5.820587661,5.125786688,5.805041697,5.069542407,5.4443094065,5.135874705,7.10130545967,5.514922218,5.6286048585,5.7623350525,8.301947236,6.115956461,5.208879341,6.1993713595,5.607930386,5.899786645,5.646026713,5.205168882,6.786484124,7.5975884795,6.5080835405,6.072647808,BRCA
6.469646395,5.8863020145,5.08524538,7.12458953,5.463697036,4.8420893005,5.225555714,6.096011044,5.4821160925,6.112144062,6.0364885845,6.786176066,5.87493411433,5.186670157,6.1053459975,5.606672627,5.0188247,5.735529792,4.942762263,6.73532343867,7.531468856,6.9129000885,6.057023059,BRCA
6.065072081,5.8676683905,5.209854193,6.405103693,5.699614961,5.0624676735,5.349269063,5.912786189,5.6425217125,6.0496264185,5.854052208,8.2686537275,6.07785737067,5.341284192,5.899116602,5.775453081,5.742552812,5.561181958,5.36650691,7.03882420367,7.8558007155,6.276930997,6.12278206,BRCA
6.757493769,5.333654738,4.601155548,6.130936659,5.088959125,5.018022739,5.636777762,5.964778488,5.5947152265,5.6520003705,6.4885502405,6.928200624,5.950336121,5.244707519,6.294928547,5.356153716,5.706262025,4.928502089,4.928502089,6.636198254,7.6793168875,7.221442717,6.081303006,BRCA
