@relation data

@attribute 3725 numeric
@attribute 7025 numeric
@attribute 10891 numeric
@attribute 5579 numeric
@attribute 5578 numeric
@attribute 5577 numeric
@attribute 7124 numeric
@attribute 336 numeric
@attribute 335 numeric
@attribute 948 numeric
@attribute 2195 numeric
@attribute 1387 numeric
@attribute 3630 numeric
@attribute 10062 numeric
@attribute 4199 numeric
@attribute 9612 numeric
@attribute 9611 numeric
@attribute 5743 numeric
@attribute 3303 numeric
@attribute 4843 numeric
@attribute 3295 numeric
@attribute 5925 numeric
@attribute 6256 numeric
@attribute 1854 numeric
@attribute 10370 numeric
@attribute 1375 numeric
@attribute 65003 numeric
@attribute 6777 numeric
@attribute 5595 numeric
@attribute 6776 numeric
@attribute 4792 numeric
@attribute 4609 numeric
@attribute 5594 numeric
@attribute 4023 numeric
@attribute 2168 numeric
@attribute 2033 numeric
@attribute 5970 numeric
@attribute 8204 numeric
@attribute 1843 numeric
@attribute 5465 numeric
@attribute 8648 numeric
@attribute 10011 numeric
@attribute 3320 numeric
@attribute 5154 numeric
@attribute 1962 numeric
@attribute 5567 numeric
@attribute 5568 numeric
@attribute 6667 numeric
@attribute 5469 numeric
@attribute 5290 numeric
@attribute 5573 numeric
@attribute 5576 numeric
@attribute 5575 numeric
@attribute 8431 numeric
@attribute 51 numeric
@attribute 5294 numeric
@attribute 5295 numeric
@attribute Class {Control,BRCA}

@data
14.72492149,8.964168373,8.588209721,6.21136540967,8.688181342,4.767140212,8.519696323,5.468103682,5.287261033,12.2115918747,10.64076035,9.174412855,5.169936271,11.21226855,7.732457674,9.760872578,8.870434945,9.3930229045,11.35464901,5.496412483,11.09730811,8.976299993,12.34948589,8.65628527367,11.24400418,7.1805287985,8.80407582233,9.961088297,11.634256725,11.46083484,15.00532806,11.83974258,8.27215776867,11.99463462,5.358089615,9.886672502,8.69026092,11.04508749,14.96942161,5.9306844235,7.80502360867,7.248817326,11.0093826917,6.70121473533,8.035405516,5.4829326402,5.48205062,10.08912308,8.142746712,6.685313404,9.78527191267,8.786482932,7.409181146,5.011016147,7.088856485,6.299304767,7.0703331436,Control
14.11502538,10.84003064,7.63955981,6.479820979,9.433471275,5.442455259,7.177920594,5.34066129,4.752897783,9.47518757767,10.73727294,9.719195242,5.773212576,10.59585913,7.526344936,10.0093969627,8.091145926,8.8139773665,11.57740772,5.36548732067,10.91180038,7.958452847,12.1490422,8.86747317133,10.76919343,7.105110568,8.619255472,10.15001415,11.27623323,11.3989816,13.91249272,10.569760214,7.85669691467,11.04153957,5.331285345,10.41990782,8.669346719,10.52858624,13.94018008,6.2647755765,8.123724749,7.3332291065,11.030777654,6.927342899,6.802099894,5.5428379012,5.804719114,10.32795428,8.739072693,7.098719371,9.789873514,8.66542575,7.391761545,4.708480413,6.27776847133,7.09127967,7.6111323212,BRCA
14.41297137,9.423804585,7.130779359,5.889051372,8.48506563,5.112503363,8.414834386,4.757305356,5.161092822,8.73530426033,10.60490092,9.441990946,5.870864797,10.40696526,5.266984428,10.2414610627,8.933248873,8.056837029,12.42106423,5.691198038,11.12068843,8.409052632,11.75795051,9.12384909033,11.26721992,7.557228887,9.41988400867,10.28344757,11.198356615,12.10466109,14.51605303,11.54593261,8.11094053067,9.774869866,5.001702332,9.740911174,9.073024297,10.51730058,14.43231028,5.9169092905,8.10987543733,7.1298936905,11.1437694107,6.43184992733,6.935698777,5.4641368762,5.527329405,10.30951646,8.327284429,6.212526175,9.801472324,8.815320146,7.677704008,5.249645622,6.260049093,6.323194968,7.448654099,BRCA
14.08054111,8.255407641,8.913428843,6.312672729,9.211511834,5.7109519,8.370459788,5.051166787,5.62000808,9.66659547467,10.75019637,9.0089772035,5.793122872,11.20184229,6.002540089,9.99650003667,7.275242521,7.8889224205,11.27393851,5.37344951167,10.55438287,6.610216975,11.71789713,9.07992671533,10.3712052,7.161266844,8.8469895,10.10956988,11.274247985,11.96551025,14.35403309,10.2570662725,7.98209816267,10.80850192,4.379281551,9.510601559,7.67194989,10.25881955,13.07191821,5.9013934145,8.21261250933,7.5090758915,10.6939344647,6.29958050633,4.910026549,5.1156792046,5.655216748,9.80247643,8.444229248,5.584068992,9.34823014567,8.115695415,6.105076296,4.978894894,6.11308810333,6.299945779,7.6522265588,Control
13.43392773,9.802791438,7.334164045,7.50900425433,8.977409535,5.377654117,6.675961001,5.278366982,5.368603583,10.9707605477,10.7182377,9.6688997565,5.536217098,10.20626383,7.285959595,9.86432586567,8.511892099,7.9471266005,11.18505522,5.24425162867,10.87758344,8.022008655,11.58147143,9.132987602,11.744773,7.429388344,8.63923247033,9.833894617,11.21839075,11.9164133,13.73047547,11.50644256,7.82991936767,11.76903417,5.278366982,10.27748534,9.268495874,10.52792683,13.00161496,6.3050950175,8.662960931,7.2927524235,11.2182175033,7.33859063467,6.860966288,5.466218321,6.407145055,10.75902287,9.435868748,7.405441727,7.772929909,9.518791383,7.418993406,5.291135005,6.33714486733,7.300126299,7.950268865,BRCA
13.80946823,9.161296382,7.057101267,6.98490046733,8.467749328,5.316879984,6.320264091,5.46712559,5.202134845,11.069213795,11.1794428,9.509274839,5.73607124,10.58594865,8.389826114,9.99534691433,9.290952566,8.852128455,12.41355925,5.431006781,11.02017803,9.286795183,11.56493436,8.45000545933,10.53019687,7.65673704,7.84527374767,10.29596436,11.07534033,11.1888517,13.77694807,12.17961768,8.18650002,11.72497433,5.202134845,9.934575887,9.673230059,10.74581949,14.67922443,6.2632584125,8.36956528433,7.416876561,11.374489615,6.96108608367,7.684715533,5.6759717936,5.625863148,9.923045577,8.48631327,7.460253403,9.84054935,9.231287868,7.890402801,5.294814856,7.16167000633,6.725540512,7.4183463498,BRCA
13.91249272,11.53140597,7.629176499,6.81582852467,9.024558716,4.904497645,6.423120638,5.447092526,5.472984221,7.52927220333,10.68420973,9.006275549,5.705709271,10.42864835,6.013356873,10.019898556,7.161134718,7.978764199,10.45145612,5.26103280633,10.02722219,8.555107826,11.14654022,9.05641503767,10.39714011,7.446373475,8.450152089,9.214514093,11.151396135,10.72234672,15.02279519,10.2032142635,8.451561107,9.421602612,5.754494213,10.17277787,7.262755244,9.944646595,12.90048482,5.8009201885,8.53886432533,7.4775972315,10.4929184813,6.89649601933,5.650629048,5.5322651396,6.430289978,10.3743606,9.853185215,6.662423158,9.55785931,8.344585666,7.572418149,5.046808884,6.096097165,7.476910459,8.3350079456,BRCA
13.96294256,9.48161839,7.776434883,6.87117032933,8.419813926,5.023045997,6.14308278,5.206732344,4.29432028,10.9210727577,10.83319472,8.7304792815,5.451879748,10.94796217,6.371999292,9.40777784033,8.858836661,7.884541234,11.62774602,5.32847452233,11.38105635,9.023671978,11.50810934,8.89594887333,11.44205205,7.3648785115,8.82086978267,9.788616845,11.40345044,10.75261086,14.22362506,11.820520445,8.171538624,10.32819838,5.82324701,9.744439113,9.194320487,10.72425827,14.73750669,5.7914813845,7.88948201833,7.420809224,10.7716702567,6.60636141433,7.330157527,5.3094441946,5.233822166,10.1003079,7.509302192,6.020263967,7.854087509,8.118825763,7.90344675,5.30196368,6.80441426667,6.726903149,7.757716558,Control
14.44356588,8.584211958,8.132681099,6.13414385767,8.419971893,5.398154738,8.252974189,5.661287319,6.078850631,9.16133675633,10.93133239,9.1075112315,5.541182786,10.59236386,6.095613938,10.1828814903,8.706548791,9.7271422725,11.58210918,5.32697615567,11.10564356,8.717951507,11.16693525,9.38524725133,10.93858741,7.2456390605,9.23305910867,9.93285737,10.99057863,11.94573106,14.37348409,12.140966635,7.91861634733,9.424439853,4.5799221,9.125801619,9.012625324,10.61799567,14.74286599,6.3224235275,8.14837359867,7.132303996,11.3126835957,7.743697197,7.223376994,5.291675395,5.844493149,10.31961599,8.312861547,7.205282841,9.60954968233,9.026662535,7.548207573,4.984374307,6.705124989,6.426437217,7.6719006758,BRCA
13.15952927,9.885094283,8.847089556,6.39658479233,8.01888328,5.778347403,6.105390642,5.582714993,5.630093262,10.719990343,10.52328778,9.532397347,5.233822166,10.71269919,7.628921423,10.13424536,8.064420951,7.7737994165,11.97407764,5.609631797,10.93055646,7.473200667,12.29242381,9.14084531633,10.94250372,7.6423836295,8.83092969033,9.955468697,11.551814785,11.45097165,13.54172225,9.975804059,7.74245236133,11.33290385,4.883390185,9.827664684,8.33670864,10.80422,12.66850837,6.2051601515,8.287506428,7.6006411045,10.9901063043,6.83351091333,7.358126164,5.3589494338,5.913135501,10.38034502,9.174452064,7.606018576,9.492243668,8.794173061,7.121070136,5.396956849,6.54412221033,6.76752611,7.3060563712,BRCA
