@relation data

@attribute 10312 numeric
@attribute 10723 numeric
@attribute 1188 numeric
@attribute 127124 numeric
@attribute 155066 numeric
@attribute 23545 numeric
@attribute 245972 numeric
@attribute 245973 numeric
@attribute 495 numeric
@attribute 496 numeric
@attribute 50617 numeric
@attribute 51382 numeric
@attribute 523 numeric
@attribute 525 numeric
@attribute 526 numeric
@attribute 527 numeric
@attribute 528 numeric
@attribute 529 numeric
@attribute 534 numeric
@attribute 535 numeric
@attribute 6521 numeric
@attribute 760 numeric
@attribute 8992 numeric
@attribute 90423 numeric
@attribute 9114 numeric
@attribute 9296 numeric
@attribute 9550 numeric
@attribute Class {Control,BRCA}

@data
7.42303548733,5.468103682,4.716458988,5.193763878,11.04153957,8.908123216,5.657219288,5.988522401,5.37209128,5.19952286625,6.26836061725,11.63567744,11.65066148,11.18055585,12.13864308,10.053703703,7.0899215065,12.707057635,6.49024801,11.02832761,5.346435058,10.963746465,12.44796672,7.575484648,11.12822333,11.84033352,11.80488133,Control
7.16184052867,5.201056716,6.046584505,4.959998807,11.23443143,9.281942267,5.741339733,5.1596441875,5.726293954,4.97059844425,5.150193651,11.4316675,12.14617574,11.45443311,11.77387079,9.887081799,6.92775446,12.50867735,5.519384551,11.2641671,4.632736581,9.558696607,12.065868965,7.759523927,10.67386138,11.76503338,12.07463999,BRCA
7.09662416167,5.531000265,6.074361597,5.255175208,11.5968724,8.952028549,5.539167536,5.627142208,4.894588914,5.49771420075,6.23805264725,11.36448778,11.90041411,9.946446178,12.05268701,9.97985062533,7.130137328,12.54341811,6.5801801955,11.45530039,5.418452458,9.1578235905,12.00981999,8.689457405,10.74445149,11.94707994,12.21756405,BRCA
6.83358236733,5.475661496,5.372439586,5.1742589875,11.61680165,9.045262156,5.655216748,5.9718828075,5.89251929,4.84879913725,6.6506835565,11.72645885,12.001308,11.78324803,11.89182747,10.0414921947,7.536675833,12.63956395,6.603739576,11.16747477,5.412113573,9.7689666565,11.885041725,8.402224533,10.24482795,12.21466147,12.05932765,Control
7.034287691,5.406342144,5.476714818,5.3578328765,11.23052954,8.78216373,5.786799716,5.14508688,5.676670267,5.00883469925,6.4756751745,11.25050437,12.07757191,12.30526243,11.93859466,10.1273749143,7.132647696,12.300480135,5.8749968615,10.96434468,5.283839608,9.6715876845,11.977846695,7.900747773,10.595689,11.67722645,12.16730219,BRCA
8.20626490567,5.70895367,5.557510609,5.1673087175,11.29402062,9.300890825,6.348733132,5.7230681795,5.727111263,4.83149455975,6.19532666425,11.73450229,12.3968015,12.38541089,12.94623653,9.46283605167,7.5689749525,12.179151205,5.545616966,11.58069917,5.625863148,9.993060077,11.37670358,8.185669753,11.56134298,10.82171841,11.97837451,BRCA
6.82923652933,5.793903195,6.121435737,5.084292047,11.05254447,9.449938467,6.310935931,5.124608334,6.587706739,4.950710199,5.28243459925,10.91211486,11.62774602,11.23417543,11.38494305,9.95078259833,7.2494926675,12.460118925,6.216920608,11.0837986,5.087262599,9.670242546,11.79955959,7.453478739,10.44741935,12.29067992,12.30206775,BRCA
7.38557779167,5.238893118,5.802329755,5.1546608925,11.10827306,8.444746903,5.856370278,5.3534304895,5.093191733,5.1668107475,6.51507373675,11.72223985,11.76435133,10.75314175,11.92978186,10.3157405403,6.6528482085,12.690150265,6.6050820935,10.92822987,5.032113243,10.896852955,12.53522522,8.297995101,10.8824484,11.84647188,12.33201704,Control
7.26993613533,5.813403636,5.719464975,5.3290381265,11.67615115,9.285483787,5.422242462,5.7997031485,5.67716377,4.988887974,7.5651842,11.41463782,11.95550835,12.54078076,12.2590489,9.96693346267,7.306094857,12.20144596,6.0707345255,11.30388933,5.189835675,10.349992835,12.22236848,8.354404912,11.01182496,11.95847307,12.47196608,BRCA
6.82416031833,6.255789266,5.949599858,5.021270371,11.55326703,8.681441469,5.501925733,5.587124745,5.686228245,5.2066546755,6.188746425,11.53391627,11.40094894,11.56454026,11.81753744,9.837469001,6.8321839855,12.568261375,5.9692434585,11.50780469,5.172738766,8.715547198,12.418501815,7.884935364,11.08923878,12.05342543,12.35200901,BRCA
