@relation data

@attribute 1003 numeric
@attribute 103910 numeric
@attribute 10398 numeric
@attribute 10411 numeric
@attribute 10451 numeric
@attribute 10627 numeric
@attribute 10686 numeric
@attribute 11069 numeric
@attribute 1364 numeric
@attribute 1365 numeric
@attribute 1366 numeric
@attribute 137075 numeric
@attribute 1432 numeric
@attribute 149461 numeric
@attribute 1495 numeric
@attribute 1496 numeric
@attribute 1499 numeric
@attribute 1500 numeric
@attribute 1535 numeric
@attribute 1536 numeric
@attribute 2185 numeric
@attribute 23533 numeric
@attribute 23562 numeric
@attribute 24146 numeric
@attribute 26285 numeric
@attribute 27035 numeric
@attribute 2770 numeric
@attribute 2771 numeric
@attribute 2773 numeric
@attribute 2909 numeric
@attribute 29119 numeric
@attribute 29895 numeric
@attribute 3383 numeric
@attribute 3676 numeric
@attribute 3683 numeric
@attribute 3684 numeric
@attribute 3688 numeric
@attribute 3689 numeric
@attribute 3702 numeric
@attribute 387 numeric
@attribute 394 numeric
@attribute 399 numeric
@attribute 4267 numeric
@attribute 4301 numeric
@attribute 4313 numeric
@attribute 4318 numeric
@attribute 4478 numeric
@attribute 4633 numeric
@attribute 4636 numeric
@attribute 4688 numeric
@attribute 4689 numeric
@attribute 4950 numeric
@attribute 49861 numeric
@attribute 5010 numeric
@attribute 50508 numeric
@attribute 50848 numeric
@attribute 51208 numeric
@attribute 5175 numeric
@attribute 5290 numeric
@attribute 5291 numeric
@attribute 5293 numeric
@attribute 5294 numeric
@attribute 5295 numeric
@attribute 5296 numeric
@attribute 5335 numeric
@attribute 5336 numeric
@attribute 53842 numeric
@attribute 5578 numeric
@attribute 5579 numeric
@attribute 5582 numeric
@attribute 5600 numeric
@attribute 5603 numeric
@attribute 5747 numeric
@attribute 5781 numeric
@attribute 5829 numeric
@attribute 58494 numeric
@attribute 58498 numeric
@attribute 5879 numeric
@attribute 5880 numeric
@attribute 5906 numeric
@attribute 5908 numeric
@attribute 60 numeric
@attribute 6093 numeric
@attribute 6300 numeric
@attribute 6387 numeric
@attribute 6494 numeric
@attribute 7070 numeric
@attribute 71 numeric
@attribute 7122 numeric
@attribute 7294 numeric
@attribute 7408 numeric
@attribute 7409 numeric
@attribute 7410 numeric
@attribute 7412 numeric
@attribute 7414 numeric
@attribute 7430 numeric
@attribute 7852 numeric
@attribute 81 numeric
@attribute 83593 numeric
@attribute 83700 numeric
@attribute 8503 numeric
@attribute 87 numeric
@attribute 88 numeric
@attribute 89 numeric
@attribute 9071 numeric
@attribute 9073 numeric
@attribute 9074 numeric
@attribute 9075 numeric
@attribute 9076 numeric
@attribute 9080 numeric
@attribute 90952 numeric
@attribute 93408 numeric
@attribute 9475 numeric
@attribute 9564 numeric
@attribute 998 numeric
@attribute Class {Control,BRCA}

@data
11.85473021,14.03142469,10.72822025,9.235386689,7.93680944967,12.6473067,5.1897411875,7.241175503,6.636411191,9.293610236,10.19481259,9.777124244,7.09994864525,7.695960982,12.970346955,5.603041174,6.94578590514,6.527119521,11.74370273,8.6137905,6.25614507167,6.033979735,6.85002063633,7.73304554033,5.797474287,5.456130064,7.1915641815,11.95442182,8.056110832,6.0243245845,5.116659172,5.174537499,5.250214317,6.297013109,6.893001507,7.99361935,9.30169669467,11.423270155,7.258945501,12.37603319,6.360325315,5.751685476,10.60335306,5.828587949,8.066467478,9.56076325,12.83366697,5.711516483,9.3223317185,6.062322099,7.084004619,5.06812332625,6.209556324,10.11790315,5.30196368,6.435307999,5.8233407445,12.12241722,6.685313404,7.339184439,8.467616885,6.299304767,7.0703331436,11.7240492,7.6745180755,10.98014335,5.394558084,8.688181342,6.21136540967,5.313256056,7.4995792045,9.595220702,9.55016911,11.64123906,7.441203595,11.31322333,7.33624126,8.85850435833,9.146785748,7.005431822,6.582741757,14.7883179233,8.331209336,6.752518218,12.2081083467,9.0847009015,11.36386113,14.665256985,12.5439804,5.110416751,6.6644604375,6.878146348,6.567960352,8.07772679633,9.67691596567,12.41104094,8.430868108,11.86027624,6.97356018167,11.0724812,6.660285205,13.43392773,6.68951277,5.69544494,5.619624748,10.4653608185,5.451055498,5.899182429,8.407417683,5.876585242,10.83822324,5.023267828,12.232557025,8.887952536,7.16387589625,Control
10.93507131,13.80179072,9.548582816,8.739072693,7.27227977433,13.27502674,5.2705778915,6.635395722,7.001242451,10.15068061,11.15002032,10.42274839,6.60639379225,8.139527211,12.9002596,5.545359333,6.96887473943,6.6127320924,11.683929,8.233069724,6.39478587333,6.539395847,6.86544696733,7.76905320567,5.821079567,5.45845126133,6.0573658185,11.95691889,8.621833133,6.0833748875,5.037056875,5.061464353,5.652207716,6.043635001,7.712339773,7.61467511,8.828078384,11.4456095,7.361507665,12.57624761,5.609778043,5.488009811,9.907754874,6.22776574,7.536346549,7.593057023,12.72821502,5.8271941275,9.26842447,6.157756819,7.37690658433,5.0207250725,6.23007389,10.04213853,5.081308998,6.68672331833,5.9676331465,11.52829551,7.098719371,6.741201091,8.699078855,7.09127967,7.6111323212,12.12504541,7.862876923,10.64134532,5.013251478,9.433471275,6.479820979,5.115003321,7.383968157,9.166697324,9.45642471,11.64123906,7.229350286,11.11214317,5.296651267,9.23532012167,9.807552605,6.434568757,6.355006684,13.8159086333,8.399610251,6.478329262,11.2339328333,9.3620476545,9.860280449,14.318888115,12.50103733,5.327517838,6.203672825,6.418236866,6.809868189,7.24691632933,9.12675963167,12.7347446,7.282603072,12.21133327,6.99887876367,11.33884516,6.249592888,13.88775422,6.68426165,5.483179924,6.49853177267,11.045214235,5.166927545,5.309804873,11.4035182,6.196533893,10.58303601,4.516936417,12.3160764435,8.931846371,7.17118701125,BRCA
9.908242911,13.81715158,9.435315409,8.061480724,9.43574702267,12.88210333,5.5122677185,6.918270314,6.947055725,10.98412667,11.91235432,10.50080233,6.58493097,8.651483291,13.044669795,5.942638389,7.126093946,6.2696480308,11.98210419,8.100729512,6.332382502,5.844744204,6.50144598933,7.30595834867,5.579701547,5.324955624,5.457103785,11.84327345,8.38961104,6.0641228325,4.8317607205,4.971786376,5.724112195,6.268430299,7.905749702,7.849031477,8.9042892375,11.82795379,8.430505998,12.07257321,6.086195285,6.026308336,8.742899805,6.04843851,7.29489898,6.995431166,12.5801856,5.407860596,9.8041346525,5.48205062,6.32466975733,5.17524123025,5.730783436,10.50484657,4.713300367,6.36773601167,5.90455910375,10.40487575,6.212526175,6.813047234,9.063247518,6.323194968,7.448654099,12.67203307,7.7021225845,10.4984955,5.503993644,8.48506563,5.889051372,5.434470814,7.0833900895,10.50005538,8.9981409465,11.37070935,7.347468842,9.458448204,5.297018269,9.280236709,10.53833958,6.699751273,6.466000385,14.49928798,7.854652002,6.215392848,10.069809966,9.6914711665,8.886611969,14.52431873,11.31092814,5.561334729,6.7713309535,6.805650779,6.661354578,7.63218285233,9.01275273233,12.91499054,8.62440485833,12.03758051,7.23142013667,10.83188538,6.638439986,13.69550076,6.570846646,5.014814152,5.84141443467,11.61689802,5.112503363,5.399009764,10.24378721,5.894703343,8.799403966,4.725757479,11.8573344895,9.151968584,7.03238297825,BRCA
9.836169177,13.78998546,9.043272158,9.674898929,9.46805618433,13.17144427,5.3936997815,5.903768142,7.564094459,11.25779165,11.5141002,10.58816676,6.0589973865,8.848952379,12.98230153,5.941641146,6.25068708814,6.2848404562,11.27567948,7.635393681,6.660246028,5.341462114,6.73312979833,7.566227501,5.745177655,5.667332183,5.725019338,11.56304622,8.480952861,6.1512488005,5.186514179,5.233822166,6.125832527,5.660003917,8.08212392,8.17437786,8.75186424133,11.954544835,7.852671704,12.17972416,6.369340517,5.427950757,9.019327409,6.252954533,7.162091995,8.784504903,12.25199131,5.8881516615,11.19307386,5.402254249,6.37622909033,5.28455863825,6.458780312,10.26509376,5.166927545,6.54769707467,5.758296575,9.922525358,5.584068992,6.506054132,8.649598507,6.299945779,7.6522265588,12.52623397,8.054801422,10.35580562,5.446761787,9.211511834,6.312672729,5.36790503,7.0038486335,10.578656,9.0133211855,11.77608148,7.84508404,10.3854637,6.065341406,9.422761191,10.65628209,5.6556447465,6.3700012095,11.1284900313,7.179165475,6.355796501,9.472194406,9.797825432,10.20419243,12.912810505,12.02547364,4.932877618,6.103628909,6.327333135,7.454260475,7.136062181,8.737483073,13.25089354,7.01915103033,12.42457843,6.796370206,10.71326216,7.411068419,14.12961268,7.162091995,5.346612346,7.605638427,10.705123263,5.68566776,4.994139844,9.151968584,6.784638526,9.753083475,4.978894894,11.581178851,8.943878208,6.55593589375,Control
10.04796267,13.67776426,10.0568683025,7.997322226,9.27353650767,13.58466312,5.2510683345,6.64810992,6.625420731,9.847089115,11.74803988,10.04312339,6.730522711,8.84381204,12.901448725,5.841099622,7.18244667671,6.5924215122,12.01615373,8.895212575,6.22310588433,6.042212717,6.81340590633,7.14608217833,5.353509659,5.602233833,6.8901006515,12.12850358,7.944479462,5.818949264,5.282046476,5.022158329,5.190230876,5.694748763,7.843106264,7.090221279,9.13491446,11.664734205,7.248072547,12.74633592,6.195107022,4.810457607,9.629821562,5.850631456,7.447457544,6.844709294,12.39881323,5.573662743,9.39620982,5.513025813,6.38665324667,5.2071634425,4.948613986,9.800726477,4.720021333,6.78912007267,5.8479986655,10.6953025,7.405441727,6.944393257,8.565760069,7.300126299,7.950268865,11.96427598,7.930765467,10.43232295,5.31832701,8.977409535,7.50900425433,5.333791561,6.931778481,11.00715715,9.0250253645,11.54684638,7.615006311,10.03355416,6.240319696,9.29741101033,10.3594479,6.4308542,6.499527711,14.66759481,7.894031227,6.095297454,11.299237984,9.4009255345,9.64422634,14.515533555,11.37897501,5.706262025,6.057294721,6.328276055,6.817626854,8.760944586,8.90807702667,12.63069834,8.171365118,12.28676141,7.183762478,10.87313284,6.561483187,13.52549699,6.308617188,5.468103682,6.32537749467,11.838837845,4.550123556,4.906423146,11.39527989,5.943224681,9.586361839,5.435804628,12.51727103,8.86238252,6.99171327025,BRCA
11.0724812,13.64479198,9.557260625,8.241317194,8.79005616867,13.21182067,5.384486519,6.912892703,6.866664227,9.821300096,11.45582051,10.21465945,6.87151716925,6.920445533,13.345227255,5.989145395,7.271366378,6.4886357234,11.23756269,8.8976497,6.30853884,5.759695977,6.50456557867,6.78649468667,5.878732237,5.441141662,6.5536864175,11.63993091,8.556449653,6.0353176455,5.136521652,4.785303823,5.923750128,7.092337284,6.814297663,9.003996476,9.489530799,13.379465115,7.637749928,13.08540943,6.291866548,5.541879718,10.0676969,6.264635533,7.385001972,12.98742218,12.65463721,5.8595748445,8.489509271,6.327872022,6.65231352133,5.271321113,5.424175738,9.479103779,5.053014917,6.73902004267,5.935647283,11.90810746,7.460253403,7.80732453,8.146264608,6.725540512,7.4183463498,12.02694363,7.6687152575,10.6767992,4.985513237,8.467749328,6.98490046733,4.940884687,7.4215310095,10.15284924,9.420287121,11.95147243,7.335951076,10.14723709,5.163308771,9.14697742367,10.47450477,7.3002942325,6.8410633585,15.0760746733,9.001704532,5.996451597,11.5640730823,9.28933641,10.33092839,14.9749406,11.61103415,5.679488016,7.116007336,6.682787905,6.255789266,7.97951833233,9.82544504333,13.74850791,8.540582058,11.86752597,7.901740119,11.52775569,6.446881172,13.39262134,6.448203566,5.694818396,5.74379654567,11.604137535,5.560264997,5.238606558,13.07564465,6.232090496,9.800584933,5.214330049,12.441328291,9.615648544,7.00999639125,BRCA
9.255294845,13.62992806,9.327601013,9.018235741,9.720502086,13.27753228,5.0781205915,5.946152572,7.01033543,10.5787857,10.73900867,9.760949066,6.362735412,8.87920118,12.567749395,5.899484569,6.587592285,6.3745823812,11.30262766,8.034470399,6.20690718667,5.942169184,6.780834989,7.43641033367,5.418536788,5.647702538,5.366277458,11.48011881,8.162543804,5.345324928,5.162107613,5.434554214,5.229406468,6.042759915,7.851001152,7.49197557,9.251714595,11.636086735,7.958293333,12.27941189,6.234822818,5.087262599,9.707117998,6.518854253,8.102055909,12.37149904,12.11709445,6.2923220485,9.858791922,5.865430938,6.24259464333,5.259758242,6.893972281,10.73861188,4.828595108,6.790668032,6.14608826725,9.176011741,6.662423158,5.996847001,8.302457433,7.476910459,8.3350079456,13.11366653,8.590203577,10.27409306,5.046808884,9.024558716,6.81582852467,5.832707292,6.239058915,9.662659976,8.8796586,12.03524768,7.91692611,11.2250027,6.186961651,9.62804284167,10.71717755,7.2132301705,7.062352436,10.2940315303,8.073955593,6.107065996,10.0317075027,9.5641074995,12.46042141,13.05627132,11.07640162,5.354038858,6.299870208,5.926361974,7.449419254,8.35458352167,9.11190392067,13.34320241,7.443708709,13.01183005,6.931050672,11.71299347,6.282259665,14.57543497,6.401567006,6.038980014,5.10181611067,10.2247242155,5.414821571,5.096779711,8.22256686,6.452575359,9.239646931,5.28356184,12.1160117875,9.176011741,7.10702874775,BRCA
10.98982397,14.24390588,10.733250805,7.568927286,8.909896709,13.17144427,5.432418864,7.211745052,6.190817922,10.10988324,11.39699552,10.02857645,7.0975611175,7.036808602,12.832913565,6.084708086,7.12159637657,6.182989157,12.67483341,9.039344827,6.16225577733,6.015923042,6.71134204967,7.51796725,5.243375136,5.30575194567,6.2928801065,11.95442182,8.2669635,5.7781221845,5.3039740435,4.867045482,4.759970032,6.51601958,6.876858011,8.280192097,9.23773095817,11.69409393,8.331030144,11.89259415,6.255128327,5.093191733,10.84298691,6.355928609,9.011647369,8.410155706,12.35961925,5.3157706865,9.1015386485,5.688328124,7.06335765467,5.6739400935,6.169830446,10.82235197,4.703782956,6.50818729167,6.38571988,11.48554018,6.020263967,7.162847292,8.452633655,6.726903149,7.757716558,12.07897478,7.7549264415,10.75653988,4.756238089,8.419813926,6.87117032933,5.495064524,6.487104221,10.21059864,9.585335464,11.28411575,7.737283051,11.17704903,6.028906829,8.82865486733,10.03012262,6.7375606535,6.2456860685,14.9143649833,7.856831861,6.332712967,12.3700895033,9.466074624,11.09848962,14.795549445,12.63995684,5.479142629,6.4861257565,6.739851899,6.117700885,8.34799793867,9.380750741,12.46971692,9.188979403,11.29220962,7.17759143633,11.31896656,6.094030827,12.86342169,6.884418198,5.853628472,6.48498078533,11.230446555,5.154424477,5.510179653,9.706263374,5.914092825,10.35265071,5.405321256,11.963258885,8.83089633,7.09973287325,Control
10.20419243,13.90556143,9.845799635,8.057817296,7.48084491567,13.13392329,5.249326338,7.451110377,7.003043143,11.36117359,11.79378019,9.64277427,6.41978303225,7.886307978,12.876117185,5.789736585,7.27824373014,6.4813948162,12.25622352,8.726934326,6.34899972867,5.978888461,6.82324972833,6.83011701567,5.778873021,5.55736987167,6.2675959045,11.46383867,8.546914832,5.778107276,5.084708589,5.210049084,5.659076304,6.379383241,6.901292687,7.748010194,9.05065703483,11.5577866,7.095347239,12.60350703,6.351695128,5.313256056,9.173128136,5.833276737,7.691134781,12.56435203,12.34365079,5.5998750555,9.61188423,5.612065855,6.363214653,5.4688584855,5.823183308,10.26978741,5.022380297,6.84945253667,5.828512715,10.8590069,7.205282841,7.428655643,8.407417683,6.426437217,7.6719006758,12.20624983,8.1175343725,10.57213676,5.108536217,8.419971893,6.13414385767,5.606746643,6.9655385505,10.55937736,9.2675642675,11.64347756,7.766232595,10.15718937,7.191752936,9.29235500067,10.26043183,6.6237057305,6.516538676,15.0102008533,7.307431087,6.387246745,11.2101182433,9.3969386505,9.805502513,14.61562869,11.14770754,5.469406774,6.5383195555,6.37387057,6.489210244,8.260992009,9.253283331,12.84191128,8.49157371467,11.8267889,6.760880434,10.96573399,6.225020007,13.11510467,6.341457111,5.529517425,5.15994938333,11.7320396,5.221694654,5.910739406,9.125000832,6.257393146,8.938396899,5.499217061,12.3255748965,8.641980482,7.18183415025,BRCA
10.02491841,13.62353635,10.378351527,8.457730865,9.58170631967,13.09870741,5.3798116395,6.356941039,6.271748387,10.30930613,11.24778827,9.778192608,6.2012063225,9.183908962,12.710907205,5.69321599,6.66799436186,6.5779264378,11.95847307,8.50735971,6.460940443,5.906897358,6.79550833233,7.20637665767,5.527954892,5.629668714,6.489380715,11.67867508,8.628081972,5.859276261,5.596049021,5.364757352,5.391983545,5.729220505,7.699539704,7.162394161,9.06946628383,10.97266949,7.573687183,12.28213433,6.465734233,4.742830384,9.965914527,5.997750375,6.827314517,9.094889963,12.24043517,5.354306944,10.87499834,5.964751666,6.438178893,5.190712451,5.647898183,10.29824049,4.900880389,6.82081096367,6.023262785,10.25957296,7.606018576,6.850940421,8.72987657,6.76752611,7.3060563712,12.27296951,8.2287174245,10.09533805,4.842490216,8.01888328,6.39658479233,5.139972076,6.9279187635,10.19143901,8.984597332,11.52775569,7.647892114,10.08323369,8.670409399,9.23513699733,9.886672502,6.458550254,6.496219087,14.4683583733,7.897680799,6.271748387,10.3747071333,9.5265905975,9.553380244,14.06674172,11.40394419,5.029686155,6.534855973,6.73809606,6.749303381,7.44841126567,8.70731128767,13.04989878,7.70676359567,12.45248586,7.05546257567,10.72598418,5.941347708,13.75810714,6.908516092,5.524354632,6.23884315,10.8220317815,4.704059729,5.144669712,8.587403553,6.333473491,9.261778266,5.416004724,12.275687156,8.799282532,7.09000222,BRCA
