@relation data

@attribute 1445 numeric
@attribute 5747 numeric
@attribute 6714 numeric
@attribute 5175 numeric
@attribute 7414 numeric
@attribute 9564 numeric
@attribute 1496 numeric
@attribute 1499 numeric
@attribute 29119 numeric
@attribute 87 numeric
@attribute 1495 numeric
@attribute 5829 numeric
@attribute 88 numeric
@attribute 89 numeric
@attribute Class {Control,BRCA}

@data
10.35004996,9.55016911,6.75911734333,12.12241722,9.67691596567,8.887952536,5.603041174,6.94578590514,5.116659172,13.43392773,12.970346955,7.441203595,6.68951277,5.69544494,Control
10.84346202,9.45642471,6.586005659,11.52829551,9.12675963167,8.931846371,5.545359333,6.96887473943,5.037056875,13.88775422,12.9002596,7.229350286,6.68426165,5.483179924,BRCA
11.26946293,8.9981409465,7.22912163867,10.40487575,9.01275273233,9.151968584,5.942638389,7.126093946,4.8317607205,13.69550076,13.044669795,7.347468842,6.570846646,5.014814152,BRCA
11.31701417,9.0133211855,6.91032494133,9.922525358,8.737483073,8.943878208,5.941641146,6.25068708814,5.186514179,14.12961268,12.98230153,7.84508404,7.162091995,5.346612346,Control
11.32409911,9.0250253645,6.72839437467,10.6953025,8.90807702667,8.86238252,5.841099622,7.18244667671,5.282046476,13.52549699,12.901448725,7.615006311,6.308617188,5.468103682,BRCA
11.07168041,9.420287121,6.38912935567,11.90810746,9.82544504333,9.615648544,5.989145395,7.271366378,5.136521652,13.39262134,13.345227255,7.335951076,6.448203566,5.694818396,BRCA
11.3382407,8.8796586,7.54701473933,9.176011741,9.11190392067,9.176011741,5.899484569,6.587592285,5.162107613,14.57543497,12.567749395,7.91692611,6.401567006,6.038980014,BRCA
10.5789154,9.585335464,7.00963552967,11.48554018,9.380750741,8.83089633,6.084708086,7.12159637657,5.3039740435,12.86342169,12.832913565,7.737283051,6.884418198,5.853628472,Control
11.11718547,9.2675642675,6.85674479767,10.8590069,9.253283331,8.641980482,5.789736585,7.27824373014,5.084708589,13.11510467,12.876117185,7.766232595,6.341457111,5.529517425,BRCA
11.00749006,8.984597332,6.973025285,10.25957296,8.70731128767,8.799282532,5.69321599,6.66799436186,5.596049021,13.75810714,12.710907205,7.647892114,6.908516092,5.524354632,BRCA
11.20477915,8.7160245685,6.89592443067,10.85352421,8.53835121633,9.630226677,5.947438964,6.27534299943,4.8359390755,13.03513077,12.88540901,8.041222615,6.631326684,6.025201173,BRCA
10.56738599,9.5799510855,6.98144085767,11.85099365,9.27988523833,8.536335742,5.991981649,7.131665281,5.4467755465,12.83735302,12.92565307,6.876459007,6.454961876,6.015030979,Control
10.51810261,9.807955308,6.75905554167,12.01909212,9.66705962233,8.699521377,6.010058786,7.29151062114,5.219545711,13.26600764,13.040661435,7.126500894,6.8430452,5.633148724,Control
11.10704394,9.6749751715,6.82951290367,11.31701417,9.297521207,9.481880707,5.97637008,6.59111954886,4.7867784305,12.95175557,12.745583265,7.476667486,6.722606479,5.65836235,BRCA
11.19715849,9.2641454985,6.91208436433,11.25022455,9.499998977,9.246806572,5.853877943,6.82356085529,5.103904832,14.01689273,13.224572915,7.061023135,6.837126844,5.923868951,BRCA
11.16642377,9.278094081,7.22720437133,10.0970317,9.31806579233,9.273365013,5.5828655,6.36337954043,5.103896392,14.08845827,12.746818115,7.18631515,6.741740415,5.579701547,BRCA
10.99617883,9.5786882385,7.35444662233,10.56535468,9.088854201,9.479871756,5.702942321,6.422985035,4.934468485,12.37349196,12.704256735,7.089003169,6.544698369,5.919942619,BRCA
11.05496734,9.21652246,7.03736704367,10.32215382,9.11794216067,9.229474442,5.330389211,6.66300284714,5.1370986735,12.98137289,12.88292634,6.949625755,6.651845045,5.617365526,BRCA
11.23824666,9.337026401,7.07743364033,11.22396264,8.755771008,9.510275173,5.781760497,6.42648938771,5.0727564045,12.46971692,12.62871138,6.913790365,6.556203785,5.839462851,BRCA
11.61491238,9.6546657745,6.94510312533,11.51195041,9.11742445167,10.04737654,7.514519035,6.69586688229,4.9598345345,14.46865842,12.12427343,7.767226277,6.264447878,6.279290785,BRCA
