@relation data

@attribute id string
@attribute 11035 numeric
@attribute 1147 numeric
@attribute 148022 numeric
@attribute 3551 numeric
@attribute 4790 numeric
@attribute 4791 numeric
@attribute 4792 numeric
@attribute 4793 numeric
@attribute 5970 numeric
@attribute 7098 numeric
@attribute 8737 numeric
@attribute Class {BRCA,Control}

@data
GSM481002,-0.1875852242,0.2841429040,0.8944790857,0.2679063242,0.0372776528,-0.0141582828,0.8098630121,0.4748031217,1.2157194917,-0.0289007813,0.1502289322,BRCA
GSM481003,0.0917212536,0.2877502063,1.0309285214,0.4162924297,0.0608519517,0.0991733883,1.4016762564,0.6189834172,1.5458108518,-0.0941287661,0.0927192407,BRCA
GSM481004,-0.1158477164,0.3929689074,1.1718887911,0.4565757285,0.1890115326,0.0896869505,1.3433312625,0.5926850402,1.4715695732,-0.0834931422,0.1418394002,BRCA
GSM481005,-0.0628144658,0.7559128657,0.8377137407,0.3903404364,0.0661443981,0.0455048144,0.7793831442,0.5579776450,1.2129281088,0.1428142367,0.1484226488,BRCA
GSM481006,-0.0498530447,0.5505344721,0.6131046123,0.2354427614,0.1223146532,0.0572464754,1.0869957842,0.5536829033,1.3122026393,-0.0716646417,0.1076701371,BRCA
GSM481007,0.3088612450,0.2756707471,0.7229683679,0.2572633833,0.0016019143,0.1622098779,1.3999506757,0.8652860147,1.4910032429,-0.0050150717,0.0681875506,BRCA
GSM481008,-0.1932894653,0.9329660580,1.3536448031,0.3088421996,0.2086261566,0.1392739504,1.2762110606,0.7326664201,1.3571830794,0.1213490888,0.0933854235,Control
GSM481009,-0.0985985107,0.4141671401,0.3397072764,0.1725846681,0.0623427681,-0.2568013933,0.6739098801,0.3036365448,0.9630623995,0.1238609617,0.0010559037,Control
GSM481010,-0.0769286659,0.8322192047,0.6525139230,0.3174347172,0.1809599443,0.0226125636,1.1876550054,0.5544574002,1.2152642781,0.2246853503,0.2645242032,Control
GSM481011,-0.0536721273,0.2562781054,1.1371545084,0.2600992171,0.0443784665,0.0539576351,1.0963865406,0.6543434733,1.4994342731,0.1857240931,0.1111272328,Control
GSM481012,-0.1172091946,0.5080775619,0.8124870719,0.4779004869,0.1195168558,-0.0221090464,1.0682685711,0.5687570125,1.1187853771,0.1457148291,0.2251819701,Control
GSM481013,-0.0274457587,0.4805216451,1.3638446815,0.2342290882,0.2367984392,0.1875621265,1.1585673729,0.8574417103,1.5556905367,0.0651594467,0.0473983577,Control
GSM481014,-0.1279968698,1.1938015563,1.2396078705,0.4391812867,0.3497016751,0.1228134511,1.7298833281,0.9643645211,1.1714154971,-0.0942224198,0.0510836801,BRCA
GSM481015,-0.0998062709,0.4266784830,0.9867067606,0.4624862845,0.1032914892,0.0460369914,1.7167509645,0.8059404604,1.3739821009,-0.1222786584,0.1198736366,BRCA
GSM481016,-0.2089821773,0.8205403303,0.9113253667,0.2666076076,0.0883782635,0.0154919743,1.3441841190,0.6165529263,1.1017041531,-0.0291508601,0.2604883399,BRCA
GSM481017,-0.1429686562,1.4483107159,0.5126543602,0.3823814951,0.1718103302,-0.0455807342,0.5404151384,0.4232373714,0.8351121861,0.5073733098,0.2862196747,BRCA
GSM481018,-0.1188591904,0.1831822459,0.9830985206,0.7476205934,-0.0151011771,-0.1347724993,1.3200290201,0.6835330098,1.2476541475,-0.0282413678,0.0606727524,BRCA
GSM481019,0.2818819863,0.7841421493,1.2718620560,0.4987236189,0.1585245694,0.0738886832,1.3647546135,0.6846282528,1.1705218292,0.1121379896,0.2809851860,BRCA
