@relation data

@attribute id string
@attribute 10461 numeric
@attribute 11136 numeric
@attribute 120425 numeric
@attribute 1277 numeric
@attribute 1278 numeric
@attribute 140885 numeric
@attribute 1525 numeric
@attribute 2147 numeric
@attribute 2207 numeric
@attribute 2335 numeric
@attribute 23428 numeric
@attribute 23539 numeric
@attribute 23657 numeric
@attribute 23759 numeric
@attribute 2534 numeric
@attribute 2621 numeric
@attribute 284 numeric
@attribute 285 numeric
@attribute 2885 numeric
@attribute 2886 numeric
@attribute 2888 numeric
@attribute 3265 numeric
@attribute 338 numeric
@attribute 3635 numeric
@attribute 3655 numeric
@attribute 3675 numeric
@attribute 3676 numeric
@attribute 3678 numeric
@attribute 3683 numeric
@attribute 3684 numeric
@attribute 3685 numeric
@attribute 3687 numeric
@attribute 3688 numeric
@attribute 3689 numeric
@attribute 3690 numeric
@attribute 3845 numeric
@attribute 3897 numeric
@attribute 3932 numeric
@attribute 4067 numeric
@attribute 4099 numeric
@attribute 4312 numeric
@attribute 481 numeric
@attribute 482 numeric
@attribute 483 numeric
@attribute 4893 numeric
@attribute 4973 numeric
@attribute 50848 numeric
@attribute 51206 numeric
@attribute 51378 numeric
@attribute 51744 numeric
@attribute 5175 numeric
@attribute 5196 numeric
@attribute 5197 numeric
@attribute 5290 numeric
@attribute 5291 numeric
@attribute 5295 numeric
@attribute 5296 numeric
@attribute 5335 numeric
@attribute 54210 numeric
@attribute 5478 numeric
@attribute 55423 numeric
@attribute 5624 numeric
@attribute 5627 numeric
@attribute 56301 numeric
@attribute 57126 numeric
@attribute 5777 numeric
@attribute 5781 numeric
@attribute 58494 numeric
@attribute 6402 numeric
@attribute 6403 numeric
@attribute 6404 numeric
@attribute 6464 numeric
@attribute 6520 numeric
@attribute 6566 numeric
@attribute 6654 numeric
@attribute 6693 numeric
@attribute 6714 numeric
@attribute 682 numeric
@attribute 7010 numeric
@attribute 7056 numeric
@attribute 7525 numeric
@attribute 8140 numeric
@attribute 83700 numeric
@attribute 857 numeric
@attribute 8832 numeric
@attribute 9046 numeric
@attribute 9056 numeric
@attribute 9057 numeric
@attribute 90952 numeric
@attribute 9123 numeric
@attribute 914 numeric
@attribute 961 numeric
@attribute 962 numeric
@attribute 965 numeric
@attribute Class {BRCA,Control}

@data
GSM480984,-0.1221878354,0.0293238783,0.0200125958,0.3274698270,0.0578304728,0.6142270081,0.1480082223,-0.1416186203,0.0379314159,0.4116499636,-0.0165896950,-0.0092005513,1.2603763002,0.2282039246,-0.0119043016,0.5505495817,-0.1848825828,-0.0350800409,1.3452941188,0.1348934569,0.9503711611,1.0380567778,-0.0799283234,-0.0209340285,1.5895233715,1.0923797830,-0.0461405370,0.9300875217,-0.1629247241,-0.0646153320,0.3266050723,0.0333509762,0.1778868698,0.0159100612,-0.0655429406,0.4153290968,0.4208476337,-0.0882698743,0.5398415216,-0.0750849106,0.0597498586,1.4832964392,0.0227946625,1.1287912429,1.3243965731,-0.0418472486,1.7773411274,-0.0362524704,-0.1677997077,-0.1457313118,-0.0977560243,0.5938912730,0.0235915046,0.6502234032,0.0817053106,0.7694715564,0.5895123826,0.5204422609,-0.0130485280,1.5583458656,-0.0300711634,-0.0759037073,0.0961782113,-0.0306931764,-0.0633372948,0.9600990878,0.6681025633,0.0200346272,0.0217876301,-0.1138486331,-0.1131605474,1.9096234484,1.2341054081,1.6371062797,0.1797246685,-0.0098227267,-0.0230143287,1.0051047504,-0.1803553223,0.1641596750,0.7800528712,2.7863052752,0.0160659226,2.9090592596,-0.1309147741,-0.1042900185,-0.0743944890,1.2895460450,-0.0774667456,1.1547033051,-0.1000882763,0.7677598301,-0.1621915815,0.9724756257,BRCA
GSM480985,-0.1360013084,-0.0645073317,0.0231672721,1.0722436029,1.0740057206,0.6776885171,0.3847776950,-0.1930294107,-0.0435632045,0.9644421138,-0.0530709182,-0.0046517074,0.6373125564,0.2049053689,0.0315317513,0.7751487449,-0.1248490859,-0.0575457161,1.1583383579,-0.0139701283,0.7525949256,0.5481084954,-0.0618218915,-0.0114801410,1.0445313049,1.3436165197,0.0015946848,0.9723499517,-0.1544825037,-0.1047203513,0.7101749634,0.0461271413,0.1802411383,0.4165791678,0.0941074097,0.4587173745,0.1757994879,-0.1044245821,0.8633735524,-0.0613860333,1.8337318052,1.7398017653,-0.0671608138,0.9820158452,0.8611773475,-0.1381272596,1.6938265978,-0.0278358543,-0.1811621834,-0.1930359172,0.2792669382,0.1325432052,-0.0514797397,0.8534231111,0.1992576002,1.5476133191,0.4284647065,0.6196571301,0.0061487200,1.4373816931,-0.0954147324,0.0068099968,0.7560304203,-0.0380182307,-0.0708956155,0.9672667549,0.5670814931,-0.0592413062,0.0602316141,-0.1547061069,-0.0702999876,1.9413004944,1.0419099740,1.4251247761,0.2011654340,-0.0073285061,-0.0673303304,1.3805214911,-0.1372340157,0.0293156992,0.8774375688,2.3477822394,0.0644608700,2.6463640332,-0.1149494446,-0.0778243457,0.1642451394,0.7908792702,-0.1119034973,0.7356069610,-0.1162363733,1.3089480706,-0.1251026578,0.7971226885,BRCA
GSM480986,-0.1193035598,-0.0546939648,0.0622087121,0.1451111031,-0.0803552719,0.6401338182,0.5198280193,-0.1844459021,-0.0710671727,0.2839689288,-0.0667726580,0.0072547691,0.5198186830,0.1965086773,0.0265829566,0.5878572013,-0.1097206757,-0.0036649281,1.5127595663,0.0483643700,0.8224637469,0.9493732134,-0.0842040831,-0.0195116988,1.4131523895,1.5552540933,0.0710682853,1.2477214833,-0.0598317276,-0.0637634593,0.5018700799,-0.0187524876,0.1151252413,0.2119055211,-0.0747055229,0.4106089262,0.7813231801,-0.1338326670,0.6575351594,-0.0481446099,-0.0110121130,1.4289510340,-0.0786688100,0.8934022577,1.3830056341,-0.1273126057,2.0022597963,-0.0119774961,-0.1837617570,-0.1244800238,0.0578492413,0.5336656322,0.4964890969,0.3758222094,0.0859145318,0.9370587028,0.9117966590,0.5424212613,-0.0506978862,1.6264587631,-0.0913927286,-0.0205501456,0.9260113440,0.0015023781,-0.1424406210,1.1775063474,0.6322140187,-0.0166168110,0.0832920320,-0.0896091402,-0.0778731581,2.0243224118,1.2615319490,2.0637277397,0.0952468054,0.0439293391,-0.0464315283,1.2143043444,-0.1000541327,0.1134323275,0.7563692387,3.0623493459,-0.0074029568,3.1166261037,-0.1155633386,-0.0551630029,-0.1147562990,1.2037833678,-0.0682564883,1.1101724851,-0.0409475534,0.8869253973,-0.1454845567,0.6818127430,BRCA
GSM480987,-0.1203387034,-0.0930157942,-0.0515723742,1.9734013707,2.4683750462,0.4674979510,-0.1502615787,-0.2081336734,0.2019710821,1.7582515876,0.0300870914,-0.0394262960,1.5188994848,0.1234345791,0.6367091207,1.2218196346,-0.0696128661,-0.0388486705,1.4599798470,0.0429241907,-0.0204556580,0.6616964770,-0.0608055767,-0.0762224417,0.1342354619,0.1364817783,0.0973028606,2.4249016445,-0.0277132272,-0.1693109225,0.3068092785,0.0391995070,0.0755187708,-0.1507511987,0.1449871157,0.2296363310,-0.0509558884,-0.0881993032,0.2205355243,-0.0149166530,3.2430814371,0.6760050888,-0.1038088068,0.4360398824,1.3380605279,-0.0731582903,0.2590887595,0.0192597741,-0.1701857289,-0.1017312399,0.0666340686,1.0435507497,0.0639150982,0.4246866423,-0.0142156617,0.9460729968,0.7047411791,0.7127369387,0.5494661376,1.5740409474,-0.1292777259,-0.0385757888,1.4566698077,0.0240634954,-0.0378872295,-0.0128968786,0.4882750814,0.6440766586,-0.0276685995,-0.0830762666,-0.0348431005,1.9975022057,1.5268142969,2.0392406030,0.0700896732,0.0466986581,-0.0569087189,0.9303985306,-0.0846430455,0.5640758112,0.6409627702,2.7987198997,0.7099594830,3.0037628079,-0.1222466476,-0.0620563844,0.2587594491,1.1849320600,-0.1148337103,0.9348972466,-0.0522814584,0.6532834552,-0.1104235774,0.3091677839,BRCA
GSM480988,-0.0859745647,0.0997961882,-0.0311074641,0.2451521079,-0.0702087163,0.5084608123,0.1259148170,-0.1149176441,-0.0183549198,0.0534828736,-0.0496819284,0.0101296350,0.4140535439,0.1732818852,-0.0273392516,0.3038146792,-0.1607583629,-0.0825710285,1.6300611323,0.0110743454,1.2343069464,0.4589619954,-0.0704415345,-0.0287684768,1.0071759766,1.2964080999,-0.0622308738,0.9573691587,-0.0952885697,-0.0186350431,0.3357796439,-0.0170452213,0.1863922891,0.1527472083,-0.0725438198,0.2562269165,0.2831464374,-0.1169642382,0.4268805936,-0.0664052467,-0.0304046894,1.4738425440,0.1134081166,0.4111864848,1.0662603861,-0.0559781838,1.9027011719,-0.0831576544,-0.1829361889,-0.1513631721,0.0560007524,0.4513889625,-0.0188432411,0.5025178531,0.1213094126,0.6583551200,0.6638981731,0.5192004788,-0.0200507454,1.5029344358,-0.0573884811,-0.1030989439,0.1936642627,0.0813076567,-0.0479342337,1.1087291342,0.3691913686,0.0137649187,0.0491378606,-0.1503732246,-0.0925373696,1.9610705971,0.8490658477,1.5895138095,0.0896705153,-0.0243771991,-0.0468429086,0.4551199779,-0.1024918221,0.0289676886,0.6908179715,2.7925030454,-0.0029799404,2.9258966446,-0.0915542609,-0.0033517306,-0.0573821739,1.0116469447,-0.0707757354,0.8390926719,0.0564557209,0.9442495973,-0.0807262791,0.5938382416,BRCA
GSM480989,-0.1380280077,-0.0494079277,-0.0179757294,0.1720103051,-0.0465266853,0.7550783875,0.0458777300,-0.2880127502,0.0487330010,0.1024411910,-0.0021669894,-0.0014744046,0.1610927570,0.2289287573,-0.0600568494,0.1846009842,-0.1273699147,-0.0240484713,1.6843677122,0.1824895933,0.2786026614,1.1103506463,-0.0289611215,0.0041832565,0.9411138160,1.2272431041,-0.0301781461,1.2722444337,-0.0876169978,-0.0350942307,0.1799703843,0.0005911966,0.1971728543,0.2589396170,-0.0753753271,0.2400973081,0.4351652247,-0.1489578907,0.4953212294,-0.0206474518,0.0358071699,1.4644163237,0.1020590944,0.8620225001,1.2916537300,-0.0500332361,2.6137209191,-0.1559243943,-0.2277307869,-0.1675320445,-0.0272980543,0.3944587602,0.2431927226,0.3040667095,-0.0454611126,0.5104212239,0.8988893313,0.5099837124,-0.0250355420,1.7817363106,-0.0159135048,-0.0880852347,-0.0587394690,0.0026640670,-0.1650615847,1.3148517542,0.3199180766,0.1639099412,0.0852566429,-0.0572108633,-0.1665010977,1.9755967301,1.3441792130,1.1375053860,-0.0037837656,0.0285193332,-0.0013073004,1.6035914801,-0.1612636842,0.0554379234,0.5851182255,3.3985103569,-0.0148933459,3.1815136539,-0.1176812675,-0.0178449186,-0.0180590566,0.7147286635,-0.0173886742,1.1422159306,0.0187507356,0.9203593995,-0.0996028400,0.3029593608,BRCA
GSM480990,-0.1267656268,-0.1398358871,0.0302786489,0.2065962950,-0.0535455872,0.6457374594,0.0950870547,-0.2131876319,-0.0813402728,1.1363781366,0.0828528802,0.0132709377,0.2658185528,0.1646172750,0.2139598701,0.6015721878,-0.0779674325,-0.0729803933,1.6475978081,0.1621786567,0.6493760088,1.1067612915,-0.0761800085,0.1226884197,1.8012763822,1.8876137479,-0.0030183041,2.4141955973,-0.0603801500,-0.0722914216,0.3144868271,0.0761976738,0.2156330049,0.0421455834,-0.0633891400,0.3191353141,0.6964452403,-0.1211649052,0.3857769494,-0.0299860061,-0.0670667302,1.0188081922,0.0413098776,0.9910837904,0.9421872181,-0.0532365548,2.0485996766,-0.1067021566,-0.1600961706,-0.1322570262,-0.0833004629,0.5305388892,-0.0506649743,0.4307222246,0.1950829520,0.5701667320,1.2032701898,0.7009938896,0.0985444941,1.5056323680,-0.0576466499,0.0281497152,0.6356451510,0.0665298397,-0.1805830212,0.9472869369,0.5040703920,0.0333015918,0.0295025672,-0.0600925009,0.0215686023,2.5765053460,1.4016652034,1.8579719068,0.0120991491,0.0381010403,0.0237829644,1.6637966467,-0.1140986736,1.0417370575,0.6584669696,3.6996672286,0.7254334432,3.6002920601,-0.0820868567,-0.0235678123,-0.1283995506,0.7731054843,-0.0641514143,1.2983562172,0.0356717811,0.5546429349,-0.0991649894,0.2738458408,Control
GSM480991,-0.1149013154,-0.0233134410,0.1035464254,0.2203413378,-0.0661137348,0.6205198868,0.2575851033,-0.2291514151,0.0327042871,0.1799461975,0.0398547893,-0.0113763834,0.3018188934,0.2228865321,0.0233230338,0.5989462840,-0.1569212928,-0.0234973364,1.5652074934,0.1937644110,0.6921227276,0.9763167946,-0.0766693049,0.0189339676,1.1261571220,1.7791062337,-0.0114926056,1.4173520208,-0.0431565059,0.0377825897,0.4358905889,-0.0296601024,0.1428165244,0.2775288068,0.0115238073,0.3643042232,0.9167143451,-0.0983536802,0.6900864716,-0.0366843694,0.1272667042,1.6633671827,-0.0132385952,0.4793715525,1.1985398679,-0.1029326852,2.2291539835,-0.1375356177,-0.1468140103,-0.1654900284,0.0727533391,0.4605433295,0.0988147340,0.3718392522,0.0580118667,0.6246844594,0.9586069049,0.5280418684,0.0609112899,1.4836390516,-0.0091535354,0.0469998581,0.7143725950,0.0038067242,-0.0664600917,1.2950893441,0.4281628126,0.1180277509,0.0887812584,-0.1155560841,-0.0082303320,2.1101571236,1.0949856863,1.6317451288,0.0441448208,0.0336863111,-0.0323408361,1.6213064176,-0.1447198745,0.1469417866,0.6573056395,2.7291382220,0.0510189616,3.1164287462,-0.1040366183,-0.0863444109,-0.1547807054,0.9814240835,-0.0419589707,1.0560200785,-0.0413351972,0.8643406300,-0.0918841945,0.3962011510,Control
GSM480992,-0.0644284759,-0.0328772962,0.0230982366,0.5630003688,0.0994001765,0.7515826170,0.2358127857,-0.2514961897,-0.0269275308,0.3646582883,0.0242465410,0.1066794710,0.1493971510,0.1424915263,0.0886958316,0.5358950429,-0.1277403715,-0.0490872089,1.5792976092,0.1533130501,0.5909190772,1.1827308424,-0.1021562952,0.0103130608,1.0523044984,1.7244643059,-0.0469060921,1.7417362332,-0.0750062975,0.0071480778,0.2562833699,-0.0114897112,0.0501170250,0.2887557880,-0.0672933927,0.2580534183,1.1621286743,-0.1135908183,0.5914832216,-0.0304692354,-0.1166688966,1.3366456528,0.1053096240,0.9254199237,0.6252961718,-0.0533859275,2.1542558598,-0.0775397274,-0.1124374387,-0.1315314880,-0.0834281884,0.8707856733,0.0328986987,0.3555988693,-0.0417928508,0.5310987036,1.3458300016,0.6497552522,0.0204740366,1.3489033755,0.0230838372,-0.0164755788,0.6206464670,-0.0250949275,-0.1363930910,1.1846827931,0.3612510420,0.1418912514,0.0538574363,-0.0242750157,-0.0967804776,2.4270785623,1.2615426927,1.2923154111,0.0183351703,0.0453764023,0.0106290712,1.8150562546,-0.1195386169,0.2456735518,0.7759747594,3.4201373590,-0.0384351843,3.4375370343,-0.1017770956,-0.0072608177,-0.1249617051,0.8432258828,-0.0937698897,1.5124374756,0.0178796594,0.5756075253,-0.0456300569,0.2313943063,Control
GSM480993,-0.0929944594,-0.0407619657,0.0426996444,0.4241898455,0.0637850186,0.6431435179,0.2329758730,-0.1717529876,-0.0097680694,0.2762820140,-0.0725492258,0.0104966213,0.6982943558,0.1510451327,0.0776393937,0.5758941832,-0.1217692117,-0.0506639961,1.5582134934,0.1666725114,0.5843113306,0.9945207685,-0.0659747745,0.0294688444,1.2222134096,1.7108831574,-0.0107081314,1.4460728070,-0.0977074247,-0.1424441524,0.3461529549,0.0213708134,0.0346996909,0.1604505838,-0.0622627755,0.2800151646,0.5866540367,-0.0451837614,0.6061963768,-0.0562809837,0.0587136642,1.6005193650,-0.0763889235,1.1904826671,1.2895348594,-0.0969951624,2.0226346815,-0.0575949479,-0.0928999297,-0.1014901397,0.1558390237,0.6229327670,0.1101705631,0.3556248992,-0.0141177758,0.7338769277,0.9450695349,0.5661468516,-0.0036978932,1.4635219814,-0.0469443632,0.0203040938,0.2602036893,-0.0756766740,-0.1084822347,0.9989973042,0.5473878640,0.0264117020,0.0428199144,-0.0761097056,-0.0977416994,2.0765592329,1.5975490511,1.6210602382,0.0562111053,0.0539914999,-0.0135325677,1.5439311414,-0.1393768177,0.2365202573,0.7262342881,3.3143866591,0.1850108376,3.1130940916,-0.1280770975,-0.1558147394,-0.1461898461,0.9859714336,-0.0886189898,1.1378407522,-0.0634127219,0.8081525993,-0.1060244438,0.4733982993,Control
