@relation data

@attribute 23533 numeric
@attribute 51206 numeric
@attribute 7409 numeric
@attribute 5170 numeric
@attribute 207 numeric
@attribute 208 numeric
@attribute 5290 numeric
@attribute 5291 numeric
@attribute 3937 numeric
@attribute 7410 numeric
@attribute 5590 numeric
@attribute 10000 numeric
@attribute 6850 numeric
@attribute 146850 numeric
@attribute 5336 numeric
@attribute 2207 numeric
@attribute 1277 numeric
@attribute 2534 numeric
@attribute 1278 numeric
@attribute 5294 numeric
@attribute 4067 numeric
@attribute 10451 numeric
@attribute 5295 numeric
@attribute Class {Control,BRCA}

@data
6.033979735,5.802366961,6.878146348,7.1007852408,9.746089281,7.466690585,6.685313404,7.339184439,5.934641074,6.567960352,6.5921560336,6.02664600925,9.65740828,5.771100681,10.98014335,10.42552569,11.18792748,9.2289642325,12.346326125,6.299304767,10.63456176,7.93680944967,7.0703331436,Control
6.539395847,5.3573015295,6.418236866,7.4312568682,9.68028616833,6.43012268,7.098719371,6.741201091,5.991981649,6.809868189,6.8176697542,5.94776533325,9.946928611,5.682862067,10.64134532,10.02820346,11.10029786,8.8907159655,11.8557988,7.09127967,11.67867508,7.27227977433,7.6111323212,BRCA
5.844744204,5.9146248955,6.805650779,7.2445861642,9.69256516467,6.416760061,6.212526175,6.813047234,5.992548231,6.661354578,7.3797898974,5.52044016575,9.791985416,5.983798094,10.4984955,10.46214465,9.860497734,8.275073194,10.173210653,6.323194968,11.59799678,9.43574702267,7.448654099,BRCA
5.341462114,5.919204608,6.327333135,6.9971733014,9.98949733167,5.863140121,5.584068992,6.506054132,5.651059765,7.454260475,7.393284111,5.58777326775,9.638916035,5.71562658,10.35580562,10.02390718,10.35208789,8.08464112175,10.217931663,6.299945779,11.00452968,9.46805618433,7.6522265588,Control
6.042212717,5.9062815045,6.328276055,7.3395574808,9.506100771,6.860966288,7.405441727,6.944393257,6.058214335,6.817626854,7.2484914302,5.87271996825,10.27897821,5.452209317,10.43232295,10.2658146,10.04873245,8.34620788925,11.121158615,7.300126299,12.12951334,9.27353650767,7.950268865,BRCA
5.759695977,5.941329895,6.682787905,7.3955993004,9.688092646,7.477052175,7.460253403,7.80732453,6.58079041,6.255789266,7.0771786148,6.0241266485,9.943244144,5.594855484,10.6767992,10.17570583,11.02694718,8.716652398,12.98729249,6.725540512,11.79461296,8.79005616867,7.4183463498,BRCA
5.942169184,5.7180194865,5.926361974,7.3536038904,10.0480993307,6.742953157,6.662423158,5.996847001,5.634383622,7.449419254,7.2233369438,5.88751933675,10.45584633,5.93517168,10.27409306,9.478952156,11.77183206,8.39165280725,13.612733115,7.476910459,11.980959,9.720502086,8.3350079456,BRCA
6.015923042,6.26063088,6.739851899,7.0445753338,9.436876068,6.689303092,6.020263967,7.162847292,6.601032076,6.117700885,7.1010578476,5.55851851825,9.498226492,5.032113243,10.75653988,10.95407835,13.03513077,8.80415305075,13.37481751,6.726903149,10.68348837,8.909896709,7.757716558,Control
5.978888461,5.530045787,6.37387057,7.1591884674,9.58057105933,6.500527718,7.205282841,7.428655643,6.332533963,6.489210244,7.1609520152,5.650041658,9.427680085,5.178725843,10.57213676,10.48162315,11.21785793,8.0162301535,11.83751796,6.426437217,11.06871466,7.48084491567,7.6719006758,BRCA
5.906897358,5.7288263995,6.73809606,7.3339069032,9.75364579767,6.827314517,7.606018576,6.850940421,6.414563156,6.749303381,7.227408083,5.56331123875,10.46083242,5.78136709,10.09533805,9.994474054,9.002738467,8.42904151725,10.2600636325,6.76752611,11.11942121,9.58170631967,7.3060563712,BRCA
5.758230711,5.5655325525,7.487641348,6.4696508394,9.592833039,5.479142629,6.657000843,6.80536058,5.954668163,7.233718229,7.294140269,5.4786784915,9.687454914,6.417308765,10.37037168,11.00670145,11.66204091,8.9502413505,12.842764705,6.847562044,10.71430158,8.44438767,6.9076540764,BRCA
6.146498034,5.548429074,7.188443271,7.150559257,9.66262953467,6.97372929,6.822223857,7.215390118,6.225261069,6.753621666,6.9183726682,5.7708818765,9.311414064,5.406852318,10.77070542,11.27393851,10.95259222,8.477755757,12.193384535,6.739109305,11.07740677,8.80021707033,7.509195938,Control
5.937527571,5.506735034,6.506450901,7.2121520398,9.935713008,7.400262798,6.672535396,7.548207573,6.37173799,6.61058611,6.826057385,5.8854976,9.328361407,5.67257473,10.77027594,10.61025923,11.858053,8.5293685075,12.34714865,6.521369295,10.59403555,8.93873198333,7.3656981534,Control
6.646238725,5.6240771985,6.342168584,6.5523992454,10.2127518167,6.998819226,4.904979261,8.158055634,6.345720697,7.909294774,7.3901878354,5.6707063705,8.752398314,5.85524926,10.48711175,10.43052602,10.53019687,8.5706565075,10.489753981,5.09930704,9.744102689,7.21270553333,7.1534205814,BRCA
6.131451225,5.6681201505,7.404696936,6.8318493608,10.3303371883,6.457877938,5.472171943,8.167858571,6.411515754,7.254369939,7.0860002116,5.6644220515,9.846603446,5.472171943,10.27293332,10.47189392,14.67555382,8.93480514275,14.14958881,6.107798352,11.47931054,9.19504210433,7.0222287176,BRCA
