@relation data

@attribute id string
@attribute 10000 numeric
@attribute 1017 numeric
@attribute 1019 numeric
@attribute 1021 numeric
@attribute 1027 numeric
@attribute 1030 numeric
@attribute 10319 numeric
@attribute 10401 numeric
@attribute 1147 numeric
@attribute 1163 numeric
@attribute 1282 numeric
@attribute 1284 numeric
@attribute 1286 numeric
@attribute 1287 numeric
@attribute 1288 numeric
@attribute 1869 numeric
@attribute 1870 numeric
@attribute 1871 numeric
@attribute 207 numeric
@attribute 208 numeric
@attribute 2272 numeric
@attribute 22798 numeric
@attribute 2335 numeric
@attribute 23533 numeric
@attribute 284217 numeric
@attribute 317 numeric
@attribute 329 numeric
@attribute 330 numeric
@attribute 331 numeric
@attribute 3551 numeric
@attribute 3655 numeric
@attribute 3673 numeric
@attribute 3674 numeric
@attribute 3675 numeric
@attribute 3685 numeric
@attribute 3688 numeric
@attribute 3908 numeric
@attribute 3909 numeric
@attribute 3910 numeric
@attribute 3911 numeric
@attribute 3912 numeric
@attribute 3913 numeric
@attribute 3914 numeric
@attribute 3915 numeric
@attribute 3918 numeric
@attribute 4149 numeric
@attribute 4609 numeric
@attribute 4790 numeric
@attribute 4792 numeric
@attribute 4843 numeric
@attribute 51588 numeric
@attribute 5290 numeric
@attribute 5291 numeric
@attribute 5293 numeric
@attribute 5294 numeric
@attribute 5295 numeric
@attribute 5296 numeric
@attribute 54205 numeric
@attribute 5728 numeric
@attribute 5743 numeric
@attribute 5747 numeric
@attribute 5915 numeric
@attribute 5925 numeric
@attribute 595 numeric
@attribute 596 numeric
@attribute 5970 numeric
@attribute 598 numeric
@attribute 6256 numeric
@attribute 6257 numeric
@attribute 6258 numeric
@attribute 6502 numeric
@attribute 7157 numeric
@attribute 7185 numeric
@attribute 7186 numeric
@attribute 7187 numeric
@attribute 7188 numeric
@attribute 7189 numeric
@attribute 842 numeric
@attribute 8503 numeric
@attribute 8517 numeric
@attribute 8554 numeric
@attribute 898 numeric
@attribute 9063 numeric
@attribute 9134 numeric
@attribute 9618 numeric
@attribute Class {Control,BRCA}

@data
GSM427158,6.02664600925,9.26596478,10.36475876,9.861095099,9.994983337,8.76644567233,8.971644945,7.951053173,9.004698798,11.44575279,13.17957018,10.06394142,5.323380202,8.7528568605,6.22269146867,5.763286242,7.6916757,9.274157466,9.746089281,7.466690585,6.422910471,5.66988513,5.784851809,6.033979735,6.920948282,7.460673902,10.1203149015,9.50184663267,5.599623716,7.1307406325,6.43230933033,9.689124896,5.361953639,8.1217165825,10.67951553,9.30169669467,9.4846820175,8.4543069015,9.9370151895,12.64414927,8.1486162495,10.87659774,7.56105896433,13.49883304,8.92971409567,6.8375421116,11.83974258,12.34771002,15.00532806,5.496412483,11.0799649,6.685313404,7.339184439,8.467616885,6.299304767,7.0703331436,11.7240492,8.464342681,10.48283344,9.3930229045,9.55016911,7.59341512667,8.976299993,13.0689563,8.4944607845,8.69026092,9.8313225965,12.34948589,8.919117419,5.377594211,8.34029139833,8.333402628,6.51986956,7.722570406,6.390259793,6.0418892532,7.37822060033,7.924560768,6.660285205,10.2072374,10.90219441,5.7706733955,6.65121338575,5.353672182,6.6708835775,Control
GSM427159,5.94776533325,8.958604237,10.22717101,9.469403277,9.7467670155,7.79328062833,10.18476414,8.436358762,8.974945912,11.425026115,12.03104303,9.662846866,4.783471516,8.456458626,5.50909937167,6.058322584,6.931656836,9.646289192,9.68028616833,6.43012268,6.020930644,5.659433149,5.68055279233,6.539395847,5.90735017133,7.8219347,9.6275956935,9.90022641533,6.29655434,7.787354885,6.371338954,10.4246495,5.442455259,7.940840191,9.752932999,8.828078384,9.205762802,7.9805213695,8.801453058,12.82636383,7.599828304,11.12925744,7.836317774,13.074006,9.156131895,6.6132613134,10.569760214,12.34109771,13.91249272,5.36548732067,11.73219511,7.098719371,6.741201091,8.699078855,7.09127967,7.6111323212,12.12504541,8.779925425,10.32512022,8.8139773665,9.45642471,7.512694652,7.958452847,12.87039849,7.97569312475,8.669346719,9.2628993675,12.1490422,9.673075436,5.26498441367,7.753678639,8.508984299,6.8785382765,8.156008632,6.773076963,6.0826909458,7.05787236967,7.7506065195,6.249592888,10.39985497,11.37070935,5.8681879535,6.560420666,5.877209297,6.611083395,BRCA
GSM427160,5.52044016575,9.1433668585,11.04936549,10.38239737,9.760065891,6.37685407567,9.3312535,8.70369695,8.986710369,11.75554025,10.65812692,8.511012465,5.395243853,9.016602648,6.32727236533,6.031886566,8.360672771,9.837470696,9.69256516467,6.416760061,6.709225575,5.336114869,5.278519036,5.844744204,6.510441019,7.4969355985,9.7717912665,10.2655236773,6.416760061,7.4532495275,6.561221976,10.6672848,5.488973851,7.980807774,10.08758255,8.9042892375,7.7278553315,8.22413577175,7.1871764155,12.67768778,7.590059595,10.01863178,8.01464519233,12.3793121,8.851202688,6.665051653,11.54593261,12.51631937,14.51605303,5.691198038,11.75935364,6.212526175,6.813047234,9.063247518,6.323194968,7.448654099,12.67203307,8.42928237,10.4297627,8.056837029,8.9981409465,7.92807350167,8.409052632,13.5121695,7.84053328475,9.073024297,9.6706944665,11.75795051,9.270663911,5.18322388267,7.893025841,9.660905593,6.7213422045,8.551997661,6.939435598,6.0133472726,7.01943370733,8.1061247785,6.638439986,10.04121461,10.72311933,6.213232041,6.5704686045,5.7851863155,6.688477443,BRCA
GSM427162,5.58777326775,7.7178678995,10.81911353,9.614162807,9.344181055,6.92119697233,9.370252094,9.028169309,8.742495656,11.53758354,12.43530962,9.841761329,5.754627826,8.5825771995,6.12400306867,5.460424154,8.162745192,10.27390663,9.98949733167,5.863140121,6.750208278,5.442289366,5.20244744133,5.341462114,7.365590567,7.949551686,9.477837206,10.2724422663,5.989826604,7.4011955135,6.18410994633,10.19124467,5.402254249,8.3145459475,9.271638758,8.75186424133,7.1284671085,7.687670124,8.1189968445,12.1857598,7.6644005535,11.32101501,7.67642662233,12.41466417,8.64607980733,6.3501149108,10.2570662725,12.26985874,14.35403309,5.37344951167,12.23639105,5.584068992,6.506054132,8.649598507,6.299945779,7.6522265588,12.52623397,8.584211958,10.18190731,7.8889224205,9.0133211855,7.55293602133,6.610216975,13.61588998,7.5957045875,7.67194989,8.999297312,11.71789713,9.650791985,5.65481300367,7.88025638267,8.338826757,6.581963856,9.141437341,6.907494973,5.7107038556,6.46814411567,7.389583129,7.411068419,10.50969117,10.37355608,5.99736739975,6.3630153585,5.83079519,6.9706160365,Control
GSM427163,5.87271996825,9.123941273,10.92385505,10.33984475,10.049946495,7.13000493333,9.848083443,7.935814963,8.684828488,11.770218125,11.48468963,9.517187651,5.806975681,8.0194344075,5.820521944,6.053008806,7.617800091,9.962375907,9.506100771,6.860966288,7.04712698,5.421401099,5.25964903267,6.042212717,6.32585905533,7.4088003525,9.3861165135,9.404843943,6.56544914,7.5245616955,7.03425695367,10.8955187,5.256266489,7.9312840775,9.935467529,9.13491446,8.893920635,8.06193408825,8.65547585,12.00289948,8.5224865225,10.46360129,7.975915989,12.45547628,8.59044482267,7.0390496008,11.50644256,12.37603319,13.73047547,5.24425162867,11.36056745,7.405441727,6.944393257,8.565760069,7.300126299,7.950268865,11.96427598,8.435838088,10.27256013,7.9471266005,9.0250253645,7.11103064933,8.022008655,13.04549694,7.8450723755,9.268495874,9.819947042,11.58147143,8.493376264,5.58991293167,7.56329023367,9.701150974,6.5784146105,8.106250323,6.41397111,6.0322245862,7.059741909,7.637528126,6.561483187,9.78258103,11.37439849,6.29992863125,6.41933454025,5.8087825485,6.6413504255,BRCA
GSM427164,6.0241266485,9.3759597995,10.4760984,10.24168562,9.5007422985,7.51817774933,8.991154128,8.319853998,9.33884841,10.809279835,12.15911615,9.981902989,5.80774855,9.089106031,5.81522003967,5.770572224,7.123969084,10.05069253,9.688092646,7.477052175,6.721649923,5.488973851,5.707811796,5.759695977,5.968922106,7.755466278,10.3317089185,9.51612918533,6.091917306,7.5689740425,7.21289602867,10.55708099,5.950883181,8.363719193,10.94344908,9.489530799,9.5352510465,8.36616522825,9.347397084,12.9236618,8.11643099,10.2822345,8.257598404,13.19114487,9.510653174,6.7679002552,12.17961768,12.87483063,13.77694807,5.431006781,10.95801997,7.460253403,7.80732453,8.146264608,6.725540512,7.4183463498,12.02694363,9.008765532,10.16250498,8.852128455,9.420287121,7.54868950467,9.286795183,13.37610779,7.89616385625,9.673230059,9.444171974,11.56493436,9.392012066,5.39774199933,7.44991218067,8.868576523,6.438817916,7.922110302,6.536640138,6.1770028732,7.331943975,8.5459358775,6.446881172,10.54285319,10.65722043,5.7160804985,6.92715903975,5.840659366,6.8226485675,BRCA
GSM427165,5.88751933675,7.9728052855,10.77554879,9.112401142,9.015559992,6.73216024933,12.48456748,8.944200421,8.17437786,10.93470576,12.70613234,10.24008207,5.779661087,8.784683382,5.76016431267,6.146803484,7.972134198,11.29154789,10.0480993307,6.742953157,6.152898934,5.942169184,6.4670477,5.942169184,6.82785190267,7.5815822955,10.214895946,10.4052109017,6.731933742,7.550193916,7.19476401833,10.37177151,5.323740468,8.00994217,9.545409111,9.251714595,9.121049651,8.10012284475,7.8410433245,11.97982718,8.9026384035,11.29880451,7.50578837367,13.10298289,8.70774294967,6.926938337,10.2032142635,12.52075501,15.02279519,5.26103280633,12.2142175,6.662423158,5.996847001,8.302457433,7.476910459,8.3350079456,13.11366653,6.998198677,10.31455241,7.978764199,8.8796586,7.849423323,8.555107826,13.46367638,7.264331835,7.262755244,9.718924317,11.14654022,9.891700603,5.642955913,8.50044386867,8.315445233,7.13531381,8.283761058,7.026996771,6.5519508758,6.42166024533,6.9179834015,6.282259665,10.10111594,11.18913904,6.32124444525,7.0513847665,5.8821083545,5.9374256,BRCA
GSM427166,5.55851851825,9.321425499,10.6537276,9.92562903,10.6232973005,7.338088569,9.272712079,8.72546095,8.824657385,11.698293945,12.13864308,9.484486155,4.923875634,9.583290087,6.17054467033,5.920180882,6.945271536,9.654399345,9.436876068,6.689303092,7.169627227,5.567584424,6.11171869767,6.015923042,6.558471755,7.645327129,10.0771995225,9.25162105967,6.140988854,7.4520617975,6.328962603,9.52338608,5.388371455,8.2637160875,10.75503384,9.23773095817,10.36853561,8.69394073125,8.942056513,11.92436912,7.795463405,10.50808719,7.747637681,13.19114487,8.40226476,7.0799700492,11.820520445,12.20475003,14.22362506,5.32847452233,10.91468805,6.020263967,7.162847292,8.452633655,6.726903149,7.757716558,12.07897478,8.819732939,10.71573921,7.884541234,9.585335464,7.991591313,9.023671978,12.73729283,8.05261194825,9.194320487,9.632114784,11.50810934,9.266740358,5.50599653,7.73968605067,8.92056956,6.42055424,7.748127633,6.309799758,6.0403997758,7.018808194,8.3320404855,6.094030827,10.4077487,10.70292179,5.7012189585,6.713056329,5.6699833785,6.72946647,Control
GSM427167,5.650041658,9.1526830635,11.33166731,10.90635345,10.059640231,6.35641451967,10.24606989,8.134145359,8.659854224,11.638889645,11.59733576,9.528835552,5.641409649,8.916717513,5.627103762,5.598879718,8.258590913,10.12192882,9.58057105933,6.500527718,7.169527015,5.650485447,5.79816158467,5.978888461,7.01291672967,7.8288732835,9.6996756995,9.76997316367,6.79103628,7.530604743,6.958562315,10.40755487,5.151586144,8.446684304,10.365683,9.05065703483,8.991500668,8.39897251175,8.2456295,12.33362227,8.2811261155,10.25917864,7.91114789333,12.49390804,8.89394847567,6.8624420014,12.140966635,12.42766909,14.37348409,5.32697615567,11.11828268,7.205282841,7.428655643,8.407417683,6.426437217,7.6719006758,12.20624983,8.738583034,10.36365325,9.7271422725,9.2675642675,7.849473749,8.717951507,13.81715158,7.87109163775,9.012625324,9.7227322955,11.16693525,8.93376524,5.50929494433,8.04826253967,9.680166591,6.2500862295,8.550151431,7.004223627,6.0518722158,7.05702786333,7.7930385845,6.225020007,9.861979055,10.74842792,6.42728370275,6.6239874905,5.731781437,7.2275309405,BRCA
GSM427169,5.56331123875,8.766958367,10.5411695,8.967515291,9.9202580165,7.83504918467,8.730980488,8.169275047,8.645245129,11.236168595,12.32198735,9.798480357,5.853503721,8.383828745,5.95411342967,5.672857555,6.888624921,9.387097072,9.75364579767,6.827314517,6.928314429,6.005013239,5.37743589167,5.906897358,6.17238691167,7.5688881555,9.526270562,8.98711892533,6.177724116,7.6541093245,6.30607312233,10.55221305,5.384059522,8.061784113,9.93833767,9.06946628383,8.189963021,7.75319602025,9.119176652,12.29943565,7.71252498,11.19255807,7.702619213,12.29067992,8.90990985133,6.8567213522,9.975804059,12.09766027,13.54172225,5.609631797,11.67722645,7.606018576,6.850940421,8.72987657,6.76752611,7.3060563712,12.27296951,8.85611511,9.653830832,7.7737994165,8.984597332,7.835495677,7.473200667,13.40233131,8.23267903825,8.33670864,9.564546958,12.29242381,9.383510512,5.397891044,7.581904447,7.766597025,6.777982883,8.509301078,6.516256016,5.9405454278,6.71155131933,7.6247556515,5.941347708,10.22738163,11.22708057,5.859119673,6.808393919,5.3856671345,6.5414268215,BRCA
