@relation data

@attribute 1437 numeric
@attribute 920 numeric
@attribute 940 numeric
@attribute 1230 numeric
@attribute 6348 numeric
@attribute 3460 numeric
@attribute 7042 numeric
@attribute 3458 numeric
@attribute 6351 numeric
@attribute 7040 numeric
@attribute 3459 numeric
@attribute 7852 numeric
@attribute 7043 numeric
@attribute 2833 numeric
@attribute 3558 numeric
@attribute 959 numeric
@attribute 3594 numeric
@attribute 3593 numeric
@attribute 3595 numeric
@attribute 3592 numeric
@attribute 1232 numeric
@attribute 1233 numeric
@attribute 1234 numeric
@attribute 1236 numeric
@attribute 3565 numeric
@attribute 3566 numeric
@attribute 3567 numeric
@attribute 8809 numeric
@attribute Class {Control,BRCA}

@data
4.678374372,7.587142037,6.411176756,7.038263662,8.622089465,12.74323457,6.78103548,5.676529235,4.821724589,5.682300273,12.80095353,8.430868108,9.289875449,5.673281687,5.726430204,5.703219255,5.355532094,4.636656248,5.706262025,6.597386379,5.277926499,5.006535067,5.0969811815,6.487080811,5.0072306655,7.9598688595,5.421372531,7.042920958,Control
5.205755379,7.564704211,5.313618859,6.869196295,5.965329042,12.42907592,6.166218956,5.277995204,4.502465777,5.101199635,12.18834321,7.282603072,9.578863787,6.006977493,5.368428976,5.355449107,5.72765369167,5.272407006,5.672079654,6.147057976,4.9921382705,4.647773112,5.199818081,6.856802494,4.7333277815,7.5780798575,5.340579688,6.65091217,BRCA
5.418452458,7.27775495,6.037388399,7.336107336,8.136838795,12.45547628,5.995434345,5.336114869,4.939944983,5.014814152,12.87602003,8.62440485833,9.330514214,6.389313513,5.465820435,6.511322251,5.931795749,5.379561399,5.539167536,6.608332915,5.0453984195,5.088959125,5.2580703925,7.478286534,5.313506773,7.6972575105,5.7194123975,6.86802345,BRCA
5.03343539,7.757275197,5.706538322,6.424087011,5.651059765,12.02845184,5.797150007,5.464840793,5.161495975,4.808914358,11.98345514,7.01915103033,10.06419075,6.198794315,4.899672619,6.235732444,5.57351340967,5.412113573,5.780317481,5.82808014,5.3080945315,4.509722249,4.8089754805,7.337267595,5.4457486575,8.2079323255,5.472305765,5.99820185,Control
5.17473722,7.922110302,5.593959684,6.38884014,5.850631456,12.34109771,6.737352562,5.115211455,4.894103816,4.828848945,12.38876812,8.171365118,9.272076349,6.209020126,5.536217098,6.303968491,5.66629365167,4.805822905,6.169930636,6.568568473,4.8113357555,4.537176254,5.122460336,6.940170054,4.9685946665,7.8440426925,5.0515537875,6.38884014,BRCA
4.95444207,7.239410274,6.062214149,7.50811391,7.239410274,12.38431166,7.238598499,5.298302041,4.812512701,5.321216715,12.80568549,8.540582058,9.540317507,6.050290137,5.032554093,5.453691444,5.34904507967,4.790265497,5.588872948,6.123713395,5.5170376185,5.712053188,5.7395753315,6.627537988,4.916242232,8.179923014,5.1215765945,7.067921339,BRCA
5.205168882,7.114005486,6.314112464,6.89688069,6.053334703,11.41436827,6.518854253,5.213941395,4.634915478,4.73770262,11.02951865,7.443708709,11.79415195,5.984140004,4.759703782,5.665201768,5.74894741633,5.328236218,5.978259278,5.850631456,5.4071971105,5.109790179,5.269756538,8.647099619,5.173542303,8.4037176925,5.2625027255,5.725748823,BRCA
5.002490161,7.840024324,5.651777341,6.909896458,7.395793572,12.74323457,7.822174254,5.989996857,4.699347423,5.167931151,12.97619003,9.188979403,10.56613044,5.651777341,4.823508981,6.597423627,5.64360897533,5.256643908,5.808263565,7.117464214,5.119030805,4.525994391,5.094001894,6.420007038,5.2313828535,7.667921317,5.5434679,7.169627227,Control
4.749683847,7.470071357,5.802975918,6.794516997,8.949827531,12.50251243,6.303694572,5.178725843,5.250403832,5.46083367,12.64577331,8.49157371467,9.938499406,6.363088376,5.307438771,5.849756153,5.65647370033,4.809043025,5.545359333,7.818711782,5.463043392,5.572973961,5.5815958645,6.849314783,4.865162184,7.6272357545,5.272333773,6.332533963,BRCA
4.920783068,6.98547517,5.909779853,6.684401928,6.271748387,12.42457843,6.274406692,5.114586962,5.622938584,5.062004299,11.9984636,7.70676359567,9.642061229,6.189237109,5.044406414,6.052030675,5.65767448733,4.314057196,5.651490354,5.69321599,4.698795676,5.320314304,5.494948245,7.133042325,5.2729194505,8.3888894545,5.5195452685,6.350148575,BRCA
