@relation data

@attribute 2645 numeric
@attribute 9349 numeric
@attribute 6160 numeric
@attribute 3280 numeric
@attribute 6161 numeric
@attribute 6204 numeric
@attribute 6164 numeric
@attribute 6205 numeric
@attribute 6206 numeric
@attribute 6207 numeric
@attribute 6165 numeric
@attribute 6208 numeric
@attribute 6168 numeric
@attribute 6167 numeric
@attribute 6209 numeric
@attribute 6169 numeric
@attribute 9045 numeric
@attribute 4825 numeric
@attribute 6210 numeric
@attribute 4821 numeric
@attribute 3921 numeric
@attribute 6155 numeric
@attribute 6217 numeric
@attribute 6154 numeric
@attribute 6218 numeric
@attribute 6152 numeric
@attribute 6159 numeric
@attribute 6158 numeric
@attribute 207 numeric
@attribute 6157 numeric
@attribute 208 numeric
@attribute 6156 numeric
@attribute 10000 numeric
@attribute 6224 numeric
@attribute 6223 numeric
@attribute 6222 numeric
@attribute 256297 numeric
@attribute 6181 numeric
@attribute 50674 numeric
@attribute 389692 numeric
@attribute 6189 numeric
@attribute 6188 numeric
@attribute 6187 numeric
@attribute 3516 numeric
@attribute 390874 numeric
@attribute 6173 numeric
@attribute 6171 numeric
@attribute 6170 numeric
@attribute 23521 numeric
@attribute 2308 numeric
@attribute 6176 numeric
@attribute 6175 numeric
@attribute 6203 numeric
@attribute 6201 numeric
@attribute 11224 numeric
@attribute 6122 numeric
@attribute 6123 numeric
@attribute 6124 numeric
@attribute 6125 numeric
@attribute 4851 numeric
@attribute 6514 numeric
@attribute 6928 numeric
@attribute 6927 numeric
@attribute 2197 numeric
@attribute 4760 numeric
@attribute 3630 numeric
@attribute 5078 numeric
@attribute 3651 numeric
@attribute 7311 numeric
@attribute 25873 numeric
@attribute 2255 numeric
@attribute 5313 numeric
@attribute 3642 numeric
@attribute 6191 numeric
@attribute 6192 numeric
@attribute 51121 numeric
@attribute 6193 numeric
@attribute 6194 numeric
@attribute 6146 numeric
@attribute 6147 numeric
@attribute 6141 numeric
@attribute 6142 numeric
@attribute 6143 numeric
@attribute 6144 numeric
@attribute 4736 numeric
@attribute 5080 numeric
@attribute 3174 numeric
@attribute 3171 numeric
@attribute 3172 numeric
@attribute 3175 numeric
@attribute 6139 numeric
@attribute 3170 numeric
@attribute 6138 numeric
@attribute 6136 numeric
@attribute 6137 numeric
@attribute 6134 numeric
@attribute 6135 numeric
@attribute 6132 numeric
@attribute 6133 numeric
@attribute 6130 numeric
@attribute 6231 numeric
@attribute 6232 numeric
@attribute 6230 numeric
@attribute 3375 numeric
@attribute 6235 numeric
@attribute 6233 numeric
@attribute 6234 numeric
@attribute 6229 numeric
@attribute 6228 numeric
@attribute 6227 numeric
@attribute 2494 numeric
@attribute 6129 numeric
@attribute 6128 numeric
@attribute Class {Control,BRCA}

@data
5.30303857733,11.14476675,12.41967063,8.604887804,8.21091594067,14.68689306,9.760956855,14.83944618,15.09455403,13.97885659,14.64352734,14.38798195,10.161404148,7.6712628535,10.802858728,14.769346465,9.7296095755,5.089382945,13.37174968,5.428620839,10.2504743335,14.8574397,14.76041434,12.61421528,13.789307945,14.24905854,7.638336023,8.516429993,9.746089281,14.22362506,7.466690585,14.35837925,6.02664600925,13.7976418,14.07822256,13.69550076,4.736079505,14.66423422,5.451055498,6.940786709,13.296521865,14.73750669,14.53140294,6.56502392833,5.1471242245,6.039214917,11.08432841,14.3269231,12.14106624,11.59105257,12.5567109367,10.037491935,14.46406102,8.3671903135,13.622229635,14.273766515,5.386389566,14.23655206,13.39071447,12.1006805,5.583993803,5.37819775833,5.122684364,14.39776555,5.586773185,5.169936271,5.519645097,5.488973851,12.172629433,10.299519105,6.54048116,5.3128980706,5.6227922,14.333989405,5.817758343,9.606305954,14.33556484,14.28777857,12.99461955,9.197647425,14.312714715,14.8110083,14.65913186,12.50694603,12.69066553,5.230604573,5.667190506,5.657219288,5.33486397267,5.1334633935,13.485500315,4.72407826833,14.05962798,14.71052532,8.325372897,5.484329095,14.317608925,11.9398567175,12.0287549667,9.403247015,8.839242791,14.79865761,14.92253006,5.492342928,13.6339928875,13.680641355,11.83377967,10.894268005,12.50103733,10.81670392,7.39173118,9.899104288,12.013203455,Control
5.53179062767,10.83486626,11.77945684,9.369085347,8.324829797,14.75233937,9.652513715,14.75649535,15.01930687,14.02134875,14.58875125,14.59035656,10.000470651,8.063631743,10.4791884545,14.800108325,8.768803475,4.998208198,13.3027079533,4.964758163,10.146329171,14.74286599,14.81988894,11.53140597,13.4605581,14.07116461,6.8983320455,8.354559186,9.68028616833,14.20597115,6.43012268,14.54282634,5.94776533325,14.11030021,14.3830917,14.24390588,5.349976695,14.69079602,5.915587375,6.566629193,13.723634955,14.89141327,14.59584327,7.28539932133,5.188080598,5.932095911,10.5347341255,13.88031822,12.35733627,10.97151861,13.2348055833,10.037797278,14.68689306,7.082032104,13.744572705,14.43054269,5.355449107,14.06389305,13.62353635,11.57672774,4.472869269,5.22628037267,5.428620839,14.49088818,5.488009811,5.773212576,5.844869715,4.800655715,12.4923649835,10.6351119695,6.160683884,5.0997063766,6.205652149,14.292347115,5.166927545,9.5786493515,14.5376428,14.277329135,13.16637029,9.449448466,14.553507715,14.9125985667,14.7141304,12.00568429,11.7818988955,5.35339357,5.081308998,5.59724157,5.554592055,5.0505252295,13.52974483,4.84958602167,13.85629375,14.66897057,8.6958719975,5.56730869,14.5266472,11.9399893655,11.9237896173,9.027201837,9.431396543,14.91163964,14.5197155,5.263796174,13.60243687,13.697108495,12.90048482,10.766447547,12.0234322,11.03579075,6.71542326567,10.22996071,11.9024278935,BRCA
5.131792113,11.42842837,12.49206041,9.102934387,8.92893517767,14.95604237,11.019239825,14.76041434,14.95162692,14.12251745,14.76848987,14.751665665,10.5205197085,8.19297435,11.245975866,14.76797458,8.9926722345,5.535750687,13.7136097233,5.30807618,10.4684346385,15.04650697,14.77756767,12.62645517,13.861277655,14.40980552,7.936837409,8.858836661,9.69256516467,14.33556484,6.416760061,14.69079602,5.52044016575,14.19099059,14.36402692,14.14988842,4.96764272,14.56106625,5.853877943,6.966652886,13.674886375,15.15765011,14.680525785,6.60532864167,4.933647737,6.3501549105,10.7402537695,14.52512866,12.79680929,11.02198648,13.2241531233,10.4897213673,14.93557532,8.072835856,14.02310868,14.462564775,5.379561399,14.50971905,13.74060563,11.43412272,4.910026549,5.365571106,5.531000265,14.68689306,5.34039425,5.870864797,5.387682411,5.69419158,12.4580954695,10.9505818295,5.165119293,5.105550821,5.897186716,14.688771895,5.93905684,9.787029772,14.7141304,14.525874365,13.65061427,10.07347253,14.564174015,14.5342391233,14.92838699,12.64577331,12.553446685,5.289122766,6.04843851,6.270253855,5.23872518267,5.209198193,13.946350525,4.81716279667,14.20597115,14.92253006,9.225029433,4.935722136,14.42039224,12.5395563115,12.44686866,9.827664684,9.419149102,14.48484431,15.13382676,6.667754223,13.719770805,13.765286815,12.88068749,11.240544044,12.5850741,11.29220962,6.40646527267,10.57948592,12.394595936,BRCA
5.41224549733,10.475222,12.42106423,9.20788134,7.74380755167,15.06752912,10.032856567,14.72963536,15.09455403,13.96600025,14.54282634,14.7142796,10.639288144,8.3353546785,10.833132375,14.78040143,11.27569545,5.673352364,13.53029059,5.238988625,9.882382732,14.67922443,14.79865761,12.33362227,13.83205083,14.011520535,6.376160238,9.403247015,9.98949733167,14.05962798,5.863140121,14.20597115,5.58777326775,13.95070399,14.64660991,14.43740197,4.562963406,14.76848987,5.423251451,7.660033564,14.09924312,14.81650173,14.65953424,6.46343322533,4.9201507995,6.368078342,10.29033719,14.14434519,12.72821502,10.90909074,13.7230455933,9.64933525833,14.69079602,6.828156093,14.104354825,14.66517752,5.03343539,14.32452165,13.96294256,11.4373387,5.470383322,5.06054115367,5.119160314,14.43231028,5.490579154,5.793122872,5.470383322,6.16330311,12.600960055,10.9864665085,5.072117861,5.020910304,6.826170683,14.066865485,5.833276737,9.2208475015,14.61638775,14.01633132,12.87339418,10.33342405,14.56841299,14.87728595,14.46865842,12.20145783,12.1613208765,6.14375187,5.754627826,6.462097831,5.69935539333,5.3935698285,12.99211328,5.236122477,13.46017433,14.50260592,8.950948185,5.45425958,14.706530255,11.8197118705,11.97890506,9.20788134,8.914451988,14.89547873,11.73219511,5.549369797,13.9782802975,13.64515005,13.56248158,10.4620465075,13.146867,10.82495499,6.30793926633,10.16761607,11.556060652,Control
5.381060378,12.02547364,12.29242381,9.676468907,8.46444700567,14.81650173,10.180248771,14.79427981,14.20597115,14.36402692,14.50712381,14.899729645,10.7193420105,8.2155396455,10.983560639,14.765003935,10.957744805,5.275576309,13.60197935,5.515235617,10.4448508545,15.20465253,14.12961268,12.68497545,13.894844035,14.27589162,7.340079525,9.029260392,9.506100771,14.47325803,6.860966288,14.94673156,5.87271996825,14.48484431,14.6085367,14.2201119,5.65593226,14.70026172,5.400889039,6.411854672,13.99790725,15.06752912,14.50556589,6.98920056967,4.932484054,6.048174187,10.5648826925,14.46865842,12.99983714,10.63211394,13.17585023,10.626569333,15.09455403,7.501273195,14.113374565,14.691974105,5.092134744,14.69079602,14.03142469,10.60435889,4.327000131,5.39434422033,5.308895293,14.85146139,5.55659131,5.536217098,5.799353673,5.744774144,12.460057356,11.097725446,5.938174768,5.5222750642,6.497057936,14.8781703,5.989826604,9.623822624,14.91163964,14.629290115,13.61588998,10.10988324,14.311711865,14.25592977,14.61638775,12.46516723,12.484585205,5.276348097,5.84386532,5.406342144,5.55360892633,4.950879594,13.693772315,4.81480405567,14.12251745,14.82766698,9.3017661635,5.3484219645,14.562863755,12.3065495615,12.59001883,9.511051455,9.8051737385,14.14988842,15.11026186,6.252197663,13.502602855,13.74617703,13.06629278,10.784970193,12.78312415,11.29402062,6.81471293467,11.47762688,11.6867659935,BRCA
4.78029427967,10.59849016,11.03194774,9.407703867,9.17306395,14.76343364,8.568795022,14.53323483,15.00532806,13.52808598,13.65061427,14.22847167,9.9613441605,8.0793881385,10.0771614655,14.458411955,9.0099259085,5.182306199,12.3484049467,5.68215979,10.0969501995,14.2201119,14.74286599,10.93858741,13.05018086,13.564595655,6.6673112525,8.178840509,9.688092646,13.70221547,7.477052175,14.21563464,6.0241266485,13.64744159,14.04737959,13.35514394,4.555946662,14.49643721,5.597911946,7.307043949,13.677992005,14.5376428,14.63618546,7.10650899533,5.373594526,5.608945413,10.5419470205,13.27502674,12.40526256,11.37439849,11.9574252133,10.4335415497,14.29545473,6.667889515,13.32564765,14.656063935,5.476714818,14.64660991,13.88031822,11.53538974,4.925775462,5.232873919,5.614718124,13.70458133,5.230079295,5.73607124,5.817758343,5.872835683,11.990806906,9.7484526445,6.715073541,5.278206775,6.312978791,14.52995559,5.797863326,8.6994084935,14.43231028,14.408070605,13.63244094,8.495156614,14.270391855,14.8338817733,14.83944618,11.17150852,12.069457609,5.545486025,5.518071829,6.354474751,5.566893253,5.126412189,13.06933386,4.47085087867,14.70692253,14.73750669,8.4453595005,5.4429952445,14.417960265,12.050001867,11.784270435,9.194486708,8.706601069,14.8574397,14.80269307,5.727111263,12.7402358212,13.206743185,11.51840741,10.250568292,12.62461163,8.99655902,6.67844293367,10.01421619,11.9172837995,BRCA
5.24441804267,6.256449903,10.99163187,8.78353124,8.224426496,14.97508152,9.1651966345,13.78304532,14.91431039,13.58717103,13.91975024,14.833283845,10.4594044545,7.304815357,10.2873022255,14.042340685,9.3178833355,5.178725843,13.23063829,5.201056716,10.1364097915,13.55093015,14.79865761,11.30008097,13.475049795,12.69591831,6.322286097,9.107923944,10.0480993307,12.65463721,6.742953157,13.18452521,5.88751933675,12.06588572,14.50260592,14.63577141,5.192698437,14.80269307,5.472984221,6.807165314,14.099065465,14.81988894,14.167034365,7.82722742,5.4184232445,5.552698347,10.3837385185,13.73376056,11.72159494,11.02648906,13.9407862433,9.06941014433,14.23655206,5.8780288995,13.823616805,14.20833607,4.628516204,13.6548665,13.99825372,10.50583912,5.323740468,5.521931349,4.783209568,14.2201119,4.811100141,5.705709271,5.442621133,6.101508918,12.0286608805,9.6414505305,5.544509535,5.3893093744,7.390558334,13.354369595,5.682019293,8.64452584,14.29545473,13.397046395,12.23602175,10.33811827,14.275858445,14.7312713,14.06389305,11.65493594,11.860812671,5.218319899,5.657505139,6.213158304,5.38518767133,4.665101651,12.251276845,4.953474254,12.34480084,14.03833906,8.758644555,5.312179942,14.55379418,11.3001359045,11.259339746,9.096630254,9.286039329,14.76041434,7.870921229,5.062651968,14.0088453075,13.023498525,13.80946823,9.8334458855,12.17272761,10.92148787,6.26410483467,9.429804827,11.812404781,BRCA
5.44014183767,11.60364502,12.73133712,10.29060673,8.29286407267,14.89141327,10.5475932,14.78933242,14.65913186,14.11502538,14.74875526,14.78945957,10.4420117885,7.7536924895,10.7429406095,14.85008037,8.8919766695,4.508458671,13.8266030633,5.032113243,10.4522655585,15.06752912,14.3830917,13.0474759,13.868128,14.36378596,8.007242083,8.314788419,9.436876068,14.42653276,6.689303092,14.91163964,5.55851851825,13.90556143,14.46865842,14.19099059,5.455829609,14.55278737,5.042218873,7.541331155,13.84660278,15.20465253,14.79429825,7.020281624,5.0342978235,5.8778118675,10.361792855,14.34873163,12.83735302,11.33417845,12.70667848,10.649255668,15.15765011,8.299274479,14.12069229,14.48906364,5.330209918,14.44825283,13.98649851,11.06222513,4.795729695,5.34989646533,5.297935366,14.77272825,5.088959125,5.451879748,5.540872931,5.741879005,12.3195024905,10.6402444385,6.391635094,5.1581699328,6.281888889,14.92983043,5.115211455,10.171483222,14.70692253,14.48710829,13.29757193,9.768523916,14.66931696,14.54250311,14.95604237,12.57793866,13.02396815,4.8963888355,5.937939457,6.190817922,5.43629398833,4.747327969,14.226399985,5.14748256267,13.88385421,14.80850875,9.3790007295,5.320072716,14.39031728,12.2328146985,12.43555062,9.342986415,8.8958862165,14.600699,15.01930687,6.026363672,13.74948887,13.69375863,12.34365079,11.4905999285,12.72627038,11.41782366,6.82586681733,10.55855491,12.3598842795,Control
5.20127672467,12.19058871,12.60734656,9.697254787,8.701283299,14.7141304,10.665930855,14.89141327,14.70323068,14.57543497,14.64660991,14.92190928,10.7514111825,8.3850581385,11.4341691735,14.76703151,9.488050984,5.082799703,13.6665179633,5.751417692,10.212736975,15.08137984,14.33042537,12.97619003,13.693872405,14.396685875,8.2251693605,8.910148851,9.58057105933,14.38765928,6.500527718,14.97508152,5.650041658,14.18524172,14.64104867,14.09890062,5.0188247,14.67555382,5.015037253,7.246030653,13.868957515,14.87065828,14.551965195,6.81385209633,5.223952719,6.3137878545,10.368148667,14.41536846,13.31590529,10.66032156,13.2827284233,10.6348302493,15.11026186,8.322835621,14.126509595,14.73699324,4.801431976,15.13382676,13.96600025,11.03013967,4.920187583,5.54361099833,5.789736585,14.64352734,5.157459364,5.541182786,5.766072507,5.368254349,12.45364844,11.056702625,5.98687237,5.1628675654,6.069858551,14.98307943,5.59156816,9.704661581,14.72963536,14.506684105,13.5121695,10.38738762,14.554360275,14.1026978267,14.65913186,12.78228677,12.94419523,5.009471916,5.639529738,6.114997467,5.33139806033,5.1151529145,13.79907808,4.608346826,14.33991264,14.34873163,9.9186512875,5.3907956905,14.261164365,12.142881762,12.7219643467,10.4422907,9.9101121475,14.29890208,14.85146139,6.044345618,13.5659501975,13.85771228,12.86518429,11.470756209,13.03029388,11.06412655,6.37249369333,11.12517146,12.134490615,BRCA
5.52820953933,11.7674087,12.6125864,10.27711334,8.347508984,14.8317704,9.914985133,14.73750669,15.00968454,14.11030021,14.43231028,14.53815348,10.2060937805,8.2625920985,11.0375990315,14.79489944,10.4095887815,5.177231401,13.3633085433,5.679206489,10.294883467,14.77272825,14.70026172,12.44183936,13.83685094,14.295074255,7.2407328395,8.958930467,9.75364579767,14.16199356,6.827314517,14.44825283,5.56331123875,14.12961268,14.35837925,14.1393823,4.958159726,14.72492149,4.694341356,7.569269157,13.940091655,14.95604237,14.654804885,6.900100722,4.8671540445,6.019839039,10.5553543315,14.13459319,12.7232493,10.90549628,13.2937340567,9.929626814,14.57543497,7.7921308595,14.038266415,14.41877459,4.833030812,14.14434519,13.96294256,11.34861214,5.190230876,5.40106229,5.813403636,14.39776555,5.550755441,5.233822166,5.738505243,5.416004724,12.58758093,10.577378857,5.368603583,5.3102028742,6.262194115,14.414777965,5.388199225,9.5967356535,14.53323483,14.439438795,13.00770101,9.806066679,14.62461697,14.73111654,14.67256817,12.71693524,12.323978318,5.517366762,5.376786337,7.090062454,5.69681262833,5.17530414,13.42166057,5.18068152933,13.6548665,14.59707808,8.9772930315,5.4186090105,14.559510175,12.2397792725,12.2869053433,9.657506535,9.645905693,14.73243538,14.99189227,5.784773056,13.7775477425,13.80406666,13.19114487,10.968513153,12.76703924,10.95619846,6.44741450233,10.43684194,11.9591026,BRCA
