@relation data

@attribute 22978 numeric
@attribute 132 numeric
@attribute 51292 numeric
@attribute 7498 numeric
@attribute 2766 numeric
@attribute 159 numeric
@attribute 158 numeric
@attribute 8833 numeric
@attribute 4860 numeric
@attribute 4907 numeric
@attribute 122622 numeric
@attribute 100 numeric
@attribute 3251 numeric
@attribute 9615 numeric
@attribute 2618 numeric
@attribute 270 numeric
@attribute 5198 numeric
@attribute 272 numeric
@attribute 271 numeric
@attribute 3614 numeric
@attribute 3615 numeric
@attribute 93034 numeric
@attribute 353 numeric
@attribute 5471 numeric
@attribute 471 numeric
@attribute 10606 numeric
@attribute 1716 numeric
@attribute 84618 numeric
@attribute 30833 numeric
@attribute 1633 numeric
@attribute Class {Control,BRCA}

@data
9.906646791,7.436573073,8.350100294,6.350767395,7.538462746,9.5476228025,11.70928645,10.20626383,9.692598558,8.013882508,7.00916001233,9.086873394,9.8149994075,5.599623716,8.06803691033,7.38961225,8.031881916,5.52985442225,5.16209216667,7.109460079,12.14433968,4.8950638875,10.2846063125,8.620110863,11.58929079,9.020020571,9.3864340305,5.980374532,10.91047056,7.794851492,Control
10.39822827,7.14692654425,8.40855910733,7.94301456,7.849500691,9.6123935465,11.59532989,10.02877671,9.25541878,7.951694331,6.77223276467,8.635646596,9.9325975015,5.301232095,7.69135888233,7.595390134,8.705564246,4.9417720545,5.66617813767,7.00556198633,12.72208073,5.400356387,10.41973449,8.290227544,10.95576997,9.08656909833,9.834607654,5.143343669,11.30718958,7.2347296775,BRCA
10.5013399,7.3406830635,8.753262552,8.714658623,7.518242268,9.7215995865,12.23463043,10.84461576,8.66705043,7.020066336,6.368644342,8.321388251,10.2171466125,5.917677146,7.803674043,6.463855889,9.018381808,5.440003636,5.508637273,7.10735653367,13.45429804,5.4349492835,11.167651705,9.23553628,11.59290561,9.50679227233,9.940736117,5.770175754,11.48278541,7.55618079,BRCA
10.88836296,6.6570584775,8.59526600767,7.607850191,7.93180289,8.856270335,12.55220564,10.81469083,9.626585664,6.574181472,6.515340765,8.618937076,9.1659038605,4.754101184,7.488430529,7.171229662,8.960350342,5.437023285,5.39082822733,7.18314271567,13.2092074,6.1029119045,11.02357489,9.075560123,11.75448264,9.70946775067,9.8846707345,5.208879341,11.93949851,6.9443344805,Control
10.48569377,7.3490163655,8.78451801467,13.38150649,7.667078047,9.7284822005,11.78113439,10.59878323,9.338569892,7.625783943,6.829527269,8.133631753,10.166450049,5.358792935,7.66646509333,7.78560143,8.825086879,5.53521304425,5.48316866233,6.978737646,12.86854581,5.0844784145,10.962011615,8.962217233,11.27014362,9.278796971,9.73574804725,4.509722249,11.28286272,7.193690502,BRCA
10.09998588,7.1141425905,8.23728429667,7.77185443,8.389159281,10.562819107,11.69454954,10.57581366,10.89405437,8.440257839,7.06778512333,8.217983287,10.233049482,5.557510609,8.20934363967,6.340122152,8.237976077,5.321740441,5.29014491967,6.95766233033,12.97619003,4.5827648675,9.311417059,8.876809389,11.31701417,9.30535278067,9.2469163055,5.159277237,10.43684194,7.8135609365,BRCA
10.86957864,6.696314987,8.38940901367,8.239337323,7.312545209,8.988691264,11.90579323,10.42828194,8.950804556,7.484019523,6.844981819,7.446217194,8.8978085215,5.250782787,7.24879049533,8.631760133,8.899554147,5.803419637,5.33349002367,6.984471973,12.0948349,5.163737181,10.36134469,7.585190017,11.60957135,9.19443575833,10.4373536492,5.025927152,11.88149458,6.574167269,BRCA
10.20970043,7.624434511,8.698266317,6.94866253,7.578601249,9.8667531445,12.10010062,10.53323265,9.030143702,8.755289134,6.66753475033,8.743488986,10.110040167,5.247463545,7.94081413333,8.058155641,8.290941698,5.542051272,5.40203589067,6.63447261633,12.58929307,4.968024817,11.04405508,8.573761846,11.07399778,9.14251381767,9.880035393,5.083438106,11.5155078,7.6913063075,Control
10.54869216,7.56480015325,8.85937791067,6.74994022,7.589915367,10.0259546485,12.28491381,10.9042999,9.510972362,6.969476102,6.42085294333,8.423768416,10.40614817,4.745656394,8.15213927267,7.493537511,9.106668358,5.42342032575,5.295659432,6.91637538633,13.52808598,5.574872188,11.38681727,9.401680126,11.55749974,9.60618490967,9.81733611825,5.244897759,11.41436827,7.3854032445,BRCA
10.3731319,7.32034384775,8.74876436,7.084333057,7.748010194,9.249646524,11.66204091,10.13990978,8.525443607,7.206333395,6.76847749733,7.702122675,9.544101994,5.203799462,7.63868673067,7.784080438,8.622675197,5.619345899,5.46293069433,6.97845441,12.49828211,5.333155571,10.779486995,8.551228685,11.61377578,8.970061217,9.8378405575,5.029686155,11.4871292,6.812584605,BRCA
10.12088945,6.69779971125,8.87489313333,7.831198166,7.921991334,8.949406684,11.97142151,10.54355899,9.449938467,9.209600263,6.76343131833,9.009465537,9.0712946915,5.35386248,7.78487978833,8.893893904,8.570881384,5.74251565475,5.37424445233,6.72127818467,13.22219118,5.1981917385,11.45032412,8.694463343,12.02214941,8.92917955633,9.5675012985,5.224977213,11.4706641,6.6485865845,BRCA
10.49423086,7.33834701725,8.76427032333,7.178966366,6.969476102,9.799297095,11.68597092,10.45584633,9.062674312,7.958293333,6.60655091067,8.707368731,10.144409093,5.142424925,7.91479169667,8.811375597,8.823813933,5.6299771185,5.19987490167,6.678845043,12.48456748,5.0404448705,10.545944245,8.45863333,11.11140976,9.26591043933,9.737826998,4.632010888,11.16513329,7.460022291,Control
10.26174268,7.5097051345,8.49919932367,7.619781863,7.507995028,9.562584696,11.69812525,10.55803347,9.089570397,8.28785217,6.835411809,9.122000391,9.770764066,5.272407006,8.13360145267,7.125209709,8.873391145,5.74537098125,5.53242019733,7.370633651,12.46365343,4.9823300605,10.5435328,8.486876366,11.21484138,8.959744749,9.50229818425,5.564234295,11.12925744,7.4703099275,Control
9.669284207,7.067069924,8.216808988,7.434004992,8.970940718,8.8952900365,11.85143099,10.15158143,8.63870843,6.851939905,6.85728623633,8.925948346,9.790316001,5.263796174,7.98024780733,7.573270608,7.823910338,5.447072821,5.24837698833,7.45009874433,12.79172868,4.9862913385,10.556927885,8.538015376,12.15735176,9.54491507267,9.92962042025,4.783733416,11.40689869,7.5152183045,BRCA
10.30423184,7.4892811905,8.34005414067,8.328238603,7.617451165,9.137596541,12.30526243,10.56773774,9.105424774,7.720554015,6.98583618567,9.306620611,9.621540871,4.666494361,8.10930807267,8.793791152,7.399643492,5.526842257,5.53642168467,7.274267016,13.53768073,5.0894740075,10.203741152,9.919913997,12.37045183,9.308986594,9.5267827935,4.591324374,10.8441842,7.932324997,BRCA
10.01630727,7.60419874725,8.32145586233,7.646560735,7.951592348,8.7715994965,12.17369752,10.36546703,8.702935506,7.049034762,6.745670579,8.418148959,9.966450434,4.979352307,8.00239354267,8.200139826,7.525385978,5.750775321,5.595273903,7.46168210467,13.11366653,4.7070939405,10.89252935,9.221889841,12.31303756,9.63982533267,10.0202331677,5.262105418,11.72645885,7.2933835575,BRCA
9.710479778,7.6131952125,8.14108928133,7.580147605,7.831118976,8.814762927,11.76088636,10.04856559,8.706980396,6.816283298,6.961521304,8.420487797,9.467889912,5.034316149,7.974428739,8.072268123,7.4960371,5.47306167925,5.255483044,7.27825303333,12.94317143,4.785548239,10.663091465,8.865223773,11.88705885,9.38273474467,10.0032428585,4.595801044,11.43412272,7.7644493235,BRCA
10.13161943,7.54241380275,8.18740906767,6.923657663,7.873968686,8.8427635345,12.39294532,10.71573921,9.637567286,6.923033642,6.63499132833,9.065564991,10.0126056835,4.66393703,8.21221633867,8.569856676,8.143537712,5.32913483825,5.218885744,7.37350295033,13.51771248,4.779227546,11.313931385,9.451314737,12.64235755,9.76175120733,10.306798503,5.58151037,11.48278541,7.791415503,BRCA
9.588143592,7.47378537275,8.36381626167,7.386080459,7.59266469,8.8470592445,12.1857598,10.69117233,8.851109621,6.996504912,6.79505783033,8.809061578,9.8881949605,5.267920811,8.055018254,8.006341684,7.736200862,5.573302937,5.45053625333,7.59660755733,13.44437567,5.2980745075,11.07176102,9.128807058,12.0234322,9.63726577167,10.0818457032,4.450633198,11.22269547,7.420363919,BRCA
