@relation data

@attribute 8851 numeric
@attribute 2932 numeric
@attribute 5361 numeric
@attribute 10570 numeric
@attribute 5362 numeric
@attribute 1809 numeric
@attribute 1400 numeric
@attribute 2242 numeric
@attribute 1808 numeric
@attribute 56896 numeric
@attribute 1020 numeric
@attribute 91584 numeric
@attribute 10371 numeric
@attribute 8829 numeric
@attribute 2534 numeric
@attribute 55558 numeric
@attribute Class {Control,BRCA}

@data
6.04568802,10.00381342,9.04464761,7.443111645,6.442740861,12.96419289,5.74184711633,9.792831413,13.82374193,6.293200902,7.99887404,6.139557107,7.743759193,10.158127895,9.2289642325,8.287228851,Control
5.680653031,10.79867858,8.83564079,9.135248271,6.107327595,12.82061982,5.840303323,9.972305339,13.7365584,5.84938086,7.779327238,5.372787809,8.276811994,9.137476819,8.8907159655,8.148376321,BRCA
7.4153883445,10.42204403,8.737501821,8.566787689,6.18913825,12.17610621,6.18759726767,9.533437358,13.32746778,5.583918611,8.635084252,5.469732364,7.286698963,8.616895971,8.275073194,7.90251248,BRCA
6.299205049,11.11828268,9.085698921,8.332127343,6.323194968,12.10354363,6.15975813833,10.1090997,12.86713494,6.689547714,8.620477476,5.30196368,6.966479856,8.2676729985,8.08464112175,8.803470139,Control
6.3360334255,10.40311354,8.562730038,8.951110652,6.119673262,12.0767489,5.710909888,9.680329247,13.44751595,6.441662431,8.40571707,5.846249617,8.324744376,9.144599091,8.34620788925,8.518791936,BRCA
5.9774255455,9.953578497,8.703316278,8.598202463,5.969767112,13.36098494,5.937080385,9.819365272,13.66590217,6.480229268,7.79902435,5.79064906,7.918477361,10.134166214,8.716652398,7.702278545,BRCA
7.29976454,12.02630394,9.879085849,11.16381336,5.66903474,12.72067933,7.023150164,9.790479288,13.0583047,7.203154957,7.838134167,4.713162871,8.402085935,7.834786368,8.39165280725,8.852499177,BRCA
6.3994026335,9.584981814,8.616430414,6.136689344,5.982771878,13.18452521,6.07881289,9.352739287,13.62992806,6.661782105,8.301794677,5.083438106,7.797176966,9.863085986,8.80415305075,7.743893804,Control
6.62911232,9.460251675,8.298281562,8.30472906,6.127793825,12.17821986,6.07931438633,9.402735565,13.15138292,6.252103026,8.878166757,5.281894103,7.373259136,8.737701857,8.0162301535,7.988799878,BRCA
5.805455255,11.10846093,8.601288997,9.722825085,5.956644051,11.65462049,5.75059736333,9.464102115,13.14121392,6.196435533,8.725767673,5.883749862,7.777684566,8.911799081,8.42904151725,8.661084302,BRCA
5.5856726465,9.583290187,8.597718431,7.665853071,6.499212576,13.27753228,6.30631817767,10.04541878,13.44437567,5.920180882,8.702935506,5.123305363,8.656783369,9.2948509005,8.9502413505,8.678425073,BRCA
6.3534427865,9.857779317,8.173503659,9.173715311,6.227669487,12.61931219,6.159735106,9.401200125,13.42739342,6.68895356,8.212400476,5.201056716,7.398617851,10.0002065505,8.477755757,7.669064202,Control
5.6746545865,9.894916689,8.509419853,5.659789905,6.097300677,12.71414467,5.61971133133,9.670745253,13.44437567,6.226562114,8.520992932,6.47151722,8.397504713,9.9281851165,8.5293685075,8.215958981,Control
6.1649079845,9.243632862,9.877656504,7.053223024,6.114268757,12.84903075,6.01690160633,10.16124563,13.25616376,6.034420016,8.562224414,5.481404906,7.386080459,8.832306626,8.5706565075,9.702986948,BRCA
6.510538523,10.71182636,9.92487229,8.970940718,6.086301455,12.65463721,7.14465466467,10.18422484,13.38809538,5.734581769,8.209186643,6.2085325,7.748010194,9.6690879865,8.93480514275,8.778833709,BRCA
6.073563631,9.940739781,9.507616831,8.742748263,6.342701959,12.45547628,5.88930411767,9.697975811,13.14975193,5.901115032,8.907447372,5.482696044,7.32591507,8.771707186,8.1157153055,9.139564862,BRCA
5.7276772045,9.388491534,9.619138373,6.319315918,6.142827586,12.21931837,6.25737680633,9.749777737,12.63275562,5.785165535,8.627316027,5.769514729,7.297744257,8.473825855,7.9997957695,9.362930698,BRCA
6.717914903,9.946226836,9.258413586,7.242319362,6.29655434,11.78113439,6.424749435,9.385178158,12.78312415,5.36790503,9.068960366,5.388026974,7.409584255,8.945314097,8.34669283075,8.887647971,BRCA
6.259161734,9.355059844,9.151613494,9.040961675,6.351695128,12.02694363,6.34180663367,9.778192608,12.81545941,6.051160668,9.209484513,5.238988625,6.95239509,8.316603575,8.21665827025,9.41509797,BRCA
6.0685859445,10.72853303,9.136145956,8.627498432,6.018707189,12.19058871,6.00334122067,10.59849016,9.462973104,6.482691508,8.3077144,5.167730486,7.825835106,7.5528271515,7.74146486825,7.565846802,BRCA
