@relation data

@attribute 6770 numeric
@attribute 3290 numeric
@attribute 4036 numeric
@attribute 8029 numeric
@attribute 2638 numeric
@attribute 3293 numeric
@attribute 3284 numeric
@attribute 1589 numeric
@attribute 1588 numeric
@attribute 3283 numeric
@attribute 1586 numeric
@attribute 1585 numeric
@attribute 1584 numeric
@attribute 1594 numeric
@attribute 1591 numeric
@attribute 1583 numeric
@attribute 5641 numeric
@attribute 120227 numeric
@attribute 80765 numeric
@attribute 147323 numeric
@attribute 134429 numeric
@attribute Class {Control,BRCA}

@data
5.760449912,9.65777508967,7.27123219,7.919550328,5.703219255,5.651059765,5.162704759,6.572931815,5.15709054133,5.551986008,5.499695432,5.626155278,4.7654509215,5.968558082,4.866921886,7.930502474,9.893741597,8.448437571,6.9208933665,4.742021934,4.742021934,Control
6.05648800867,7.068728997,8.270226548,7.936109529,5.124960054,6.190817922,5.663779561,6.379383241,5.43543742333,5.282820861,5.214524337,5.59724157,4.8854495585,6.464101029,4.789483203,7.070285,9.00058412933,8.60235659,6.456964605,4.408172626,4.464508151,BRCA
6.01156302567,5.702404908,8.435400577,7.169627227,5.648185886,5.403788568,5.270913157,6.362211787,5.38759982333,5.707228834,5.442952823,5.90202005,4.922826352,7.380766509,5.001702332,7.580562199,8.749633673,8.838022945,6.373619747,5.117498954,4.213746022,BRCA
6.00506568633,5.65916861833,9.485839935,6.269599511,5.624840225,5.927488357,5.677798027,7.080127653,5.510095752,5.273526379,5.574564199,6.381331506,4.3905643155,7.168674938,6.605705905,8.063854951,8.64356962067,9.099052616,6.053037785,4.795989381,5.515077886,Control
5.64558207067,6.98727481867,8.528904455,7.722348399,10.27937295,5.577890454,5.406342144,6.603630517,5.59586093667,5.518229233,5.810386064,5.687908393,5.3791610015,7.504801363,5.476714818,7.910194676,9.38236160867,8.413650273,6.401589547,5.224591417,4.554721148,BRCA
5.41879283233,7.78200752633,7.472835254,6.579810423,5.163308771,5.831124321,5.214330049,5.770572224,5.10312416833,5.588872948,5.577437325,5.823119603,5.0492724515,7.095347239,5.357033992,7.22451093,9.836060365,8.410834102,6.422945403,4.699347423,5.048989481,BRCA
6.20099171133,5.747225222,8.596218763,7.224969077,5.55659131,5.455665247,5.346080415,6.742953157,5.64127889433,4.73770262,5.614644516,5.564234295,5.1441596575,6.757593772,4.976376524,8.641348343,8.05991102133,8.093524689,6.946815296,5.129706745,4.872350143,BRCA
5.81689138433,8.06822202767,8.283761058,6.252481536,5.052688948,5.388371455,5.198308745,6.240415109,5.60759746067,5.305616048,5.865554662,5.859479655,4.882252345,6.031721187,6.091811548,7.359993557,9.952717582,8.664234931,7.050574401,4.177862416,4.947679304,Control
5.57629417433,5.803413096,9.108133102,6.000682441,5.659076304,5.968442884,5.641409649,6.271841744,5.40751594967,5.488973851,5.39361462,6.089376987,5.0970489625,7.433086984,8.270226548,7.985615876,8.88885329567,8.797321986,6.5755160315,4.66393703,5.186273979,BRCA
5.89147224933,8.22060742933,8.868152066,7.391761545,5.340750292,6.60637236,5.159075364,6.627610941,5.48548137333,5.546594509,5.495064524,6.472573571,5.4576375785,6.579395613,5.149555339,7.921991334,9.203962901,8.595333135,6.199731172,5.177231401,5.238033268,BRCA
5.972397868,8.04748584467,7.240841706,8.247501672,5.398069207,5.947438964,5.398069207,6.520348088,5.56133875533,5.305068782,5.263890047,6.264916969,4.9864844825,6.260313286,4.310896376,9.177744123,9.93067222567,8.640788217,7.274228807,4.896527677,5.615895347,BRCA
5.60940957567,7.52307281167,7.916358891,7.059293418,5.159075364,6.000457109,5.241088186,6.475656937,5.494171808,6.598615041,5.664419727,5.981059894,5.3912241155,6.677582676,5.538857248,7.408841599,9.64808263,8.920353693,6.741705437,4.898101005,5.151586144,Control
5.093272339,8.794511906,7.456890577,7.08220527,5.406172047,6.132068463,5.337364334,6.140477679,5.51675636433,5.175436026,5.485435883,6.289378595,5.477321663,6.185822575,4.773747658,8.031385719,9.651258546,8.408500779,6.329300501,4.421396708,4.450633198,Control
5.544046934,6.503350174,8.332127343,7.184977282,5.793643135,6.942283201,5.729288494,7.349106756,5.425696196,5.349976695,5.545359333,5.619861398,4.674861496,6.957163362,5.325000691,7.804520085,9.20198218633,9.316316114,7.9648446665,5.528892615,5.504788206,BRCA
