@relation data

@attribute 6770 numeric
@attribute 240 numeric
@attribute 3284 numeric
@attribute 3283 numeric
@attribute 7252 numeric
@attribute 1583 numeric
@attribute 7166 numeric
@attribute 5641 numeric
@attribute 5740 numeric
@attribute 1621 numeric
@attribute 5443 numeric
@attribute 438 numeric
@attribute 4363 numeric
@attribute 3290 numeric
@attribute 5743 numeric
@attribute 4036 numeric
@attribute 5742 numeric
@attribute 8029 numeric
@attribute 3293 numeric
@attribute 1589 numeric
@attribute 1082 numeric
@attribute 1588 numeric
@attribute 1081 numeric
@attribute 1586 numeric
@attribute 1585 numeric
@attribute 1584 numeric
@attribute 1594 numeric
@attribute 1591 numeric
@attribute 5409 numeric
@attribute 7173 numeric
@attribute 10728 numeric
@attribute 5122 numeric
@attribute 4048 numeric
@attribute 15 numeric
@attribute 80765 numeric
@attribute 1644 numeric
@attribute 147323 numeric
@attribute 389434 numeric
@attribute 4056 numeric
@attribute 64174 numeric
@attribute 1734 numeric
@attribute 1733 numeric
@attribute 2638 numeric
@attribute 2488 numeric
@attribute 1735 numeric
@attribute 6528 numeric
@attribute 3972 numeric
@attribute 2687 numeric
@attribute 6916 numeric
@attribute 120227 numeric
@attribute 7054 numeric
@attribute 134429 numeric
@attribute Class {Control,BRCA}

@data
5.760449912,6.95411503633,5.162704759,5.551986008,5.28356184,7.930502474,5.720012484,9.893741597,11.21989318,5.78110476,6.17142705,5.243565552,6.6092351115,9.65777508967,9.3930229045,7.27123219,6.9407233715,7.919550328,5.651059765,6.572931815,6.32067026,5.15709054133,6.069052954,5.499695432,5.626155278,4.7654509215,5.968558082,4.866921886,4.972246049,6.6685211385,9.008275328,5.0236728415,11.65143532,5.089382945,6.9208933665,6.023427942,4.742021934,5.006535067,7.423676151,7.722570406,6.861782807,5.12979122267,5.703219255,5.3661768805,5.97762982,5.26866948,5.089382945,8.344163978,9.338959802,8.448437571,5.5858837835,4.742021934,Control
6.05648800867,7.516489036,5.663779561,5.282820861,5.210049084,7.070285,6.29655434,9.00058412933,10.1567155,5.219566658,6.1866653115,5.76593995,5.771439849,7.068728997,8.8139773665,8.270226548,7.140230465,7.936109529,6.190817922,6.379383241,5.553829893,5.43543742333,5.157863534,5.214524337,5.59724157,4.8854495585,6.464101029,4.789483203,5.438135838,6.6888767345,9.241090049,5.385578421,11.87463956,5.002940155,6.456964605,5.887288406,4.408172626,4.975688932,7.722174812,8.518260836,6.863966876,5.289029078,5.124960054,5.3150324935,6.418236866,5.428620839,5.394043544,8.730589968,8.92187152,8.60235659,5.125650212,4.464508151,BRCA
6.01156302567,7.52469168767,5.270913157,5.707228834,5.131148296,7.580562199,5.609778043,8.749633673,7.940168402,5.819930778,5.8836651175,5.442952823,6.2028306405,5.702404908,8.056837029,8.435400577,7.072765053,7.169627227,5.403788568,6.362211787,6.382672115,5.38759982333,5.186670157,5.442952823,5.90202005,4.922826352,7.380766509,5.001702332,6.657715471,5.1122915415,9.214180142,5.2755735705,12.43207997,4.997530935,6.373619747,5.312711681,5.117498954,4.939944983,7.1396241895,7.411068419,6.30451534,5.322851802,5.648185886,5.385380039,5.844744204,5.249645622,5.283469238,7.53621054,9.407427708,8.838022945,5.5904720335,4.213746022,BRCA
6.00506568633,7.21264682,5.677798027,5.273526379,4.42789603,8.063854951,6.052574163,8.64356962067,8.20904039,5.291135005,5.826429837,5.249456007,5.299286888,5.65916861833,7.8889224205,9.485839935,6.9325116935,6.269599511,5.927488357,7.080127653,7.047917653,5.510095752,5.377480603,5.574564199,6.381331506,4.3905643155,7.168674938,6.605705905,8.841046241,5.858600793,8.739663439,5.468986063,12.19704319,4.989038216,6.053037785,5.357737827,4.795989381,5.066316611,6.886749857,7.164708668,8.7884368785,5.13221139767,5.624840225,5.504518435,6.335306046,5.446761787,6.198794315,7.716855678,8.769293322,9.099052616,5.8439838165,5.515077886,Control
5.64558207067,7.17533249833,5.406342144,5.518229233,5.259471408,7.910194676,5.947964885,9.38236160867,8.695994791,5.249266367,6.1219312495,5.358792935,5.803377825,6.98727481867,7.9471266005,8.528904455,7.0536377325,7.722348399,5.577890454,6.603630517,6.131965608,5.59586093667,5.971837379,5.810386064,5.687908393,5.3791610015,7.504801363,5.476714818,4.694341356,5.905474916,9.860280449,4.8284649475,12.29943565,5.163107462,6.401589547,5.297935366,5.224591417,4.727936746,7.285822694,6.974073594,6.646810647,5.05092626567,10.27937295,5.240692364,6.186714102,6.29131404,5.245087973,7.695960982,9.12926442,8.413650273,5.5701302945,4.554721148,BRCA
5.41879283233,7.26909411033,5.214330049,5.588872948,5.694818396,7.22451093,6.338964187,9.836060365,9.927193184,5.712053188,5.74631893,5.360374153,6.4424979595,7.78200752633,8.852128455,7.472835254,7.37406127,6.579810423,5.831124321,5.770572224,6.129494897,5.10312416833,6.058214335,5.577437325,5.823119603,5.0492724515,7.095347239,5.357033992,5.391639926,6.1225401635,10.10402901,5.516102513,12.43390104,5.14017664,6.422945403,6.143337929,4.699347423,5.275017526,6.70871126,7.78527447,6.85598397,5.25623285567,5.163308771,4.916072587,6.601477856,5.353244986,5.298302041,7.551018227,9.457525103,8.410834102,4.992983245,5.048989481,BRCA
6.20099171133,7.13829554067,5.346080415,4.73770262,5.507803557,8.641348343,5.721927133,8.05991102133,9.274833037,5.447092526,5.964404679,5.610811697,5.555589806,5.747225222,7.978764199,8.596218763,6.1559204335,7.224969077,5.455665247,6.742953157,5.895672973,5.64127889433,6.35799673,5.614644516,5.564234295,5.1441596575,6.757593772,4.976376524,7.655282277,5.87122828,8.127763684,5.086907559,11.90894245,4.987447357,6.946815296,4.720021333,5.129706745,5.041123858,6.0320806245,8.453621618,8.6974252945,5.31208021733,5.55659131,5.241293886,6.537843983,4.927198693,5.836246857,7.636409152,7.40164993,8.093524689,5.8633026145,4.872350143,BRCA
5.81689138433,6.82093143667,5.198308745,5.305616048,5.464350722,7.359993557,6.119880723,9.952717582,11.29154789,5.89936372,5.404807758,4.912902804,6.153071572,8.06822202767,7.884541234,8.283761058,7.1148430665,6.252481536,5.388371455,6.240415109,6.281888889,5.60759746067,5.887897624,5.865554662,5.859479655,4.882252345,6.031721187,6.091811548,6.336734717,5.673265489,9.617614907,5.1696054505,12.00568429,4.894103816,7.050574401,5.665912346,4.177862416,4.613868688,7.8069242375,8.127286498,7.517416261,4.97783181,5.052688948,5.371841579,5.517599514,5.102039992,5.443615974,8.068417055,9.777124244,8.664234931,5.423904716,4.947679304,Control
5.57629417433,6.92672964933,5.641409649,5.488973851,5.197719213,7.985615876,6.095613938,8.88885329567,8.713129681,5.739855695,6.2184456665,5.241850906,6.069391638,5.803413096,9.7271422725,9.108133102,6.969180441,6.000682441,5.968442884,6.271841744,6.018595926,5.40751594967,5.841225451,5.39361462,6.089376987,5.0970489625,7.433086984,8.270226548,7.859086107,6.2420282615,10.03012262,5.2582671055,12.78312415,5.529517425,6.5755160315,5.620154746,4.66393703,5.38371401,7.5650069595,6.574711303,8.6793276615,5.432740591,5.659076304,5.076587947,6.524937838,5.057570761,5.615748247,7.561385569,8.946263807,8.797321986,5.73397804,5.186273979,BRCA
5.89147224933,7.18510210533,5.159075364,5.546594509,4.863456876,7.921991334,5.78136709,9.203962901,8.780376645,5.764746385,5.8213620425,5.401230463,6.3085827065,8.22060742933,7.7737994165,8.868152066,6.8642442865,7.391761545,6.60637236,6.627610941,6.075431682,5.48548137333,5.593362174,5.495064524,6.472573571,5.4576375785,6.579395613,5.149555339,5.460424154,5.7454671095,9.524390447,5.045598213,12.14240395,5.476390801,6.199731172,5.154627002,5.177231401,5.048771569,7.1628843975,7.060293663,6.15198306,5.44839904233,5.340750292,4.9404298,6.13976173,5.168332398,5.168332398,7.160832288,8.840700143,8.595333135,5.484697035,5.238033268,BRCA
