@relation data

@attribute 107 numeric
@attribute 10746 numeric
@attribute 108 numeric
@attribute 1081 numeric
@attribute 109 numeric
@attribute 111 numeric
@attribute 112 numeric
@attribute 113 numeric
@attribute 114 numeric
@attribute 115 numeric
@attribute 123745 numeric
@attribute 1432 numeric
@attribute 163688 numeric
@attribute 1839 numeric
@attribute 1956 numeric
@attribute 196883 numeric
@attribute 2002 numeric
@attribute 2185 numeric
@attribute 23236 numeric
@attribute 2488 numeric
@attribute 26279 numeric
@attribute 2767 numeric
@attribute 2776 numeric
@attribute 2778 numeric
@attribute 2796 numeric
@attribute 2797 numeric
@attribute 2798 numeric
@attribute 2885 numeric
@attribute 30814 numeric
@attribute 3265 numeric
@attribute 3708 numeric
@attribute 3709 numeric
@attribute 3710 numeric
@attribute 3725 numeric
@attribute 3845 numeric
@attribute 391013 numeric
@attribute 3972 numeric
@attribute 4214 numeric
@attribute 4215 numeric
@attribute 4216 numeric
@attribute 4313 numeric
@attribute 4323 numeric
@attribute 468 numeric
@attribute 4893 numeric
@attribute 50487 numeric
@attribute 51806 numeric
@attribute 5319 numeric
@attribute 5320 numeric
@attribute 5321 numeric
@attribute 5322 numeric
@attribute 5330 numeric
@attribute 5331 numeric
@attribute 5332 numeric
@attribute 5337 numeric
@attribute 5338 numeric
@attribute 5566 numeric
@attribute 5567 numeric
@attribute 5568 numeric
@attribute 5578 numeric
@attribute 5579 numeric
@attribute 5580 numeric
@attribute 5594 numeric
@attribute 5595 numeric
@attribute 5598 numeric
@attribute 5599 numeric
@attribute 5600 numeric
@attribute 5601 numeric
@attribute 5602 numeric
@attribute 5603 numeric
@attribute 5604 numeric
@attribute 5605 numeric
@attribute 5606 numeric
@attribute 5608 numeric
@attribute 5609 numeric
@attribute 5613 numeric
@attribute 5894 numeric
@attribute 6300 numeric
@attribute 6416 numeric
@attribute 64600 numeric
@attribute 6654 numeric
@attribute 6655 numeric
@attribute 6714 numeric
@attribute 775 numeric
@attribute 776 numeric
@attribute 778 numeric
@attribute 779 numeric
@attribute 801 numeric
@attribute 805 numeric
@attribute 808 numeric
@attribute 810 numeric
@attribute 815 numeric
@attribute 81579 numeric
@attribute 816 numeric
@attribute 817 numeric
@attribute 818 numeric
@attribute 8398 numeric
@attribute 8399 numeric
@attribute 84647 numeric
@attribute 8681 numeric
@attribute 998 numeric
@attribute Class {Control,BRCA}

@data
6.45574924,6.5459354385,7.091120961,6.001696,12.17610621,6.551751032,10.29987056,7.499250204,6.134894093,8.179201405,5.07159617,5.5612686795,5.561334729,10.02000108,6.71360662325,10.90371263,9.68790976,6.64403477267,6.4844860445,5.5114628315,7.672602519,11.36612562,6.808774778,8.86041017833,8.143894795,5.8222421825,4.484702303,9.153599552,4.990967619,8.198599078,9.330368553,8.417642766,11.5968724,14.17314893,6.7499434665,5.007208117,5.294263476,11.22161448,7.589149038,8.318065147,8.69186661,8.513886585,10.0119242083,8.359597076,5.236694705,9.955032716,5.028581582,7.31944887,6.313976471,6.366720539,7.616550911,5.199683385,6.8672911265,9.35965136,8.976865608,6.5859397695,5.0578073466,6.287994543,8.202296649,6.39932068633,8.0707152215,8.06297051567,11.573459625,6.87186987967,5.9065229025,7.8209172285,7.597317289,6.3734932246,9.821790372,9.736317839,11.94944384,5.63874470533,5.64379041867,8.324744376,8.521216589,10.23292486,7.123193151,7.974032126,5.515077886,6.507481989,7.055014278,6.89592443067,7.242319362,5.911818141,5.584068992,5.573049727,12.72208073,13.38150649,12.59449147,8.258590913,4.893133131,6.698083445,6.6343243228,6.093509969,8.432536035,5.870386066,5.920180882,6.522938973,10.53462901,6.604948967,BRCA
6.928720816,7.0793982415,7.103762836,5.396785641,12.72821502,5.868767777,9.8796694575,7.346604868,6.137304345,8.316509092,5.661461823,6.791169903,5.302694893,9.448901532,6.904091352,10.62174996,9.524248408,6.47380877667,6.6696596965,5.270601513,7.4082496475,11.23978961,9.546605663,9.172881566,8.034993039,6.26517843,5.229790979,9.5256586835,5.110416751,7.4409667175,10.4353997,9.772677934,11.78113439,13.87385551,6.5565791765,5.440463287,5.563166712,11.05015324,6.9964711445,7.7876886765,7.882063906,7.220961395,10.1390444913,8.700336649,5.693634181,8.659524242,5.352274105,6.461320332,5.476714818,5.733904229,7.210454923,5.628781795,6.6906065225,8.862560746,8.287990648,6.027160675,5.3421536938,5.822227442,8.474558864,6.68769140167,8.122214867,8.197304519,11.32136754,6.80618221367,5.767601547,7.3186471095,8.0098633265,6.7192971842,10.00036666,9.990983614,11.38105635,5.63836021117,6.10103173667,8.037891629,8.191637632,10.11618835,6.222800335,8.704684954,5.130530665,8.512524314,7.958945778,6.98144085767,6.719187291,6.174282191,5.401230463,5.38008113,12.77087865,13.60583775,12.7232493,7.980483962,5.487045126,6.358392415,7.4279636484,6.32819879025,8.398001158,6.093682064,6.470053303,5.67215039,10.19872162,7.351535111,Control
6.6365159435,7.268244413,7.148098063,5.945567469,12.31128435,6.993564335,10.337719898,7.516962875,6.679413681,8.597597398,5.677618038,6.935865955,5.844744204,9.941260812,6.94855824675,10.76919343,9.844219734,6.29282598867,6.8308282135,5.0541479975,7.5105573045,11.54241539,9.998851701,8.796592193,7.564418422,6.3247167465,4.861349053,9.597360232,5.51854399,7.6537280945,10.86238187,9.630713575,11.47029296,14.67256817,7.0758260015,5.014814152,5.349622922,10.77967445,7.630412058,8.3066038545,7.953354189,7.285959595,10.0956083517,8.782311189,5.140994603,6.415070431,4.748208435,8.973741217,5.605339686,5.748871259,7.225668073,5.637792259,6.47943359,8.559712748,8.529255941,6.4244788405,5.4913025734,5.416511492,8.584390499,6.24070564267,8.3340579265,8.151507585,11.488573795,7.13682015067,6.1670985755,7.67532014,7.822857961,7.4496009772,9.110118593,10.29596436,11.33166731,6.10693756767,5.82446156933,7.957045617,8.1047122775,10.13087976,6.621469955,8.3498677015,5.190823476,8.640083234,8.326250965,6.75905554167,6.816699294,6.073504957,5.587673458,5.579701547,12.97797754,13.47298527,12.52742331,7.190568257,5.032994809,6.190817922,6.2234283246,6.3057024235,8.5689651635,6.2344696845,6.023816023,5.612950486,10.34930366,7.359104133,Control
7.5681815995,6.720317067,6.757360421,6.058593171,12.08630553,6.859476161,10.5431463085,7.537142914,5.930152602,9.210044899,5.251839337,6.23780006725,5.930152602,9.398316765,6.51319229175,12.10567621,10.24378721,6.61150973733,6.0566410755,5.5704913555,6.91471303,11.88448737,9.061277435,8.711268495,9.512108899,5.9957160705,4.756504979,9.06038523,4.643595993,8.1909422715,11.40394419,9.432772131,12.30526243,13.48222565,6.6476128175,5.196047562,5.619861398,9.313711317,7.6667872165,8.3682502305,7.141726863,6.845430852,9.26197813267,8.647099619,6.000795094,8.179338273,4.988243006,5.998088995,5.276507133,5.90527342,8.314312607,5.427447991,6.1256933725,9.181625078,9.137978063,6.619283011,5.4387987878,5.237842121,7.646632733,6.35314852433,8.5136732065,8.08129530567,11.695521545,7.63109708367,5.967633391,8.0652644275,7.8440908905,6.4529665452,10.87659774,10.01433476,11.29445435,5.68339117333,6.17992307233,8.007981913,9.115932728,10.76657469,7.464997224,8.5569316505,5.470546015,7.7584583,7.997872605,6.82951290367,7.919550328,6.152087694,6.770039856,5.483986029,12.99135537,12.16391545,13.2860567,9.583882482,5.825792781,5.427447991,7.3891393726,5.77084102,8.8803822835,6.6836249165,6.880995006,5.576606219,11.86074569,6.6884391885,BRCA
8.248473233,7.0148852725,6.790319577,6.545354989,12.52742331,6.528184984,10.581626049,7.828646059,5.826428522,8.774277353,4.738973163,6.155251749,5.560417864,8.612113902,6.77269984975,10.84257057,9.913970625,6.25544650767,6.1713175965,5.640452122,6.907104035,11.6188926,9.803614982,9.207844615,8.261532137,5.526089198,5.144669712,9.5800955565,5.027807878,7.2806843915,10.55627639,10.64514978,12.12065594,13.17144427,7.0204037355,5.229790979,5.718232318,9.683047729,7.206289205,8.3055656955,8.740962229,8.613449811,8.49149394467,8.81729638,6.518854253,8.639920497,5.528267534,5.670168482,5.421737703,6.805328332,7.715929611,5.661643617,7.150427771,9.677900683,8.625965515,6.1288615465,5.8117429202,5.913135501,7.883225397,6.73899581333,8.362647345,7.95451796533,11.206231375,7.16731786533,5.329465727,7.6098380195,7.5531159175,6.5996740378,10.82965558,9.712540381,11.28106518,5.76476224117,6.406842111,7.711014946,9.223319527,10.37973064,7.090538878,8.5497894345,5.139153532,7.8511886,8.051101686,6.91208436433,7.855929176,6.347670638,5.78712633,5.263796174,13.22427159,12.44601199,13.16228672,9.387974825,6.622202397,5.403021612,7.102716789,6.31097129675,9.045054579,6.1187618665,6.2085325,5.627687994,11.20858205,6.843482732,BRCA
7.7603213985,6.6800095955,7.210990588,5.923274739,11.98243759,6.908335947,9.8093092945,7.272725709,5.809164401,9.115954722,5.294109989,6.273689165,5.561792943,8.852077767,6.93725355825,10.00516175,10.00415062,6.46065986433,6.211869299,5.166733452,7.043698385,12.24637996,8.90929393,8.61201467833,9.202810181,5.932474839,4.898705674,9.0393998015,5.304521308,8.539009948,11.43117909,10.02677279,11.98934847,14.09890062,7.1398498025,5.16953547,5.882772183,9.206422917,7.431226568,8.257624521,7.066307529,7.484019523,8.98498628567,8.541833388,6.647750264,9.341202521,5.602001935,5.511128997,4.909306588,5.859106883,8.095424881,5.276693226,6.6456791705,9.203752442,9.170414035,6.5537420015,5.3283454926,5.754627826,8.420129842,6.39469361333,8.2700591175,8.00665617633,11.49634678,7.513620188,5.656097949,7.0284721055,7.5935132445,6.4103000694,10.6792956,9.812386363,11.36168902,5.51281927767,6.318598458,7.832100626,8.596734373,10.55366796,6.615413078,8.480919728,5.276693226,7.192690117,7.815353072,7.22720437133,7.990970633,6.201051201,5.65306808,5.874558002,12.53522562,12.2076581,13.15138292,8.224316626,5.504788206,5.301049141,6.7947153724,6.125065043,8.936266678,6.234057094,7.276545808,5.826873374,11.52169626,7.08107622375,BRCA
8.9607456695,6.7736433005,6.696275996,5.717684133,11.37035382,6.506728574,10.2967908845,6.904728314,5.495384375,9.223803305,5.079366726,6.46315116575,6.099195905,9.986276218,6.51560473275,10.70640129,10.22872886,6.65640928767,5.8868527975,5.475960936,7.1263689325,12.05836733,8.5896522,8.82288182267,8.853372818,5.5517253745,5.197915751,8.9731778835,5.07383228,8.146852134,11.63501532,10.62223972,11.82192354,14.01211384,6.9933104255,5.547674422,5.310350345,9.06544382,7.546302448,8.277976672,7.083482319,7.295978093,9.07986003567,8.366847964,6.080237268,7.609956448,5.782022708,5.771893004,5.034316149,5.985791427,8.03491053,4.800655715,6.090948927,8.916223677,9.258413586,6.61609541,5.4065428568,5.634165776,7.621284726,6.135427533,8.312353367,7.86577453733,11.796022585,7.367541703,6.071716146,7.455521977,7.244024888,6.3663407464,10.91211486,9.916141133,11.42163372,5.7480082465,6.132790906,8.014301064,8.4342113255,10.73881029,7.250987916,8.4390426745,5.307438771,7.688986551,7.672568764,7.35444662233,7.396478754,6.166118507,7.156439912,5.265109838,12.56790862,12.15610687,13.15138292,8.224798947,5.487527549,5.726293954,7.080579106,5.8364187005,9.0825127945,6.549194233,6.930799789,5.533727829,11.69911488,6.38540810175,BRCA
8.247227253,6.7996665995,6.830360313,5.752087059,12.05450776,6.567237875,10.2833042595,7.245317684,5.626885346,8.75759096,5.501397992,6.3805448535,5.735529792,9.270774855,6.4814821935,10.12880025,10.30881145,6.47103919267,6.0972822555,5.195217959,6.7347825315,11.74635698,8.886520521,9.12620744833,8.355550554,6.013393374,4.837705203,8.9213733295,5.172938736,8.041917075,10.51995589,10.68629503,11.43832419,13.34674991,6.9654454415,5.094670216,5.687348561,9.805889394,7.237215557,8.0063206985,7.953354189,7.890296391,8.95132230367,8.850844048,6.415746521,11.08324847,5.456815387,6.263978634,5.172938736,6.615670554,7.95691498,5.321757891,6.3105461925,9.373311685,9.003209471,6.6313943815,5.5295343186,5.620154746,7.779918143,6.82794277033,8.109774842,8.01917131267,11.46459896,7.37085903833,6.259376137,6.6752901625,7.5582124195,6.4518559062,11.25835125,10.0322459,11.31587145,5.4970801105,6.31258353867,7.922348208,9.083914411,10.51457134,7.043631926,8.551370553,4.555946662,7.192172276,7.588473151,7.03736704367,7.439417699,6.202227307,5.716724307,5.9029245,12.61931219,12.43207997,13.08540943,9.580758442,5.612213331,4.91887665,7.7021154506,5.76965114525,8.845940063,6.1807120225,7.362340844,5.705018031,10.51325413,6.7911300605,BRCA
9.5775018565,6.6833910795,6.904427271,5.701002294,11.82446468,6.427820369,10.2474442945,7.331949525,5.584068992,9.221769032,5.1174393135,6.522968526,5.742552812,9.087834821,6.70888373325,10.77554879,10.45750942,6.605324117,6.0356141115,5.346578426,6.5993611955,11.79550409,8.45292188,9.14021016267,8.899554147,6.2564984855,5.063730771,9.111304808,5.193782829,7.888636145,10.92093732,9.595686927,11.71457622,12.76004735,6.6035671485,5.372961888,5.702942321,9.17185302,7.668523899,8.076680504,7.78903004,8.001437928,9.24075260667,8.687831539,6.298892537,9.460589575,5.402254249,6.621286787,5.501288856,6.772153303,8.341164221,5.532793245,6.1597871345,8.860614559,9.219919401,6.8628717035,5.4814391052,5.341284192,7.098719371,6.69079792733,7.834274642,7.890844983,11.5411915,7.474173093,6.1648761405,7.151868078,8.134159504,6.2563490298,11.43596985,9.833428205,11.57272404,5.73544914683,6.56668181467,8.115760429,8.888639558,10.54450111,7.101978624,8.655247477,5.072332275,7.574595656,7.816841466,7.07743364033,7.662634777,6.027691096,6.065072081,5.626666364,12.52524557,12.39881323,13.04201932,8.416397618,5.718300827,5.593959684,7.6402182504,5.6454289565,9.010547562,6.616753136,7.685521692,5.935819934,10.99848485,6.67358924525,BRCA
6.364286878,6.1855424725,7.048353701,6.337002435,8.501728854,7.081832585,10.35590611,8.493075988,5.980260273,9.31063614,5.322765098,6.65967948325,5.657076342,10.13209518,7.023639895,12.03158587,10.01669727,6.21975276833,5.0579964415,5.286962666,6.4303488795,11.7820728,9.284894137,8.17602958933,9.905361101,5.6845101765,5.557280839,10.2970447,5.893915038,8.85628218,10.58930965,10.11297736,8.747421913,12.03663478,7.564460333,5.616777635,5.388199225,6.536717836,7.892026592,8.405898909,8.064030165,8.559378166,9.07764866567,8.961436038,7.542337622,5.953737396,5.52701656,5.706262025,5.167730486,4.904256777,8.136146677,5.255700175,7.305777696,9.440475292,9.795618068,6.2169798845,5.1210123436,6.445516183,7.791197286,6.127634878,8.4859598835,8.742530249,12.52079595,7.65359668867,5.593235253,7.830943777,7.835265585,6.6932167248,11.1404753,9.724718956,11.3119244,5.95434088933,5.459774314,9.015708527,8.5131320015,5.97155002,5.606894664,8.821488149,4.879597034,8.480033951,8.635646596,6.94510312533,7.26692969,6.684051207,4.990286948,5.135259094,12.50816376,8.929717871,10.82365605,9.284894137,4.953976689,5.451714936,6.6682021408,6.17753520375,9.6265515845,6.2767002425,8.723576586,6.232090496,12.04611629,6.6605798635,BRCA
