@relation data

@attribute 10352 numeric
@attribute 11185 numeric
@attribute 121278 numeric
@attribute 125061 numeric
@attribute 130013 numeric
@attribute 15 numeric
@attribute 1543 numeric
@attribute 1544 numeric
@attribute 1545 numeric
@attribute 1644 numeric
@attribute 169355 numeric
@attribute 1892 numeric
@attribute 1962 numeric
@attribute 217 numeric
@attribute 219 numeric
@attribute 223 numeric
@attribute 224 numeric
@attribute 23498 numeric
@attribute 259307 numeric
@attribute 26 numeric
@attribute 2639 numeric
@attribute 3030 numeric
@attribute 3033 numeric
@attribute 316 numeric
@attribute 3620 numeric
@attribute 38 numeric
@attribute 39 numeric
@attribute 4128 numeric
@attribute 4129 numeric
@attribute 438 numeric
@attribute 4967 numeric
@attribute 501 numeric
@attribute 51166 numeric
@attribute 55753 numeric
@attribute 56267 numeric
@attribute 6999 numeric
@attribute 7166 numeric
@attribute 7453 numeric
@attribute 847 numeric
@attribute 8564 numeric
@attribute 883 numeric
@attribute 8942 numeric
@attribute Class {Control,BRCA}

@data
5.771100681,9.831466044,5.028139516,7.519447852,6.879341631,5.089382945,5.821079567,5.147928634,9.562295439,6.023427942,5.464840793,11.94269603,8.035405516,13.0288437,6.4032298225,13.90556143,10.485252783,5.865059701,5.3139324875,5.748871259,8.311527198,10.55163644,12.97619003,9.387350221,7.366412106,12.56790862,7.4409698455,13.1577646,9.957331028,5.243565552,7.85701969767,11.42353215,6.0516986235,5.2209212,6.94532507225,5.061230973,5.720012484,11.225708785,10.8175146855,5.438135838,8.194856713,7.632742249,Control
8.138106815,9.908242911,5.205755379,7.870403386,7.033563754,5.002940155,8.886611969,4.98710623,9.503697124,5.887288406,5.633294061,11.58443655,6.802099894,11.95442182,6.056583232,13.59555882,10.019264947,5.890331925,5.3868104,5.679488016,8.1469649845,10.43684194,12.31303756,8.687945234,5.049534115,11.5155078,7.4912144285,11.8442763,9.304694199,5.76593995,7.62161351733,11.38356241,5.8341831485,4.713987651,7.3953556615,4.8738216405,6.29655434,10.844042685,9.866045097,5.9414064,8.402480371,8.4882753085,BRCA
5.438967501,7.212328882,5.834857349,7.5799383465,7.570123478,4.997530935,4.844123557,4.747402994,9.321038041,5.312711681,5.905393774,11.54512148,6.935698777,10.45871961,6.112002883,13.83149977,9.46395718933,6.241654902,5.5205412945,5.550755441,8.1827646205,10.87780964,12.7003986,6.963130532,5.515393331,11.2456925,7.952710478,10.08093113,9.175325691,5.442952823,7.43282185633,12.194507085,5.80072742625,5.710676447,7.0132055555,4.9077237285,5.609778043,10.563932945,9.7836577405,5.829159022,8.539819047,8.7887228705,BRCA
5.407702206,7.819127079,5.198898037,7.2464528155,7.675747359,4.989038216,7.345363384,5.677798027,10.09354338,5.357737827,6.040679456,12.14532727,4.910026549,11.12925744,6.548599416,14.26291555,9.60250727633,6.476183696,6.1854901165,5.427950757,8.4153593755,11.03657221,12.45547628,6.532671997,6.756826906,10.95576997,7.155509218,12.02630394,9.215327395,5.249456007,7.68856506567,12.319046675,5.74855958025,4.820703945,6.893480402,5.0151922105,6.052574163,10.85260783,9.442940266,5.337364334,9.222071035,7.618827262,Control
8.485629214,8.07875275,4.93618003,8.1772383385,7.900747773,5.163107462,6.454345052,4.841735742,8.8794769,5.297935366,6.175530214,11.81929108,6.860966288,11.84647188,6.81576014,13.57945564,9.31012465333,5.591119307,5.8195336145,5.905694616,8.2556724535,10.24516082,12.83289551,7.215681326,6.472817234,11.70867451,7.6718899015,11.21616247,9.091145182,5.358792935,7.770744989,11.80913255,6.0280456735,4.988243006,7.43429149725,4.7968335875,5.947964885,10.80894147,10.7680640095,5.716724307,8.180283551,8.970123715,BRCA
8.253411568,8.266647329,5.08535162,7.8436529655,6.844615152,5.14017664,5.743764871,5.040904755,9.242996091,6.143337929,6.114685208,11.50616141,7.684715533,12.28941816,7.224949571,13.83559602,10.2091594633,5.835678584,6.2042813735,5.520745364,8.4463055805,10.458089,12.2076581,9.344806934,6.026363672,11.82101269,7.6679207005,12.05151325,9.616108215,5.360374153,7.380654728,11.679923925,5.770836244,4.463378554,7.99557953875,4.7879993475,6.338964187,11.217182255,10.2219737915,6.141397664,7.881054484,9.4211630675,BRCA
8.548755575,9.971579881,5.442621133,7.655196706,8.121094588,4.987447357,5.981059894,4.981180512,10.55561035,4.720021333,6.413421135,11.52066056,5.650629048,9.234794159,6.265901599,13.96600025,8.441678221,5.757564188,5.2726163765,5.907137786,8.1344702145,11.12425722,11.74088764,7.146291501,5.486079796,9.665780528,6.883110591,11.45071911,8.706030693,5.610811697,7.46480964633,12.374971035,6.31927210725,4.909786602,6.8438583515,4.678484859,5.721927133,10.985933675,9.657563976,5.188253784,9.214514093,7.5806014975,BRCA
5.682019293,9.850476412,5.193979903,7.5793310775,7.366412106,4.894103816,5.859479655,5.273526379,10.31838495,5.665912346,6.193087311,11.81218745,7.330157527,11.61805062,6.2403037255,13.93264756,9.756458509,6.104971499,5.680256454,5.585722157,8.249139925,10.26349255,12.55220564,9.269086417,6.901292687,12.03524768,7.485282547,11.60131362,9.515168153,4.912902804,7.32584489167,11.9777839,5.9912548135,4.977979632,7.28877361425,5.1590234815,6.119880723,10.608166365,10.3436672635,5.856370278,8.588340915,8.6020640685,Control
5.883872025,9.237891778,5.574866903,7.564455063,7.237953528,5.529517425,5.167931151,5.241850906,11.19831015,5.620154746,5.536838744,11.59869472,7.223376994,10.9270559,6.926570309,14.24390588,9.25164354567,6.363088376,6.08065771,5.89761028,8.4551116215,10.23245125,12.70768381,6.58075273,5.639529738,11.89363345,7.811400851,10.5650833,9.690059592,5.241850906,7.631815611,12.239160505,5.99477885725,5.789736585,7.36998505,5.205401806,6.095613938,10.76660432,10.3644012085,5.778873021,7.942897304,8.543042073,BRCA
8.022868681,9.76887123,5.542111953,7.8926589205,7.56274065,5.476390801,5.856743757,5.542111953,8.197955209,5.154627002,5.850006293,12.03524768,7.358126164,12.50386679,6.43527559,13.83559602,10.3875623913,5.498898059,5.6441686615,5.546594509,8.4115501235,10.66366508,12.61931219,7.914909976,7.243129047,12.05089371,7.4221075335,12.30758799,9.835174498,5.401230463,7.75793094167,11.5195314,5.5298484825,5.834288528,7.23945711675,4.614790759,5.78136709,10.815856815,10.524733561,5.246228736,8.727955437,7.835024908,BRCA
