@relation data

@attribute 4208 numeric
@attribute 3725 numeric
@attribute 4209 numeric
@attribute 4149 numeric
@attribute 4207 numeric
@attribute 1147 numeric
@attribute 5894 numeric
@attribute 4205 numeric
@attribute 6772 numeric
@attribute 6464 numeric
@attribute 2002 numeric
@attribute 5062 numeric
@attribute 1050 numeric
@attribute 6416 numeric
@attribute 8569 numeric
@attribute 8737 numeric
@attribute 1386 numeric
@attribute 8491 numeric
@attribute 4217 numeric
@attribute 5601 numeric
@attribute 5602 numeric
@attribute 5600 numeric
@attribute 9448 numeric
@attribute 5605 numeric
@attribute 673 numeric
@attribute 9252 numeric
@attribute 5606 numeric
@attribute 4214 numeric
@attribute 5603 numeric
@attribute 4215 numeric
@attribute 5604 numeric
@attribute 4216 numeric
@attribute 5609 numeric
@attribute 4294 numeric
@attribute 4293 numeric
@attribute 3551 numeric
@attribute 5607 numeric
@attribute 4296 numeric
@attribute 1385 numeric
@attribute 5608 numeric
@attribute 6885 numeric
@attribute 1326 numeric
@attribute 7786 numeric
@attribute 9064 numeric
@attribute 11184 numeric
@attribute 11183 numeric
@attribute 6196 numeric
@attribute 1616 numeric
@attribute 6197 numeric
@attribute 6198 numeric
@attribute 6199 numeric
@attribute 2885 numeric
@attribute 5595 numeric
@attribute 5596 numeric
@attribute 5597 numeric
@attribute 8986 numeric
@attribute 5598 numeric
@attribute 4790 numeric
@attribute 4792 numeric
@attribute 5879 numeric
@attribute 4609 numeric
@attribute 5594 numeric
@attribute 6195 numeric
@attribute 7867 numeric
@attribute 5871 numeric
@attribute 3265 numeric
@attribute 5599 numeric
@attribute 1432 numeric
@attribute 8550 numeric
@attribute 6300 numeric
@attribute 5970 numeric
@attribute 9261 numeric
@attribute 7042 numeric
@attribute 2872 numeric
@attribute 7040 numeric
@attribute 7186 numeric
@attribute 369 numeric
@attribute 9020 numeric
@attribute 7046 numeric
@attribute 8717 numeric
@attribute 7043 numeric
@attribute 5058 numeric
@attribute 6667 numeric
@attribute 9175 numeric
@attribute 2353 numeric
@attribute 10746 numeric
@attribute Class {Control,BRCA}

@data
9.521659876,14.72492149,10.4068032,6.8375421116,6.663490948,9.004698798,10.11570732,7.78313105,10.31346778,9.15105029633,9.719046985,8.225782395,12.99639586,8.585478725,7.6838955385,9.943694688,8.727649179,8.543419637,9.636896969,7.621649748,6.7523535558,7.4995792045,8.068481945,11.44994835,6.513534664,7.256578464,5.86129168933,10.46146439,9.595220702,7.727140233,10.49127719,8.1704885395,7.887344199,6.319315918,6.186565552,7.1307406325,6.92162116733,9.485326755,10.707890538,5.85530403967,9.487800372,10.80733502,6.350767395,10.64831289,6.474070412,8.416919769,7.65857270567,9.030281671,6.52702968625,10.80480483,9.8141439395,9.4954151895,11.634256725,5.8147044715,10.28757997,7.917075341,7.03030591433,12.34771002,15.00532806,8.85850435833,11.83974258,8.27215776867,6.75911088,10.72737618,10.43894285,7.4423513115,5.939777752,7.09994864525,8.6131693455,6.752518218,8.69026092,7.3429582785,6.78103548,11.24236857,5.682300273,7.722570406,10.17550624,7.12458953,6.451380618,8.13891188267,9.289875449,9.037678125,10.08912308,6.840309404,14.72004222,7.5897722855,Control
10.58265505,14.11502538,10.70325065,6.6132613134,6.316829651,8.974945912,10.34726733,7.902708426,10.329653278,8.42779587067,9.192268846,8.658878356,11.96210624,8.106593131,7.3510555305,10.07879165,7.390558334,7.959684859,9.908805826,7.563421716,6.347242776,7.383968157,7.57646645967,11.52169626,5.99820185,7.931104142,5.85702554217,11.6627575,9.166697324,7.609246281,9.559434991,8.036449489,7.798165773,5.452044542,6.680926028,7.787354885,7.31862520433,9.912253574,11.4528809893,6.054235957,9.4310771815,10.36118197,6.678780134,10.77988986,7.698416725,8.166357216,7.51923145167,9.473939649,6.64235424625,10.83272413,9.498162056,9.5539178325,11.27623323,6.3882099015,10.14474144,7.958452847,7.157624222,12.34109771,13.91249272,9.23532012167,10.569760214,7.85669691467,6.746992115,11.28922369,10.53926573,7.8897640555,5.0886580415,6.60639379225,8.3752710795,6.478329262,8.669346719,7.508147197,6.166218956,11.53764798,5.101199635,8.156008632,10.06599536,7.618204007,6.425850025,7.57672874133,9.578863787,9.447476465,10.32795428,8.036999319,13.75148289,7.254019895,BRCA
9.044121624,14.41297137,10.32680616,6.665051653,6.52305663,8.986710369,10.45388564,7.507995028,10.0589241477,8.45925672733,9.676230874,7.83784169,9.656023072,8.6701660175,7.22130858,9.929872764,7.432878264,8.200605777,9.513535713,7.8060539105,5.84197348,7.0833900895,7.55338172233,11.72288448,6.84843868,7.428122563,5.82716031317,11.77105209,10.50005538,7.4638150875,9.65317699,8.1426863055,8.166013814,5.583918611,7.087943107,7.4532495275,7.23629484767,9.785984134,10.8440250817,6.35618041933,8.9013859115,9.118734206,6.791654965,10.5411695,7.691529493,8.30103981,7.197314467,9.369221698,6.2422901355,10.9243451,10.2425466365,9.480270588,11.198356615,6.6860773665,9.962375907,7.808660365,6.689778979,12.51631937,14.51605303,9.280236709,11.54593261,8.11094053067,7.136685014,11.524772,10.60938218,7.856102429,5.6701097255,6.58493097,8.6506075105,6.215392848,9.073024297,7.067906808,5.995434345,11.26220667,5.014814152,8.551997661,10.30533535,7.363480204,6.18913825,7.91175192233,9.330514214,9.822754492,10.30951646,7.348642132,14.33042537,7.099749051,BRCA
9.709937252,14.08054111,10.46847669,6.3501149108,6.648325671,8.742495656,10.09500831,7.016310012,10.100698262,7.73867912133,9.684192438,7.70770520067,11.7674087,8.231806127,7.550181463,10.01119619,6.4694836,6.408122185,10.2853274,6.9189611885,6.4393043462,7.0038486335,6.99350962167,11.42772678,6.723630657,7.4437513505,5.05698450317,12.00382718,10.578656,6.539903837,9.580847928,8.3087359185,8.473463378,5.759562832,7.290182754,7.4011955135,7.62681052767,10.257618,11.337274206,6.36100294267,8.417672848,8.425615737,7.279381043,10.53604832,7.6894721935,7.8678787585,6.97936211167,9.851765094,6.33404855075,11.19937192,9.9489026305,9.432546201,11.274247985,6.7189522505,9.836169177,8.570881384,7.046663354,12.26985874,14.35403309,9.422761191,10.2570662725,7.98209816267,7.5978930125,11.77058762,10.95004389,8.398114105,5.7758281875,6.0589973865,8.4311802525,6.355796501,7.67194989,7.5757878185,5.797150007,11.485756425,4.808914358,9.141437341,10.35265071,7.782574222,5.673352364,7.18497456933,10.06419075,10.03852848,9.80247643,8.324001746,12.01436934,7.2297368405,Control
10.17606751,13.43392773,9.976772145,7.0390496008,5.86196234,8.684828488,10.22872886,7.945504008,10.5729125313,8.10318445333,9.981439248,8.07563913267,12.19128143,8.6043275615,7.490961799,9.484878832,7.558059277,8.127028494,9.842350785,8.1880407455,6.3743216144,6.931778481,7.236588117,11.8471671,6.818713579,7.794648318,6.07725681717,11.72645885,11.00715715,7.0459737065,9.966174165,8.2072773585,8.264326623,4.638105195,7.144329712,7.5245616955,7.30377612233,9.757873796,11.0490871027,5.979395943,9.2133861525,8.860001471,6.571984385,10.18682028,7.3265682065,8.691300151,7.28840672033,9.396953172,6.76922237325,10.47933595,9.731993461,9.66718229,11.21839075,6.507280352,9.954407582,8.062452471,6.79859870533,12.37603319,13.73047547,9.29741101033,11.50644256,7.82991936767,7.021079646,11.29922535,10.33946621,7.697637374,5.704258658,6.730522711,8.749129863,6.095297454,9.268495874,7.645516256,6.737352562,11.40201826,4.828848945,8.106250323,10.14697308,7.444230413,6.53056679,7.786651762,9.272076349,9.507874464,10.75902287,7.573687183,12.40857396,7.7935442875,BRCA
9.550766562,13.80946823,10.91587586,6.7679002552,6.127948551,9.33884841,10.624983,8.516705752,10.5815088053,8.70127661067,9.979768545,8.35808952433,12.07584355,8.9337864765,7.9775367345,10.12499078,8.61053686,8.925377244,9.445998278,8.3174977465,6.511764621,7.4215310095,8.02464955667,11.5852209,6.520033725,7.69743404,7.15443493,11.51112271,10.15284924,7.516631177,10.23164154,8.3583418895,7.443878302,5.572291894,7.1507656,7.5689740425,7.05307250933,9.354624679,10.8002004453,5.98125183967,9.9163703245,10.87230572,6.410964842,10.98045221,7.1742404065,9.1117823395,7.361977291,8.235417282,7.19245125,11.22643043,10.1743432895,9.9164802245,11.07534033,6.1389807175,11.24081833,6.898090799,6.70524643733,12.87483063,13.77694807,9.14697742367,12.17961768,8.18650002,7.5246001185,11.31140223,10.45584633,7.3388634815,6.517858181,6.87151716925,8.944402292,5.996451597,9.673230059,7.5964459115,7.238598499,11.050839388,5.321216715,7.922110302,10.77106872,8.197856947,6.537921615,8.01981551,9.540317507,9.3312535,9.923045577,6.97665326,13.96600025,7.841849263,BRCA
10.64474883,13.91249272,10.09149526,6.926938337,6.060269679,8.17437786,9.961088297,7.842729237,11.3817422673,8.36198243367,9.212867878,8.02893851733,9.697849875,8.457614913,6.9360294185,9.601752743,6.689582656,6.598801111,10.88558411,6.747341416,5.495877927,6.239058915,7.19204142967,11.16076662,6.949071249,7.844629794,5.4415442,12.26224618,9.662659976,6.6799591085,8.977681421,7.890181034,8.963388234,5.46859248,5.701348918,7.550193916,7.036661383,9.76328754,11.1354255073,6.79660585167,8.575344218,7.890402801,7.108213734,11.13223641,7.891445025,9.309973532,7.46619594767,9.700778298,6.5621458705,11.68974045,9.6883434395,9.167523377,11.151396135,6.1131752385,10.20130339,8.40714147,7.32404088833,12.52075501,15.02279519,9.62804284167,10.2032142635,8.451561107,6.923040761,11.77105209,11.14357791,7.9742866725,5.6011167705,6.362735412,7.866317614,6.107065996,7.262755244,7.3846532985,6.518854253,11.60735899,4.73770262,8.283761058,10.66411416,6.740661566,7.387675143,6.84780819533,11.79415195,9.354305108,10.3743606,9.309829381,10.44201071,7.727730022,BRCA
8.670303166,13.96294256,10.37227772,7.0799700492,6.500009775,8.824657385,10.12277013,7.642631408,9.76574384767,8.53051419067,9.290572499,7.68379282967,10.41990782,8.519260169,7.2742748985,9.671351374,8.441575941,8.537326283,8.478204487,7.762308173,6.3190254744,6.487104221,7.89211064333,11.28922369,6.880413479,7.921844917,5.8607249385,10.99477083,10.21059864,7.490035246,10.00443156,8.068051145,8.267911597,5.659219053,6.222848625,7.4520617975,6.796289882,9.31805757,10.258386433,5.93944441167,8.9471097785,9.914654631,6.456769707,10.14390647,6.8986588765,8.0463447385,7.49696018667,8.817432296,6.575528975,10.38915837,9.8900263955,9.1611827995,11.40345044,6.584397126,10.16171172,7.659908731,7.14839452233,12.20475003,14.22362506,8.82865486733,11.820520445,8.171538624,6.824884907,11.03612228,10.53833958,7.7095138065,5.401013329,7.0975611175,8.731566002,6.332712967,9.194320487,7.097562405,7.822174254,10.6280523315,5.167931151,7.748127633,10.26119615,7.797176966,6.018039483,8.008015864,10.56613044,8.901176988,10.1003079,6.32224872,14.08516788,6.266308923,Control
8.626175475,14.44356588,10.19459101,6.8624420014,6.308617188,8.659854224,9.9831294,7.29632232,9.956344037,8.16926655967,10.01823535,7.77701585767,10.0776573,8.505661469,7.165259291,9.108531726,7.598929252,8.02917833,9.024350935,8.3694050275,6.1710283688,6.9655385505,7.458190085,11.82274022,6.894518054,7.9904688245,6.020187685,11.9611296,10.55937736,7.0317903905,9.452231522,8.154143817,8.382668468,5.553676326,7.383015446,7.530604743,7.59891329933,9.421602612,10.6759547673,6.398579306,9.204869818,9.2670448,6.227476961,10.3906422,7.1634039155,8.4401676895,6.894570391,9.320067806,6.443440984,10.83540327,10.173879045,9.3657406255,10.99057863,6.540140927,10.07596747,8.056205688,6.63685147833,12.42766909,14.37348409,9.29235500067,12.140966635,7.91861634733,7.242305488,11.27393851,9.968379206,7.94496816,5.8779809975,6.41978303225,9.1104104155,6.387246745,9.012625324,7.4254276565,6.303694572,10.934482423,5.46083367,8.550151431,10.30631839,7.392491577,6.385953509,7.927182045,9.938499406,9.625618044,10.31961599,7.261274872,14.82357723,7.4878088285,BRCA
9.596921694,13.15952927,10.26978741,6.8567213522,6.124747507,8.645245129,10.28660429,7.098982487,10.3519697093,8.39504068233,9.726661428,7.95022355167,12.67483341,8.616861979,7.1768613545,9.863923404,6.79980331,7.071143553,9.918602815,7.524249938,6.6645194764,6.9279187635,7.48905969433,11.64681981,6.877072814,8.0356480365,5.75900304267,11.43790563,10.19143901,6.992861854,9.69476318,8.281412746,8.896605722,5.630093262,7.803584057,7.6541093245,7.51244247967,9.980729078,11.1110274023,5.92169088967,8.9430429875,7.853467268,6.98547517,10.52635279,7.400487096,8.295378139,6.81342298733,9.83968846,6.26822091,10.84783275,9.8976062935,9.70078824,11.551814785,5.5596931095,9.70471686,8.294162511,6.691964128,12.09766027,13.54172225,9.23513699733,9.975804059,7.74245236133,6.8978346455,11.09393927,10.5846199,8.148239231,5.5839936855,6.2012063225,8.2279334285,6.271748387,8.33670864,7.581342169,6.274406692,11.34867369,5.062004299,8.509301078,10.44466839,7.396307489,6.276734513,7.73106613,9.642061229,9.599773923,10.38034502,8.338291947,11.55023948,7.381040729,BRCA
