@relation data

@attribute id string
@attribute 10154 numeric
@attribute 1020 numeric
@attribute 10298 numeric
@attribute 10371 numeric
@attribute 10398 numeric
@attribute 10486 numeric
@attribute 10507 numeric
@attribute 10570 numeric
@attribute 1072 numeric
@attribute 1277 numeric
@attribute 1278 numeric
@attribute 1280 numeric
@attribute 1281 numeric
@attribute 1282 numeric
@attribute 1284 numeric
@attribute 1285 numeric
@attribute 1286 numeric
@attribute 1287 numeric
@attribute 1289 numeric
@attribute 1290 numeric
@attribute 1291 numeric
@attribute 1292 numeric
@attribute 1293 numeric
@attribute 1297 numeric
@attribute 1298 numeric
@attribute 1299 numeric
@attribute 131873 numeric
@attribute 1385 numeric
@attribute 1400 numeric
@attribute 1463 numeric
@attribute 1808 numeric
@attribute 1809 numeric
@attribute 2064 numeric
@attribute 2242 numeric
@attribute 2260 numeric
@attribute 23122 numeric
@attribute 23129 numeric
@attribute 23332 numeric
@attribute 23365 numeric
@attribute 23380 numeric
@attribute 23396 numeric
@attribute 25 numeric
@attribute 2534 numeric
@attribute 256076 numeric
@attribute 2668 numeric
@attribute 2674 numeric
@attribute 2675 numeric
@attribute 27 numeric
@attribute 27289 numeric
@attribute 2817 numeric
@attribute 2885 numeric
@attribute 2909 numeric
@attribute 2932 numeric
@attribute 3265 numeric
@attribute 3320 numeric
@attribute 3672 numeric
@attribute 3688 numeric
@attribute 375790 numeric
@attribute 3845 numeric
@attribute 387 numeric
@attribute 388 numeric
@attribute 389 numeric
@attribute 391 numeric
@attribute 3984 numeric
@attribute 3985 numeric
@attribute 4233 numeric
@attribute 4627 numeric
@attribute 4628 numeric
@attribute 4629 numeric
@attribute 4637 numeric
@attribute 4684 numeric
@attribute 4690 numeric
@attribute 4893 numeric
@attribute 4902 numeric
@attribute 5058 numeric
@attribute 5062 numeric
@attribute 5063 numeric
@attribute 51332 numeric
@attribute 51466 numeric
@attribute 5217 numeric
@attribute 5361 numeric
@attribute 5362 numeric
@attribute 5364 numeric
@attribute 5365 numeric
@attribute 54209 numeric
@attribute 55558 numeric
@attribute 55740 numeric
@attribute 5594 numeric
@attribute 5595 numeric
@attribute 5605 numeric
@attribute 5621 numeric
@attribute 5623 numeric
@attribute 56896 numeric
@attribute 56924 numeric
@attribute 57144 numeric
@attribute 5747 numeric
@attribute 57522 numeric
@attribute 57556 numeric
@attribute 57731 numeric
@attribute 5786 numeric
@attribute 5788 numeric
@attribute 5879 numeric
@attribute 5880 numeric
@attribute 5894 numeric
@attribute 6091 numeric
@attribute 6092 numeric
@attribute 6093 numeric
@attribute 6237 numeric
@attribute 64096 numeric
@attribute 64218 numeric
@attribute 64221 numeric
@attribute 6654 numeric
@attribute 6655 numeric
@attribute 6708 numeric
@attribute 6709 numeric
@attribute 6710 numeric
@attribute 6711 numeric
@attribute 6712 numeric
@attribute 6714 numeric
@attribute 6900 numeric
@attribute 7094 numeric
@attribute 7305 numeric
@attribute 7408 numeric
@attribute 7529 numeric
@attribute 775 numeric
@attribute 776 numeric
@attribute 778 numeric
@attribute 779 numeric
@attribute 782 numeric
@attribute 783 numeric
@attribute 784 numeric
@attribute 785 numeric
@attribute 7903 numeric
@attribute 79784 numeric
@attribute 80031 numeric
@attribute 80728 numeric
@attribute 8128 numeric
@attribute 8440 numeric
@attribute 8482 numeric
@attribute 8829 numeric
@attribute 8851 numeric
@attribute 8911 numeric
@attribute 8912 numeric
@attribute 8913 numeric
@attribute 9037 numeric
@attribute 9048 numeric
@attribute 91584 numeric
@attribute 9252 numeric
@attribute 9353 numeric
@attribute 9475 numeric
@attribute 971 numeric
@attribute 9723 numeric
@attribute 9855 numeric
@attribute 9901 numeric
@attribute 998 numeric
@attribute Class {BRCA,Control}

@data
GSM481002,-0.1027459840,0.2786905493,0.8276971420,-0.1042195209,3.1661137341,0.8672685992,-0.1061308651,1.3353125524,2.9240636030,2.9477137673,3.3302642488,-0.0562563692,2.4378420075,1.3562680283,1.0692472836,-0.0101931147,0.6954617752,0.0901343941,3.3214588762,3.1169205132,0.5734778354,0.6429056355,3.3343211561,-0.2489346932,-0.1606762783,-0.1740250758,-0.0986931951,0.0194301160,0.1021230289,-0.1540620348,1.7664283834,1.8084039074,0.1082515674,-0.1307375439,0.7671700831,0.1806143027,1.6101533653,0.4468455879,0.1206888382,1.0201594162,3.0763170453,2.0763668117,0.4023514937,-0.0960269416,-0.0484894344,-0.0682681446,-0.0866603809,0.8533481091,-0.1220240985,1.6603051367,1.6104626348,0.3163274045,0.8950817100,0.8212452234,3.6576530137,0.0703873523,0.1496797397,1.1837387440,0.1314761901,2.3560742060,1.2771876843,1.6387094258,1.3281647927,1.9845301462,0.4683625614,-0.0160443468,1.3936964824,2.2880726643,-0.0304534344,1.8546691027,0.0083338210,0.3878209061,0.8848718814,-0.5439776896,0.4033383753,1.3998379606,-0.2075630972,-0.0649697760,0.1679163765,4.0000542999,0.7215389059,-0.0353893515,-0.0119277913,0.1471702065,-0.2147203533,0.1240366653,0.7920626903,0.3768321643,1.1201675758,0.1390805759,1.3945055625,0.3529334957,-0.0731963629,-0.0465546501,-0.0592862589,0.3568962877,0.0744925754,-0.0714246031,-0.0589692990,0.3019102771,-0.1722219885,3.2701125443,0.7911284625,0.3860900013,0.4844465967,-0.0548308435,-0.0235738736,2.4115205912,-0.2253085350,-0.0880841269,0.0137480984,-0.0234144181,0.2904654710,-0.1427236146,2.1744926922,-0.0454401621,1.0707884255,0.0578107462,-0.0124092440,-0.1454649512,0.8473812143,-0.0860616779,0.0289360628,2.8529286943,0.0616552577,-0.1493906910,-0.1655657803,-0.1343908462,0.0562264857,-0.1120073339,0.9215979593,-0.0516060131,-0.1020473254,-0.1661578801,-0.0606451370,0.4823913608,-0.1822880883,0.3089302084,0.2594797029,0.0981263947,0.0399173285,-0.1913737946,-0.3086191409,-0.0100295831,0.2336516834,-0.0360840932,0.0702981243,-0.1291773281,0.1561419878,-0.1834590614,0.0743834246,-0.0923607242,0.1760437542,-0.0044051602,0.2411862325,BRCA
GSM481003,-0.0990282975,0.6233459933,1.1253490030,-0.1415402086,3.0536560482,0.7781508644,0.4664202762,1.7951187749,3.2567019463,2.8340364515,2.8298389578,-0.0168115216,1.9479507021,1.6561109704,1.4205356702,0.0077806054,0.8810701189,0.5269208746,2.5899904335,2.1965385535,0.6397559802,0.5572516664,2.3664966821,-0.1384355811,-0.1245318381,-0.0946601087,-0.0955048771,0.0187250819,0.4033200631,-0.0568119608,1.5910229065,1.8586089502,0.0848142081,-0.0795263258,0.6890013869,0.1041292191,0.6894201780,0.4688356210,0.0953503352,1.1923801803,3.2347280714,2.0323438495,0.4055141435,-0.0643841951,-0.0223172885,0.7009992466,-0.0485839172,0.7322691872,-0.1173945274,1.6446159446,1.7524189089,0.2662321729,0.9718543944,0.9474795161,3.2723402183,0.0857827171,0.1592926320,1.8972559733,0.0738842817,2.2548772812,1.3222772131,2.1074112058,1.9281432134,2.1258344038,0.7010283081,0.1392996103,1.3183013256,1.3842648711,0.0805586505,1.6995888074,0.2493366491,0.2858860052,0.9542065300,-0.3392294066,0.5633794381,1.8544124930,0.1058954411,0.0791648394,0.1497072326,4.0010215042,0.8427018692,-0.0002985852,0.0467146010,0.0528823906,-0.1166303027,0.2762705119,1.1266197614,0.4223379152,1.1333078442,0.1453346393,1.4480353748,0.4791635989,-0.0845732945,0.3781885714,-0.0721497796,0.1244303655,-0.0135800610,-0.0251438192,-0.0234968919,0.2594220786,-0.1138911428,3.4451596026,1.8047334209,0.2815908568,0.5139417367,-0.0843789781,-0.0279678789,2.4059734605,-0.2030047386,-0.1156079771,0.3516429029,-0.0553885548,0.0839562974,-0.0651664286,2.0139065178,-0.0523089771,0.8568577646,0.1197667521,-0.0016825477,-0.1369300185,0.6912779407,-0.1652009224,0.4301923150,2.9574292897,0.0114212718,0.0389886080,-0.0596940244,-0.1179253610,0.0292362668,-0.0713662264,1.3229428827,-0.1059264553,-0.1208626293,0.0130403630,-0.0493126638,0.9415563443,-0.0297776674,0.2811997700,0.3012968381,0.0392268739,0.1930382849,-0.1595806764,-0.0033823654,-0.0527130397,0.1081421331,-0.0329260532,0.1015699538,-0.0556066314,0.0838791267,-0.1093169571,0.0502547459,-0.1098583953,0.1058213354,-0.0365102059,0.1941480732,BRCA
GSM481004,-0.0751204168,0.3929387330,1.1147533317,-0.1168769887,2.8817494180,0.6348758221,0.1403206229,1.4724049522,2.6661450467,2.8812906135,3.3228280151,-0.0280073428,2.6869005096,1.0971618332,0.9931254410,-0.0240043908,0.2368830724,0.1771072398,3.1213526831,3.0022276709,0.7848177474,1.5252857085,3.1540483535,-0.1424121824,-0.2050022501,-0.0174750394,-0.0750695079,0.0489846332,0.0216085663,-0.1078605417,1.6912293196,1.6132718136,0.1438268497,0.0260726637,0.9790825484,0.0916605486,1.1827101685,0.5250454512,0.1328991915,1.1318192096,3.1798400083,2.0528732984,0.6183126943,-0.0444176702,-0.0117848455,-0.0065585465,-0.0656365435,0.7429641194,-0.1136766663,1.9396583903,1.7306030480,0.3542718301,1.3618418052,0.8814408686,3.2242570717,0.0463520392,0.1403264253,1.4164143758,0.0657351969,2.2044553339,1.1584445268,1.3840411529,2.0184366770,1.9992494911,0.3995618889,0.1799735930,1.1855438092,1.8817260720,-0.0426069482,1.5103180234,0.0594986145,0.2737133683,0.9630198516,-0.4203788052,0.4561246896,1.7169649695,-0.1194602421,-0.0017352277,0.1967198617,4.0107247234,1.1573048654,-0.0410843682,-0.0390422694,0.2489550766,-0.1401147316,0.3342473523,0.7899170568,0.5495924441,1.3982536542,0.0639251527,1.6426371932,0.2327491872,-0.0901031689,-0.0053526709,-0.1071991661,0.2292358492,0.0114761360,-0.0379855483,0.0801455189,0.2838377680,-0.1673319362,3.1503309594,1.8457994221,0.4157156661,0.5060759561,-0.1335335108,-0.0400819974,2.0833490735,-0.2247126477,-0.1252912408,0.1080549803,-0.0500999228,0.1372055122,-0.0692378354,2.2867089779,-0.0397417043,0.9998145682,0.0007352362,-0.0060122215,-0.1475030502,0.8583761311,-0.0151659958,0.2901734749,2.9679501614,0.0692754934,-0.1091377224,-0.1834103518,-0.1191275287,0.0313274590,-0.1110790271,1.2314329323,-0.0582804563,-0.1305771612,-0.0810560658,0.0954696989,0.4161821402,-0.1360818951,0.1958457994,0.2860911708,0.1266244621,0.1191842665,-0.1360119277,-0.2415331669,-0.0560504383,0.1906331673,-0.0760995814,0.0465171202,-0.0894033644,0.3433930438,-0.1202374537,0.0654553829,-0.0717261270,0.2144779693,-0.0048373979,0.2163254187,BRCA
GSM481005,-0.1024286931,0.2476674517,0.9063413034,-0.0931565668,3.0758146444,1.2414205083,-0.0182791220,1.4300764308,2.9343244237,2.7405024894,3.2620702840,-0.0593194782,2.4558128611,1.8150000396,1.4181458082,0.0156455082,1.1270609973,0.1795111609,2.8658523086,2.8158727603,0.6748639502,0.9075434120,2.5681425855,-0.1244950768,-0.2085953145,0.0048199508,-0.0932476150,0.0936311534,0.1165544816,-0.1435487900,1.7341387771,1.6168036110,0.0660260143,-0.0705238303,0.7864466107,0.3958081128,1.3165735679,0.6238053200,0.1197699101,0.8774514512,3.1028474702,2.0808352083,0.4258142904,-0.0825395499,-0.0231788381,0.3707513706,-0.1371232699,0.9149172951,-0.0971951540,1.3458508960,1.6458761891,0.3095598578,0.9572651076,0.8521304950,3.6397311690,0.1258562207,0.2270940179,0.9686924309,0.1621117626,2.3612720490,1.1072648684,1.5323671252,1.2930419892,1.7450739777,0.5186531490,0.1209496400,1.2079211889,2.4050192088,-0.0236586453,1.9382778874,0.0157184281,0.4507309079,0.8978069759,-0.4229563857,0.5092585007,1.7067998852,0.1787671845,0.0425517440,0.1721459754,4.0078363122,0.7953907969,-0.0256413639,-0.0651208485,0.0315995204,-0.0921030266,0.3430747683,1.1941875398,0.4403047296,1.3712493853,0.0764267961,1.7146599734,0.2956988905,-0.0717456923,-0.0377524438,-0.0588336760,0.2669062797,0.1697341890,-0.0889385425,0.0223976037,0.3231648016,-0.1606572991,3.0240586301,0.9297815149,0.3888399490,0.4223670001,0.1486022554,-0.0235281201,2.3710606545,-0.2220981211,-0.1530887533,0.2346324288,0.0180744121,0.2881692323,-0.0563780173,1.7849416738,-0.0733705758,0.9218295805,0.0023247338,0.0075601748,-0.1382890262,0.6834549974,-0.0309793255,0.3535624693,2.7884811720,-0.0445056149,-0.1045152437,-0.1310550471,-0.0965664503,0.0202300634,-0.1121815815,0.9508894881,0.1712105853,-0.1180123382,-0.1370286876,-0.0477679923,0.7144491398,-0.1359275487,0.2778034230,0.6517645764,0.1238025158,0.2990612510,-0.1359038130,-0.2294144556,-0.0586272840,0.1306066445,0.0079088854,0.0015699955,-0.0661275457,0.2167669539,-0.0457425530,-0.0189860236,0.0901044437,0.2017863950,-0.0193651397,0.1866518880,BRCA
GSM481006,-0.1170010541,0.6161047570,0.6073877504,-0.0829039985,3.1853798097,0.8863663494,0.7122767861,1.4616832444,3.0438792707,2.8867894266,3.2151531601,-0.0843630171,2.4499495951,1.6152172529,1.2114373708,0.1649511852,0.9583237404,0.3363696632,2.9065673860,2.5407304203,0.6984549915,0.5428191852,3.0288312285,-0.1321449219,-0.1581155061,-0.0732395810,-0.1583247548,0.0438960250,0.4492468349,-0.0896152233,1.6840504054,1.9497680113,0.2159211816,-0.0007260690,0.7809424383,0.3205968915,1.2794037920,0.7692401947,0.1205287743,0.9625575279,3.2015762198,2.3677308262,0.4241999837,-0.0838642061,-0.0137961644,0.1486033207,-0.1060496113,0.8566166304,-0.0918733421,1.2024938531,1.6704388113,0.2718983890,1.0202108809,0.8876503406,3.5692172050,0.2863816976,0.1351042711,1.6513736873,0.1676137317,2.5397693236,1.3032351309,1.9966333806,1.0355297161,1.9840122383,0.5730661669,0.0792207283,1.2031900243,2.0039044817,0.0834426198,1.8396713564,0.2749650400,0.4491882131,0.6079864987,-0.3889243403,0.5787126888,1.7934826566,0.0293747667,-0.0052463899,0.1390250520,3.9567463995,0.9144721996,-0.0180313235,0.0123068739,0.0417312080,-0.1684145208,0.1087948374,1.0969844034,0.3909603753,0.9865753614,0.1169393467,1.4693608941,0.3745390098,-0.0696328950,0.1408993934,-0.0511582738,0.2529420034,0.1789698408,-0.0387839421,-0.0285723632,0.3365598011,-0.1013667325,3.3005572359,1.1112692641,0.3354175018,0.6002167076,-0.0799695962,0.0318450583,2.4450888038,-0.2209201046,-0.0709724811,0.4377417433,0.0128678733,0.2175775908,-0.1672803723,1.3645559378,-0.0957959116,0.8251884733,-0.0489342379,-0.0179128214,-0.1361614551,0.6011486065,-0.1478592350,0.7631579092,2.8086695909,0.0959829012,-0.1013233678,-0.1325347712,-0.1005041568,0.0721623655,-0.0321180584,0.7624131363,-0.0679914388,-0.1229288426,0.0061099167,-0.0379932632,0.8683193160,-0.1601841008,0.2075771438,0.1770339977,0.0751072931,0.3449254094,-0.0922322337,-0.1327975585,-0.0843647643,0.0775121015,-0.0184115914,0.0371839270,-0.0732185496,0.0903161133,-0.1468752514,0.0282734473,-0.0557838670,0.2237182429,-0.0847796116,0.1984657517,BRCA
GSM481007,-0.0681197878,0.8504661563,0.8128373353,-0.0443841540,3.0994705096,0.5433532508,0.8117420419,0.6030369515,3.0593108733,2.2292472782,2.5777011716,-0.0799007659,2.0245406918,0.9191657707,0.7993544181,0.3204650924,1.7868117746,0.7346229159,2.0481901239,1.7604704711,0.6088449438,0.6431702796,0.5014775190,-0.0864758536,-0.1422490579,-0.0175902291,-0.0920173467,-0.0388119381,-0.0006040169,-0.1132654760,1.6777482155,1.0778213176,0.2589795492,0.0391998751,0.8321013450,0.1126970585,0.8800249187,0.4898401466,0.0571031523,0.5710306652,2.9703590738,1.7807312609,0.3561066310,-0.0662900918,-0.0633994794,0.1567737638,-0.0418579392,0.2895207792,-0.0756499130,1.5574230077,1.7786090209,0.2271756674,0.5586554259,1.1560421735,3.2556382020,0.1095050505,0.2527581179,2.0664430995,0.1433539864,1.9990592401,1.2450055286,1.9481498301,1.3797527337,1.8459368755,0.5209065433,0.3142764187,0.9453835926,1.6829044047,0.0258557878,1.6390464359,0.0189746347,0.2655233111,0.8448888773,-0.1315955057,0.4080061787,1.4387447677,0.0480180450,-0.0966549000,0.1283824992,3.6135815979,0.8198763744,-0.0597360710,0.1894758041,-0.0077595236,-0.0308204579,0.0796935410,0.4812433449,0.2606000659,1.0516917631,0.1837086821,1.4225729533,0.7004835024,-0.0691061566,0.3359596031,-0.0591788655,0.1849544916,-0.1075234941,0.0697293393,0.1100423425,0.2014997771,-0.1007321801,3.0947886640,1.6025384089,0.2957258879,0.3367088031,-0.0947143893,0.0398056174,2.4612309449,-0.1792101732,-0.0663206353,0.6030297060,-0.0621160632,0.2030390211,-0.0262104734,1.3734828520,-0.0545902643,0.5705490610,0.0405839746,0.0468923578,-0.0979169657,0.6480991445,-0.1419781879,0.4821233730,2.4307935001,0.0120281918,0.0822912043,-0.1165982584,-0.0872170766,0.0597358794,-0.0724073578,1.4141703408,-0.0030257113,-0.0992052503,0.1335588821,0.0694089836,0.8458676273,-0.1669819681,0.3039160742,0.1265986347,-0.0022949152,0.2263913895,-0.1351998940,-0.1962702377,-0.0898811887,0.0050892559,0.0051506212,0.0381768778,-0.0682485959,0.0976002392,-0.1416027276,0.0535918136,0.1243066653,0.0565174456,-0.0449651944,0.2322261396,BRCA
GSM481008,-0.0098793640,0.4127539547,1.3750984623,-0.0224217224,1.9667925039,0.4243129626,0.1116682797,1.1509297296,2.8749696417,2.5394418168,2.5605059044,0.0079253788,1.6408250687,0.8718084935,0.9113662258,0.0038542704,-0.0916348136,0.1426806316,2.2619196176,2.1190208337,1.0699574307,1.8978852665,3.8049380184,-0.1810191682,-0.2281592609,-0.0047081881,-0.0964682123,0.1053648011,0.0078070336,-0.1648681754,1.5016744975,1.2354639602,0.0524233336,-0.0484523770,0.6478463703,0.2630604061,0.7363108927,0.7467970777,0.1181333933,0.7120074366,2.3687444263,1.9073203204,0.5704126423,-0.1061049655,0.0278591195,-0.0027443803,-0.1269276537,0.6043832930,-0.1301521488,1.3060828917,1.6622805248,0.3316378098,1.0892350491,1.2938889639,3.6774912677,0.1862932138,0.1197325149,1.6272087013,0.1743810166,1.7342027903,1.2663560211,1.2673418635,1.9804673527,2.0911838240,0.3248266624,0.2588366775,0.9181087288,1.1915852632,0.0038055128,1.7127480273,0.0812003916,0.3394867690,0.9191996994,-0.0956396759,0.4095634027,1.3603685686,0.0553188919,0.0558370269,0.2139929692,3.8572614791,0.8191373819,-0.0353482088,-0.0406771432,0.0153986725,-0.1413240396,0.1148563849,0.5544638191,0.4047704326,1.0726860836,0.1199409844,1.7668068455,0.5104368706,-0.1342649291,0.0569283839,-0.0117023872,0.2445528730,0.1214026098,-0.0287162610,-0.0525588903,0.2310766216,-0.1283997776,3.2627433132,1.8644267959,0.3589827556,0.8101971281,-0.0983015175,0.0280642769,2.5229439474,-0.2609953025,-0.1524466259,0.6805781120,0.0012555714,0.1490175020,-0.0641692008,1.7949530157,-0.0627846074,0.9039574933,0.0203939353,-0.0086323968,-0.0789963369,0.8231768893,-0.0937298844,0.3188313121,2.7709575175,-0.0574690060,-0.0676376425,-0.1599896951,-0.0672450389,0.0822007362,-0.1070747652,1.3015633692,0.1469396462,-0.0955578050,-0.1538561744,-0.0291121135,0.8501603604,-0.1061537098,0.3226523512,0.8263245128,0.2660243091,0.2706705966,-0.1145103402,-0.0773429197,-0.0880497731,0.0889258089,-0.0297400535,0.0348566799,-0.0117172239,0.0656264974,-0.1292381197,0.1205493439,-0.0178931890,0.1652377374,-0.0333633602,0.1960819449,Control
GSM481009,-0.0822495985,0.0189430303,0.3823645677,-0.1660696620,2.5470759869,0.4930301910,-0.2162244571,0.5008524405,2.7444512847,3.5249541001,3.9238586616,0.0548526612,2.8469472019,1.6929948631,1.1821684615,0.0837541569,0.5150820301,-0.0540151667,3.1254515244,3.2484655661,0.5644960992,0.2096942283,3.3628729879,-0.2856366486,-0.3094816745,-0.1355257199,-0.1868202660,0.0205618788,0.0315372746,-0.0518152261,2.0426399345,1.8605281245,-0.1318342609,-0.3141100821,0.6368520430,0.2381890517,0.8097245590,0.4429743089,0.0994998306,0.4853728315,2.5116498237,1.8072166741,0.1867759509,-0.0979195640,-0.1015181843,0.0888019451,-0.2124507887,0.5822764089,-0.3239396271,1.0966235556,1.3427748691,0.2152201382,0.4939206066,0.5253295350,4.1336198647,0.0512844025,0.0098238778,1.0402088259,0.1793832846,2.2850365361,1.2243885219,0.8028215208,0.9558427978,1.3773835668,0.3521814934,0.0263716091,0.8288925701,1.8403897276,-0.0659024413,1.8475952276,-0.0565020959,0.3375501747,0.7767756040,-0.8079107387,0.0829424338,1.0164196166,-0.0773522686,-0.0246356541,0.0765794798,4.5977925657,0.3923449246,-0.0839018668,-0.0888901464,-0.0430837720,-0.2075172436,-0.0406827099,0.5223361789,0.2795271149,0.7096309500,-0.0310865428,1.1411275206,0.0403311556,-0.1103657665,-0.0407355876,-0.0921382968,0.1822121439,-0.0428069517,-0.1467012674,-0.2745299885,0.1904850534,-0.0928309777,3.2104844170,0.7943820304,0.2270372226,0.7150616149,-0.1174115800,-0.0420569494,2.0020536223,-0.4196106986,-0.1315207788,-0.0556940845,-0.0048567386,0.0807280921,-0.0629682456,1.6174411757,-0.0860936282,0.6857666798,-0.1858813237,-0.0607615665,-0.2892409756,0.5292777442,-0.2148679675,0.1316067713,2.7177316307,-0.0553855791,-0.1449972377,-0.1978353354,-0.0726911084,0.0160836343,-0.1523115490,0.5742608378,-0.0191524538,-0.1185895427,-0.2192877745,0.0693866880,0.3275758230,-0.1671729772,0.0780274038,-0.2131320404,0.0163961687,0.0598930527,-0.1333185790,-0.4690959075,-0.0819307532,0.0559779193,0.0445668964,-0.0350985005,-0.0252252206,0.1411604585,-0.0908145631,0.1150749817,-0.1336806130,0.0880154629,-0.0747395321,0.2414110834,Control
GSM481010,-0.0816177267,0.0911745777,0.8913619245,-0.0663999150,2.8027122287,1.0172593056,0.4574844667,1.9160514132,2.7238900263,2.6051321654,3.0476547671,-0.0676465309,2.3856384558,1.3531419018,1.0112439031,0.1214909382,1.6079430990,0.2415605402,2.4133067850,2.6714729561,0.5024912788,0.4666664586,2.2906398921,-0.1155306771,-0.0914028924,-0.0140761624,-0.1333805618,0.1562225824,0.6639553456,-0.1002531606,1.6514118255,1.6472727504,0.0564712613,0.0043767417,0.6649437760,0.3835254499,0.6810700773,0.8257024645,0.1779702014,0.9368031445,2.8374412191,2.1198156030,0.7505683312,-0.0990710983,-0.0306458411,0.1211810778,-0.1037697178,0.9147946674,-0.0333553651,1.4765627506,1.7509254467,0.2999584299,0.9262991083,0.9039840400,3.7574702897,0.0979645552,0.0508783250,1.5005639649,0.1744263203,2.1533832948,1.1356745677,1.8321906031,1.4798714121,1.7883099443,0.4416490737,0.2723468990,1.2312479094,2.4048188267,-0.0464871672,1.8324911019,0.1930039476,0.4686533031,1.2621549368,-0.2775307882,0.5802971647,1.7903627032,0.0307533367,-0.0609518053,0.1345859531,3.9657661617,0.6323827756,-0.0240263004,0.0488821064,0.0879180451,-0.0919868707,0.1396836939,1.6262836189,0.5158594621,1.1154199801,0.1620686616,1.4836467796,0.3415882152,-0.0569741847,0.0070077871,-0.0368277670,0.2743944092,0.0944063394,-0.0153207681,0.0461166276,0.3299315085,-0.1117582013,3.1837559010,1.3407380601,0.3965836786,0.6490976008,-0.1000829660,-0.0273664836,2.0738813616,-0.1962632058,-0.1092037312,0.2496919222,0.0688335455,0.2435579410,-0.1233337872,2.2026424287,-0.0624392121,0.9981157515,0.0443381097,-0.0237400801,-0.0521959965,0.7593827262,-0.0920541608,0.1463151797,2.9788210231,-0.0453533062,-0.0724101748,-0.0598541774,-0.0734716319,-0.0524804330,-0.0359144217,1.1688287363,-0.0351954649,-0.1058995717,-0.0199061114,0.0662829365,0.5431491393,-0.1409050475,0.2844973728,0.2199290378,0.0593727959,0.1763107847,-0.0579645007,-0.1037690680,-0.0796308014,0.4052600395,-0.0136631736,0.0073591826,-0.0681560890,0.3025543428,-0.1366913221,0.0411312059,-0.1083011041,0.1962469822,-0.0291481853,0.2052486207,Control
GSM481011,-0.0661399035,0.6174847923,1.3098342415,-0.0465913061,3.3995239603,0.6324804669,0.0795663566,1.5376491624,3.1665536563,2.8519130112,3.1823942018,-0.0504243473,2.2762688008,1.4279926800,1.1410529101,0.0044402286,0.3086895734,0.0840626457,2.5397855622,2.3370346392,0.7341180585,0.8731260576,2.3418211380,-0.1493118951,-0.2418329560,-0.1527954746,-0.0995170355,0.0381124616,1.1848269739,-0.1496118564,1.6601854177,1.1130891581,0.1155217437,-0.0175769353,0.8908285292,0.1133368301,0.9030548711,0.3671809323,0.0948011485,0.4674448802,3.5947226684,2.0290059297,0.2638565085,-0.0789279965,0.0188005170,0.0108748842,-0.0500301922,0.3913903561,-0.0505804251,1.9453132041,1.9492786230,0.2272050983,0.8232649406,1.1300241724,3.2908608913,-0.0307999963,0.1527878153,1.3603861644,0.1905613793,2.2447497329,1.3839726604,1.8088489324,1.9169715047,2.0048142726,0.4506041334,0.0881457550,0.9504608170,2.0435080453,-0.0191171079,1.7154485098,-0.0834430861,0.2062822425,0.7011700384,-0.3073946551,0.2936353860,1.1011350507,-0.1137642160,-0.0464123637,0.2015310033,4.1210590004,0.9594391184,-0.0520229513,-0.1028779052,0.0393796369,-0.1992940919,0.3898262986,0.6961292517,0.3978262835,1.5733309313,0.2404869166,1.4467245919,0.6045665218,-0.0820199731,0.0127240843,-0.0550816169,0.1690626889,0.0099024671,-0.0764176501,0.0371929269,0.1999878575,-0.1524609731,3.1741475263,1.5971835990,0.2711141126,0.3198041812,-0.0612045668,-0.0538524333,2.7733664326,-0.2169276042,-0.0692112373,0.1338738643,-0.0475626586,0.0857347009,-0.0638885728,1.9040792997,-0.0462660074,0.5884908809,0.0400762598,0.0394449375,-0.1211100867,0.7561733133,-0.0693470378,0.8838909699,2.4501155933,0.0110394834,-0.0610902679,-0.1280837371,-0.0633816822,0.0947999682,-0.0572097716,1.0080670535,0.0448527070,-0.1378712639,-0.1152436459,0.0432516553,0.6937275299,-0.1626296048,0.2406132767,0.2623180048,0.0520912715,-0.0050959264,-0.0342819668,-0.2794866446,-0.0497008997,-0.0061365610,0.0183656297,-0.0148948143,-0.1015601751,0.1553518362,-0.1477645581,0.0423373656,-0.1052896763,0.1026980552,-0.0297064796,0.2254770854,Control
