@relation data

@attribute 8881 numeric
@attribute 5682 numeric
@attribute 9861 numeric
@attribute 5686 numeric
@attribute 5685 numeric
@attribute 5684 numeric
@attribute 983 numeric
@attribute 5683 numeric
@attribute 9491 numeric
@attribute 10393 numeric
@attribute 64682 numeric
@attribute 10197 numeric
@attribute 701 numeric
@attribute 51529 numeric
@attribute 5708 numeric
@attribute 5709 numeric
@attribute 5706 numeric
@attribute 5707 numeric
@attribute 5704 numeric
@attribute 5691 numeric
@attribute 5705 numeric
@attribute 5690 numeric
@attribute 5702 numeric
@attribute 5693 numeric
@attribute 5692 numeric
@attribute 7314 numeric
@attribute 5695 numeric
@attribute 5700 numeric
@attribute 5694 numeric
@attribute 5701 numeric
@attribute 5696 numeric
@attribute 5687 numeric
@attribute 5688 numeric
@attribute 5689 numeric
@attribute 8454 numeric
@attribute 51434 numeric
@attribute 51433 numeric
@attribute 29882 numeric
@attribute 29945 numeric
@attribute 4085 numeric
@attribute 5717 numeric
@attribute 5718 numeric
@attribute 5719 numeric
@attribute 8697 numeric
@attribute 8945 numeric
@attribute 5710 numeric
@attribute 5711 numeric
@attribute 5713 numeric
@attribute 5714 numeric
@attribute 5715 numeric
@attribute 5716 numeric
@attribute 6500 numeric
@attribute 8900 numeric
@attribute 51343 numeric
@attribute 5347 numeric
@attribute 5699 numeric
@attribute 5698 numeric
@attribute 11065 numeric
@attribute 890 numeric
@attribute 1017 numeric
@attribute 10213 numeric
@attribute 246184 numeric
@attribute 5720 numeric
@attribute 5721 numeric
@attribute 26271 numeric
@attribute 996 numeric
@attribute 7321 numeric
@attribute 7324 numeric
@attribute 9184 numeric
@attribute 991 numeric
@attribute 891 numeric
@attribute Class {Control,BRCA}

@data
11.5864322767,8.68690091133,10.66538909,11.45443311,10.773474255,9.0509661315,5.5594032075,8.849890707,8.2518409835,9.513027356,7.6853955185,9.5130720155,5.876585242,7.3510422728,10.88129775,8.320869495,8.2415367635,10.75119697,9.52802259133,12.5173582,10.76621026,12.00076422,11.29749826,11.63501532,12.3793121,14.001314075,12.69883927,13.19976669,12.8865864,11.75625619,8.79769619475,12.01088989,6.854560258,13.16916718,8.851515697,7.891633541,11.62074231,6.6515261255,10.89969322,5.731890172,7.502913581,7.6478096268,7.1263324395,10.18559438,6.7640108625,9.99408498,9.139564862,11.29559693,11.16207045,8.474680533,9.08037601133,8.3326087685,6.796886882,7.295978093,6.390259793,12.26010515,7.8586641855,5.946718082,5.739045575,9.26596478,9.389707223,11.33438519,9.3046709605,10.57043948,6.388848544,6.396138612,4.932168974,10.0092425685,8.34512935675,7.553861805,5.331285345,Control
11.6338743833,8.564460088,10.285160686,11.70800194,10.448362625,8.663920189,5.1000844475,8.687945234,8.6470158575,8.972521155,7.2170541915,9.4460828095,6.192939416,7.3426400302,10.53048708,8.224437221,7.999641059,10.11183374,8.66293534567,12.82483353,11.05745385,11.8759414,11.41436827,11.39179686,12.13981521,13.81882705,12.80741335,13.22888561,12.81758135,11.4706641,8.9447929715,12.096668015,6.785227259,13.26600764,9.109152314,6.84856387,12.19704319,6.7379607485,11.39527989,5.9049096225,7.829676956,7.6935621724,7.061510218,10.26616024,6.8141713125,9.75457026633,8.317719126,11.49325267,10.64810838,7.798165773,8.49440965167,8.2971822775,6.077889871,6.853313064,6.340211188,12.49390804,8.003615916,6.04174069825,5.943517738,8.958604237,8.918073954,11.40859261,9.371998932,10.25218676,6.0430433815,6.157756819,5.03365563,9.6892558675,8.52281951225,8.329169717,5.309804873,BRCA
11.5702330533,8.90620358967,10.525857853,11.79340834,10.50004144,8.7410247875,6.018363896,9.15137249,8.6963432705,9.108133102,7.912831347,10.021838884,6.209848712,7.224976819,10.68183161,8.504323566,8.1305872305,9.852580664,9.13019918967,12.78740681,10.82365605,12.08449626,11.41436827,11.56454026,12.29328779,13.884698385,13.11183912,13.26600764,12.81545941,11.44340995,9.05267110725,12.02999728,6.345720697,13.02126635,8.792189283,7.808660365,12.09904539,6.869178129,11.3989816,6.23860798,7.058590127,7.6312576694,7.367369481,10.57151592,6.8509701385,10.049331671,8.895644291,11.34727825,10.9447818,8.203655262,8.73865177933,8.6127798505,6.720350724,7.486435083,6.592573364,12.68497545,7.9306158695,6.74908509625,6.874400849,9.1433668585,8.923536316,11.2089234,9.657715067,10.74375964,6.6995400145,5.844744204,5.717135739,9.963199446,8.49307755725,9.925235871,5.932280461,BRCA
11.5606470833,8.06062747867,9.7075407315,12.05836733,10.45335816,8.2768542615,6.0392399955,9.228182036,8.687436261,8.316825834,7.4581159765,9.9727633615,6.244559471,7.4878570166,10.97310559,8.773914859,7.5951142215,10.1206141,6.501491522,12.79764436,11.3345919,11.77387079,11.84795592,11.41998139,12.28120423,13.10949585,12.80568549,13.52332736,13.13613647,11.21903252,8.8475481605,11.55921065,5.846751073,13.30543127,9.609927196,5.73024,12.48456748,6.6715156405,11.32897515,5.556737863,7.779327238,7.8421414368,7.3093172695,10.65722043,6.6247603795,9.861676143,8.699078855,11.25835125,10.95004389,7.961624956,7.931835366,8.522296209,6.183293584,7.958945778,6.635867278,12.81400365,7.136446259,7.33950241175,6.979113971,7.7178678995,9.204339515,11.41853536,9.7106639285,10.40029272,6.458095163,6.551443438,5.249456007,9.0746207545,8.57871707575,10.17005684,6.555360353,Control
11.5806475867,8.484101233,10.5959512115,11.70232867,10.78654813,9.400933638,6.028693113,9.234303192,8.7242702675,9.237891778,7.543913831,9.670002224,5.828587949,7.161221794,10.89071479,8.821105186,8.129256569,9.671351374,8.92179205133,12.83066776,11.59208337,11.8407859,11.30008097,11.45657274,12.07828769,13.92393915,13.06098469,13.05669872,12.99332148,11.83572685,9.56101011525,12.108842315,6.117700885,13.09561052,9.330659861,7.219219655,12.22983432,6.6164296375,10.88402951,6.4243852295,8.209881145,7.9014979902,7.0417430505,10.28274128,6.936615278,9.89827133933,8.485629214,11.22756798,10.76553912,7.495377629,8.806992301,8.478964386,6.125780878,6.960584469,6.97831327,12.58797677,8.101565847,6.54666819075,6.370125583,9.123941273,9.125523977,11.07799751,9.527273459,10.51648826,6.4112323765,6.249545485,4.615340623,10.1134177805,8.3869920265,9.350851427,6.520190915,BRCA
12.1339918167,8.26577764633,10.848082905,11.41892796,10.42774834,8.8631824515,6.0648074825,9.000521984,8.4071374385,8.639323636,7.8529284555,9.9087425115,5.612213331,6.776792448,11.24345683,8.70989467,8.3982787515,9.965402326,9.583846924,12.17902899,10.94250372,11.19443078,11.24631027,10.96486087,11.73846187,13.72048402,12.48456748,13.24583793,12.26689494,11.8734596,8.584152548,12.005052055,6.573651447,12.5801856,9.684319572,8.677068719,12.44988381,7.342223526,11.46972335,6.2497596215,7.178518271,7.7061769544,6.9303711535,10.50260587,6.691972956,9.731642715,8.698601474,11.64123906,10.52858624,7.914237304,8.989253179,8.648627771,6.672712173,7.058265416,6.794094554,11.77234975,7.2109038415,6.3652003555,6.893577983,9.3759597995,8.95814749,10.65984455,9.187016555,9.789085739,6.7187801615,5.767794645,5.499695432,9.996990863,8.6810634895,8.530563498,6.429495141,BRCA
11.5145750067,7.627110972,8.8728375605,11.62934992,10.644018325,7.3785163565,5.427401159,9.48265729,8.4601267675,8.078179001,7.163018361,9.738500574,5.955365844,7.6351415802,10.65680049,7.511675823,7.4298346275,9.622015717,6.90693820733,13.1007987,11.56978693,11.15733448,11.96287081,10.89071479,11.31322333,13.157660585,12.56435203,13.63630348,13.20290364,11.13455645,8.5786057585,11.7354617665,5.765011707,13.15586736,8.84970309,6.019930513,12.4173608,6.3666374985,11.09109172,5.182332781,8.323506447,7.875467798,6.686317724,10.71047093,6.403455599,8.73350074767,8.039907589,10.82348291,10.5206165,7.950470054,7.89073473833,8.47178547,6.268944869,7.179513849,7.728874776,12.88210333,6.83554656,7.3058340285,6.18408747,7.9728052855,8.944917819,11.9938814,9.300249878,9.808852038,6.686202902,6.731933742,5.178725843,9.4235422705,8.32276245325,10.62301752,7.168173481,BRCA
11.6136895433,8.898296117,10.79613101,11.64258438,10.769831575,9.1253842295,5.6375433755,9.291090747,8.620017522,9.549015053,7.6369717535,9.2760823915,5.738505243,7.4572438276,10.69844447,8.336351598,8.211239684,10.03091577,9.79916599967,12.69358176,11.0497977,12.15122597,11.45279735,11.82808501,12.50318977,14.498215135,13.11366653,13.00161496,13.09426251,11.70725139,8.783384793,12.028265245,6.573196985,13.21631242,8.496295686,8.520992932,11.89117053,6.652433483,11.09993968,6.191610237,7.77748732,7.6144880158,7.234214257,10.24516082,6.8512917035,9.853346974,9.248106134,11.40859261,11.11113911,7.468178286,9.42022077033,8.7601337405,6.986072764,6.683068735,7.277940882,12.21574693,8.2246126895,6.26826666075,6.544273338,9.321425499,9.321866737,11.6188926,9.5777333365,10.40712464,6.644794773,6.353195907,5.07383228,10.53697429,8.2724292895,8.015193578,5.149148835,Control
11.79353655,8.88636976267,10.937703845,11.79600727,11.171571995,9.5892770755,6.505547144,9.326081763,9.0434887545,9.367327993,7.3916087785,9.7701113155,6.034089818,7.1618852434,10.77621939,8.72948575,8.18494516,9.475936612,9.37684093033,12.70613234,11.46641824,12.05268701,11.52775569,12.04345466,12.32769025,14.242274775,13.2409799,13.12983363,12.64414927,11.69149721,9.38378296975,12.202062635,6.4876838,13.25798962,9.363686411,8.017366771,12.38250455,7.1812092455,10.99477083,6.7445377525,7.904907218,7.5683183254,7.654837992,10.48357425,6.6180162235,10.185042339,8.543090924,11.32669367,10.87349431,7.617451165,8.972024704,8.403286026,6.059891283,6.850721692,6.718296974,12.7295762,8.2093419145,6.96663888775,7.745155171,9.1526830635,9.43457148,11.1161313,9.713952053,11.33112984,6.7867375125,5.835425946,5.247558487,10.4854444445,8.8031293145,9.716982805,6.342257494,BRCA
11.7083151733,8.19283079433,10.2426533225,11.47931054,10.75364457,8.8337158815,5.4053195205,9.010990369,8.7916525815,8.797467904,7.704876591,9.6858681675,5.828143626,7.2458581842,10.99939073,8.330638085,8.0296321255,10.32115896,8.551578614,12.93429355,11.10029786,12.03287579,11.5798723,11.70928645,12.25199131,13.80215118,13.04382794,13.33363132,12.97797754,11.50843622,8.625664425,11.91235316,5.980660139,13.283571,9.078305028,6.594851287,12.06681079,6.861446222,11.18792748,5.57811289,8.023866778,7.5810767716,7.3863176745,10.05646198,6.6715821615,9.840100938,8.590662948,11.35860878,11.21306793,8.383500319,8.73795495033,8.7247164775,5.906897358,7.489890348,6.810382449,12.50251243,7.317170943,5.7988888795,5.748737112,8.766958367,9.153799716,11.81218745,9.4034636305,10.61404749,6.169236535,5.850006293,4.73770262,9.894298353,8.333393374,8.42512265,5.2209212,BRCA
