@relation data

@attribute id string
@attribute 1729 numeric
@attribute 2534 numeric
@attribute 2934 numeric
@attribute 3265 numeric
@attribute 3672 numeric
@attribute 3688 numeric
@attribute 387 numeric
@attribute 394 numeric
@attribute 4633 numeric
@attribute 4638 numeric
@attribute 5290 numeric
@attribute 5294 numeric
@attribute 5295 numeric
@attribute 5594 numeric
@attribute 5595 numeric
@attribute 5747 numeric
@attribute 5829 numeric
@attribute 5894 numeric
@attribute 6093 numeric
@attribute 6464 numeric
@attribute 6714 numeric
@attribute 7094 numeric
@attribute Class {BRCA,Control}

@data
GSM481002,0.4152959093,0.4023514937,0.1633670245,0.8212452234,0.0703873523,0.1496797397,2.3560742060,0.5145896167,-0.0346306446,1.3625687624,0.3417825494,-0.0743738270,0.0027666772,0.3768321643,1.1201675758,0.3568962877,0.6420627936,0.3860900013,-0.0235738736,2.2882412161,-0.0124092440,0.8473812143,BRCA
GSM481003,0.3880054766,0.4055141435,0.1055370967,0.9474795161,0.0857827171,0.1592926320,2.2548772812,0.3141893047,-0.2064045833,1.2856500560,0.1791957579,-0.0506758328,0.0220997693,0.4223379152,1.1333078442,0.1244303655,0.6960067314,0.2815908568,-0.0279678789,2.4272642752,-0.0016825477,0.6912779407,BRCA
GSM481004,0.3571623716,0.6183126943,0.1267374958,0.8814408686,0.0463520392,0.1403264253,2.2044553339,0.4544313495,-0.1264316804,1.3817822669,0.1934292825,-0.1540841441,0.0015714503,0.5495924441,1.3982536542,0.2292358492,0.6701001566,0.4157156661,-0.0400819974,2.7043259995,-0.0060122215,0.8583761311,BRCA
GSM481005,0.2762890950,0.4258142904,0.1382390448,0.8521304950,0.1258562207,0.2270940179,2.3612720490,1.0202225883,-0.0353071872,1.5834928939,0.2936143763,-0.1223234448,0.3289049813,0.4403047296,1.3712493853,0.2669062797,0.8165280745,0.3888399490,-0.0235281201,2.3308550971,0.0075601748,0.6834549974,BRCA
GSM481006,0.4399731831,0.4241999837,0.1147338989,0.8876503406,0.2863816976,0.1351042711,2.5397693236,0.9667708274,-0.0282834456,1.7353061437,0.2433270854,-0.0515387084,0.2390861619,0.3909603753,0.9865753614,0.2529420034,0.7397100626,0.3354175018,0.0318450583,2.3295555881,-0.0179128214,0.6011486065,BRCA
GSM481007,0.4452683119,0.3561066310,0.1695432946,1.1560421735,0.1095050505,0.2527581179,1.9990592401,0.5475669987,0.0125250198,1.3010591835,0.1014056848,-0.1263724936,0.1471414633,0.2606000659,1.0516917631,0.1849544916,0.6706443179,0.2957258879,0.0398056174,2.3985712954,0.0468923578,0.6480991445,BRCA
GSM481008,0.4150899748,0.5704126423,0.1535150900,1.2938889639,0.1862932138,0.1197325149,1.7342027903,0.5509530001,-0.0412420489,0.6000032061,0.1758980179,-0.0720937303,0.0879067641,0.4047704326,1.0726860836,0.2445528730,0.7187695248,0.3589827556,0.0280642769,2.4446920753,-0.0086323968,0.8231768893,Control
GSM481009,0.2212079304,0.1867759509,0.0234094000,0.5253295350,0.0512844025,0.0098238778,2.2850365361,0.6264597443,-0.0986701912,1.4763323557,0.2437746771,-0.1321362915,0.1336468826,0.2795271149,0.7096309500,0.1822121439,0.6320714956,0.2270372226,-0.0420569494,2.4154436141,-0.0607615665,0.5292777442,Control
GSM481010,0.3683986566,0.7505683312,0.0567238411,0.9039840400,0.0979645552,0.0508783250,2.1533832948,1.1964324483,-0.0379421383,1.2637862307,0.2892597577,-0.0223426086,0.1319778106,0.5158594621,1.1154199801,0.2743944092,0.5792703495,0.3965836786,-0.0273664836,2.2814118394,-0.0237400801,0.7593827262,Control
GSM481011,0.2191131976,0.2638565085,0.1341379129,1.1300241724,-0.0307999963,0.1527878153,2.2447497329,0.4608853212,-0.0960780908,1.6839087480,0.2223992294,-0.0940577877,0.0018939260,0.3978262835,1.5733309313,0.1690626889,0.9477119443,0.2711141126,-0.0538524333,2.8155515152,0.0394449375,0.7561733133,Control
GSM481012,0.3168162335,0.5053003297,0.0766397801,0.8123865621,0.1815947662,0.1729949372,2.1506860018,0.6670712991,-0.1032246650,1.1482099920,0.2830991491,-0.1372564608,0.1236136932,0.4602609591,1.1019343174,0.2194058121,0.6020420162,0.3464573934,-0.0573730164,2.6636632381,-0.0168233594,0.8412935166,Control
GSM481013,0.4107299052,0.3244512499,0.0405082032,1.6534560970,-0.0069518834,-0.0007205301,2.0707321923,0.3225486273,-0.0975070629,0.6147986751,0.0987440369,-0.0740173064,0.0858122040,0.2502310655,1.2130804397,0.2020749210,0.8881511668,0.4000868027,0.0425733151,2.5264454656,0.0861050577,0.7379221220,Control
GSM481014,0.3397207698,0.4565880785,0.0006972895,1.0210845322,0.4806616549,0.0683831126,1.7781166394,1.2294273835,-0.0175795856,0.8100962078,0.4610486274,-0.0827646763,0.3309938921,0.3728799876,0.7769479156,0.2183049606,0.5616762059,0.4424410221,0.0863805114,2.1941194408,0.0158902815,0.8154155490,BRCA
GSM481015,0.2363391788,0.3263746346,0.2031056603,1.1101989111,0.1256414754,0.1483293002,1.9033428073,0.6936924882,-0.0712312428,1.3821999480,0.2014516948,-0.1182794240,0.1974025599,0.3970232428,1.2662113122,0.1535032495,0.6737284504,0.3921028600,-0.0075078970,2.8591947300,0.0181228693,0.7563814523,BRCA
GSM481016,0.5421592824,0.3551377050,0.1032381585,0.9262994193,0.1938479512,0.2070733712,2.3405411761,0.4370994617,-0.1092307376,1.4428051432,0.1879192361,-0.0886256854,0.1428325966,0.5611247425,1.1607094455,0.2498802124,0.5966567499,0.2947261601,-0.0033276660,2.4599850390,-0.0277622203,0.8437488450,BRCA
GSM481017,0.2699566773,0.5065160892,0.0458141193,0.5171931558,0.4164042649,0.2638286827,2.1851941269,1.1228609647,-0.1066191538,1.3479138127,0.5053033147,-0.0809388944,0.3781367167,0.4672802847,0.5629059449,0.3522735904,0.4340125286,0.4142338808,0.0592036437,1.9582755479,-0.0174622540,0.5220638715,BRCA
GSM481018,0.2729178568,0.5307765908,0.2465013074,0.9430964104,-0.1195802791,0.0458605471,2.5245587905,0.0338062396,-0.1274117822,0.5459124184,0.2168153361,-0.1337999874,0.0426955287,0.4103365585,0.9598313551,0.2014749490,0.6009509442,0.3959389863,-0.0151580534,2.4696819614,0.0063542866,0.7285016128,BRCA
GSM481019,0.4730359141,0.3458688945,0.0740407205,1.1114784536,0.0693233066,0.1505348011,2.0153236905,1.2292901175,0.0955377016,1.0510122609,0.4036104572,-0.1359831804,0.2832725297,0.4554223602,1.0253944844,0.3633226773,0.9465434167,0.4703316232,0.0027582129,2.7068592139,0.0115189316,0.9373466425,BRCA
