@relation data

@attribute 5436 numeric
@attribute 11051 numeric
@attribute 4799 numeric
@attribute 5437 numeric
@attribute 1477 numeric
@attribute 5435 numeric
@attribute 1479 numeric
@attribute 6829 numeric
@attribute 1478 numeric
@attribute 25920 numeric
@attribute 5438 numeric
@attribute 5439 numeric
@attribute 6874 numeric
@attribute 6827 numeric
@attribute 6872 numeric
@attribute 11198 numeric
@attribute 10921 numeric
@attribute 5440 numeric
@attribute 2957 numeric
@attribute 2959 numeric
@attribute 2958 numeric
@attribute 6921 numeric
@attribute 6924 numeric
@attribute 6923 numeric
@attribute 5441 numeric
@attribute 29894 numeric
@attribute 53981 numeric
@attribute 4686 numeric
@attribute 8732 numeric
@attribute 6882 numeric
@attribute 6883 numeric
@attribute 6884 numeric
@attribute 4116 numeric
@attribute 51362 numeric
@attribute 8731 numeric
@attribute 8683 numeric
@attribute 6880 numeric
@attribute 9295 numeric
@attribute 6881 numeric
@attribute 7307 numeric
@attribute 11338 numeric
@attribute 10914 numeric
@attribute 9150 numeric
@attribute 6875 numeric
@attribute 7936 numeric
@attribute 6878 numeric
@attribute 6877 numeric
@attribute 9785 numeric
@attribute 65109 numeric
@attribute 79869 numeric
@attribute 4331 numeric
@attribute 51497 numeric
@attribute 2071 numeric
@attribute 8106 numeric
@attribute 1025 numeric
@attribute 51692 numeric
@attribute 10978 numeric
@attribute 2068 numeric
@attribute 7469 numeric
@attribute 6908 numeric
@attribute 6749 numeric
@attribute 6431 numeric
@attribute 6432 numeric
@attribute 9939 numeric
@attribute 51585 numeric
@attribute 6430 numeric
@attribute 2966 numeric
@attribute 2965 numeric
@attribute 1022 numeric
@attribute 2963 numeric
@attribute 2962 numeric
@attribute 2961 numeric
@attribute 22916 numeric
@attribute 2960 numeric
@attribute 6917 numeric
@attribute 5431 numeric
@attribute 6429 numeric
@attribute 904 numeric
@attribute 5430 numeric
@attribute 6428 numeric
@attribute 5433 numeric
@attribute 10250 numeric
@attribute 5432 numeric
@attribute 10189 numeric
@attribute 905 numeric
@attribute 2968 numeric
@attribute 6427 numeric
@attribute 902 numeric
@attribute 2967 numeric
@attribute 6426 numeric
@attribute 8178 numeric
@attribute Class {Control,BRCA}

@data
11.06244102,7.4301684585,8.4534954625,10.33896506,5.836226757,12.07353083,8.19142420125,10.94111386,8.635846085,8.71481121475,11.03306523,7.484019523,9.687087433,10.68956587,8.164904587,11.66916423,9.9478443525,6.365977347,6.19672199167,10.27876338,10.74598122,10.4289609365,8.711943205,10.7153314145,9.950818724,9.810427489,9.2305254975,8.059859689,9.43438904,6.021097265,9.785191339,7.3903396625,9.727453002,10.3428528,10.14362273,12.74918966,6.350618223,5.988236614,10.89144978,8.7822184145,9.244195928,10.61564829,7.07162794567,5.911039136,8.551430581,7.834513538,7.971286497,8.301085877,8.6072752645,5.911039136,6.69676284,10.76402632,10.0776573,11.59799678,10.30035288,10.33656266,8.270226548,8.220113618,7.416293235,9.808393548,8.188701494,12.88068749,11.23443143,6.253994582,9.856674954,13.848465345,5.474931823,6.107234293,9.361681261,10.64948099,10.15511583,11.58443655,7.88145338567,8.647639314,7.69516215867,9.502643438,12.58929307,8.433503159,11.4871292,7.627945878,9.588630847,12.08138533,9.734545643,7.68568542933,7.14725786833,10.43957668,12.73346456,8.45525079,8.439499644,11.09170663,8.691587488,Control
11.20928598,7.330037277,9.07906105725,11.03103278,5.80826957975,12.14356347,8.8739982955,11.76903417,8.486142286,8.54949965075,11.31379869,6.750074255,9.75485875,10.52231943,9.135722787,12.03723816,10.093905887,6.504704302,6.546755609,10.07359638,10.36236061,10.312101354,8.029730494,10.392543967,8.536044277,10.32614888,9.1057552085,8.25492364,9.832676886,5.428620839,8.631014334,7.7342694025,9.831165155,10.11313043,10.66444309,12.70613234,5.5164426775,6.541797943,11.18055585,8.915199928,9.1768267945,11.15959405,7.14929121367,5.99820185,8.601288997,7.4807953015,8.225979952,8.93858068,8.471305704,6.319767507,7.086882265,10.981471505,10.50841903,12.00382718,10.56172258,10.31685598,8.643748998,8.497094498,7.799979524,10.0579109,7.769806651,13.23568448,11.50067275,6.615927983,10.20308524,13.59674589,5.210049084,6.586162299,9.155780297,10.72254311,10.98225228,11.41027128,7.51004890567,8.485226676,7.36046158267,9.076489033,12.87483063,9.433126963,11.94573106,8.057792791,9.975440003,12.49828211,9.498501844,7.68395159167,7.062518137,9.94572954,12.8619748,7.832012647,8.965352223,11.25593456,8.949243917,BRCA
11.27344029,7.6857215995,8.61427691625,11.02625388,5.439084264,12.38193096,9.05785640175,11.62135377,8.720518853,8.83819816225,11.43055462,6.90941648,10.16084871,10.91737229,8.307388572,12.09587508,10.401239976,6.401780305,6.85562510067,10.18842847,10.38640712,10.168662834,8.294288896,10.539595686,8.618450775,10.69998038,9.172370206,8.146621018,9.247619677,6.095402957,9.210172782,7.1818242975,10.11027486,10.43095979,10.67109897,13.14374197,6.070670496,6.5729697,11.29154789,8.906940563,9.5030130075,10.93447616,7.175120268,5.458620899,8.859830691,7.773135859,7.588473151,8.881474302,8.3376210945,6.405912077,6.839081327,11.4799612,10.71269919,11.98494007,10.31397736,10.36324806,8.897861429,8.892012333,7.395536545,10.09283678,8.791424313,13.32947056,11.64933041,6.58267313,9.757873796,13.470225715,5.664561948,6.582656103,9.394656215,11.17512864,11.02694718,11.23391938,7.94825784867,8.561241279,7.362647587,9.480992671,12.30758799,8.897861429,11.65775177,7.937337889,9.936402792,12.36549278,9.55547611,8.10018244867,7.126378459,10.27514127,12.74633592,7.667131787,8.580466923,11.37562067,8.748277668,BRCA
11.08706186,6.920599959,8.64235270975,11.73846187,5.82423629975,12.34948589,8.935929424,11.83833739,8.961580736,8.54354174375,11.62261253,7.827852559,9.991097026,10.6002268,7.892431063,11.91142767,9.583438812,6.648325671,7.05714631167,9.386358915,9.683346055,10.050980994,8.539198683,10.7255934155,8.674016666,11.0108954,9.16673823,8.803470139,9.96450012,5.504788206,8.173203811,6.6136457995,9.921722365,9.975966561,10.92486095,12.25336009,5.5449805545,6.269599511,11.70539708,8.4785009665,9.4116827515,10.91544642,7.27769495633,5.540408023,9.18800839,7.639337982,7.816841466,9.308186063,8.629813818,6.198794315,7.265055029,11.162653415,10.43052602,12.13138765,10.11489441,10.67359642,8.305173834,8.85164062,8.236482005,9.728779829,8.93233371,13.45429804,11.74892461,5.664988526,9.735361871,13.56614457,6.002540089,6.970019164,9.99050151,10.8849167,11.21644291,11.44938612,7.58612819967,8.088365735,6.74089657333,8.607368346,12.44389288,9.092513451,11.94385185,6.8495687005,9.42569906,12.21133327,9.5760667495,6.61701775967,6.212059429,10.44466839,12.28299001,7.517316273,7.704562712,11.4318764,8.908123216,Control
11.3442156,7.5545922225,8.61426475575,10.79386361,5.71295492525,12.13760287,8.98399562275,11.44205205,8.319774985,8.9363143475,11.5269639,6.693630261,9.595509779,11.07640162,9.091903594,11.71011775,10.4211467505,6.908516092,6.393300929,9.659657526,10.39839664,10.4151315645,8.305675466,10.3104713005,7.919118257,9.782101824,8.9599315355,8.173353743,9.474446754,5.757564188,8.913428843,6.9668096915,10.03996125,10.15068061,10.71405897,12.9851927,6.3218157935,6.858357554,11.62333067,9.342502189,9.2509596,11.02431225,7.32058660367,5.931866956,8.729783122,8.0452593375,7.773437814,8.660014728,8.2900423145,5.721517065,6.867961695,11.113912375,9.889641277,11.69454954,10.36619136,10.59236386,8.754354011,8.312657375,7.400753782,9.633676921,8.444405271,12.7295762,11.32802988,6.268757774,9.895348494,13.129297275,5.206341637,7.045217151,9.627078354,11.02198648,11.01557728,11.1371034,7.93509094333,8.460968914,7.74437634867,9.566592153,12.58278655,9.376755481,11.82274022,8.158823234,9.787507202,12.07125127,9.5036457565,8.20578410567,6.94966430367,9.47543003,12.24154982,8.195898639,8.732388881,11.27871096,9.057451034,BRCA
10.31037169,7.918896776,8.513375705,9.875964751,5.8378556905,10.92233559,8.63642267375,10.73293927,8.701879202,9.0391301595,9.599160216,6.361510132,9.783674007,10.71201129,8.460644928,11.93079102,10.73015353,5.738505243,6.12875716333,9.681765982,9.709023968,9.588315391,8.740220206,9.581731624,7.686957644,10.04796267,8.7195690835,8.315298042,9.407990591,5.868397398,8.850359642,7.645528089,9.265615706,10.37102002,10.30357275,12.81153531,6.2796543925,6.964979397,10.35756331,8.702197063,9.088103637,11.37640504,7.207519942,6.364489812,8.627160965,7.6045245685,7.327600078,9.239217295,8.2818032125,6.261065912,6.499332184,11.29505313,10.75975321,10.97348951,10.67791364,10.66951428,8.964023935,8.645353223,7.048816858,9.121838552,8.557780662,13.75481291,11.980959,7.302047389,10.47269874,14.01322491,5.527329405,6.922969386,9.01498366,10.94132297,10.5362572,11.27072181,8.084937371,7.788752789,8.590482648,10.07813116,12.84430567,8.602996767,11.63953303,8.4547314975,10.20626383,12.34904213,9.9366689445,7.83899154967,7.36950717467,9.72642302,13.09561052,8.0884774495,8.769772669,11.59105257,9.741758161,BRCA
10.67974863,6.389561675,9.23137616525,11.62683849,5.807070815,12.15346979,8.48733146575,11.538548,9.208960477,8.4061443345,11.33246195,6.933398915,9.802294663,10.00748325,8.2889014185,11.45963412,8.942353879,6.973327498,6.77246409467,8.997272028,9.240762195,9.6829248285,8.772975245,10.68291734,8.661565351,11.3345919,9.0017728385,9.040817876,10.36385855,6.035630095,8.121094588,8.751271778,9.632550476,9.468797688,10.55438287,11.92604216,5.775584767,6.413421135,11.63838852,8.802359285,9.2549460155,11.48849306,6.984358523,6.512547399,9.768523916,7.182653392,6.78836312,8.533476842,8.229011899,5.72962839,5.895672973,10.41509076,10.0173308,11.80942059,9.739662964,10.51017103,7.826232466,8.838495753,8.210952703,9.568545732,8.369075052,13.50703833,10.80184598,7.141854563,9.682880991,13.01406235,6.082580853,6.719438847,9.547121611,10.21664921,10.47933595,11.2607492,7.31864934033,8.020564879,7.92873725133,7.728874776,12.46600514,10.2758862,11.94707994,6.3765728385,8.931979298,12.38193096,9.310331427,6.63745606467,6.24384806567,9.822443813,11.62135377,7.0980443305,8.357575234,10.50969117,9.0923747,BRCA
11.18055585,7.5438600955,8.47004252,11.02111204,5.95745323,12.42339047,9.40585671375,10.35421112,8.414432742,8.39148310675,11.33541843,5.975453214,10.18512356,11.09785784,7.303212255,11.51973221,9.933206313,7.098982487,5.942053216,10.31245505,10.89094843,10.350985893,8.573761846,10.9364970335,8.961436038,9.783440744,8.712978988,8.714478327,9.339995336,5.884604788,10.02000108,7.054603226,10.21330509,10.39785406,10.22471354,13.12983363,6.626526383,6.218786615,11.14770754,8.955194463,9.58057121,10.57213676,7.330917413,5.265109838,8.793457915,7.53936133,7.705565218,8.56474124,8.661250497,6.206043042,6.573196985,10.834701835,10.17798975,11.79683874,10.24684186,10.05540484,8.400795268,7.900747773,7.431291005,10.09936791,8.226413547,13.074006,11.29816872,6.187357641,9.449448466,13.52447045,5.520745364,6.479895483,9.825825817,11.07640162,10.18342483,11.43055462,8.28694858433,8.703844,8.33785800367,9.579754867,12.47764072,7.901456932,11.36417449,7.905385112,9.659501442,11.78748237,9.9425822725,8.09826930367,7.53020922533,9.751904322,12.68199828,8.2150115435,8.78938784,11.20049729,9.038034948,Control
11.62550351,7.7700664335,8.571999336,11.34089896,5.8381559375,12.19349773,9.10287896675,11.14107911,8.639323636,8.71152100125,11.31701417,6.260971855,9.845200356,11.08076443,8.2507507325,11.99166543,10.567171401,6.517673816,6.17643489533,10.03037096,10.61564829,10.3065809345,8.368507689,10.318720793,8.771812245,9.957893248,8.96045285,8.472326439,9.206233641,6.153507065,9.368168734,6.561836431,10.18746996,10.35235277,10.26119615,13.02126635,6.85104186,6.667115534,10.8507848,9.199840675,9.47220228,11.23083122,7.209285101,6.522546714,8.608754849,7.940330264,7.581748786,8.593410849,8.428272906,5.69600164,7.327824597,11.46096842,10.24019539,11.96905199,10.28488803,10.67862239,8.802121408,8.755431019,7.772382418,10.068557,8.725588759,13.34320241,11.72497433,6.638729582,10.11282428,13.63707531,5.082799703,7.1126508515,10.15470456,11.32848436,10.89238744,11.12137181,8.102910264,8.446185008,7.93997874133,9.777995431,12.25336009,8.77081346,11.48468963,8.074104295,9.969027107,12.02464979,9.5458512545,8.44827411533,7.26984393133,9.751444107,12.77284039,8.2231503775,8.620110863,11.9866439,9.048433146,BRCA
11.31223081,7.387199798,8.7982746035,11.14633337,5.41263796675,12.31595909,8.65272728425,11.61281105,8.411459216,8.611721355,11.64258438,6.154418781,9.518988037,10.88991099,8.961559041,11.83281498,10.082569521,6.645878602,6.51099236,10.04541878,10.38034502,10.0572264215,8.208735647,10.3885563575,9.146391192,10.08672709,8.7821865275,8.368136601,9.584498023,5.416004724,8.918297617,7.3391111975,10.09936791,10.10317669,10.51229137,12.93044173,6.237159834,6.934372381,11.22892405,9.107940046,9.1813739735,11.09923621,7.13411305333,6.22371757,8.919117419,7.952250149,7.564418422,8.64876303,8.2903863185,5.793773171,6.996504912,11.153986715,10.10676612,12.0767489,10.52792683,10.48377072,8.345162513,8.379801934,7.845993534,9.813452991,8.733287497,13.20549015,11.38494305,6.645878602,9.789346622,13.588464355,5.287630431,7.07342704,9.154553037,10.59878323,10.67333141,11.20148395,7.503244585,8.132128405,7.448378636,8.832954179,12.52245777,9.602588049,12.0199261,7.677358111,9.532570767,11.92740031,9.4451757265,7.79137073733,6.77682605267,10.12301596,12.16189092,8.1149854775,8.305344864,11.44340995,8.699295794,BRCA
