@relation data

@attribute 5436 numeric
@attribute 11051 numeric
@attribute 4799 numeric
@attribute 5437 numeric
@attribute 1477 numeric
@attribute 5435 numeric
@attribute 1479 numeric
@attribute 6829 numeric
@attribute 1478 numeric
@attribute 25920 numeric
@attribute 5438 numeric
@attribute 5439 numeric
@attribute 6874 numeric
@attribute 6827 numeric
@attribute 6872 numeric
@attribute 11198 numeric
@attribute 10921 numeric
@attribute 5440 numeric
@attribute 2957 numeric
@attribute 2959 numeric
@attribute 2958 numeric
@attribute 6921 numeric
@attribute 6924 numeric
@attribute 6923 numeric
@attribute 5441 numeric
@attribute 29894 numeric
@attribute 53981 numeric
@attribute 4686 numeric
@attribute 8732 numeric
@attribute 6882 numeric
@attribute 6883 numeric
@attribute 6884 numeric
@attribute 4116 numeric
@attribute 51362 numeric
@attribute 8731 numeric
@attribute 8683 numeric
@attribute 6880 numeric
@attribute 9295 numeric
@attribute 6881 numeric
@attribute 7307 numeric
@attribute 11338 numeric
@attribute 10914 numeric
@attribute 9150 numeric
@attribute 6875 numeric
@attribute 7936 numeric
@attribute 6878 numeric
@attribute 6877 numeric
@attribute 9785 numeric
@attribute 65109 numeric
@attribute 79869 numeric
@attribute 4331 numeric
@attribute 51497 numeric
@attribute 2071 numeric
@attribute 8106 numeric
@attribute 1025 numeric
@attribute 51692 numeric
@attribute 10978 numeric
@attribute 2068 numeric
@attribute 7469 numeric
@attribute 6908 numeric
@attribute 6749 numeric
@attribute 6431 numeric
@attribute 6432 numeric
@attribute 9939 numeric
@attribute 51585 numeric
@attribute 6430 numeric
@attribute 2966 numeric
@attribute 2965 numeric
@attribute 1022 numeric
@attribute 2963 numeric
@attribute 2962 numeric
@attribute 2961 numeric
@attribute 22916 numeric
@attribute 2960 numeric
@attribute 6917 numeric
@attribute 5431 numeric
@attribute 6429 numeric
@attribute 904 numeric
@attribute 5430 numeric
@attribute 6428 numeric
@attribute 5433 numeric
@attribute 10250 numeric
@attribute 5432 numeric
@attribute 10189 numeric
@attribute 905 numeric
@attribute 2968 numeric
@attribute 6427 numeric
@attribute 902 numeric
@attribute 2967 numeric
@attribute 6426 numeric
@attribute 8178 numeric
@attribute Class {Control,BRCA}

@data
11.4744083,7.4061050705,8.4616146785,11.13855038,5.69896750125,12.18094263,8.38020334225,11.63348356,8.490831953,9.11777579,11.42772678,6.402078871,8.613551105,10.82924727,8.001455187,11.87223249,10.141140676,6.755291951,6.18872641367,9.938499406,10.325896,9.846082676,8.498431517,11.111514089,9.66947024,10.25937581,9.3986738585,8.627160965,9.65374576,5.787779337,8.897755568,10.236088035,9.900855914,10.5358394,10.18746996,12.75717127,5.8706972455,7.337602112,11.29445435,9.470052751,8.8176146935,10.48635768,7.37892838867,5.603041174,9.036799417,7.902886268,8.228339065,9.413057256,8.657829719,6.82419862,7.173305173,11.162488095,10.65722043,11.93859466,10.73155687,10.66477195,8.739916541,9.204131621,7.76437589,9.676966886,8.845098843,13.18898907,11.37306376,6.658286918,9.610111812,13.165696105,5.171538364,6.858718118,9.6014742,10.90796116,10.79666855,11.62774602,7.79970309167,8.110550027,6.49976480333,9.486624446,12.35583566,8.27137096,11.4243108,7.159423477,9.720120732,11.70577504,9.636870305,8.22629228433,7.012734177,10.34768534,12.21133327,8.174296834,7.676452764,11.59799678,9.162423509,BRCA
11.48188533,7.519117707,8.598018257,11.28537059,5.82904310025,12.08367055,9.05502104575,10.64202486,8.67256777,8.51521500375,11.28199972,6.104971499,10.07718328,10.92743375,7.594880712,11.62609927,9.604246865,6.326074949,6.66739253233,9.905613067,10.91785336,10.610476212,8.119526238,10.5738760075,8.91062109,9.859325559,9.047905292,8.94526175,9.386455921,5.586773185,9.603413599,7.417907274,10.05503195,10.30263925,9.948462553,13.0583047,6.647844913,6.213644369,11.04197755,8.847168067,9.471872742,11.13074769,7.05079206433,5.461570507,8.360672771,7.482110082,7.199626033,8.215534365,8.6399303195,5.679488016,7.443588263,11.23150106,10.16944939,11.82274022,10.13087976,10.49951734,8.488313278,7.815256994,7.03452697,9.878403925,7.763645816,13.074006,11.36217961,6.411854672,10.00910118,13.527799245,5.37574431,6.7861813475,9.65659519,10.82131183,10.27729935,11.27693876,8.12538379433,8.649382947,7.895663993,9.811543731,12.42907592,8.203569621,11.55629063,7.84153763,9.578863787,12.12152875,9.355641581,8.04211853267,7.25891879033,9.399502844,12.66384721,8.4740299995,8.933248873,11.69911488,8.767076337,Control
11.16768802,7.451015844,8.47997578475,10.97608812,5.72020384725,12.19128143,8.8598701745,10.7304916,8.557617943,8.4743960065,11.15088665,6.382499203,9.664661106,10.93958309,8.136971065,11.5343468,9.8263898165,6.547978484,6.611321398,10.0362427,10.89786457,10.636314754,8.81079744,10.616399227,9.180550154,9.984319163,8.340414702,8.413100175,9.366858275,5.88179384,9.597587563,7.8635533895,10.0481807,10.2159337,10.01897944,12.83993603,6.4494654445,6.405912077,11.03036559,8.9851584535,9.4681403765,10.60821349,7.08224194833,5.40889121,8.259214953,7.9089913135,7.541331155,8.640083234,8.490118018,6.21014104,7.108370574,10.74113891,10.08514084,11.83642135,10.32564307,10.25576659,8.482224233,8.343586732,7.487359976,9.64691917,8.062452471,13.17957018,11.17748823,6.517083235,9.440080724,13.544191545,4.988697465,6.421656707,9.597587563,10.75314175,10.38624004,11.62374676,7.94777078533,8.621302014,7.77843482767,9.493665908,12.44389288,8.296848686,11.66558698,8.100447105,9.601752743,12.00831666,9.6358129485,7.90933980433,7.17931615267,9.933941823,12.53522562,8.5940360615,8.832795987,11.36448778,8.575275572,Control
11.36217961,7.318978508,7.91776161125,11.73219511,6.09104138625,12.38074251,9.182953627,11.65493594,9.25803663,8.676235756,11.33051934,6.185178351,9.932695001,11.21259383,6.5096630735,12.20536419,10.5463097655,6.114268757,5.532633969,10.27390663,10.75119697,9.795833979,8.115591386,10.516066184,9.410849402,10.41110342,9.0127074755,8.634194938,9.058033085,6.146294365,9.949994866,6.315257659,9.880571175,10.36439217,10.08608351,13.04201932,5.567906116,6.0664182,11.09339134,8.0691422925,9.8524245665,9.439779534,7.432896607,4.764223297,8.455040631,8.503611181,7.53621054,9.461173034,9.1728338105,6.5739922,5.771628945,11.25158137,10.93024227,12.5708958,10.82965558,9.515749664,8.70215634,9.167193021,8.246623189,10.21839405,8.140013152,13.591191,11.81310789,6.073504957,9.746254447,14.16852811,5.292792099,5.456076664,9.617614907,10.26546887,10.41629907,10.8441842,7.86579001867,8.809061578,7.36587860467,9.214775128,12.6218253,7.970941527,12.19128143,7.403304156,9.330368553,12.3793121,9.9907375325,7.565709867,7.366283695,10.39216207,13.12663112,7.1655308455,8.194979796,11.09730811,8.966845087,BRCA
10.87659774,7.501323971,8.091043774,11.25995523,5.9374754535,11.50362218,8.47632447475,11.02462046,8.955374654,8.44966380175,10.16197619,6.723562401,9.794773703,10.76657469,7.9992084575,12.15837941,10.0394737835,6.092128797,5.76435993667,10.17328397,9.969494854,9.285516308,8.81729638,10.302435602,8.426475613,11.19776361,9.245197702,8.7754466,9.444156179,5.775321383,9.318577337,7.002108506,8.702805674,10.76155147,10.44466839,13.18229429,5.488639607,5.895551805,10.32429902,7.7611686765,8.935019442,10.10480876,7.17593437867,5.076613872,8.782311189,7.632016503,7.553957774,9.19777027,8.7551738165,5.760760691,5.902683368,11.382138615,11.10864878,12.13627672,10.50534045,10.01526211,8.692197997,9.101470918,7.784227701,9.772562477,8.337634305,14.17314893,11.70152102,5.964982644,10.25287861,13.91978853,4.788047896,5.544020716,10.07000053,10.46916384,10.04182378,11.29154789,7.92189120167,8.501002294,7.46873679533,9.426286314,12.83366697,7.520699455,11.14770754,7.445891568,9.259561518,12.45384813,9.683055312,7.87444804233,7.42010655267,10.23091542,12.97797754,7.126664761,8.73696091,11.22892405,9.257317784,BRCA
11.53262879,7.3465208585,7.968982717,11.67585684,5.55354459375,12.54548466,9.19928350825,11.65981099,9.265123395,8.47928568075,11.68597092,6.764676316,9.791635483,11.69812525,7.293611673,12.16931758,10.4308296955,6.016480301,5.68797612733,10.45289528,10.66644619,9.9734791535,8.384234542,10.480290843,9.227195422,10.63563676,9.280760217,8.217813694,9.423662793,6.24317934,10.10988324,6.319694091,9.861979055,10.39216207,10.51270618,13.09561052,5.8225642365,5.853877943,11.06473959,8.3163910215,9.341754095,9.417336261,7.13802204433,4.969485815,8.763263105,8.372869433,8.049278334,9.211511834,9.2113615035,6.0664182,6.196042028,11.451104685,10.88769302,12.36549278,10.61911518,9.62089845,9.115603659,9.228344402,8.11647539,10.26730203,8.315298042,13.48222565,11.64198185,6.215781112,9.819365272,13.76499321,5.258529523,5.44209646,10.12919321,10.49127719,10.80422,11.30449979,7.704054153,9.069960645,6.82128937267,9.136613813,12.72627038,7.877132455,11.96009799,7.528725991,9.374426115,12.49713337,10.0054039915,7.957705743,7.24965035233,10.54330281,13.14121392,7.207971487,8.461204311,11.08223906,9.096966204,BRCA
11.56134298,7.095375512,7.93708405075,11.58990637,5.98073217525,12.57220763,9.0901231735,11.81532136,9.443410392,8.7950772585,11.74803988,7.461215696,9.878603173,11.53538974,6.2559533555,12.11775357,10.475278206,6.083857569,5.68737918733,10.7304916,10.74066222,9.902222107,8.149392911,10.222187605,9.319763063,10.29339725,9.112059712,8.266787858,9.357079711,6.104971499,10.21419195,5.8719675625,9.852381692,10.74815115,10.38218389,13.19976669,5.851401107,5.908279272,11.20780763,8.1233197735,9.724109558,9.281014944,7.21968344067,5.098043929,8.718842038,8.516978346,7.695647856,9.151492997,9.043457461,6.313659102,6.101719008,11.184368605,10.61346285,12.35200901,10.980761,9.421265976,8.898632467,9.230129219,8.441762661,10.29166028,8.191603516,13.55093015,11.64933041,6.251156317,10.17560604,14.007905805,5.533727829,5.5223939415,10.19591385,10.32819838,10.86526952,10.91383956,8.021174851,9.096966204,7.21432997467,9.151492997,12.48900128,7.754388358,12.44988381,7.802191444,9.560027603,12.46187723,10.266338858,7.59650558,7.23078005367,10.42417183,13.03973478,7.3753302775,8.260097569,10.81174016,9.213761077,BRCA
11.72083647,7.2293503555,7.8559090795,11.66436963,5.8687237215,12.69228318,9.41126739625,11.36612562,9.50460109,8.33016453525,11.77806492,6.773307786,9.820626194,11.49745034,6.8233046055,12.10354363,10.337582237,6.67359573,5.66673193633,10.58303601,10.98687328,10.219585132,8.419813926,10.5831067445,9.38991153,10.71605229,9.600703265,8.794043061,9.449035705,5.980317403,10.31961599,6.337928816,10.04336266,10.65453335,10.60309338,13.2860567,5.8535803325,5.500970312,11.30872029,8.166182069,9.321718893,9.383110854,7.37319981933,5.080243265,8.958930467,7.9607632885,7.916478324,9.164744253,9.035920511,6.153811034,5.913853554,11.366034325,10.55979796,12.30454677,10.42177586,9.776844695,8.845945624,9.21184032,8.231294544,10.09627409,8.216941185,13.58212966,11.68740205,6.173632793,9.627643826,13.35941783,5.358089615,5.5364636575,10.21780056,10.85319669,10.72254311,11.3382407,7.97594459867,9.182779884,7.189610274,9.14242692,12.35733627,7.504284952,11.89363345,7.8530890995,9.353875227,12.13627672,10.1308165865,8.01162467867,6.96408852567,10.32995358,12.97187766,7.5514060975,8.26545228,11.06502412,8.813172827,BRCA
11.67615115,7.0805532545,7.570555329,11.62683849,5.9990123905,12.51339458,8.9780825095,11.71081731,9.432949558,8.99918270825,11.8267889,6.977855527,9.686960543,11.62333067,6.2511141275,12.13627672,10.6361310425,6.104132849,5.66898314867,10.49005891,11.06986277,9.968129813,7.970452678,10.777725243,9.598481115,10.11070551,9.1220206095,8.485971282,8.963388234,6.083219352,10.41126499,5.752067338,9.546605663,10.48064156,9.717377026,13.40233131,5.77208709,5.897247233,11.42258795,7.8261510905,9.9694334985,9.378501395,7.40786895833,4.698514237,8.344585666,8.4428349015,7.351604314,8.877515073,8.9359344845,5.877014897,5.669530862,11.360219095,10.83660293,12.33696264,10.24730484,9.6831969,8.774162024,8.758440706,8.537219493,10.30144507,8.01368714,13.45687162,11.37148006,6.109888752,9.659657526,13.62724298,5.286429541,5.15457292,10.13564553,10.60533161,10.84822018,11.17484162,8.11810553467,9.118948289,7.41929702967,9.583727381,12.29328779,7.606111137,12.2142175,7.3846553455,9.517335308,12.19504004,10.185310385,7.53985346133,7.31865843567,10.54869216,13.0288437,7.2303432025,8.169525606,10.80850192,8.849890707,BRCA
11.40065415,6.704301737,8.70890101275,11.67585684,5.655621217,12.94317143,8.8357239415,11.1581191,9.030143702,8.80146232775,7.91898414,6.337002435,9.925925682,11.51581946,7.2855589845,11.65291678,10.4145259685,7.371212794,5.634660947,8.982823296,11.082442,8.596813159,9.57788249,11.464866038,9.391867114,11.93178472,9.5870150065,8.170802781,6.656071297,5.901899413,10.08992748,6.5610379715,10.41961292,10.45645738,11.4486069,10.21801255,5.7447864355,5.577739426,11.58795809,8.621319833,9.957873685,8.765229007,7.68656767567,4.522411849,10.49423086,7.86446929,6.387591412,9.969027107,6.8565885325,5.852005861,5.781235931,9.3596569505,10.83158062,13.01560762,10.7116199,10.29305807,9.051678743,9.785984134,9.532570767,8.402085935,9.001704532,13.91614961,11.6604752,6.501563046,9.989636156,13.882006925,5.052688948,5.321608753,8.777182254,6.387591412,11.03013967,11.73450229,7.85652075367,8.280493715,7.05964141433,9.797410704,12.45954952,8.633341407,12.06768485,7.454799409,9.443980125,9.226822258,10.509973745,7.63561587967,7.31015261033,10.32910148,12.61421528,7.3442798615,8.512346531,11.18378596,9.920167156,BRCA
