@relation data

@attribute id string
@attribute 10157 numeric
@attribute 10166 numeric
@attribute 10197 numeric
@attribute 10213 numeric
@attribute 10841 numeric
@attribute 10991 numeric
@attribute 11112 numeric
@attribute 11136 numeric
@attribute 11254 numeric
@attribute 113451 numeric
@attribute 1152 numeric
@attribute 1158 numeric
@attribute 1160 numeric
@attribute 117247 numeric
@attribute 124935 numeric
@attribute 125061 numeric
@attribute 130013 numeric
@attribute 131669 numeric
@attribute 1373 numeric
@attribute 144193 numeric
@attribute 162417 numeric
@attribute 1629 numeric
@attribute 1728 numeric
@attribute 1738 numeric
@attribute 206358 numeric
@attribute 2184 numeric
@attribute 223 numeric
@attribute 23428 numeric
@attribute 23498 numeric
@attribute 23657 numeric
@attribute 2593 numeric
@attribute 262 numeric
@attribute 26275 numeric
@attribute 2628 numeric
@attribute 2639 numeric
@attribute 27034 numeric
@attribute 27165 numeric
@attribute 2744 numeric
@attribute 2746 numeric
@attribute 2752 numeric
@attribute 2805 numeric
@attribute 2806 numeric
@attribute 2875 numeric
@attribute 2954 numeric
@attribute 3028 numeric
@attribute 3034 numeric
@attribute 3081 numeric
@attribute 3242 numeric
@attribute 348932 numeric
@attribute 36 numeric
@attribute 3620 numeric
@attribute 3712 numeric
@attribute 38 numeric
@attribute 383 numeric
@attribute 384 numeric
@attribute 4329 numeric
@attribute 435 numeric
@attribute 440 numeric
@attribute 445 numeric
@attribute 4942 numeric
@attribute 4946 numeric
@attribute 4947 numeric
@attribute 4953 numeric
@attribute 4967 numeric
@attribute 5009 numeric
@attribute 5053 numeric
@attribute 5092 numeric
@attribute 51166 numeric
@attribute 51582 numeric
@attribute 51686 numeric
@attribute 54407 numeric
@attribute 54498 numeric
@attribute 54716 numeric
@attribute 549 numeric
@attribute 55089 numeric
@attribute 55117 numeric
@attribute 5625 numeric
@attribute 56301 numeric
@attribute 5682 numeric
@attribute 5683 numeric
@attribute 5684 numeric
@attribute 5685 numeric
@attribute 5686 numeric
@attribute 5688 numeric
@attribute 5689 numeric
@attribute 5690 numeric
@attribute 5691 numeric
@attribute 5692 numeric
@attribute 56922 numeric
@attribute 5693 numeric
@attribute 5694 numeric
@attribute 5695 numeric
@attribute 5696 numeric
@attribute 5698 numeric
@attribute 5699 numeric
@attribute 5701 numeric
@attribute 5702 numeric
@attribute 5704 numeric
@attribute 5705 numeric
@attribute 5707 numeric
@attribute 5708 numeric
@attribute 5709 numeric
@attribute 5710 numeric
@attribute 5711 numeric
@attribute 5713 numeric
@attribute 5714 numeric
@attribute 5715 numeric
@attribute 5716 numeric
@attribute 5717 numeric
@attribute 5719 numeric
@attribute 5720 numeric
@attribute 5831 numeric
@attribute 5832 numeric
@attribute 586 numeric
@attribute 5860 numeric
@attribute 587 numeric
@attribute 593 numeric
@attribute 594 numeric
@attribute 6303 numeric
@attribute 64087 numeric
@attribute 6470 numeric
@attribute 6509 numeric
@attribute 6510 numeric
@attribute 6519 numeric
@attribute 6520 numeric
@attribute 6533 numeric
@attribute 6539 numeric
@attribute 6541 numeric
@attribute 6542 numeric
@attribute 6723 numeric
@attribute 6898 numeric
@attribute 6999 numeric
@attribute 79814 numeric
@attribute 8140 numeric
@attribute 81539 numeric
@attribute 83884 numeric
@attribute 8424 numeric
@attribute 84706 numeric
@attribute 84889 numeric
@attribute 8501 numeric
@attribute 8564 numeric
@attribute 8659 numeric
@attribute 8942 numeric
@attribute 89874 numeric
@attribute 9056 numeric
@attribute 9057 numeric
@attribute 92745 numeric
@attribute 9491 numeric
@attribute 9861 numeric
@attribute Class {BRCA,Control}

@data
GSM480984,0.0799553868,0.2009639286,1.7593188546,3.0705487729,0.0103655432,-0.1516904627,0.6158909298,0.0293238783,3.2968129052,-0.0791131922,0.1984649153,-0.1542964630,-0.1004353056,-0.1343803114,0.0333740976,0.1595444512,-0.0873810936,-0.0888341717,0.9132843654,-0.0194895160,0.2767099701,0.1687238039,1.8999840265,1.9244245523,0.0468934135,0.4449267234,1.8984102209,-0.0165896950,-0.0036101260,1.2603763002,0.0103973069,2.1023943523,0.9633722520,0.4791592104,0.3881415674,0.2223680527,0.0564222516,0.6879529299,0.9690072418,0.7885742456,0.7768369568,2.5969748497,0.3212398340,0.8988617731,1.6754563781,0.1636690508,-0.0209239473,-0.1661748589,-0.0032819112,0.8258771711,-0.1822743892,0.3171022366,0.4213651722,-0.1156683395,0.7328496840,0.1548623131,0.5586166998,1.1661736676,0.1740466245,2.7810629607,2.9262633854,1.4977429211,2.1307453811,0.2622251409,0.0436008998,-0.1046449626,0.6881168485,0.1688240256,1.3525327047,0.2765286359,3.2428562183,0.0993502624,-0.0821529580,0.0833601433,-0.1629021227,0.2740450239,-0.2410514932,-0.0306931764,2.2073402414,1.8006257919,0.7097291802,2.9412509601,0.3913682441,2.9388146252,1.9019856943,1.2583440552,2.2415560880,3.7269645849,0.5497489037,2.6642370224,2.0618758600,1.5838720549,1.0434957966,0.1622273526,0.8584559786,0.9876390278,0.8556338059,1.7747724253,2.3314954341,2.4640681253,2.0613655445,0.6910933228,1.1590418604,1.4673050791,0.3878368930,2.2083607513,1.4262807779,0.8661886280,1.6020574199,1.9667338198,1.9308002658,0.4495007683,1.2716286568,-0.0573826955,0.4697018574,0.3111993874,0.4527619269,0.6706668074,2.6573356962,0.1395082672,0.5246722047,0.5194688400,0.6304881962,0.4859037409,1.2341054081,0.2286000298,-0.1573132728,1.0214615620,-0.0060957450,1.7196913958,-0.0959256387,-0.0943249499,0.4006512269,2.7863052752,2.2648347851,-0.1473809461,0.5742486086,0.7996983437,-0.1769165306,-0.1042469201,0.5520147904,0.2366457568,0.7138024154,0.0818641430,-0.0743944890,1.2895460450,-0.1193570222,1.5399761489,1.2636217729,BRCA
GSM480985,0.1913857667,0.0179726777,1.0737894159,2.3746759741,0.0063006007,-0.1963401473,0.7639758666,-0.0645073317,3.5709539521,-0.0286535150,0.2010072867,-0.1767466260,-0.1691499262,-0.1089877075,0.0102857019,0.3541625487,-0.1449067388,-0.0494424737,1.4017417234,-0.0295735986,0.1158965039,0.2472344102,1.8870152805,1.4256233209,0.0400801031,0.3697794828,2.1269488334,-0.0530709182,-0.0102801687,0.6373125564,-0.0037678974,1.6690144142,1.0918469673,0.1328870119,0.1251170614,0.4677497884,0.0318350454,0.7644824283,0.8180924685,1.0997253167,0.5491488435,2.4047347307,0.3507897238,0.8952200674,1.1359570227,0.0287939158,0.3658288605,-0.2325517400,-0.0695022027,0.7253731420,-0.0704366304,0.2264852920,0.3191318561,-0.1877113356,0.6387204310,0.2211789764,0.4936496353,0.8915922631,0.1968527301,3.1492708922,2.8009736802,1.6176119827,0.8060265044,0.1338758798,-0.1028863418,-0.0195715140,0.5869624764,0.0451596690,1.3819219171,0.1561357399,2.9833676724,0.0521475360,-0.0801574919,0.1671250924,-0.1310236823,0.0927581210,-0.2341532160,-0.0380182307,1.9675475846,1.3080146634,0.6447591107,2.6366691590,0.2405135073,2.1245409846,1.7676415873,1.0201265613,1.5213540000,3.8218628408,0.9397815116,2.2097178697,1.5911949210,1.2645772577,1.1899532302,0.6939739012,0.8885713741,0.7663843195,0.3498222147,1.3107205862,1.9363897890,2.0477833116,1.5865950387,0.3985210825,0.9361137499,1.3377952331,0.3240292655,1.7433454197,1.1472269632,0.8193743725,0.9107755365,1.4204570089,2.0249512593,0.3187420384,1.2886931023,0.1237479056,0.7025117851,0.2088453799,0.6690830356,0.5257810869,3.6123601914,0.1719381617,0.7256048527,0.2219076446,0.5185485333,0.5211079381,1.0419099740,0.0194657058,-0.1527812291,0.7317891906,0.0084716073,0.6345264660,-0.0912240379,-0.1339979259,0.0981607770,2.3477822394,1.8579146985,-0.1219362127,2.0429821676,0.4655852961,-0.1479396256,-0.1538798099,0.1033369495,0.2991909311,0.3934015567,-0.1393904829,0.1642451394,0.7908792702,-0.1669332476,1.1520689110,1.1188458664,BRCA
GSM480986,0.0251934214,0.1001808059,1.8491583764,2.8595618605,-0.0193834983,-0.1451717048,0.5677116982,-0.0546939648,3.4777713087,-0.0516561682,0.3858064537,-0.1167663454,-0.1127272131,-0.0803858698,0.0256895591,0.1840018726,-0.0836171799,0.0041046508,1.2136176579,0.1109842758,0.3181585865,0.2026908541,2.0110036567,1.7199706966,0.1382170623,0.4106277959,2.3948222002,-0.0667726580,0.1251895426,0.5198186830,-0.0345689067,1.9641723435,0.9363012001,0.2670831701,0.3923966186,0.1780050850,0.0676437850,0.8092909971,0.9964981594,1.1071077928,0.7696635052,3.0418111483,0.3971632057,1.1585102472,1.7794500059,-0.0245387707,-0.0192168222,-0.1693687250,-0.0191400839,0.6378473611,-0.1314670882,0.2109342502,0.3186037661,-0.1782236361,0.8374286741,0.1774249452,0.6100060582,1.2321678724,0.3032509201,2.9132565757,2.9567581414,1.7740966065,2.0570040865,0.1323605027,-0.0332386645,-0.0241400091,0.5831859140,-0.0105832153,1.2817078382,0.2425582148,3.1168243243,0.2518402490,-0.0381874951,0.0500657030,-0.0679041634,0.3293608195,-0.1654723573,0.0015023781,2.0185471616,1.5925446658,0.4961553135,2.7614941466,0.2536827037,2.8320338726,1.7564823548,1.1450107998,1.9008631310,3.8489695709,0.4449241851,2.6748867483,1.8237879276,1.4507928061,0.8309021704,0.2029656323,0.9676624611,0.8575561165,0.5596497871,1.8286897210,2.2213526815,2.6071301067,2.2693831920,0.6759793310,1.0260378638,1.3178322236,0.3632296386,2.0609956980,1.5441710017,0.7495514079,1.2397070136,1.7497033941,1.9915900364,0.3913470258,1.5757258114,-0.0410887860,0.7980964256,0.3005437759,0.8628268894,0.4474584055,3.0447051288,0.1478580825,0.6107669504,0.2432130701,0.1737358341,0.4273093503,1.2615319490,0.3145954470,-0.1847388260,0.9549673094,-0.0769109567,1.7719425229,-0.0775176493,-0.1671274616,0.5608225775,3.0623493459,2.1849357669,-0.1580487563,1.3470399643,0.6598623742,-0.1582269508,-0.0939708329,0.5948445856,0.3436045898,0.6743024889,-0.0445516354,-0.1147562990,1.2037833678,-0.1136562865,1.5674212921,1.1291056564,BRCA
GSM480987,0.2826262296,0.0335238036,1.7688858435,2.8639203607,-0.0531792571,-0.1617403759,0.4032900861,-0.0930157942,0.9357166267,-0.0713324956,0.1827004727,-0.1557433120,-0.1555066936,0.0211626856,-0.0867170411,0.0201879861,-0.1001017958,-0.0176455243,0.8726032323,0.0332975529,0.7180240925,0.1066670503,2.9523896251,1.3682376973,0.1841084802,0.4561164146,2.2666113508,0.0300870914,0.0022133952,1.5188994848,-0.0083658385,1.7297926445,0.3682599311,-0.0560936676,0.1117063735,0.1218997872,-0.0690542175,0.3543531300,1.1611173602,1.1229457474,0.9765144884,2.7002402940,0.4267915550,0.8529488484,1.5131642688,-0.0688302327,-0.0604757794,0.0682456527,0.0013948008,0.3049112425,-0.0584390594,0.0754395164,0.3119321840,-0.0968674962,0.8414186588,0.1057635179,0.3181477213,1.4700493402,0.2248501321,2.9058182238,3.1833129592,1.5849059140,2.5893073531,0.0432605860,-0.0090569907,-0.1458421366,0.3427757017,0.2616733965,1.2486755423,0.2045663525,3.8467334143,0.4306804949,-0.0861699689,0.0106460508,0.0084149522,0.8020956844,-0.1449738467,0.0240634954,2.1830363299,1.1467354411,0.4725399185,2.8822536202,0.2460166967,3.0399624704,1.7245372396,1.1122580485,1.8721716803,4.1376752855,0.2610327058,2.8045297413,1.5132337742,1.5806218573,0.7913747263,0.6498941136,0.9045703037,0.7773260902,0.4109195821,1.8626209431,2.1181592641,2.4234962184,2.2019174297,0.5670724790,1.0121421953,1.3204048381,0.2886954858,2.3301489353,1.7020493485,0.8017072354,1.0597597286,1.5147223439,1.8858662712,0.6682366264,1.5098944815,1.6895813737,0.9359346641,0.2460290243,0.3640277536,0.2268100681,2.4632443715,0.0437910079,0.2295919306,1.0917662096,0.6866161243,0.1871841764,1.5268142969,0.3489092202,-0.1563053759,1.1451453458,1.1409322807,1.9999060498,-0.0577166219,-0.1212232997,0.6869926400,2.7987198997,2.6267848438,-0.1599823344,-0.0691807040,0.5876392311,-0.0932443517,0.1381719947,-0.0181527993,0.2164987698,0.5872789267,-0.0722729552,0.2587594491,1.1849320600,-0.0124643521,1.3824992103,1.0777177316,BRCA
GSM480988,0.0520365555,0.2432238691,1.8225000948,2.9258421065,-0.0326542952,-0.1192869606,0.5601630470,0.0997961882,3.5238353677,-0.0805164551,-0.0561909973,-0.1329827543,-0.0846788929,-0.0860733436,0.0353971542,0.0570978241,-0.0383438830,-0.1176748705,0.5713723204,0.0331539561,0.1794811034,0.1843567445,1.6882501488,1.4409479541,0.0581522009,0.2469617335,2.2369184494,-0.0496819284,-0.0269392180,0.4140535439,-0.0868604181,1.8312220970,1.0608850284,0.0935513115,0.2448917334,0.2504615924,0.2504433668,0.6910725139,0.6000073742,0.7661634073,0.9264586287,3.0337750910,0.0036020196,0.7870989515,1.4972820812,0.0836427861,0.0560008663,-0.1019367695,-0.0586547169,0.5761300637,-0.0351455734,0.2696689672,0.2166146619,-0.1597396434,0.8498084926,0.2963282932,0.3929132432,0.8673671872,0.3324483280,3.1187806428,1.9559606744,1.3794745871,1.3520219215,0.0916726670,-0.0599468985,-0.0363006175,0.4773930696,0.0373638601,0.9923388970,0.1574062296,3.1382611256,0.2425422784,-0.0544817789,0.1205407895,-0.0869410198,0.3245724218,-0.1674141653,0.0813076567,2.1585000711,1.2574726573,0.5656251633,2.5555683244,0.2439208655,2.0399914459,1.5017216142,1.0128488662,0.8926516573,3.6417503199,0.6135253724,2.4234132768,1.2435510490,1.2748121728,0.5176818755,0.2469822872,0.5112905699,0.9155785242,0.2854670190,1.7320428490,1.9390811474,2.9703062001,2.2876025440,0.3214548384,0.7253218794,1.2627856149,0.2664544750,1.8447708287,1.1882866008,0.6402117280,1.1759281231,1.0644178142,1.9116452998,0.3251283136,1.3878509082,-0.0844905590,1.0239119236,0.2102715154,0.8468287056,0.4999852921,2.8788543987,0.0297063387,0.6576746296,0.1922265987,0.2831487177,0.2370448179,0.8490658477,0.2079687363,-0.1057743082,0.7484731181,-0.0553294043,1.4318624933,-0.0697616324,-0.0866088151,0.3270575241,2.7925030454,1.7730750347,-0.1684729911,1.0134679872,0.7046275546,-0.1400829649,-0.1131122476,0.3067222413,0.3338143320,0.8322857543,0.0472200675,-0.0573821739,1.0116469447,-0.0173116006,1.1562894400,1.0202307156,BRCA
GSM480989,0.0169897502,0.2774869911,1.9073935897,2.0497237445,0.0007107826,-0.2541664467,0.5490183842,-0.0494079277,3.3721133340,-0.0778991370,0.2524373927,-0.0989504625,-0.1364485446,-0.0856772592,0.0222817059,0.2535289674,-0.1284649591,-0.0445036831,0.5504910161,0.0422254539,0.2313903615,0.1529802288,1.8468339769,1.0125810863,0.1449025267,0.5301464886,1.9671972129,-0.0021669894,0.1117107426,0.1610927570,-0.0814909347,1.3954068098,0.3236973801,0.1628549804,0.3403578726,0.0459926964,0.0246971188,0.4444297865,0.8029992030,1.1952749605,0.8011272412,3.1330703897,0.2416838519,1.4756323696,2.1649148598,0.0217233165,0.0453153149,-0.2125296551,-0.0237388892,0.3814315134,-0.1663450973,0.2429579494,0.1508772254,-0.1886112411,0.7280791916,0.2995644804,1.0022986407,1.1197382133,0.1849674297,2.9617312153,3.4713882340,2.1023359729,1.7242761774,0.1002534647,-0.0294188292,-0.0984296726,0.7701492814,-0.1406370429,0.9669527822,0.2960666894,2.5194933231,0.1396446124,-0.0329917293,-0.0564337506,-0.0996730386,0.0229156313,-0.3763993297,0.0026640670,1.8589254519,0.9485145487,0.3611434739,2.2959700957,0.1926976523,2.9647475331,1.5194761063,1.2173278549,2.5915988287,4.5057553927,0.2940220734,2.6381588131,2.0860008928,1.6970876416,1.3166937233,0.4767502910,1.5596292094,0.6635153531,0.8440375627,1.8526001043,2.1095351127,2.0516980396,2.3302920460,0.7212230265,0.9553307191,1.2426151514,0.2508438974,2.3379210630,1.7375720107,0.5485009588,1.1067867132,1.9378589523,2.4617627858,0.4900845347,1.7397207197,-0.0733055465,0.7391439166,0.3795490559,0.8344241815,0.5471840503,3.3180981159,0.0819758356,0.7404783234,0.4858907437,0.4908453359,0.1564003170,1.3441792130,0.3707374250,-0.2055324766,1.2085352542,0.0092219273,1.7352698940,-0.0131793535,-0.0503624913,0.2615445513,3.3985103569,1.6615261318,-0.2403248768,0.6924787066,0.7193990235,-0.2237516708,-0.1012794394,0.2052460795,0.4014075051,0.3837031674,0.0184284180,-0.0180590566,0.7147286635,-0.1550435665,1.6353111883,0.8638154286,BRCA
GSM480990,0.1399558039,0.1263941840,1.9044463635,2.5034759937,-0.0037078217,-0.2273295269,0.4149497924,-0.1398358871,3.2152103848,-0.0125747637,0.5463355927,-0.1853777836,-0.1531001834,-0.1215005378,0.0347833671,0.0101925994,-0.0717833222,-0.0898349350,1.0313751001,-0.0481237893,0.5219877110,0.0809311174,1.8740548545,1.2734934124,0.1957570252,0.4939720570,1.8043094478,0.0828528802,0.0929767709,0.2658185528,-0.0016967191,1.6320477078,0.4319017726,0.0506241470,0.2328669661,0.0326055430,0.0120239981,0.6063650150,0.9064934546,1.1422580908,0.6278177781,3.4345294637,0.2997994443,1.1156503296,1.9726767541,-0.0860248830,-0.0146680338,-0.1352378274,0.0600960671,0.2726224291,-0.1037953847,0.0543585227,0.1760831968,-0.1363020873,0.5935970135,0.1244491272,0.6265113652,1.1643263176,0.1443767947,2.9287062935,3.2687017123,1.6334264080,2.3215461372,0.1378118531,-0.1001651907,-0.0851731477,0.6156139746,0.0290742809,0.8395489514,0.1350890904,3.4722197056,0.2000267514,-0.1347177718,-0.0397381033,-0.0691897186,0.5285654091,-0.2499927878,0.0665298397,2.0271611329,0.8501380980,0.3823457347,2.3948051927,0.1904167056,2.8774783389,1.4347388300,1.0848612408,1.7423893210,4.5048998354,0.1044129678,2.6800882520,1.7278615104,1.5994681015,0.6955706701,0.2217045019,0.9081680514,0.6389651656,0.5100831413,1.8075009120,1.9555052741,2.1912706249,2.6141268810,0.7104415091,0.9665051731,1.2673510688,0.2353488549,2.4668089150,1.6946846508,0.5301729460,1.1464720816,1.7035875950,1.7466791339,0.4336124466,1.6178782546,0.4774189610,1.0119252688,0.2652120359,0.6038720261,0.2049873744,2.5353743696,0.0326576912,0.5637513181,0.3497747680,0.3712428666,0.1161536993,1.4016652034,0.3683436740,-0.2335104084,1.2108527270,0.0350607259,2.3341356051,-0.0583580705,-0.1005771667,0.3549405742,3.6996672286,1.9450264433,-0.1905240031,0.2241633647,0.6387719000,-0.0412857113,-0.0531051664,0.2248609675,0.4091827854,0.6878097016,-0.0482954717,-0.1283995506,0.7731054843,-0.0338386594,1.4963267980,0.8947838340,Control
GSM480991,0.0427340731,0.1079935989,1.7922020852,2.5254729390,0.0197570960,-0.2141317610,0.5295520682,-0.0233134410,3.4813155201,-0.0370445928,0.6330033243,-0.1410255922,-0.1093275204,-0.1109150905,0.1141877179,0.1713930385,-0.0289812168,-0.0324740469,1.0671943942,-0.0011837896,0.0766595600,0.1101707118,2.2431318217,1.3897725733,0.1638076088,0.3932774949,2.3212478954,0.0398547893,0.1126103720,0.3018188934,-0.0434996063,1.3953872703,0.5091491463,0.2131650779,0.3418866218,0.1899773861,-0.0015521856,0.7714438242,1.0236855373,1.3781427961,0.7227592406,3.1577889920,0.2894099451,1.3207692280,1.7916121086,0.0115509358,0.0381534466,-0.1801869899,-0.0242190473,0.5452802101,-0.1463754277,0.2695424653,0.2123512204,-0.1270282124,0.8192260036,0.3601991349,0.7455465098,1.3721982840,0.3480668160,2.9761698543,3.0682449871,1.7963517126,2.0550858006,0.1600393232,0.1015720097,-0.0614917460,0.7264592992,-0.2311117117,1.0923670325,0.4361369535,2.9098292223,0.2653434935,0.2276287299,0.0194283198,-0.0723369783,0.1452713423,-0.3169356138,0.0038067242,1.8563768306,1.1478258233,0.4257154862,2.4562734896,0.2123464005,2.7812048569,1.6106534052,1.1927282117,1.8416862883,4.0195023060,0.3539883664,2.7262809576,1.7762824299,1.3942010023,0.9840603023,0.4666677879,1.2104553805,0.5619151303,0.5117781859,1.8001384040,2.1972816589,2.1859802290,2.3295708100,0.7090388426,0.9844841587,1.2376323867,0.2870655284,2.3132479590,1.4966919869,0.7394488404,1.2476795501,1.6545095873,2.1818544863,0.4549422166,1.5154253708,-0.0289593907,0.8572663888,0.2747045157,0.7088567904,0.4487076567,3.2717896223,0.0825358228,0.4546593393,0.3638736079,0.2938089664,0.2224560871,1.0949856863,0.2383466568,-0.1923197002,0.9658334549,-0.0545887092,1.8714289568,-0.0510956025,-0.0784768697,0.3533411367,2.7291382220,1.7476701636,0.0026232248,1.2666543258,0.6065590740,-0.1372422242,-0.0384658092,0.6675299318,0.5025272704,1.0395353469,-0.0117221933,-0.1547807054,0.9814240835,-0.1547526820,1.6275674124,0.9661887334,Control
GSM480992,0.0307916984,0.0944186798,1.9878609218,2.2633216233,-0.0059863662,-0.2381038960,0.3683765221,-0.0328772962,3.3498735959,-0.1077524858,0.6910685400,-0.1913445499,-0.0673276951,-0.1241149386,0.2169276933,-0.0261436826,-0.0798907091,-0.0379386330,0.8570831561,-0.0080303687,0.2400313644,0.1460978854,1.8122482135,1.1771644925,0.1825677720,0.5311810941,1.9536824093,0.0242465410,0.1323960430,0.1493971510,-0.0721807124,1.5200986117,0.4485695531,0.1167949581,0.5328579168,0.1040453717,-0.0555899561,0.6296331289,0.8552267413,1.3404002363,0.6307045531,3.4128646853,0.2436175599,1.3938470074,2.0296418533,-0.0311356888,-0.0077946527,-0.2258459096,-0.0458247365,0.2781207703,-0.1309493409,0.0906193132,0.1466532203,-0.2061888918,0.5819004865,0.4381967931,0.8338360540,0.9123137088,0.2517969087,2.5162862662,3.3535313077,1.6314466959,1.7278080581,0.1645530730,-0.0561522902,-0.0486547439,0.8079171124,-0.1823771259,0.8884191895,0.6325081735,2.9368306489,0.3060936260,-0.0953700422,-0.0074639569,-0.1113704541,0.1762626544,-0.1647453505,-0.0250949275,1.9470665303,0.7617480983,0.3720775344,2.0802210038,0.1049487142,2.5421525538,1.4351751020,1.2153816159,1.9397900107,4.3413267137,0.3033208352,2.7089334876,1.9553286831,1.3022716794,0.9964155780,0.2011608248,0.9354733041,0.3648373661,0.6415492041,1.8337168824,1.9498871939,1.9373889181,2.4435079693,0.8453843741,0.9653077245,1.0807630825,0.3092850267,2.3749431373,1.3819751292,0.5512549343,1.1383788195,1.5750498077,2.2309278118,0.5141163273,1.5427023274,-0.0785882260,0.9518821845,0.3208138989,0.9853846836,0.2838235099,2.7193237019,0.1275871064,0.5097267514,0.2782544769,0.4304925468,0.0892100549,1.2615426927,0.2957209837,-0.1578820049,1.0412749186,-0.0682986027,2.3466269308,-0.0672809145,-0.0567603462,0.3833195646,3.4201373590,1.8093512646,-0.0762743631,0.4266415604,0.9171694935,-0.1404206887,-0.0780644519,0.3267323212,0.4332846113,0.9472317882,-0.0458010874,-0.1249617051,0.8432258828,-0.0523717734,1.6904229138,0.9245691404,Control
GSM480993,0.1070122059,0.1510038803,1.8616356552,2.3908473255,0.0365485349,-0.1573903718,0.5810205193,-0.0407619657,3.5921627943,-0.1029904053,0.4016453450,-0.1290267316,-0.1069745372,-0.0810117562,0.0543310773,0.0690652925,-0.0698836188,-0.0093296152,1.0833779254,0.0017031676,0.4071690490,0.1558447157,1.7017059082,1.2907769317,0.1449479595,0.5303800169,2.2813484934,-0.0725492258,0.0441707302,0.6982943558,0.0454137067,1.7533542813,0.7259487199,0.3726992812,0.4452653203,0.1552820728,0.1145954085,0.5561323376,0.9877843097,1.2013911734,0.8724870043,3.1817195413,0.3506312356,1.3050267435,1.8798222542,0.0103055878,0.0543146970,-0.2645353991,-0.0547407987,0.3740754798,-0.1193845537,0.3339491470,0.2750413289,-0.1628671454,1.0725933071,0.3077298826,0.7201702995,1.1482566777,0.1695299268,2.9763071138,3.2911513779,1.8353475763,2.0188449322,0.1343106881,-0.0819885248,-0.0105652373,0.8177557680,-0.0695527356,1.4478747125,0.3207892575,3.0266805887,0.2466379126,-0.0858620212,0.0773676229,-0.1462138596,0.2002292019,-0.2135680653,-0.0756766740,1.8764149353,1.1152045637,0.4715218885,2.3538808954,0.2072038372,2.6720158680,1.6913663838,1.2243270863,1.9234234890,3.9878728708,0.3378781572,2.6524897961,1.8181509573,1.4848391836,1.2876011059,0.6328711621,1.0396554694,0.6283735601,0.5177623539,1.7456921671,2.1369374991,2.2438349653,2.3053646883,0.6424581836,0.9897042004,1.2571674703,0.3338063993,2.1276670697,1.4768432305,0.7040909280,1.2577366306,1.6345224711,2.3526830144,0.3490532518,1.6826464402,-0.0210596640,0.7647947462,0.3549378401,0.9378787205,0.3765192721,3.0708534814,0.1228235471,0.6254845240,0.5376300219,0.4842034828,0.1956803408,1.5975490511,0.2807724565,-0.1491511107,1.0089786150,-0.0258831931,1.9904366864,-0.0503043692,-0.0907928686,0.6073895380,3.3143866591,2.1970435104,-0.1707423303,1.0688346492,0.8861089640,-0.1320735634,-0.0202053390,0.0880815370,0.2973579077,0.7063439823,0.0513103815,-0.1461898461,0.9859714336,-0.0776553526,1.5453341795,1.0085132794,Control
