@relation data

@attribute id string
@attribute 1158 numeric
@attribute 1432 numeric
@attribute 1977 numeric
@attribute 2091 numeric
@attribute 2875 numeric
@attribute 290 numeric
@attribute 3945 numeric
@attribute 3948 numeric
@attribute 4691 numeric
@attribute Class {BRCA,Control}

@data
GSM481002,-0.1173781645,0.4174692793,0.3262102189,2.3692040312,0.3093410748,0.7517795999,2.2290165995,0.0558149326,-0.0598073644,BRCA
GSM481003,-0.1577072619,0.3061586227,0.3141217654,2.5952695741,0.2557318423,0.3895851531,1.9750782573,-0.0307527813,-0.0568080873,BRCA
GSM481004,-0.1900362656,0.4136280409,0.1372993612,2.6413188049,0.3454518223,1.1136212200,2.0406078298,0.0652568588,-0.0953270660,BRCA
GSM481005,-0.1769176163,0.3984561536,0.6032439420,2.0519958071,0.3435682784,0.2281151835,2.3110099063,0.1846116313,-0.0790500546,BRCA
GSM481006,-0.1241483200,0.3921763096,0.4558320585,2.1180725496,0.3678449655,0.2513129445,2.1264710532,0.0412628796,-0.1285176326,BRCA
GSM481007,-0.1205756270,0.2309822093,0.1246853065,2.1668319503,0.3199616642,0.1324073782,1.7186610598,0.0847853966,-0.1543998673,BRCA
GSM481008,-0.2839360366,0.3457279783,0.4269127093,3.3067841928,0.3521728689,2.4334105551,2.1324666515,-0.0879220889,-0.0611171499,Control
GSM481009,-0.2079969724,0.2764711754,0.2450311447,2.0995369157,0.0686553296,0.7901227976,2.2405578643,-0.0748999883,-0.1036444157,Control
GSM481010,-0.0935666620,0.3582406002,0.6958391050,2.6461840802,0.2724678783,0.0226994641,2.5303265055,0.0966507554,-0.0830595259,Control
GSM481011,-0.1078875670,0.1895736574,0.3554290061,2.3372082579,0.1529114217,0.2015644595,1.8655388133,-0.0178155062,-0.0514793500,Control
GSM481012,-0.1169222564,0.3378831189,0.2910755047,2.8439976142,0.2962949517,0.8232829794,2.4218414560,-0.0260465227,-0.0893519846,Control
GSM481013,-0.1984667743,0.4947108470,0.3526125430,3.4062081311,0.4801402744,2.0392621606,1.8097029018,0.0254911260,-0.1477423539,Control
GSM481014,-0.1506046409,0.5363523807,0.7339751086,2.2860900692,0.5393414759,0.8837295770,2.2197232905,0.0187754093,-0.1510811357,BRCA
GSM481015,-0.1379073617,0.3073236268,0.3338057072,2.7064071630,0.2932619146,2.3964030445,1.6120078775,-0.0929039286,0.0009437327,BRCA
GSM481016,-0.2184558669,0.4468257379,0.5328703985,2.5078920853,0.3174820709,1.1284707636,2.4641877518,0.0659744797,-0.0013883003,BRCA
GSM481017,-0.1505992700,0.4272267166,1.0241653169,1.8828845787,0.2878387989,0.8178024591,2.6856863797,0.0925938098,-0.0544864961,BRCA
GSM481018,-0.2140287197,0.4488102300,0.0648137962,3.0131007034,0.4587984241,1.9898696021,2.0448262207,0.0892437250,-0.0702125840,BRCA
GSM481019,-0.1513744996,0.4176905511,0.6236062680,2.4359207154,0.4079959225,1.6401624680,2.3662063778,0.0006261357,-0.1020042864,BRCA
