@relation data

@attribute 23511 numeric
@attribute 55746 numeric
@attribute 940 numeric
@attribute 9861 numeric
@attribute 23279 numeric
@attribute 79902 numeric
@attribute 4927 numeric
@attribute 4928 numeric
@attribute 11097 numeric
@attribute 53371 numeric
@attribute 130340 numeric
@attribute 8021 numeric
@attribute 1794 numeric
@attribute 161 numeric
@attribute 162 numeric
@attribute 163 numeric
@attribute 164 numeric
@attribute 7175 numeric
@attribute 160 numeric
@attribute 23636 numeric
@attribute 920 numeric
@attribute 79023 numeric
@attribute 7514 numeric
@attribute 8945 numeric
@attribute 926 numeric
@attribute 51606 numeric
@attribute 6500 numeric
@attribute 9883 numeric
@attribute 919 numeric
@attribute 9978 numeric
@attribute 5699 numeric
@attribute 5698 numeric
@attribute 9631 numeric
@attribute 3837 numeric
@attribute 3836 numeric
@attribute 10213 numeric
@attribute 292 numeric
@attribute 291 numeric
@attribute 129401 numeric
@attribute 3932 numeric
@attribute 5682 numeric
@attribute 5478 numeric
@attribute 5686 numeric
@attribute 5062 numeric
@attribute 5685 numeric
@attribute 5684 numeric
@attribute 5683 numeric
@attribute 9491 numeric
@attribute 10197 numeric
@attribute 9972 numeric
@attribute 6921 numeric
@attribute 6923 numeric
@attribute 3105 numeric
@attribute 3055 numeric
@attribute 23225 numeric
@attribute 5708 numeric
@attribute 5709 numeric
@attribute 5706 numeric
@attribute 5707 numeric
@attribute 5691 numeric
@attribute 5704 numeric
@attribute 9818 numeric
@attribute 8065 numeric
@attribute 5690 numeric
@attribute 5705 numeric
@attribute 5693 numeric
@attribute 5702 numeric
@attribute 5692 numeric
@attribute 5695 numeric
@attribute 5700 numeric
@attribute 7314 numeric
@attribute 5694 numeric
@attribute 5701 numeric
@attribute 57122 numeric
@attribute 23165 numeric
@attribute 60489 numeric
@attribute 5696 numeric
@attribute 5687 numeric
@attribute 5688 numeric
@attribute 5689 numeric
@attribute 375 numeric
@attribute 9688 numeric
@attribute 55690 numeric
@attribute 10053 numeric
@attribute 5879 numeric
@attribute 10762 numeric
@attribute 5717 numeric
@attribute 5718 numeric
@attribute 5719 numeric
@attribute 5710 numeric
@attribute 5711 numeric
@attribute 5713 numeric
@attribute 1025 numeric
@attribute 5714 numeric
@attribute 5715 numeric
@attribute 5716 numeric
@attribute 8815 numeric
@attribute 348995 numeric
@attribute 8905 numeric
@attribute 8907 numeric
@attribute 1175 numeric
@attribute 8480 numeric
@attribute 1173 numeric
@attribute 1174 numeric
@attribute 5905 numeric
@attribute 4869 numeric
@attribute 5720 numeric
@attribute 5721 numeric
@attribute 3159 numeric
@attribute 8086 numeric
@attribute 5901 numeric
@attribute 5902 numeric
@attribute 5903 numeric
@attribute 11168 numeric
@attribute 9844 numeric
@attribute 904 numeric
@attribute 2534 numeric
@attribute 567 numeric
@attribute 81929 numeric
@attribute Class {Control,BRCA}

@data
8.948514067,10.70099474,6.411176756,10.66538909,9.944646595,10.73828676,10.65747949,6.766641794,9.6648727675,8.4982454305,4.949548063,10.56852647,9.728567279,8.768731126,8.592222961,10.066436801,9.8003749615,10.73458709,6.55015525567,9.4780677085,7.587142037,10.87230572,11.18170219,6.7640108625,5.546288211,8.0493835815,8.3326087685,9.1153257685,8.7285712195,10.96486087,12.26010515,7.8586641855,7.400200831,11.46908991,8.398531146,9.389707223,12.88542666,11.25663286,7.2678836785,5.69019779725,8.68690091133,7.340653781,11.45443311,8.225782395,10.773474255,9.0509661315,8.849890707,8.2518409835,9.5130720155,9.744439113,10.4289609365,10.7153314145,13.37563667,8.046293407,6.645049976,10.88129775,8.320869495,8.2415367635,10.75119697,12.5173582,9.52802259133,6.03436478667,10.40879176,12.00076422,10.76621026,11.63501532,11.29749826,12.3793121,12.69883927,13.19976669,14.001314075,12.8865864,11.75625619,9.872136606,10.53897001,8.136824079,8.79769619475,12.01088989,6.854560258,13.16916718,9.435961159,10.32181006,8.787544391,6.388969257,8.85850435833,6.28022878033,7.502913581,7.6478096268,7.1263324395,9.99408498,9.139564862,11.29559693,10.30035288,11.16207045,8.474680533,9.08037601133,10.1769854865,8.3668938445,10.928763925,11.19411678,12.243005895,7.571167906,11.2613104,9.30100447133,10.70560671,9.4976708915,9.3046709605,10.57043948,6.22128216925,7.158562039,10.31245505,10.0236002615,5.945099216,7.1936943155,7.25074100175,8.433503159,9.2289642325,13.51420146,8.61174871767,Control
9.07757757,10.79163118,5.313618859,10.285160686,10.06496539,10.96132689,9.904401726,6.824600342,9.4416045875,8.242744387,4.845755052,10.58008449,9.330749483,8.850844048,9.2814931165,9.799591711,10.226900679,10.82235197,6.33747983233,9.602807458,7.564704211,10.78405837,11.36961249,6.8141713125,5.33270027975,7.751518458,8.2971822775,9.331495089,9.701700705,10.89468537,12.49390804,8.003615916,7.6631158415,11.81218745,8.011564299,8.918073954,12.91025583,11.10593342,7.1869489675,5.74326863275,8.564460088,6.648325671,11.70800194,8.658878356,10.448362625,8.663920189,8.687945234,8.6470158575,9.4460828095,9.026662535,10.312101354,10.392543967,13.47671849,8.028929788,7.623298306,10.53048708,8.224437221,7.999641059,10.11183374,12.82483353,8.66293534567,5.56283592867,10.40449794,11.8759414,11.05745385,11.39179686,11.41436827,12.13981521,12.80741335,13.22888561,13.81882705,12.81758135,11.4706641,10.16400217,10.4051391,7.9109298915,8.9447929715,12.096668015,6.785227259,13.26600764,9.02931504067,10.48239483,9.407990591,6.59182572,9.23532012167,6.28489948567,7.829676956,7.6935621724,7.061510218,9.75457026633,8.317719126,11.49325267,10.56172258,10.64810838,7.798165773,8.49440965167,9.7768108235,8.921735544,10.61215264,10.74445149,12.07866152,7.305644941,10.94792585,8.733876752,10.62072869,9.941470837,9.371998932,10.25218676,6.55093580175,6.991610063,9.706824548,9.670697232,5.044843524,6.870012812,7.162161681,9.433126963,8.8907159655,13.40255741,7.884970577,BRCA
9.349613594,10.97348951,6.037388399,10.525857853,10.10125057,10.8492802,10.74842792,6.87867607,9.7955411235,8.419646614,4.565547983,10.85124954,9.593774448,8.769293322,9.089230266,10.195515158,10.179820315,10.77184043,6.42725820467,9.9134145385,7.27775495,11.02156667,11.3442156,6.8509701385,6.05847101475,7.7668571805,8.6127798505,9.184940914,10.17915014,11.00293473,12.68497545,7.9306158695,7.834746884,11.93520936,8.031551137,8.923536316,13.44200721,11.037256945,7.5858335005,5.8326297955,8.90620358967,7.649240232,11.79340834,7.83784169,10.50004144,8.7410247875,9.15137249,8.6963432705,10.021838884,9.755547386,10.168662834,10.539595686,13.104967985,7.876150279,7.919118257,10.68183161,8.504323566,8.1305872305,9.852580664,12.78740681,9.13019918967,5.945402415,10.22215524,12.08449626,10.82365605,11.56454026,11.41436827,12.29328779,13.11183912,13.26600764,13.884698385,12.81545941,11.44340995,10.14873431,10.93899899,8.6756090465,9.05267110725,12.02999728,6.345720697,13.02126635,8.92200073633,10.63133194,9.303164917,6.497696684,9.280236709,6.48209168833,7.058590127,7.6312576694,7.367369481,10.049331671,8.895644291,11.34727825,10.31397736,10.9447818,8.203655262,8.73865177933,10.584815644,9.1231107235,9.8452116845,10.24052337,12.3965886,7.90182937733,11.162174555,9.78889699433,11.18028854,9.401333778,9.657715067,10.74375964,6.56381717275,7.628593402,10.34072947,10.317806515,5.90202005,6.9074574945,6.81914663275,8.897861429,8.275073194,13.14132294,8.57418991167,BRCA
9.614162807,10.74842792,5.706538322,9.7075407315,9.560920839,10.67254493,10.67862239,6.97341843633,8.725553334,8.422447157,4.851263383,10.75691093,9.253345896,8.891161787,9.5572930835,9.818157181,9.084737844,10.82887651,6.79699623533,9.7641065265,7.757275197,10.77639419,11.04568478,6.6247603795,5.40892901975,7.9660870325,8.522296209,9.5489799265,10.0511208,11.11718547,12.81400365,7.136446259,7.5634028845,11.55940591,8.030034094,9.204339515,13.03973478,10.099114738,6.0686045945,6.064440107,8.06062747867,6.934991518,12.05836733,7.70770520067,10.45335816,8.2768542615,9.228182036,8.687436261,9.9727633615,8.789559014,10.050980994,10.7255934155,13.09890984,7.67065824,8.215849806,10.97310559,8.773914859,7.5951142215,10.1206141,12.79764436,6.501491522,5.71183285833,9.90843808,11.77387079,11.3345919,11.41998139,11.84795592,12.28120423,12.80568549,13.52332736,13.10949585,13.13613647,11.21903252,10.51689201,10.4760984,7.1261846485,8.8475481605,11.55921065,5.846751073,13.30543127,9.036098299,10.62174996,9.586554187,7.270204498,9.422761191,6.13564318433,7.779327238,7.8421414368,7.3093172695,9.861676143,8.699078855,11.25835125,10.11489441,10.95004389,7.961624956,7.931835366,9.7730367005,8.954544083,9.9373209245,10.86373739,12.07110544,7.11799945933,11.27700269,8.61758522733,11.51729675,9.8343895265,9.7106639285,10.40029272,6.3860322555,7.810926842,9.043848309,9.690091307,5.082373945,6.7982293745,6.61347864425,9.092513451,8.08464112175,13.028609155,7.144783444,Control
8.571526197,10.51270618,5.593959684,10.5959512115,9.716228343,10.55491043,10.38135939,6.60734282267,9.273737981,8.644246817,4.961867826,10.44585319,9.459309233,8.282904386,9.0996435285,9.7827240025,10.30333782,10.12116474,7.262440087,9.8283234625,7.922110302,10.58989012,11.24345683,6.936615278,5.6253656705,8.271959177,8.478964386,8.7499691525,9.3494460205,11.46239505,12.58797677,8.101565847,7.9042128665,11.89363345,8.005120816,9.125523977,13.08977243,10.80982341,7.5611171875,5.91669616975,8.484101233,7.31944887,11.70232867,8.07563913267,10.78654813,9.400933638,9.234303192,8.7242702675,9.670002224,9.278322331,10.4151315645,10.3104713005,13.79174456,7.799736743,7.766050346,10.89071479,8.821105186,8.129256569,9.671351374,12.83066776,8.92179205133,5.86548072367,10.60627128,11.8407859,11.59208337,11.45657274,11.30008097,12.07828769,13.06098469,13.05669872,13.92393915,12.99332148,11.83572685,9.863230401,10.45025788,8.100690815,9.56101011525,12.108842315,6.117700885,13.09561052,9.30135474967,10.26227726,9.678679853,6.539008037,9.29741101033,6.61995662867,8.209881145,7.9014979902,7.0417430505,9.89827133933,8.485629214,11.22756798,10.36619136,10.76553912,7.495377629,8.806992301,10.6883639485,8.713297444,10.08567151,10.11530417,12.28154315,7.382879181,11.397832345,9.68873284933,10.86373739,9.221838159,9.527273459,10.51648826,6.674462318,7.41187347,10.46214465,10.472084425,6.183690582,6.8013036125,7.17483227425,9.376755481,8.34620788925,13.555153355,8.52278816767,BRCA
8.935534242,11.02951865,6.062214149,10.848082905,10.68029603,10.93414071,10.79163118,7.501134809,9.6473876935,9.349364842,4.963718308,10.38522909,10.02677279,8.762399584,9.013759983,9.9980316435,10.508658115,10.79624673,6.667704523,9.647092859,7.239410274,10.38787223,11.78440594,6.691972956,5.40351558975,8.42511122,8.648627771,9.0253311545,8.381411497,10.11198692,11.77234975,7.2109038415,7.9929258645,11.72223985,8.795107094,8.95814749,12.96853095,11.26759678,8.0406116585,5.66966000725,8.26577764633,7.950324238,11.41892796,8.35808952433,10.42774834,8.8631824515,9.000521984,8.4071374385,9.9087425115,10.41359385,9.588315391,9.581731624,13.645184875,8.255714484,7.441390364,11.24345683,8.70989467,8.3982787515,9.965402326,12.17902899,9.583846924,6.181169694,10.21839405,11.19443078,10.94250372,10.96486087,11.24631027,11.73846187,12.48456748,13.24583793,13.72048402,12.26689494,11.8734596,10.58354379,10.89604874,8.2850983015,8.584152548,12.005052055,6.573651447,12.5801856,9.44563937567,11.03904603,8.104744359,6.69797923,9.14697742367,6.74734580867,7.178518271,7.7061769544,6.9303711535,9.731642715,8.698601474,11.64123906,10.67791364,10.52858624,7.914237304,8.989253179,9.6624061835,8.490716209,10.554185905,10.63888864,11.928151635,7.42526526267,11.12104221,8.76846916333,11.45168263,9.5368003965,9.187016555,9.789085739,6.30019221625,6.875169162,11.35299256,10.116185412,6.835359227,7.0610143795,7.12253736675,8.602996767,8.716652398,13.60911878,9.264684213,BRCA
9.235907197,10.09962433,6.314112464,8.8728375605,10.5411695,10.12172813,10.10297665,6.583680554,7.963427229,7.9662791415,5.072332275,10.19220376,8.944917819,8.058737407,8.6343563875,9.5811370385,9.6073954125,10.55979796,6.39423566067,9.597454927,7.114005486,10.55491043,10.95483991,6.403455599,5.13661079325,7.6763489385,8.47178547,10.0248169055,9.811707063,11.10530635,12.88210333,6.83554656,8.244454268,11.26783731,8.742360915,8.944917819,11.88017861,8.896508464,6.0253561645,5.862304229,7.627110972,6.757593772,11.62934992,8.02893851733,10.644018325,7.3785163565,9.48265729,8.4601267675,9.738500574,8.090034492,9.6829248285,10.68291734,12.91617066,7.649114461,7.649114461,10.65680049,7.511675823,7.4298346275,9.622015717,13.1007987,6.90693820733,5.96643391133,9.956354783,11.15733448,11.56978693,10.89071479,11.96287081,11.31322333,12.56435203,13.63630348,13.157660585,13.20290364,11.13455645,10.09372163,10.09113158,6.899819455,8.5786057585,11.7354617665,5.765011707,13.15586736,8.593332009,10.74125232,9.527448232,6.361071425,9.62804284167,6.971693019,8.323506447,7.875467798,6.686317724,8.73350074767,8.039907589,10.82348291,9.739662964,10.5206165,7.950470054,7.89073473833,8.8883560625,9.0898110315,10.266256292,11.25022455,12.367794435,6.680431951,11.202937405,8.418201138,11.4461297,9.9614698065,9.300249878,9.808852038,6.2255400635,7.580354917,9.805502513,9.4176405165,5.28356184,6.699965616,6.35585610125,10.2758862,8.39165280725,12.305927545,7.412940477,BRCA
8.527976511,10.71490255,5.651777341,10.79613101,10.05901354,10.87818911,10.71990666,6.84616120133,10.2476641185,8.654195741,4.783733416,10.23748518,9.873479151,8.695994791,8.5778568495,9.7220428385,9.845217114,10.63068602,6.734569732,9.7110048545,7.840024324,11.19977372,10.88698849,6.8512917035,5.53000073225,8.2414775895,8.7601337405,8.5971275445,9.1744218995,11.15845524,12.21574693,8.2246126895,7.847019682,11.54144891,8.204963705,9.321866737,13.11037161,11.20927755,8.0799720185,5.88068915225,8.898296117,7.417897071,11.64258438,7.68379282967,10.769831575,9.1253842295,9.291090747,8.620017522,9.2760823915,9.660094472,10.350985893,10.9364970335,13.284951405,7.823369031,7.04734514,10.69844447,8.336351598,8.211239684,10.03091577,12.69358176,9.79916599967,5.60097907267,10.22638544,12.15122597,11.0497977,11.82808501,11.45279735,12.50318977,13.11366653,13.00161496,14.498215135,13.09426251,11.70725139,10.10831572,10.49296002,9.188179311,8.783384793,12.028265245,6.573196985,13.21631242,9.138314752,10.09936791,8.362887493,6.08693831,8.82865486733,6.54759325767,7.77748732,7.6144880158,7.234214257,9.853346974,9.248106134,11.40859261,10.24684186,11.11113911,7.468178286,9.42022077033,10.4853944925,8.391776024,10.932619925,10.76123148,12.456368675,7.88850129767,11.388759195,9.77823477233,10.59585913,9.408141107,9.5777333365,10.40712464,6.1147661175,6.930592839,10.51975691,10.3406692055,5.455829609,7.1287178665,6.89327482975,7.901456932,8.80415305075,13.75047901,8.57418226267,Control
8.757432619,11.14957584,5.802975918,10.937703845,9.760949066,10.81621191,10.92822987,6.846979965,9.6269068455,9.104528772,4.435721265,10.45696041,9.312021348,8.773379189,9.076509823,10.274861495,10.3013856,10.65349026,6.84260002933,10.2074034015,7.470071357,11.04774441,11.39833769,6.6180162235,5.65565885325,8.4099228125,8.403286026,8.651042911,8.5153541335,11.16113206,12.7295762,8.2093419145,7.605598727,12.03029651,7.864714094,9.43457148,13.62077142,10.857770605,8.1950312805,5.81485113325,8.88636976267,7.944069439,11.79600727,7.77701585767,11.171571995,9.5892770755,9.326081763,9.0434887545,9.7701113155,9.775001605,10.3065809345,10.318720793,14.251632585,7.743439441,7.909294774,10.77621939,8.72948575,8.18494516,9.475936612,12.70613234,9.37684093033,6.13996439133,10.29527565,12.05268701,11.46641824,12.04345466,11.52775569,12.32769025,13.2409799,13.12983363,14.242274775,12.64414927,11.69149721,10.40557791,10.94214079,8.280267364,9.38378296975,12.202062635,6.4876838,13.25798962,9.39829013367,10.39839664,8.723440065,6.640032041,9.29235500067,6.375129507,7.904907218,7.5683183254,7.654837992,10.185042339,8.543090924,11.32669367,10.28488803,10.87349431,7.617451165,8.972024704,10.6850101165,8.726991346,9.8712755735,10.31926034,12.5301635,7.356748726,11.31699387,10.213135914,11.09993968,9.9946590405,9.713952053,11.33112984,6.59270803075,7.685311433,10.97507253,11.02304684,6.048874401,6.960321426,6.702793454,8.77081346,8.0162301535,13.530944225,8.92060182067,BRCA
8.968033945,10.73828676,5.909779853,10.2426533225,9.226822258,10.59585913,10.43232295,6.389484251,9.087620074,8.7062533825,4.476070854,10.56852647,8.844094608,9.0923747,8.909532721,10.43837603,10.10400826,10.50407936,6.688774195,9.5666536195,6.98547517,10.64603237,10.84633682,6.6715821615,5.500899641,8.0991276115,8.7247164775,9.284031921,11.141348535,11.1379023,12.50251243,7.317170943,7.505618187,11.46007714,8.267560523,9.153799716,12.51068142,10.844403885,7.0389208815,6.225327925,8.19283079433,7.103736613,11.47931054,7.95022355167,10.75364457,8.8337158815,9.010990369,8.7916525815,9.6858681675,8.632641862,10.0572264215,10.3885563575,13.036925645,7.59784981,8.020912072,10.99939073,8.330638085,8.0296321255,10.32115896,12.93429355,8.551578614,6.20494726733,10.11346907,12.03287579,11.10029786,11.70928645,11.5798723,12.25199131,13.04382794,13.33363132,13.80215118,12.97797754,11.50843622,9.923803275,10.5220521,8.167628933,8.625664425,11.91235316,5.980660139,13.283571,8.762425327,10.25455658,9.42321632,6.95239509,9.23513699733,6.488023506,8.023866778,7.5810767716,7.3863176745,9.840100938,8.590662948,11.35860878,10.52792683,11.21306793,8.383500319,8.73795495033,10.09158393,8.9027815345,9.9908152835,10.6279946,12.278551005,7.65162541167,11.225414225,9.401956753,10.93590557,9.446882726,9.4034636305,10.61404749,6.39620049775,7.582877963,9.562147541,10.41180642,6.021041727,6.6625938955,6.749519492,9.602588049,8.42904151725,13.272265755,7.88713234333,BRCA
