@relation data

@attribute id string
@attribute 10000 numeric
@attribute 207 numeric
@attribute 208 numeric
@attribute 23439 numeric
@attribute 23533 numeric
@attribute 2538 numeric
@attribute 2542 numeric
@attribute 3098 numeric
@attribute 3099 numeric
@attribute 3101 numeric
@attribute 346562 numeric
@attribute 3938 numeric
@attribute 476 numeric
@attribute 477 numeric
@attribute 478 numeric
@attribute 480 numeric
@attribute 481 numeric
@attribute 482 numeric
@attribute 483 numeric
@attribute 486 numeric
@attribute 5290 numeric
@attribute 5291 numeric
@attribute 5293 numeric
@attribute 5294 numeric
@attribute 5295 numeric
@attribute 5296 numeric
@attribute 5330 numeric
@attribute 5579 numeric
@attribute 57818 numeric
@attribute 6476 numeric
@attribute 6514 numeric
@attribute 6518 numeric
@attribute 6523 numeric
@attribute 776 numeric
@attribute 80201 numeric
@attribute 80834 numeric
@attribute 8503 numeric
@attribute 8972 numeric
@attribute Class {BRCA,Control}

@data
GSM481002,0.6797332095,2.3584245311,0.3070585448,-0.0676795500,-0.0131690648,0.0293527694,0.2175720451,1.9645582802,1.0413511753,-0.1899577612,-0.2385423698,0.0482374193,1.2048343619,-0.1563157375,-0.0891506131,-0.1090014479,0.5992863820,0.1752267555,0.0748847273,-0.0464189791,0.3417825494,-0.1444193100,0.8497827404,-0.0743738270,0.0027666772,1.1555331424,-0.0931709614,-0.0981862237,0.0797968561,-0.1457943050,-0.1759816651,0.1648967807,-0.0582816039,-0.1493906910,-0.1226596365,-0.2152381788,-0.0795126762,-0.1051274470,BRCA
GSM481003,0.3007907103,2.5114432043,0.3973698837,-0.0770076443,-0.0067144994,0.0317047089,0.4218234061,1.9277485708,1.3056394558,-0.1790138574,-0.1215693599,-0.0594577491,1.2874445120,-0.1045751128,-0.0761271237,-0.1358756409,1.2565654757,0.1291358674,-0.0328896525,0.1091750296,0.1791957579,-0.1042557524,1.4233998538,-0.0506758328,0.0220997693,1.4443705760,-0.1266500411,-0.0518483993,-0.0428245209,-0.1252417744,-0.1847200774,0.1027250736,-0.0131878725,0.0389886080,0.0507494741,-0.1907664967,0.1190332978,0.1754482326,BRCA
GSM481004,0.4733082638,2.2194539971,0.4676012300,-0.0727936911,-0.0146582856,0.0885350032,0.4538903021,2.5157814556,1.3761976038,-0.1363618634,-0.1867823903,-0.1138282924,1.6465649538,-0.0849351305,-0.0423334801,-0.1083835931,0.4561181011,0.1709414899,0.0339282870,-0.0756853581,0.1934292825,-0.0326631340,1.4479867770,-0.1540841441,0.0015714503,1.2018412555,-0.1195634382,-0.1085750333,-0.0116852299,-0.0658166480,-0.1426593660,0.0470588265,-0.0340516408,-0.1091377224,-0.1299661349,-0.1694196204,0.1043470586,0.7198681666,BRCA
GSM481005,0.7983672971,2.3890128664,0.4302809539,-0.1177032135,0.0304015636,0.0265446992,0.2628565154,1.8257441853,1.1785597652,-0.1722247336,-0.1389343421,0.0059395521,0.8559349278,-0.1209874501,-0.1212607316,-0.0687286405,0.9552678574,0.0784749269,0.3383061767,-0.1066267519,0.2936143763,-0.0949890131,1.0055721670,-0.1223234448,0.3289049813,0.9524374414,-0.0819878108,-0.0871069950,-0.0448879176,-0.1412141258,-0.1333741046,0.4737250003,-0.0128408389,-0.1045152437,-0.1081461670,-0.1956505876,0.0457376592,0.6370999050,BRCA
GSM481006,0.6102282105,2.7993582883,0.4174783649,-0.1522625482,0.0247047886,-0.0202348914,0.1981217352,1.5483050246,1.7186893868,-0.2298205516,-0.1876618826,-0.0422625256,1.1591157516,-0.1928323078,-0.1071198158,-0.0999615427,0.9066364228,-0.0728818892,0.1292292832,-0.1097232796,0.2433270854,-0.0674328190,1.3385462081,-0.0515387084,0.2390861619,1.1112498336,-0.1256054163,-0.1044239603,-0.0825208520,-0.1318478150,-0.1606435776,0.3198016130,-0.1103559825,-0.1013233678,0.0340127700,-0.1344386227,0.1659671659,0.4576302568,BRCA
GSM481007,0.3836162349,2.4604020782,0.2757121727,-0.1012385326,0.0693962222,-0.0259104163,0.3394420455,1.4633025249,1.0139000243,-0.1214379566,-0.1782754386,-0.0617978921,1.2515263292,-0.0986034427,-0.0552017571,-0.0639382190,1.4007932205,-0.0474682670,0.4021267280,-0.1062760652,0.1014056848,-0.0381952070,1.4767880777,-0.1263724936,0.1471414633,1.4279245571,-0.0836514095,-0.0580448157,-0.0162453039,-0.1071355146,-0.1876361217,0.4419188763,-0.0914416544,0.0822912043,0.0881288131,-0.1121313032,0.0523188741,0.7432159237,BRCA
GSM481008,0.5217626055,2.1300801171,0.4476290999,-0.0752571553,-0.0033952392,0.0426289806,0.6200547120,1.8001033367,1.3337689338,-0.1778268520,-0.2133168436,-0.0247318500,1.0822508104,-0.1365751932,-0.0949711165,-0.0792500605,0.9785020654,0.2619806110,0.2425652087,-0.1336147326,0.1758980179,-0.0852505426,1.1338950680,-0.0720937303,0.0879067641,1.1462765579,-0.1060613890,-0.1056714096,0.0850988482,-0.1743425196,-0.1729283276,0.0623767878,-0.1028369994,-0.0676376425,-0.1494718872,-0.1620677171,0.0282589524,-0.1597423928,Control
GSM481009,0.5489170128,1.7882246540,0.1436777954,-0.1508895850,-0.0460119554,-0.0322113266,-0.0052884781,1.1317125373,0.8883726100,-0.3005439911,-0.2187358925,0.0289769664,0.7746091188,-0.1674389526,-0.3735897056,-0.0711978792,0.5135420329,-0.1965277056,0.0579115311,-0.3514352102,0.2437746771,-0.0950082633,0.4174557194,-0.1321362915,0.1336468826,0.6547553167,-0.1955891928,-0.1066654161,-0.0287810097,-0.1193158329,-0.2322168130,0.1021158111,-0.0891346330,-0.1449972377,-0.1321607015,-0.2042188353,0.0289410084,-0.0875732203,Control
GSM481010,0.6249280034,2.1086231072,0.3798376370,-0.1542527573,0.0036142197,-0.0531430169,0.3396953539,2.1312383611,1.6017813832,-0.1573497362,-0.1113364770,-0.0414657802,1.1128667200,-0.0958312944,-0.0572905339,-0.0784865001,1.1311606698,-0.0669410945,0.1801746006,-0.0272888464,0.2892597577,0.0721562371,1.1752510060,-0.0223426086,0.1319778106,1.1194783820,-0.0872663059,-0.1128206664,-0.0509199975,-0.0233438603,-0.1231662354,0.3813697095,-0.1337952785,-0.0724101748,-0.0925867553,-0.1269257483,0.2118905579,1.3101336162,Control
GSM481011,0.3773361022,2.7272794777,0.4895673924,-0.0346676108,0.0986143788,0.0900164611,0.2847770314,1.6287149654,0.7390391357,-0.1430661620,-0.2003391834,0.0269275573,1.0450381968,-0.2090282230,0.0049888158,-0.1116891076,0.5877753954,0.2094058641,0.0234133798,-0.0823677012,0.2223992294,-0.1192103243,0.9093435548,-0.0940577877,0.0018939260,1.3710955015,-0.0478217234,-0.0728182171,-0.0487028284,-0.1508711132,-0.1369910271,0.1640858632,-0.0436212064,-0.0610902679,-0.0837247749,-0.1051455577,-0.0562693753,-0.0784827579,Control
