@relation data

@attribute id string
@attribute 1277 numeric
@attribute 1278 numeric
@attribute 1280 numeric
@attribute 1281 numeric
@attribute 1282 numeric
@attribute 1284 numeric
@attribute 1285 numeric
@attribute 1286 numeric
@attribute 1287 numeric
@attribute 1289 numeric
@attribute 1290 numeric
@attribute 1291 numeric
@attribute 1292 numeric
@attribute 1293 numeric
@attribute 1297 numeric
@attribute 1298 numeric
@attribute 1299 numeric
@attribute 131873 numeric
@attribute 1385 numeric
@attribute 1463 numeric
@attribute 2260 numeric
@attribute 2534 numeric
@attribute 256076 numeric
@attribute 2668 numeric
@attribute 2674 numeric
@attribute 2675 numeric
@attribute 2885 numeric
@attribute 3265 numeric
@attribute 375790 numeric
@attribute 3845 numeric
@attribute 4684 numeric
@attribute 4893 numeric
@attribute 4902 numeric
@attribute 51332 numeric
@attribute 5594 numeric
@attribute 5595 numeric
@attribute 5605 numeric
@attribute 5621 numeric
@attribute 5623 numeric
@attribute 5747 numeric
@attribute 57731 numeric
@attribute 5786 numeric
@attribute 5894 numeric
@attribute 64096 numeric
@attribute 6654 numeric
@attribute 6708 numeric
@attribute 6709 numeric
@attribute 6710 numeric
@attribute 6711 numeric
@attribute 6712 numeric
@attribute 6714 numeric
@attribute 6900 numeric
@attribute 7529 numeric
@attribute 775 numeric
@attribute 776 numeric
@attribute 778 numeric
@attribute 779 numeric
@attribute 782 numeric
@attribute 783 numeric
@attribute 784 numeric
@attribute 785 numeric
@attribute 7903 numeric
@attribute 8128 numeric
@attribute 8911 numeric
@attribute 8912 numeric
@attribute 8913 numeric
@attribute 9048 numeric
@attribute 9252 numeric
@attribute Class {BRCA,Control}

@data
GSM480984,0.3274698270,0.0578304728,-0.0842963397,-0.0277067070,0.1206448859,0.1617570012,-0.0343195665,-0.0485781644,0.1320036710,0.0155339099,0.0658800490,0.1209017527,-0.1688528511,0.6360145303,-0.1484998381,-0.1854193424,0.7560739600,-0.0637077161,0.3960468965,-0.1207068407,0.0155811251,-0.0119043016,-0.1023854266,-0.0830351446,-0.0984715125,-0.1368172508,1.3452941188,1.0380567778,1.4312780918,0.4153290968,-0.1160757452,1.3243965731,-0.0606896843,0.6947483067,0.5276523813,0.4586358647,0.0778244350,1.1734875166,0.1426472862,0.3606912876,-0.1242095806,0.2705262614,0.6409841057,-0.2238510094,0.1797246685,-0.1636980220,0.9525858890,-0.1083680126,0.6006620833,0.1461622514,-0.0230143287,-0.1276572647,2.8649117788,-0.1203116075,-0.0989742001,-0.1723870842,-0.1224714802,-0.0245026247,-0.0623435482,0.5613879450,-0.0271549473,-0.1807791922,-0.1523241652,-0.1362318950,-0.2831127028,-0.1099714589,-0.0345399621,0.0787741060,BRCA
GSM480985,1.0722436029,1.0740057206,-0.0916752003,0.7385366171,0.1024053941,0.3574818842,-0.0217375736,0.0682805988,0.3197791149,0.5991697517,0.6836575481,0.2890480000,0.0371414306,1.9121247233,-0.1824283317,0.0386283034,1.0554757614,-0.1201832846,0.2730189453,-0.1728776219,-0.0234685913,0.0315317513,-0.1190526069,-0.1495453385,-0.1300775931,-0.1406912798,1.1583383579,0.5481084954,1.5627417465,0.4587173745,-0.0452254811,0.8611773475,-0.1987302463,0.3558776023,0.4521202200,0.5649788797,0.0538346215,1.2647015639,0.2522555113,0.4434307657,-0.0846614272,0.4046185254,0.6127393824,-0.1723321646,0.2011654340,-0.1760589647,1.2506461444,-0.1254971979,0.6070888940,0.0660715649,-0.0673303304,-0.1034011719,2.6496851841,-0.1314508866,-0.0963025578,-0.0583988496,-0.0584060038,0.1402272073,-0.0032097376,0.5824237781,-0.0808365336,-0.1500979493,-0.1987223602,-0.1011272472,-0.2271144695,-0.0865421228,0.0257537091,0.1481528811,BRCA
GSM480986,0.1451111031,-0.0803552719,-0.0920874155,-0.1187075144,0.1571395738,0.4284097366,0.0045408444,-0.0003269257,0.4033968100,-0.0324737648,0.0340204159,0.2922329996,-0.0309096638,0.0264813202,-0.1235003989,-0.0776329358,0.7950162043,-0.1381592705,0.3807973232,-0.1477544963,-0.0139470198,0.0265829566,-0.1273166661,-0.0989697540,-0.0849708979,-0.1125952448,1.5127595663,0.9493732134,1.5699611075,0.4106089262,-0.0776241690,1.3830056341,-0.0994100373,0.4157053230,0.5276161861,0.5706250406,0.0844743560,1.2628443927,0.2217888008,0.2375885064,-0.0931956140,0.2944794901,0.4839221177,-0.1996847667,0.0952468054,-0.0553012987,1.3520656727,-0.0741121512,0.6313974929,0.1796895406,-0.0464315283,-0.1382823655,3.0484460116,-0.0977729428,-0.0699778495,-0.1236575758,-0.0708685458,0.0404406771,-0.0457329366,0.6317891250,-0.0384452237,-0.1026349349,-0.1303653435,-0.0420990204,-0.1658433730,-0.0909909176,0.0380436224,0.0273207385,BRCA
GSM480987,1.9734013707,2.4683750462,-0.0792982461,2.2193185563,1.2825283761,0.9133396048,-0.0216841742,-0.0280876425,-0.0148904576,1.6132985542,2.0930396530,0.9180735428,1.2106621109,3.6225910635,-0.1317016195,-0.2152801315,0.1892061032,-0.0671484381,0.2020458693,-0.0892493491,0.4268204676,0.6367091207,-0.1163307025,-0.0585404290,-0.0514555875,-0.1270048042,1.4599798470,0.6616964770,0.6125604424,0.2296363310,-0.0888372888,1.3380605279,-0.2147092302,-0.0132817121,0.4570317386,0.5260457562,0.0511663564,1.6573471187,0.2704970126,0.2307216385,-0.0821294113,0.2444770698,0.3882937707,-0.2265055039,0.0700896732,0.0830099887,0.9907094884,-0.0367408067,0.7352758253,0.0521735690,-0.0569087189,-0.0771541750,2.8611823956,-0.0535309027,-0.0852457030,-0.1119168406,-0.1386153157,0.0251751878,0.2038346149,0.4010122127,-0.1018771847,-0.0925662477,-0.1488781345,-0.1081378516,-0.2302740738,-0.0964581491,-0.0200831452,-0.0024105624,BRCA
GSM480988,0.2451521079,-0.0702087163,-0.0993234109,-0.1358704105,0.1152882675,0.3064220885,-0.0410077930,0.1296488376,0.2849267037,-0.0347575470,0.0092139999,0.1449651504,-0.0097191192,0.0452819411,-0.1701146605,-0.0610638451,0.4654421740,-0.0751479711,0.2373043370,-0.0839360140,-0.0280802871,-0.0273392516,-0.0762899776,-0.0450443954,-0.0707716167,-0.1064967342,1.6300611323,0.4589619954,1.1376807535,0.2562269165,-0.0893485605,1.0662603861,-0.0395374424,0.4661956381,0.4923907940,0.4829891018,-0.0383270433,0.9173709236,0.0199301678,0.3012423917,-0.1041909020,0.2738424926,0.4704262694,-0.1406079446,0.0896705153,-0.1670949011,1.6180760887,-0.0599835687,0.6583053066,0.3056427812,-0.0468429086,-0.1342319313,2.7963664452,-0.0822903132,-0.0242554143,-0.1667832078,-0.0314547322,0.0325240980,-0.0489285502,0.5769897205,-0.0758940419,-0.1136529021,-0.1101176819,-0.1380212632,-0.1781635498,-0.0750919747,-0.0064825030,0.1202236573,BRCA
GSM480989,0.1720103051,-0.0465266853,-0.0828457875,-0.1046818197,0.0023976691,0.2114621343,-0.0441274428,-0.0788148742,0.1264852435,-0.0206390256,-0.0460088931,0.2369972344,-0.1861017614,0.0920736688,-0.1826561012,-0.2394203552,0.4428574509,-0.1311550969,0.1316228062,-0.1690479384,-0.0391627001,-0.0600568494,-0.0305818130,0.0013816316,-0.0601011977,-0.1142081865,1.6843677122,1.1103506463,1.7622241158,0.2400973081,-0.0666400668,1.2916537300,-0.1070742739,0.0947024309,0.4168803811,0.8519349658,0.0375365682,0.9014930194,0.3145138276,0.1835803039,-0.1446035860,0.3055466101,0.4437155496,-0.1645790832,-0.0037837656,-0.1039534662,1.2766650192,-0.0202918376,0.5349647364,0.2181650416,-0.0013073004,-0.1579124431,2.9099976381,-0.0790640901,-0.0560463325,-0.1896694854,-0.1508689637,-0.0488633459,-0.0772692739,0.8129652783,-0.1655431821,-0.1443523287,-0.1284526680,-0.1917240362,-0.3032498204,-0.0422781250,0.0087933293,0.0127705318,BRCA
GSM480990,0.2065962950,-0.0535455872,-0.0505823002,-0.1207838239,0.3157544133,0.5032480955,-0.0224619561,-0.0072702441,0.2984222376,0.8829774104,0.6657902116,0.1991717919,-0.0734545157,0.2409686194,-0.1429605101,-0.1847181864,0.2037195411,-0.1296795578,0.1244135859,-0.1593049808,0.2105314958,0.2139598701,-0.1077549528,-0.0249892926,-0.0671347708,-0.1275322784,1.6475978081,1.1067612915,1.5826969529,0.3191353141,-0.0843380379,0.9421872181,-0.2940758770,0.1186436441,0.4040678319,0.5468216389,0.1245269666,1.6171665862,0.3273259321,0.2556535407,-0.0600617532,0.2370562873,0.3387474729,-0.2350413693,0.0120991491,-0.1033917562,1.2300627898,-0.0646166321,0.7194206764,0.1303198220,0.0237829644,-0.1286590262,3.0515313069,-0.0893763078,-0.1065901060,-0.1377697349,-0.1273056988,-0.0090365871,-0.0745338046,0.7522451695,-0.0505590463,-0.1325098849,-0.1174556658,-0.0644982766,-0.1690932849,-0.0521432277,0.1357991404,0.0599880825,Control
GSM480991,0.2203413378,-0.0661137348,-0.1126934538,-0.1195115780,0.0312546151,0.2466490643,-0.0178426241,-0.0549827734,0.1832314988,0.0151529085,0.0907690979,0.2549896827,0.0126553976,-0.0850544810,-0.1673006635,-0.1194721767,0.2406447890,-0.1190178329,0.1756075131,-0.1053977717,0.0341689920,0.0233230338,-0.0699432828,-0.0118765433,-0.0750836748,-0.0564349956,1.5652074934,0.9763167946,1.7234057288,0.3643042232,-0.1255675081,1.1985398679,-0.1779266083,0.2817484110,0.5071865046,0.6482640730,0.0588836264,1.2911442610,0.2919896535,0.2348265328,-0.0903484020,0.3092051442,0.3654298311,-0.2302931258,0.0441448208,-0.0901869824,1.5558186108,-0.0805319027,0.6461234448,0.2556611363,-0.0323408361,-0.0831317244,2.9438177745,-0.0855096179,-0.0575679550,-0.1331293760,-0.1331540587,-0.0152191007,-0.1135411437,0.8025629474,-0.1052119711,-0.1045473077,-0.1457356312,-0.0898408060,-0.2116424770,-0.0670246049,0.1144179311,-0.0162790011,Control
GSM480992,0.5630003688,0.0994001765,-0.0977736614,-0.0599028577,0.0624451243,0.3013565149,-0.0173351448,-0.0373090050,0.1683771527,0.0793494522,0.1532750871,0.2266035778,-0.0378568513,0.5666780770,-0.1528375054,-0.1971956551,0.1753962112,-0.0439024636,0.1568766059,-0.1417232841,0.0771578398,0.0886958316,-0.0591673438,-0.0292442199,-0.0572951013,-0.1071342483,1.5792976092,1.1827308424,1.8383309169,0.2580534183,-0.1151230532,0.6252961718,-0.1587899624,0.4301279522,0.4130200728,0.9082788116,0.1346057261,1.1581276407,0.3825651494,0.1477922502,-0.0829952390,0.2890066497,0.3105769333,-0.1998539871,0.0183351703,0.0123305093,1.4653365954,-0.0533146880,0.5058217640,0.4342006341,0.0106290712,-0.1157862729,3.0823179564,-0.0923992682,-0.1025028604,-0.1115691940,-0.1337066142,0.0835718792,-0.0621772347,0.9192613613,-0.1110916970,-0.1347257343,-0.1058359523,-0.0648215376,-0.1857793504,-0.0983496599,0.1420450887,-0.0542850346,Control
GSM480993,0.4241898455,0.0637850186,-0.0982701283,0.0129195312,0.1815740701,0.4915914865,-0.0612812659,0.0045384616,0.2849183196,0.0241740958,0.0671220333,0.2717464073,0.0018518609,0.6191832330,-0.1277571691,-0.0874135525,0.5319530541,-0.1180776184,0.2239596708,-0.0653940523,0.0609922022,0.0776393937,-0.0836238484,-0.0667033064,-0.0517830446,-0.1340094604,1.5582134934,0.9945207685,1.6071909504,0.2800151646,-0.0767223006,1.2895348594,-0.0275183950,0.2220587668,0.4741801064,0.7940912880,0.0415849929,1.2256185795,0.3912834758,0.3103372069,-0.1076859897,0.3464683800,0.3602931440,-0.1836854288,0.0562111053,-0.1177103029,1.3821796289,-0.0494966441,0.6281471540,0.3749783250,-0.0135325677,-0.0907564598,2.9598939657,-0.1131873764,-0.0685464153,-0.1594897452,-0.0863025429,0.0231110048,-0.0288300617,0.7646135887,-0.1219448129,-0.0936764247,-0.1599601133,-0.0627730188,-0.2627532443,-0.0591222534,0.1467347136,0.1655339871,Control
