@relation data

@attribute 1807 numeric
@attribute 51251 numeric
@attribute 1806 numeric
@attribute 1890 numeric
@attribute 84618 numeric
@attribute 30833 numeric
@attribute 4907 numeric
@attribute 51733 numeric
@attribute 56953 numeric
@attribute 7378 numeric
@attribute Class {Control,BRCA}

@data
5.37209128,9.284095409,7.836115267,9.860836446,5.980374532,10.91047056,8.013882508,5.599623716,6.325985037,7.06711799733,Control
5.827572151,9.5152625605,7.995118605,9.977156661,5.143343669,11.30718958,7.951694331,5.737356364,6.508829224,7.216096853,BRCA
5.602001935,9.736617121,7.803939173,10.2657529545,5.770175754,11.48278541,7.020066336,5.144669712,6.78934168,6.733041683,BRCA
5.919585149,8.7382979845,6.787808308,10.657609778,5.208879341,11.93949851,6.574181472,5.077041333,6.029900759,6.82095808167,Control
5.716724307,10.558272268,8.132321229,10.316016191,4.509722249,11.28286272,7.625783943,4.993460669,6.555513741,6.850225344,BRCA
4.769786816,9.7294624885,8.462462524,10.967936619,5.159277237,10.43684194,8.440257839,5.342529189,6.156543881,7.105405007,BRCA
5.401230463,9.7555137595,6.194663913,10.3060923515,5.025927152,11.88149458,7.484019523,5.263890047,6.299579521,7.24682448,BRCA
5.30196368,9.667409219,8.048801705,9.5796796905,5.083438106,11.5155078,8.755289134,5.032113243,5.401401144,6.88791071367,Control
6.134432096,9.51716198,7.880044356,10.768548368,5.244897759,11.41436827,6.969476102,5.349622922,6.694083165,6.99789632633,BRCA
5.846751073,9.812887816,7.463240557,10.501705028,5.029686155,11.4871292,7.206333395,6.304287999,6.427443278,6.95030749333,BRCA
7.038208781,9.1091431445,7.868546526,11.1331886555,5.224977213,11.4706641,9.209600263,5.194964872,6.137099374,7.30867047567,BRCA
6.236976265,9.406571626,7.660194049,10.504941043,4.632010888,11.16513329,7.958293333,5.802588255,6.1817045,7.184400585,Control
5.605339686,9.20430215,8.036037752,10.496353574,5.564234295,11.12925744,8.28785217,5.848755155,6.042212717,7.330249696,Control
6.239651629,8.5894631425,6.259560267,10.794981619,4.783733416,11.40689869,6.851939905,5.776637824,7.427818013,7.00187222167,BRCA
6.928551315,9.4834659455,6.509304419,10.806323058,4.591324374,10.8441842,7.720554015,5.388199225,6.717029035,7.26322947667,BRCA
6.571453551,9.3411218425,6.296921367,10.284657914,5.262105418,11.72645885,7.049034762,5.713016126,7.096928908,6.98539515,BRCA
6.536756683,9.0441248955,5.915766617,10.196150641,4.595801044,11.43412272,6.816283298,5.836183727,7.466833308,6.964059575,BRCA
7.22195228,9.313809851,6.249071368,10.6019755285,5.58151037,11.48278541,6.923033642,5.807812937,7.283368817,6.90198825367,BRCA
7.079274431,9.198373159,5.89561239,10.5822877365,4.450633198,11.22269547,6.996504912,5.471521792,7.233478575,6.888204677,BRCA
7.353634535,9.6558017145,6.472573571,10.7588473465,4.646190648,12.85954552,6.482691508,5.980260273,5.505264734,7.44732388833,BRCA
