@relation data

@attribute id string
@attribute 10189 numeric
@attribute 1025 numeric
@attribute 10250 numeric
@attribute 10302 numeric
@attribute 10621 numeric
@attribute 10914 numeric
@attribute 10919 numeric
@attribute 10978 numeric
@attribute 11051 numeric
@attribute 11128 numeric
@attribute 11178 numeric
@attribute 11198 numeric
@attribute 11335 numeric
@attribute 11338 numeric
@attribute 1477 numeric
@attribute 1478 numeric
@attribute 1479 numeric
@attribute 171568 numeric
@attribute 2068 numeric
@attribute 2071 numeric
@attribute 2074 numeric
@attribute 22916 numeric
@attribute 255626 numeric
@attribute 25885 numeric
@attribute 25920 numeric
@attribute 284119 numeric
@attribute 2957 numeric
@attribute 2958 numeric
@attribute 2959 numeric
@attribute 2960 numeric
@attribute 2961 numeric
@attribute 2962 numeric
@attribute 2963 numeric
@attribute 2965 numeric
@attribute 2967 numeric
@attribute 2968 numeric
@attribute 2971 numeric
@attribute 2972 numeric
@attribute 2975 numeric
@attribute 2976 numeric
@attribute 29894 numeric
@attribute 3012 numeric
@attribute 3014 numeric
@attribute 3017 numeric
@attribute 3018 numeric
@attribute 3021 numeric
@attribute 4116 numeric
@attribute 4331 numeric
@attribute 4686 numeric
@attribute 4774 numeric
@attribute 4781 numeric
@attribute 4782 numeric
@attribute 4784 numeric
@attribute 4799 numeric
@attribute 51082 numeric
@attribute 51362 numeric
@attribute 51497 numeric
@attribute 51585 numeric
@attribute 51692 numeric
@attribute 53981 numeric
@attribute 5430 numeric
@attribute 5431 numeric
@attribute 5432 numeric
@attribute 5433 numeric
@attribute 5434 numeric
@attribute 5435 numeric
@attribute 5436 numeric
@attribute 5437 numeric
@attribute 5438 numeric
@attribute 5440 numeric
@attribute 5441 numeric
@attribute 5451 numeric
@attribute 54700 numeric
@attribute 55290 numeric
@attribute 55703 numeric
@attribute 55718 numeric
@attribute 55814 numeric
@attribute 5595 numeric
@attribute 64216 numeric
@attribute 6426 numeric
@attribute 6427 numeric
@attribute 6428 numeric
@attribute 6429 numeric
@attribute 6430 numeric
@attribute 6431 numeric
@attribute 6432 numeric
@attribute 65109 numeric
@attribute 661 numeric
@attribute 6617 numeric
@attribute 6618 numeric
@attribute 6619 numeric
@attribute 6621 numeric
@attribute 6749 numeric
@attribute 6827 numeric
@attribute 6829 numeric
@attribute 6872 numeric
@attribute 6874 numeric
@attribute 6875 numeric
@attribute 6877 numeric
@attribute 6878 numeric
@attribute 6880 numeric
@attribute 6881 numeric
@attribute 6882 numeric
@attribute 6883 numeric
@attribute 6884 numeric
@attribute 6908 numeric
@attribute 6917 numeric
@attribute 6924 numeric
@attribute 7019 numeric
@attribute 7270 numeric
@attribute 7307 numeric
@attribute 7343 numeric
@attribute 7469 numeric
@attribute 7702 numeric
@attribute 7936 numeric
@attribute 7978 numeric
@attribute 79869 numeric
@attribute 8106 numeric
@attribute 8178 numeric
@attribute 8294 numeric
@attribute 8330 numeric
@attribute 8335 numeric
@attribute 8339 numeric
@attribute 8340 numeric
@attribute 8342 numeric
@attribute 8348 numeric
@attribute 8349 numeric
@attribute 8350 numeric
@attribute 8352 numeric
@attribute 8353 numeric
@attribute 8354 numeric
@attribute 8356 numeric
@attribute 8357 numeric
@attribute 8358 numeric
@attribute 8360 numeric
@attribute 8361 numeric
@attribute 8364 numeric
@attribute 8365 numeric
@attribute 8366 numeric
@attribute 8367 numeric
@attribute 8368 numeric
@attribute 84172 numeric
@attribute 85236 numeric
@attribute 8683 numeric
@attribute 8731 numeric
@attribute 8732 numeric
@attribute 8850 numeric
@attribute 8932 numeric
@attribute 8968 numeric
@attribute 9013 numeric
@attribute 9014 numeric
@attribute 9015 numeric
@attribute 902 numeric
@attribute 904 numeric
@attribute 905 numeric
@attribute 9150 numeric
@attribute 9295 numeric
@attribute 9328 numeric
@attribute 9329 numeric
@attribute 9330 numeric
@attribute 9533 numeric
@attribute 9785 numeric
@attribute 9939 numeric
@attribute Class {BRCA,Control}

@data
GSM480984,0.4126114489,0.3849943972,2.4773083159,0.8727470505,1.7032670247,1.4382595122,0.1441646699,1.0725135803,1.7881609106,0.5896097370,-0.1412564688,1.3052666187,1.3031754439,0.5557453352,0.7938114994,0.5234468976,1.6725497556,0.7655356586,-0.0296380270,0.7140045016,0.1596065265,1.8174701333,-0.2392959260,0.2182085159,0.3998035524,0.7357673252,0.7491668550,0.4204686892,1.6119218021,1.4433596209,1.2971594483,0.3907541752,1.4746629334,1.2852055382,0.6623463939,0.3433025304,1.6671399563,-0.0827080132,0.2778565808,1.0157556286,-0.1266527801,0.6419165981,0.4663673578,0.5796287800,-0.1710148110,2.1579934954,1.5238518661,0.1694913510,0.7445804778,0.5138534189,1.4879502733,0.4930918582,0.5897842087,0.4109240080,1.2074693699,0.6888912599,1.2891664039,1.2561442753,1.7021681519,1.0569009850,0.3975369574,1.8765759530,0.8007492875,1.9384943789,0.8600320538,0.9390896344,2.0158322748,2.2408497483,1.9307530988,1.5956783741,1.6747005731,0.2635002885,2.4089823167,0.5374807089,0.9429248124,1.0272386526,0.8127781419,0.4586358647,0.3462187418,2.1655273762,3.1251079895,1.5240772751,0.8164801440,1.8402566057,2.4002914340,1.5379252926,1.5617850385,0.9074461555,0.9118458330,0.0381352532,0.7796377986,0.4403947418,1.6257760737,1.5967238161,0.7240560270,-0.0681862467,0.9239108607,0.6328719492,1.4933159806,0.4038949576,1.9529181652,2.2375844716,0.8356572900,0.7953415547,0.0176405004,1.7934711947,0.0197498125,0.3671399739,0.8172712709,0.5981161920,0.3322721977,0.1890406473,1.0479472341,0.8074825910,1.0444371149,1.3948990900,0.9917212476,1.1254454255,0.0643139921,-0.0907373567,-0.1426963513,0.4973183159,0.0351372616,-0.0636051464,-0.0104329173,-0.1406314549,1.2193830144,-0.1458585733,1.6164440047,-0.0400704159,0.1694720521,-0.1287715932,0.0373365976,0.0447282344,-0.2411609210,-0.0415090222,2.2542199592,-0.0932262757,-0.1174726214,-0.0902371308,-0.1332889743,1.0903887004,1.2740677339,2.7645905812,1.0688239759,0.5753594652,0.2713000476,0.3757016488,-0.1594003411,0.5791618838,0.3329945604,0.4567742833,1.6350200091,0.1393629896,0.8380662819,0.3201496537,1.2609571970,0.5458584141,0.5441392728,0.6603060243,1.4816944038,0.2729711806,0.2578483276,BRCA
GSM480985,0.0944534096,0.1467938789,2.5755352293,0.7733261192,1.3219076064,1.4974339176,0.2126585084,0.6194671382,1.5055704021,0.4986423923,-0.1499538233,0.8381592483,0.9899577512,0.2731697014,0.6887943179,0.2492148060,1.4172572839,0.4966072811,-0.0246395640,0.5457641249,0.1679944671,1.5404746989,-0.1794575153,0.0641786722,0.2591035321,0.5368359969,0.5551873397,0.3228473669,1.4580998719,1.1930336464,1.2402474730,0.4345017685,1.3002798611,1.2463617062,0.2177986754,0.2805762249,1.4169296724,-0.0746682708,0.2674226733,0.7468715655,-0.0300232400,0.0878483590,0.1667381139,0.3041437968,-0.1616829565,2.1411872059,0.9281190227,0.1616124383,0.3393816852,0.4875530146,1.9746316783,0.5259737359,0.5823833690,0.4237536576,1.2850770751,0.5032326392,1.0446353144,1.2824939588,1.5373634734,0.6883843665,0.3440147386,1.8608403636,0.6489243608,1.1547020133,0.6569830517,0.3429515940,1.5899640836,1.7362441270,1.5928977927,1.3546642363,1.2201701118,0.1845204568,2.1543026898,0.4144739750,0.5387295912,0.9044012409,0.6393962027,0.5649788797,0.2521601138,1.7887017669,2.6369996912,1.1158918788,0.7610881114,2.1405721468,2.3688549630,1.1213246533,1.4847825096,0.6114921686,0.6876337083,0.0865431198,0.7797868312,0.3460790882,0.9967656328,1.3922314345,0.6675572611,-0.0969121774,0.6914762335,0.4415413506,0.7594941845,0.4940081182,1.6480467087,2.2541999816,0.8396029572,0.5610041876,-0.1425825459,1.5032221264,-0.0077615980,0.0977417487,0.5433221907,0.6173314884,0.4385370255,0.1616813812,1.0505479182,0.6947636390,1.1305355117,0.9943603280,0.7994862224,1.1870397010,-0.0337685923,-0.0598962190,-0.0741090260,0.2993768882,-0.0988621673,-0.0984505909,-0.1655684480,-0.1932992957,0.8363667527,-0.1780695102,0.3020734747,-0.0949382781,-0.1083333482,-0.2050709613,-0.0167978437,-0.1362756306,-0.2674207158,-0.0894587290,0.6689824858,-0.2117764721,-0.1691980231,-0.1739324715,-0.1300205311,0.6594191957,1.1959606751,2.5125294925,0.9476677832,0.3557166595,0.6801856128,0.3191693811,-0.2392547634,0.5874804762,0.0871560023,0.1809505854,1.2766061766,0.0183667333,0.7908009575,0.2088584618,1.5450763983,0.5662344173,0.3617080925,0.6930375513,1.0869458651,0.0985051108,0.1531879106,BRCA
GSM480986,0.2740965262,0.2963291010,2.4607718670,0.7116134527,1.5297714471,1.3039740874,0.1731310887,0.8875197488,1.6860114004,0.7349948802,-0.1270073439,0.9828752340,0.9301630911,0.5208569402,0.8535707735,0.4516834150,1.2384896875,0.9185567765,-0.0405722065,0.4456885583,0.0156855860,1.6741521096,-0.1533035864,0.3768351444,0.2430196964,0.9422665608,0.6961050711,0.3894215714,1.3661965654,1.4635035615,1.3718358504,0.5626451933,1.3279832959,1.0846191228,0.4957253507,0.3247791289,1.7230454606,-0.0898833253,0.3692701377,1.0812320658,-0.0134882725,1.1043994361,0.4313365992,1.1784153946,-0.1100320933,1.9712035097,1.1396110519,0.1028344686,0.6536400349,0.3746690628,1.5011309766,0.5685018155,0.6243659871,0.3049436721,1.4652212654,0.6354200867,1.3916506580,0.8731504988,1.7389089912,0.8554702840,0.5185324838,1.7504970308,0.9002718199,1.9555213994,0.9663382927,0.7438989184,1.9199756663,2.0280745625,1.9659044344,1.5147999951,1.7253105589,0.1845095211,2.5068480704,0.5082443795,0.9645122811,1.0190240576,0.6199898407,0.5706250406,0.3048853718,1.9473714283,2.7476365776,1.4160029045,0.6656252231,1.8813221301,2.3281338528,1.2380846013,1.1068163904,0.8847482707,0.9161699824,0.1897442141,0.7844230140,0.4457074879,1.4235390248,1.7232999291,0.7385665625,-0.1152252391,0.8696953458,0.6858255033,1.2395001212,0.6100400456,1.7111154331,2.3462878466,0.7423072313,0.6963683426,0.1111693509,1.4256592169,0.0069294651,0.3523007558,0.7247670092,0.6053355124,0.2958828718,0.2117291379,0.9532300165,0.7236269299,1.3540268184,1.1167716187,0.8992030145,1.0016897181,-0.0115353416,-0.0556892770,-0.1807683357,0.5041547073,0.3388207418,-0.0599608208,-0.0366673270,-0.0307473849,2.1491256158,-0.1153243071,1.1052035221,0.0768683551,0.0052143286,-0.1803507560,0.2213751505,-0.0761764600,-0.2003428036,-0.0567198651,1.7092387577,-0.0633980182,-0.1365487879,0.0263579212,-0.1227883108,1.1663219907,2.2588932003,2.4968181252,0.9167322499,0.5871709410,0.2476318860,0.3668400019,-0.1446602456,0.5180801189,0.4718823801,0.1852729904,1.0528557854,0.1478318812,0.6507227644,0.3690454011,1.1422094458,0.6190677971,0.6189137644,0.6226270205,1.3805325328,0.2665173271,0.1565287239,BRCA
GSM480987,0.2321270960,0.2239426852,2.3777108383,0.8807301271,1.1321926530,1.2532594361,0.1635672676,0.9491879576,1.5294558286,0.7084342667,-0.1202228327,1.0079667182,0.8189504126,0.4235184483,0.6441870913,0.3135503399,1.0790177507,0.7887064341,0.0869013125,0.3906424057,-0.0181378544,1.9021330754,-0.1443897371,0.3368867119,0.2049890867,1.1391351129,0.7080615726,0.3075024625,1.3192917854,1.6514926255,1.5798537581,0.5690965432,0.9513957922,1.1207719374,0.5377548806,0.1268218456,1.5938503883,-0.0756928429,0.2328455082,0.8839839436,-0.1080610636,0.1778778376,0.3058717020,0.7574752681,-0.1292375768,1.7390610222,0.9367712627,0.0561209006,0.5613852767,0.4095189390,1.0018323445,0.6125535082,0.4657664345,0.2852664829,1.3484285884,0.4350469936,1.3506376296,0.7179587677,1.6775172875,0.8630689138,0.4557380625,1.6928357801,0.7334619807,1.8825247181,0.7729776755,0.7551016080,1.7094694111,1.9679285884,1.8285348948,1.1692217951,1.7316677769,0.0676998071,2.6162309383,0.6019706456,0.9201272017,0.9488023310,0.2820055889,0.5260457562,0.4071257282,1.9203256131,2.5369948639,1.3111993903,0.4942562507,1.4061388067,2.4973049788,1.1004694563,0.9669383475,0.8069621914,1.4738238155,0.1081784013,0.6383602744,0.4227110866,1.4996539459,1.7264401954,0.6298927483,-0.1223672856,0.6686111968,0.8821826448,1.0785021728,0.3817506989,1.8003339834,2.2759978601,0.6707635797,0.6723655576,-0.0255596244,1.3821598534,0.0226243881,0.2746952662,0.8224821389,0.4397403213,0.2736385248,0.2359242025,0.8944853104,0.7704277414,1.0933616371,0.6344135103,0.8757696154,0.7503478721,-0.0035921449,-0.0562249477,-0.1793503214,0.4832472367,0.0138641748,-0.0141275727,-0.1387835598,-0.1289310869,0.9919551102,-0.2019331151,0.8405900957,-0.1317059007,0.0806742686,-0.1892591953,0.0634611877,-0.0374176179,-0.1953635868,-0.0970291794,1.7439129253,-0.1213725205,-0.1998982792,-0.0548538233,-0.1849811434,1.1988995137,2.3340788397,2.5024789772,0.8694929595,0.4538180008,0.0770224849,0.3262502320,-0.1872208694,0.3937279361,0.2496324429,0.0641170879,1.3326103814,0.2336658917,0.4514619476,0.2660323721,1.0434638318,0.6354936284,0.6883551924,0.5280786298,1.4058529297,0.1798387351,0.1097152923,BRCA
GSM480988,-0.0590505931,0.1185519144,2.3513444620,0.5645477866,1.1208416986,1.2750743062,0.2267788883,0.8608165458,1.4606910216,0.5282034142,-0.1214884091,0.5826766693,0.5771601694,0.3893404895,0.7573521412,0.6127629840,1.2632320451,0.9651562654,-0.0960179744,0.4572973616,0.0697370860,1.2991112575,-0.1825272613,0.3208484090,0.1951623424,0.5100543492,0.5854503348,0.3251843960,1.3141329512,1.2572279164,1.3436287939,0.4659313884,1.1511479914,1.1935567203,0.3271604209,0.2029555759,1.7296333844,-0.0606547199,0.3005627202,1.3815028083,-0.0546437391,0.2150179089,0.3475325415,0.6328396549,-0.1845557308,1.8294198923,0.8281334795,0.1152204733,0.5848175896,0.2513370149,1.5217562543,0.3581147769,0.3567276362,0.3746003550,1.1813422528,0.4166165544,1.2748770098,1.0443490464,1.7967218160,0.7292662754,0.4754014016,1.3890773612,0.7290149531,2.0881026984,0.5144257691,0.3602641243,1.6099965249,1.6670975165,1.8871115711,1.3366246809,1.1884789462,0.1658062528,1.7544452549,0.1433237459,1.2809051945,0.9741657210,0.7394690407,0.4829891018,0.2046031761,1.8932238658,2.7534415862,1.3557468361,0.3076145638,1.6375103208,2.2224186339,0.9601258273,1.1640158417,0.5456080897,0.7753462940,0.0162448598,0.8481044858,0.5160415954,1.2172263966,1.3704374204,0.4567717433,-0.0570258045,0.9095144923,0.5746341971,1.0194898522,0.6146772572,1.4810568723,2.2768048387,0.5777680379,0.4913339881,-0.0002160182,1.5634070187,-0.0437069731,0.2554389394,0.5339225961,0.5527678289,0.3196864208,0.1158436182,0.6161849515,0.9391774321,1.2385658920,0.6904233890,0.7118942536,0.6443582217,-0.0063245475,-0.0788592323,-0.0877908223,0.0794588774,0.1222377939,0.0707095018,-0.0761340127,-0.1935073448,1.2601819633,-0.1690705316,0.1038319834,-0.0963802595,-0.1285621046,-0.1287467877,0.0846302174,-0.0547510622,-0.1497798196,-0.1045087450,0.9749213947,-0.1741188454,-0.0677825478,0.1177794542,-0.1071247313,0.8506054627,1.1231992246,2.0050009487,0.9844121249,0.4406852415,0.2711511826,0.4274005589,-0.1857859420,0.6648525442,0.3276829328,0.0949360983,0.8448971166,-0.0508218127,0.5025344266,0.2454139744,0.8405938590,0.6134532581,0.5516637431,0.5473533699,1.1422461608,0.3256028857,0.2075295841,BRCA
GSM480989,0.3780751490,0.4301519243,2.6725853341,0.6241157914,0.9035516373,0.8882547174,0.1768400131,0.8001673411,1.4860785729,0.5531598683,-0.1523588766,0.5216631466,0.6156662467,0.5449078906,0.6755234732,0.4287320185,1.1264193984,0.9260271513,-0.0803737361,0.1961962798,-0.0449701984,1.3030091405,-0.2007829703,0.1328376301,0.3182675014,1.0508690208,0.7372801824,0.2777667090,0.9157748446,1.0834674204,1.0362797864,0.5378667209,0.8324602135,0.6455758893,0.2276148893,0.3893048411,1.6616230988,-0.1266037166,0.2344180647,1.0529397395,-0.1806716081,0.7201442404,0.4429179234,0.5605698768,-0.1356046497,1.8776223808,0.7881732421,-0.0329211112,0.4277957842,0.2571192486,1.3485107826,0.7063657376,0.6971120600,0.1914638069,1.4802813377,0.2152702305,1.4266218991,0.7292496879,1.1841693818,0.4028098394,0.5009772391,1.2504570495,0.8378822479,1.9375428505,0.9081393301,0.7286765165,2.0221051542,2.3189120144,2.6384319331,0.8982298934,1.9962721103,0.1599550665,1.8248777388,0.6147115450,0.4544721697,0.6008602958,0.2728734533,0.8519349658,0.0809080705,1.8867648188,3.0723228385,1.2490439367,0.4374348649,1.5496280104,2.2083957150,0.8551116631,0.7109208157,0.8751951870,0.2433965559,0.1649473327,0.4955705719,0.3211968432,1.4371157042,1.9822810122,0.6024599970,-0.0495784977,0.9060638507,0.2389883470,0.5887060748,0.7495097353,1.0347258002,2.7357247387,0.6805671920,0.4226660770,-0.1427301994,1.5631407052,-0.0188183635,0.2628413941,0.2598044124,0.2339584518,0.1995365523,0.2485242174,1.1059650832,0.2682538976,1.4912367761,0.4789547520,0.9823340589,0.9138846646,-0.0405292509,0.0286313300,-0.1416616022,0.5144148340,0.1641933033,-0.0012505815,-0.0825894711,-0.3411156456,1.9451569120,-0.0930172331,1.6139730853,0.0789337243,0.0301696133,-0.1452294259,0.0573936739,0.0806470176,-0.1944220621,0.0898366083,2.4606473248,-0.1347655566,-0.1308777917,-0.0471576433,-0.1603330197,0.6128673470,1.5966522864,3.0292252698,0.4584547386,0.3193598671,0.3231673351,0.3522756034,-0.1676410017,0.5041686226,0.0614637727,-0.1493243036,0.5867294799,-0.0113417384,0.2105803384,0.3926065220,0.8352287730,0.8582181633,0.5582482092,0.2351742688,1.4197082107,0.3083786549,0.1526795404,BRCA
GSM480990,0.3983406832,0.4547774609,2.9998615130,0.4690600992,1.0401086501,0.9145495166,0.2181623228,0.9392564893,1.4050570333,0.5823417493,-0.1202919134,0.5944006114,0.6878868860,0.7446548008,0.4381820248,0.3129619045,1.0396922830,0.8756542040,0.1646377929,0.1790467939,-0.0422008479,1.4144610668,-0.1180848084,0.1885108545,0.3282873129,1.5620649529,0.6732569237,0.2028269394,0.7701494991,1.0903140474,0.9231498764,0.7308652535,1.1087947152,0.6016601944,0.3621013066,0.1977200439,1.3052523439,-0.0448096402,0.2169057288,0.9842453105,-0.1205701026,1.3215424484,0.4757574229,0.8883089818,-0.0826441911,1.7673931941,0.8172183687,0.0403791171,0.4327955214,0.3431487126,1.2863736934,0.8463688004,0.7327733647,0.1389153051,1.2386929219,0.1215227986,1.2732060030,0.6202652818,1.4182040020,0.6441332646,0.5933898498,1.4307237307,0.7899600305,1.6552819446,0.9311095635,0.7436226618,1.9708810598,2.2209360302,2.4294542074,0.9416872767,2.0354376055,0.1041536037,1.7745345102,0.6059728659,0.4213394257,0.6828110645,0.3532784269,0.5468216389,0.1470100502,1.9097736752,2.9430385266,1.1690936655,0.5537866812,1.2371161990,2.0406387080,0.6559906398,0.9425481391,0.9177535353,0.5978076458,0.1594612682,0.5483070424,0.3730986099,1.2752046112,1.8198806558,0.5439141475,-0.0982274513,0.9072435641,0.3670142202,0.8336215948,0.6210742030,1.5629554589,2.8151496309,0.4308843009,0.5619740818,-0.0289010744,1.5624036790,0.0048683439,0.3099962442,0.2972117328,0.1830434695,0.1684532420,0.2157841701,0.9925599632,0.3184243662,1.2348639846,0.4481792153,1.0602291229,0.9805262316,-0.0211820789,0.0362737201,-0.2242663630,0.5401730370,0.2677904508,0.0020130016,-0.0329819421,-0.1419496452,1.3865623740,-0.1496064044,1.5881846957,-0.0954090077,0.2209727360,-0.1588913231,-0.0022658378,0.0674804549,-0.2183517062,-0.0134643076,2.6680849792,-0.0953085514,-0.2034950250,-0.0945666916,-0.0972427099,0.7684164810,1.9206747497,2.8076764743,0.5955568439,0.3503981380,0.1095306891,0.4135373806,-0.2236515396,0.5037176388,0.1679903960,0.0207691536,0.6179169566,-0.0345922002,0.2791797581,0.5160843862,0.8693322461,0.7647987068,0.5103728312,0.3043433483,0.9646483875,0.2803379952,0.0055673104,Control
GSM480991,0.0804306660,0.3619150005,2.4511448739,0.6271140228,1.1311350229,0.9967099268,0.1973247226,0.7459551030,1.3304736662,0.5963492494,-0.1042475726,0.5233829931,0.6536834232,0.5291693312,0.6894387608,0.3472638147,0.9261769867,0.9638712473,-0.0845744576,0.3116158577,0.1462181555,1.5166104675,-0.2285199720,0.2958973776,0.2532665635,1.0704921866,0.4209971913,0.2411707573,1.1406129897,1.1744634211,1.1518138795,0.5848697716,1.0823183061,0.9432743358,0.1669740229,0.1977765904,1.4041542838,-0.0740762901,0.3955284489,1.0499572185,-0.0962351830,1.5500511196,0.1838217394,1.3187459749,-0.1786492415,1.7405993602,0.7574846337,0.0149837607,0.4317130148,0.2851969631,1.3700232458,0.6474340327,0.6216509066,0.2514228930,1.3947522940,0.4140294389,1.2875283938,0.7204218059,1.3839757395,0.5358979475,0.5979717699,1.4683429298,0.9043992721,1.5006515708,0.8822802315,0.7639645895,1.7520702212,1.9216874392,2.1507377756,1.2645089434,1.8021113847,0.0904139955,2.0352129342,0.4291858287,0.6858045105,0.7471242764,0.4519655272,0.6482640730,0.1662795938,1.6012634549,2.4814910047,1.0976325002,0.4091381261,1.6312677285,1.9308369521,0.5972920193,0.8581478100,0.8056894579,0.4850198674,0.1270760557,0.6790421738,0.3288832054,1.0676271898,1.6871744438,0.7496011913,-0.0332973993,0.8526755449,0.5302869232,0.5806693438,0.5674800458,1.4569345480,2.6478291409,0.6958122380,0.5998834398,0.1519861606,1.3658582157,-0.0203012955,0.3806891422,0.3831452473,0.3868196251,0.1686107338,0.2057345304,0.9304810641,0.4309192191,1.5421826303,0.7452343207,0.9394031996,0.9353793655,-0.0278386779,-0.0016814419,-0.1765443441,0.6763776673,0.9897042628,-0.0327861132,-0.0716019377,-0.1731222237,2.6492796739,-0.1780888134,0.7189382041,0.1221937240,-0.1377763224,-0.2414060503,0.2391659864,-0.1446170796,-0.2716698416,-0.0758941351,1.2128984507,-0.0314198574,-0.1891503663,-0.0154147946,-0.1246335566,0.9554587358,2.5493872507,2.5012779235,0.6787996681,0.3867491684,0.2392695968,0.3973081464,-0.2268631794,0.4469917856,0.1414090607,0.0365944630,0.8301298161,0.1688800022,0.4254545835,0.4241531323,0.9350415277,0.7182383407,0.5306041288,0.4412795349,1.2764937491,0.3267547077,0.1450025553,Control
GSM480992,0.3731578849,0.3223487682,2.8421444551,0.5401155565,0.8774611006,0.9044184456,0.2160088249,0.5799037161,1.5134274959,0.5375299751,-0.1445662657,0.5091082945,0.4320830016,0.6411173238,0.5121963871,0.2643567214,0.8468328084,0.9405568666,0.0372287346,0.2507348696,0.0572547109,1.4871710202,-0.1281941111,0.2670055938,0.4745379445,1.1115519166,0.5502105257,0.1931108696,0.6223496870,1.0188041163,0.7638187259,0.6392148110,0.9156237514,0.6078198389,0.3349143479,0.3574455567,1.1982105113,-0.0515804498,0.3910683908,1.2429225120,-0.1081011846,1.1159231662,0.4098797701,0.7317521016,-0.2269219067,1.5408836827,0.5645617625,-0.0278273442,0.3609761331,0.3513752574,1.3498262945,1.0030366176,0.9296043575,0.3722126125,1.5986316417,0.2794460160,1.5462855622,0.6395990370,1.3887205571,0.6372618165,0.7417532169,1.3209709697,0.8275789302,1.7407633391,1.2745025079,0.7806424229,1.7265450942,2.1274780929,2.5633065170,0.7483742192,1.8525854391,0.1239075567,1.7260486053,0.4373661642,0.2783685128,0.8708294126,0.2707994128,0.9082788116,0.1637869424,1.7014988863,2.8890806926,0.9187109424,0.5098593025,1.4935209600,1.5998000871,0.5458573568,0.8871594593,0.8160535955,0.3457251900,0.3119438207,0.6497221314,0.5319280064,1.4223331598,1.6421740439,0.9198948507,-0.1131791147,1.0182554008,0.4699268990,1.0262606811,0.7238224662,1.3877892692,2.8842097010,0.6239667554,0.4276990477,0.1408105103,1.3376590424,-0.0202241319,0.4315076051,0.3807923957,0.2179285149,0.0864966725,0.2544289270,1.2115103957,0.4084019147,1.2076385708,0.3782112277,1.1902900833,1.0870289951,0.0095890759,-0.0389487972,-0.2490183094,0.5259023839,0.0595690179,-0.0556208980,-0.1181479346,-0.1328111279,1.7319889600,-0.1387807574,1.7726602266,-0.0349091105,0.1784410094,-0.0759592741,0.1607641229,0.0527535206,-0.2098709816,0.0244895592,2.3550574978,-0.0854759528,-0.1124679149,-0.0155767529,-0.1128499911,0.6631659772,1.7957136460,2.8208497763,0.5787288466,0.2962506689,0.0153145761,0.4385285350,-0.1660582221,0.4239268015,0.1430514671,0.0213537012,0.6617135230,-0.0821494438,0.3687614973,0.5143715329,0.8835335699,0.8980920502,0.4932885717,0.3378917855,0.8693721066,0.3601911077,0.1027136539,Control
GSM480993,0.4197907467,0.2443711817,2.6264368721,0.6932624346,1.3457607883,1.2015318932,0.2112797772,0.9373542138,1.8226885796,0.6970671915,-0.1054402017,0.6693866700,0.7360994386,0.5440874697,0.7903335942,0.3636421326,1.1298222774,0.9367596336,0.0362933893,0.3407280985,-0.0473594528,1.5598783485,-0.1749891497,0.3113870449,0.2671490787,1.0165887761,0.5286891773,0.2487729926,1.0056812241,1.4677768014,1.2537928075,0.6596746354,1.0733831598,0.9542187208,0.4764979621,0.3211575151,1.5483375912,-0.0743266272,0.3804072108,1.2156198293,-0.0694038103,0.7142113199,0.4578307090,0.5780023818,-0.1252152555,2.0586168616,0.9457925245,0.0798602138,0.4616988506,0.4205646285,1.5282107362,0.6624494406,0.7330284416,0.3467327704,1.5793660382,0.2939770000,1.3268595841,0.6643074685,1.6449671538,0.7460060601,0.6218950929,1.5558551214,0.8727969173,1.9368122056,1.0128080229,0.7003747450,1.7510728325,2.0007002651,2.3298377728,0.9727141986,1.7345658838,0.1955184102,2.3172784382,0.3690027749,0.7181576340,0.9390184941,0.3142341293,0.7940912880,0.2141736699,1.8636777622,2.7253636684,1.2796749559,0.6720779538,1.3750005558,2.0661335744,0.9599198660,0.8760954830,0.9070825479,0.6347920821,0.2206841909,0.6697835850,0.3526025017,1.5105215698,1.6761763863,0.7793414384,-0.1102204161,0.8601735529,0.6078711438,1.1617727665,0.5623348826,1.3297676741,2.5719508273,0.7312459293,0.4390635011,0.0001014137,1.3345121518,0.0239697501,0.3887583504,0.6186699416,0.4183130839,0.2343771492,0.2571379933,1.1248942976,0.6380526778,1.4543932796,0.4510897450,0.9950034540,0.8518394053,0.0671177625,-0.0847653076,-0.1284755949,0.5022990164,0.0750947234,-0.0376100963,-0.0317899148,-0.2300014469,1.3436687192,-0.1672220361,1.5516322193,-0.0520072020,0.1036365311,-0.1251830292,0.2158012602,-0.0132987884,-0.0975537842,-0.0764454148,1.5577390493,-0.0981801455,-0.1727625865,-0.0137316154,-0.0868990234,1.1140728500,1.4638397183,2.5447226168,0.7142780554,0.5310274290,0.2508581906,0.3660965216,-0.1581805785,0.4321237365,0.1789533648,0.0443681945,0.9745229781,0.1009175403,0.4831899935,0.4966030294,1.0017027245,0.7586922631,0.6226118383,0.5473380332,1.1958642673,0.2940243931,0.0745847982,Control
