@relation data

@attribute 112483 numeric
@attribute 113451 numeric
@attribute 1152 numeric
@attribute 1158 numeric
@attribute 1159 numeric
@attribute 1160 numeric
@attribute 1373 numeric
@attribute 1610 numeric
@attribute 162417 numeric
@attribute 217 numeric
@attribute 219 numeric
@attribute 223 numeric
@attribute 224 numeric
@attribute 2593 numeric
@attribute 26 numeric
@attribute 262 numeric
@attribute 2628 numeric
@attribute 27165 numeric
@attribute 2744 numeric
@attribute 2746 numeric
@attribute 2747 numeric
@attribute 2752 numeric
@attribute 2805 numeric
@attribute 2806 numeric
@attribute 283208 numeric
@attribute 29920 numeric
@attribute 383 numeric
@attribute 384 numeric
@attribute 4128 numeric
@attribute 4129 numeric
@attribute 435 numeric
@attribute 445 numeric
@attribute 4842 numeric
@attribute 4843 numeric
@attribute 4846 numeric
@attribute 4942 numeric
@attribute 4953 numeric
@attribute 5009 numeric
@attribute 501 numeric
@attribute 5033 numeric
@attribute 51056 numeric
@attribute 548596 numeric
@attribute 5625 numeric
@attribute 57571 numeric
@attribute 5831 numeric
@attribute 5832 numeric
@attribute 58510 numeric
@attribute 6303 numeric
@attribute 65263 numeric
@attribute 6611 numeric
@attribute 6723 numeric
@attribute 79814 numeric
@attribute 8659 numeric
@attribute 8974 numeric
@attribute 95 numeric
@attribute Class {Control,BRCA}

@data
9.582490673,6.917524621,10.54869216,4.757305356,6.283741817,9.385064884,8.143716264,5.204582147,5.994133479,13.0288437,6.4032298225,13.90556143,10.485252783,8.129591102,5.748871259,10.18120926,9.026455058,5.69462499,9.170414035,12.60350703,7.436838787,6.847425386,9.713172168,10.97008092,5.06588596,10.56773774,5.51286784,6.328365825,13.1577646,9.957331028,5.83683751267,9.37872430833,5.166124157,5.496412483,8.903363049,11.671164145,11.20109948,5.261729425,11.42353215,6.8018598635,10.27111023,7.668248791,7.417221989,6.438380709,5.93602056733,10.41990782,5.011016147,13.03973478,5.326799101,10.947853095,10.0250638,5.093191733,9.4251470335,8.91064737967,9.79703776,Control
9.489356841,7.789307238,9.586211697,4.856999696,6.157756819,7.289537388,7.287899629,5.166927545,5.893369036,11.95442182,6.056583232,13.59555882,10.019264947,8.42813357133,5.679488016,9.9873553125,8.603905516,5.939855093,9.182904002,12.26503342,7.060293663,6.340358172,9.446732392,11.37383049,5.609778043,10.22717101,5.219566658,7.274427368,11.8442763,9.304694199,6.53944862067,9.09953169133,5.323740468,5.36548732067,8.765461089,11.454229155,10.66525621,4.205440584,11.38356241,6.2868300205,9.690059592,7.740271759,7.678056275,6.715554084,6.08955129133,10.05192981,5.483179924,12.52245777,5.432801812,10.87656939,10.07411507,6.178023026,7.7223137215,8.08155390833,9.563177738,BRCA
10.05209289,8.173903359,8.322132227,4.812512701,8.071758815,7.438170414,8.409816389,5.672716149,5.485435883,10.45871961,6.112002883,13.83149977,9.46395718933,8.92464260833,5.550755441,10.2600634545,9.372463054,6.6881603085,8.632641862,12.46516723,7.610602489,6.09350492933,9.940893908,11.74755745,5.336114869,10.58546987,4.571466258,6.887163104,10.08093113,9.175325691,5.98821381033,8.95238432333,4.795989381,5.691198038,7.420257374,12.21426066,10.95739975,5.773740066,12.194507085,6.436886006,9.89228519,9.470273049,7.560889024,6.452987109,6.62404293167,10.727993,5.602001935,12.23703672,5.587673458,11.34910124,10.22917365,6.691607878,7.61603788025,8.14532713033,10.23521879,BRCA
9.855106395,7.748278612,8.970113892,5.156043878,7.44226163,8.334922547,7.885118455,5.62000808,6.082580853,11.12925744,6.548599416,14.26291555,9.60250727633,8.967772191,5.427950757,9.7532320975,7.792629466,6.1309256235,9.160338576,12.32574401,7.461604526,5.982867673,10.41429442,11.92672973,6.235732444,10.0595882,5.254944744,8.073607547,12.02630394,9.215327395,6.36214884633,8.914729651,4.71357532,5.37344951167,7.314019254,10.86833018,10.63911482,5.412113573,12.319046675,6.2465577075,9.268168339,9.13733773,9.073426044,6.369340517,6.50288880167,10.9042999,5.412113573,12.07828769,5.520195335,10.161518931,10.94059644,6.93758311,8.46760880925,8.126638987,10.391695,Control
10.06916144,7.371343498,9.483433455,5.159075364,7.669064202,6.534579623,6.87375515,5.111669081,5.527485802,11.84647188,6.81576014,13.57945564,9.31012465333,8.718653029,5.905694616,10.4120461495,9.035239766,6.0827064,8.660014728,12.52393564,7.260334165,6.25608953533,9.570406539,11.56729791,5.945567469,10.52366269,5.588723066,8.871074429,11.21616247,9.091145182,6.114856599,9.52809618633,5.336650487,5.24425162867,7.122365029,12.163924735,10.41429442,4.543659391,11.80913255,6.655311498,10.07020855,8.99094148,6.405103693,6.038815446,6.67442472667,10.42139193,5.245087973,11.80411298,5.84386532,11.34480502,10.14380446,6.153507065,7.51554119025,7.975767938,9.960313731,BRCA
9.122466386,7.42827877,9.77458988,4.915295312,6.785358056,6.61728792,7.456952162,5.346435058,5.706262025,12.28941816,7.224949571,13.83559602,10.2091594633,8.09752828433,5.520745364,11.507890405,9.719046985,6.4528711575,9.003350039,13.08801473,7.518655368,6.86925192467,10.20351353,11.58210918,4.73377711,9.79263216,5.190230876,8.325497867,12.05151325,9.616108215,5.974517017,9.076458916,5.377480603,5.431006781,8.804696631,12.452659875,11.66868017,5.473633714,11.679923925,6.899757503,10.54822013,8.66705043,7.746012271,6.035630095,5.98035801367,10.43109042,4.795989381,12.7624963,5.78110476,11.88888371,9.275729428,4.925775462,7.8936350345,8.538452712,9.374290255,BRCA
9.225973251,7.599766195,9.180941693,5.129706745,5.717889727,7.560621583,8.442136029,5.068037933,5.14487361,9.234794159,6.265901599,13.96600025,8.441678221,8.53822544467,5.907137786,9.555522209,8.706030693,5.73579942,9.145690907,11.7646924,6.776041872,5.78809716133,10.3362558,11.50616141,6.035630095,9.521659876,5.51191964,6.705498046,11.45071911,8.706030693,5.881244417,8.28704044033,4.85650179,5.26103280633,7.657248993,10.4070249365,9.972922768,5.268482349,12.374971035,6.004000488,8.359058927,7.322741917,10.02000108,6.146803484,6.62614818667,11.54310931,5.579701547,11.70152102,5.51191964,9.448653823,11.56061002,5.751283781,7.90536199975,8.587248227,9.847785999,BRCA
9.971436183,7.882002749,9.362930698,5.78751817,6.018039483,8.860886097,7.263459649,4.55165352,5.297935366,11.61805062,6.2403037255,13.93264756,9.756458509,8.60769696033,5.585722157,10.4256327885,9.457525103,5.882841981,8.939837117,12.46187723,7.352023833,7.01721220833,9.869532589,11.31514972,5.716175548,10.79293283,4.525994391,6.037278568,11.60131362,9.515168153,5.579635892,8.62891855233,4.759970032,5.32847452233,7.356058229,12.02068186,10.88991099,5.844744204,11.9777839,6.5470690965,9.970480225,7.761154146,7.160681049,6.222848625,5.86665168267,10.5511798,5.368952732,13.32090986,5.734852697,11.276619855,10.17277787,5.524589705,7.86128788125,9.11434458333,9.626394018,Control
9.977545082,7.480024986,9.417146352,5.250403832,7.656498381,7.333962866,7.997717391,5.203995173,5.753892801,10.9270559,6.926570309,14.24390588,9.25164354567,8.928094109,5.89761028,10.6302451125,8.651824084,6.375538511,8.727649179,12.55220564,7.189481445,6.22851342967,10.29228169,11.70655442,5.154627002,10.475222,5.341462114,7.2512957,10.5650833,9.690059592,6.26025557633,9.17265771767,4.88668579,5.32697615567,7.29075873,12.434055425,11.41529827,5.181511332,12.239160505,7.110082282,10.49005891,9.859884596,8.940387841,6.469646395,7.121051264,10.89094843,5.980431658,12.61421528,6.26697916,11.575560795,10.42665293,6.174831454,8.279317676,8.51520284933,10.4944859,BRCA
10.1669919,7.760771709,9.820039763,5.044406414,6.29866347,8.47941765,7.895849595,4.863456876,6.347936335,12.50386679,6.43527559,13.83559602,10.3875623913,8.84265081133,5.546594509,9.89151305,8.740388881,6.4923185605,8.884385094,13.07861622,7.344298405,6.17874161233,9.589230319,12.01315176,5.476390801,10.48441034,4.759703782,7.576562054,12.30758799,9.835174498,6.00934849367,8.96241375,5.468103682,5.609631797,7.784080438,11.021492335,10.53666518,5.013139794,11.5195314,6.6331052615,9.640936796,8.322132227,8.923001412,6.390302791,6.160293844,10.71074211,5.488652576,12.55220564,5.813403636,10.85343809,9.907998913,5.935466377,9.359944147,8.10944233933,9.907191548,BRCA
