@relation data

@attribute 112483 numeric
@attribute 113451 numeric
@attribute 1152 numeric
@attribute 1158 numeric
@attribute 1159 numeric
@attribute 1160 numeric
@attribute 1373 numeric
@attribute 1610 numeric
@attribute 162417 numeric
@attribute 217 numeric
@attribute 219 numeric
@attribute 223 numeric
@attribute 224 numeric
@attribute 2593 numeric
@attribute 26 numeric
@attribute 262 numeric
@attribute 2628 numeric
@attribute 27165 numeric
@attribute 2744 numeric
@attribute 2746 numeric
@attribute 2747 numeric
@attribute 2752 numeric
@attribute 2805 numeric
@attribute 2806 numeric
@attribute 283208 numeric
@attribute 29920 numeric
@attribute 383 numeric
@attribute 384 numeric
@attribute 4128 numeric
@attribute 4129 numeric
@attribute 435 numeric
@attribute 445 numeric
@attribute 4842 numeric
@attribute 4843 numeric
@attribute 4846 numeric
@attribute 4942 numeric
@attribute 4953 numeric
@attribute 5009 numeric
@attribute 501 numeric
@attribute 5033 numeric
@attribute 51056 numeric
@attribute 548596 numeric
@attribute 5625 numeric
@attribute 57571 numeric
@attribute 5831 numeric
@attribute 5832 numeric
@attribute 58510 numeric
@attribute 6303 numeric
@attribute 65263 numeric
@attribute 6611 numeric
@attribute 6723 numeric
@attribute 79814 numeric
@attribute 8659 numeric
@attribute 8974 numeric
@attribute 95 numeric
@attribute Class {Control,BRCA}

@data
10.60898964,8.216068148,10.65555333,5.003390009,7.142467367,8.246955651,7.706394352,5.305068782,5.767728447,12.8865864,6.611018322,13.65917147,10.128269179,8.92985786267,5.870741528,9.6331262,7.360191139,5.887125938,9.272280513,12.61090263,7.856660706,5.94488913233,9.98368522,11.50362218,5.720286161,10.45289528,5.024598103,7.22158984,11.8471671,9.678182465,6.522050235,9.15629376133,5.35386248,5.58811651867,8.130108627,10.847135635,11.21967391,5.820888166,11.25552666,7.353606986,10.15972666,8.39553534,7.814392003,6.353945711,6.55469978533,10.47565773,5.689586587,12.71111204,6.120399247,10.991262065,10.36475876,6.104971499,9.150107904,8.85464614467,10.62124171,BRCA
9.736512338,7.349748135,9.473939649,4.980495207,6.636048605,7.318138584,7.655604287,5.110416751,5.882772183,11.97837451,6.7433195595,13.95556321,9.58347497767,8.48909970633,5.084076226,10.275028395,9.877403442,5.72459314,9.119292054,12.66507944,7.043905282,6.91717498833,10.36525103,11.18215551,5.422326572,10.29106452,5.135464327,6.441786907,12.07353083,9.684643931,6.20883152767,9.333983926,5.343062431,5.54010262667,8.107872385,11.88183005,10.89144978,5.142424925,11.91318746,7.181611789,10.45470056,7.546163524,8.181774836,6.031555788,6.42029205933,10.64551909,5.346612346,12.96206732,5.770572224,10.934265385,9.587262369,5.758230711,8.97581802725,8.357844386,10.06547037,Control
9.576229762,7.030670239,10.4134008,4.893497214,6.554669905,8.702935506,7.857205221,4.951647528,5.790388412,12.97619003,6.7407980685,14.15265365,10.3245622923,8.38510599533,5.419042668,10.21651554,9.175325691,5.9968463795,9.004881345,12.5506675,7.453725649,6.95718533533,9.822925735,10.95100801,5.759562832,10.60413415,5.378521376,7.353303715,13.074006,9.650594552,6.02917467833,9.431538943,5.212774804,5.381457097,8.882277076,11.588709945,11.12692078,5.364232071,11.16129661,6.1424944435,10.32328593,8.00674841,7.501819524,6.429202197,5.95390647633,10.48120435,5.51854399,12.99639586,4.840225608,11.043348045,9.946665485,4.913979924,9.21121212825,8.82101623867,10.01285535,Control
8.921618659,8.113040342,9.61434228,4.680625393,5.930152602,7.364312244,7.873476603,5.371568663,6.054366223,10.97440404,5.9521494595,13.29757193,9.80908143033,8.62664546267,5.349976695,9.51863884,9.886672502,6.6031039135,8.965922146,12.7584086,7.240984771,7.123131955,10.42590328,12.46042141,5.709849771,11.08759894,5.387510099,7.324363122,12.32769025,8.330638085,6.29324145333,8.71365124267,5.115003321,5.24729020433,9.452334495,12.15966863,11.23083122,5.287815095,11.56956062,6.141339132,10.13348297,6.953850502,9.86772705,6.601997758,6.782369751,10.48083592,4.828595108,12.63422915,6.466305418,11.35966066,10.58177047,5.870864797,8.21138697825,8.851750373,10.10831572,BRCA
8.668052735,7.788491798,8.650370669,5.027807878,5.892033495,7.911079033,8.410643336,4.795469964,5.771166725,11.44340995,5.5304508875,14.08516788,9.764585554,8.393472152,5.65306808,9.7151019905,10.03852848,6.370547311,9.424665541,12.9500565,7.064745795,6.16098730433,10.1079628,11.86567539,5.327517838,9.998668388,5.551140106,6.728060379,11.71890753,7.922467146,6.31373340133,8.99830122533,4.693784032,5.659962881,9.123811749,12.49060922,11.55629063,5.133205159,12.000347935,6.571260059,10.42417183,8.145780769,9.261419819,6.26987998,7.039861239,11.56578769,6.394296014,12.52623397,5.830617404,11.389315675,10.7042238,5.23994335,8.04014064625,9.17721289167,10.43275618,BRCA
9.347389459,8.817688105,9.997137528,4.512547026,6.21014104,7.575995098,7.998577914,5.719191142,6.385867252,11.22221848,5.5671182975,13.68697704,9.70899110833,9.007476036,5.127644885,9.1242485835,9.962643412,6.472312803,8.899841107,12.48900128,7.573630384,6.29472331167,10.35624868,12.10567621,5.102250005,10.86671119,5.317603678,7.182248152,11.58069917,8.546181736,6.371078049,8.457416063,5.106757903,5.78350582667,7.846651776,12.01964679,11.00268162,5.296743026,12.03718381,6.481842954,9.669660678,7.158385314,9.024046137,6.579282463,6.73987292233,10.503672,5.276693226,12.5173582,6.35957882,11.43211096,11.24081833,5.806975681,8.374264602,8.56405855533,10.23944671,BRCA
9.123953973,8.568052181,9.658908167,5.094670216,5.984140004,7.562015554,7.302115952,5.193979903,6.401567006,11.05105615,5.6450569395,13.591191,9.685554668,9.198274484,5.538546893,9.235491767,10.17969799,6.6769127285,8.48420977,12.72471214,7.137660093,6.21967069467,10.16869754,12.41104094,5.549831826,11.04197755,5.002940155,7.025142677,11.77058762,7.790480663,6.346682126,8.40609961,5.274831217,5.48929581033,8.26545228,12.106647615,11.18170219,5.249456007,11.810188385,6.182634268,9.668433462,6.954781196,8.819062297,6.79103628,6.81040738967,10.57266497,5.740935147,12.90606669,6.800515318,11.37773182,10.09238094,5.652207716,8.113116631,8.53850684733,10.23043514,BRCA
9.550641525,8.083773321,9.37470323,5.530766234,6.50922523,9.072247268,8.555232477,5.0188247,6.054908832,11.73537632,5.6243045,14.11502538,9.57290826833,8.86419818967,5.568952692,8.9873355955,9.651886349,6.0807440325,8.986710369,12.15911615,7.359532426,6.39954323533,10.71990666,12.3239471,5.820186143,10.99477083,4.521001314,7.045817327,12.07463999,7.790350329,6.24935870233,8.79961405467,4.948613986,5.788918829,7.995118605,12.26060913,11.37070935,5.69000583,12.54199003,6.2263153255,10.10193009,8.077658426,9.494236145,6.685068064,7.40393792,11.19255807,5.872835683,12.38431166,6.624397495,11.287285115,11.13121409,5.716724307,8.24062138325,8.43857488433,10.83173301,BRCA
9.325171145,7.723594609,9.189182815,5.151586144,6.03271318,8.201880241,7.397976455,5.255511354,6.234918595,10.84509426,5.4255808035,13.27502674,9.49687799433,9.24438930867,5.833276737,9.271725747,9.68543261,6.5919798505,8.832511198,12.23300553,7.09571645,6.92947668667,10.27801993,12.12695617,5.294814856,11.00715715,4.78687249,6.692340448,11.89968368,7.875812501,6.254815695,8.44737867933,5.198898037,5.68083145433,7.619066537,12.374875255,11.19611661,5.303243061,12.12512938,6.2889484065,10.25380646,7.447085551,9.268495874,6.977397638,7.51934372467,10.98103404,5.149148835,12.65857307,6.735593677,11.722572425,10.82151514,5.061140288,7.92105309625,9.16272630433,11.03869289,BRCA
8.405238411,9.051678743,11.07513166,4.221413827,4.586234078,8.38999815,5.451714936,5.345725686,6.528966337,9.486151779,5.8563706055,11.35147224,9.71543501233,8.963157841,5.345725686,8.670189894,9.812915765,5.814431777,9.196332326,9.531148039,7.423874623,6.15430791467,10.15345105,12.11775357,5.744168665,9.715383392,5.039808741,7.927927741,11.75371412,8.978661219,5.587205986,8.67861149033,4.879597034,5.42148128867,9.882139059,11.129780223,11.28162453,4.96556642,10.3607049955,6.147709383,10.3384693,7.923240007,5.567280188,6.295957723,6.71792433267,11.03275882,6.089482923,8.490170098,5.052688948,10.0322357035,11.01529328,5.334149236,7.88325190775,8.85808028467,9.862478949,BRCA
