@relation data

@attribute id string
@attribute 10111 numeric
@attribute 10309 numeric
@attribute 10459 numeric
@attribute 10714 numeric
@attribute 1161 numeric
@attribute 121642 numeric
@attribute 1642 numeric
@attribute 1643 numeric
@attribute 2067 numeric
@attribute 2068 numeric
@attribute 2071 numeric
@attribute 2072 numeric
@attribute 2073 numeric
@attribute 2074 numeric
@attribute 2175 numeric
@attribute 2176 numeric
@attribute 2177 numeric
@attribute 2178 numeric
@attribute 2187 numeric
@attribute 2188 numeric
@attribute 2189 numeric
@attribute 221120 numeric
@attribute 2237 numeric
@attribute 23583 numeric
@attribute 2547 numeric
@attribute 27033 numeric
@attribute 29089 numeric
@attribute 2965 numeric
@attribute 2967 numeric
@attribute 2968 numeric
@attribute 3014 numeric
@attribute 328 numeric
@attribute 3978 numeric
@attribute 3980 numeric
@attribute 3981 numeric
@attribute 4255 numeric
@attribute 4331 numeric
@attribute 4350 numeric
@attribute 4361 numeric
@attribute 4595 numeric
@attribute 4683 numeric
@attribute 472 numeric
@attribute 4913 numeric
@attribute 4968 numeric
@attribute 51455 numeric
@attribute 5423 numeric
@attribute 5424 numeric
@attribute 5425 numeric
@attribute 5426 numeric
@attribute 5427 numeric
@attribute 5429 numeric
@attribute 5430 numeric
@attribute 5431 numeric
@attribute 5432 numeric
@attribute 5433 numeric
@attribute 5434 numeric
@attribute 5435 numeric
@attribute 5436 numeric
@attribute 5437 numeric
@attribute 5438 numeric
@attribute 5440 numeric
@attribute 5441 numeric
@attribute 545 numeric
@attribute 55120 numeric
@attribute 55215 numeric
@attribute 55775 numeric
@attribute 5591 numeric
@attribute 56949 numeric
@attribute 57697 numeric
@attribute 57804 numeric
@attribute 5887 numeric
@attribute 5888 numeric
@attribute 5893 numeric
@attribute 5980 numeric
@attribute 5981 numeric
@attribute 5982 numeric
@attribute 5983 numeric
@attribute 5984 numeric
@attribute 5985 numeric
@attribute 6118 numeric
@attribute 6119 numeric
@attribute 672 numeric
@attribute 675 numeric
@attribute 6917 numeric
@attribute 6996 numeric
@attribute 7158 numeric
@attribute 7398 numeric
@attribute 7507 numeric
@attribute 7508 numeric
@attribute 7515 numeric
@attribute 7518 numeric
@attribute 7520 numeric
@attribute 79728 numeric
@attribute 80233 numeric
@attribute 8930 numeric
@attribute 902 numeric
@attribute 91442 numeric
@attribute 9656 numeric
@attribute Class {BRCA,Control}

@data
GSM480984,0.7569612824,0.9855389074,0.7932892770,1.5214225980,0.2079465815,0.7909581811,1.5715155387,1.2996376786,1.4246085625,-0.0296380270,0.7140045016,-0.0672320876,1.0302358292,0.1596065265,0.3822961895,0.0231463965,0.6409696428,1.8417136404,0.0827940719,1.0490077262,0.7966818279,1.1020739442,1.6378173305,0.4190606276,-0.1166912027,-0.2189836370,1.5433872939,1.2852055382,0.6623463939,0.3433025304,0.4663673578,2.0626833836,0.8086666293,0.0275201420,0.5868371031,0.6076045092,0.1694913510,0.4616310384,0.2107821104,0.4908587013,1.5735432289,0.0107741015,0.6116344289,0.3560717319,0.6130546052,0.6980690508,0.1110767740,0.4475187101,0.2151189637,1.6117472946,0.2147160258,0.3975369574,1.8765759530,0.8007492875,1.9384943789,0.8600320538,0.9390896344,2.0158322748,2.2408497483,1.9307530988,1.5956783741,1.6747005731,1.1410238634,1.9854841829,0.9923443513,0.3672285489,0.9789680260,0.1540262247,0.1438829395,0.2541690469,1.8379024251,1.1338286102,0.2894225194,0.3715226511,1.1815715189,0.6852570661,0.6780754711,1.8300574754,1.4864364202,1.5486820142,1.5458070138,0.6885271622,0.2050089301,0.0197498125,-0.2057435578,0.2332353966,1.7234700566,0.6898528089,0.3523820084,0.7696762793,0.3732694998,1.5897861217,0.9362559525,0.0877045614,1.1024593584,1.6350200091,0.2441618470,1.0109452569,BRCA
GSM480985,1.0321186706,0.8918029065,0.7315369438,1.2045470742,0.2585739543,0.5394968521,1.5595294259,1.3791755802,1.4385641793,-0.0246395640,0.5457641249,-0.0646260013,1.0467138032,0.1679944671,0.0074465565,-0.0605244142,0.3705101435,0.8883715107,-0.1516379497,0.7624490919,0.1969702567,1.0039033129,0.7014633930,0.3113074479,-0.0985705184,-0.2231120716,0.5650789906,1.2463617062,0.2177986754,0.2805762249,0.1667381139,1.8622734016,0.3276340627,-0.0110041687,0.4789012937,0.8330826890,0.1616124383,0.4649470589,0.1294105581,0.4470513109,1.2224793975,0.0400061393,0.3447371385,0.2561819932,0.5995179026,0.7882226136,-0.1403941502,0.1195283260,0.0662827998,0.3582449659,0.2454514624,0.3440147386,1.8608403636,0.6489243608,1.1547020133,0.6569830517,0.3429515940,1.5899640836,1.7362441270,1.5928977927,1.3546642363,1.2201701118,1.1142024285,2.0743512511,0.3477969061,0.3723464491,0.5501537389,0.2725463184,0.0771490178,0.3959704076,1.8124208847,0.3652299827,0.3617152975,0.4031370727,1.1434785538,0.3529059928,0.1245795767,1.0733455949,0.9112912673,1.2987882098,1.3055036168,0.1894323939,-0.0808173796,-0.0077615980,-0.1491989711,0.3712363991,1.0049818509,0.8101536110,0.5967945656,0.8666961035,0.2540215575,1.3670432708,0.8292652779,0.0073551391,1.0978009061,1.2766061766,0.1885591763,0.6988076401,BRCA
GSM480986,0.6569718384,0.7069154493,0.7353933247,1.2029019593,0.2768037102,0.6971567291,1.8849981427,1.0170438231,1.6809113025,-0.0405722065,0.4456885583,-0.0008364013,1.0109720735,0.0156855860,0.1840082088,-0.0050493886,0.4873854062,1.1284832956,-0.0316884013,0.9457385688,0.4009403654,1.0767664063,1.4220015855,0.4462624740,-0.1201789906,-0.1210576378,0.8779684528,1.0846191228,0.4957253507,0.3247791289,0.4313365992,1.9960090386,0.5813196078,0.0908417827,0.3937992809,0.5978142712,0.1028344686,0.5100865998,0.1092435849,0.3773910293,1.4882752968,-0.0384828596,0.5324799568,0.2400161010,0.3998697473,0.7473781910,-0.0006644904,0.3486887678,0.1366165012,1.0558625757,0.4133741161,0.5185324838,1.7504970308,0.9002718199,1.9555213994,0.9663382927,0.7438989184,1.9199756663,2.0280745625,1.9659044344,1.5147999951,1.7253105589,0.9671990033,1.4981246292,0.6652538247,0.4483396869,0.6285869678,0.1664567450,0.0147916732,0.3657379911,1.8531489549,0.8564644075,0.2658613490,0.1841115911,0.7124732714,0.5507222097,0.4613985304,1.2346874078,1.4109145713,1.6070985992,1.4262792665,0.4876124160,-0.0191593006,0.0069294651,-0.1363019828,0.2758751120,1.1815004769,0.5671521751,0.4900422196,0.8913217530,0.2970880903,1.5507530641,0.6429849731,0.0594737334,1.0076362508,1.0528557854,0.2461622796,0.8933611171,BRCA
GSM480987,0.5016118314,-0.0140790425,0.7467774327,1.1241706477,0.1468936911,0.7807897924,1.8494961220,0.8109706053,1.9120738666,0.0869013125,0.3906424057,-0.0304064732,0.7618890551,-0.0181378544,0.1121707841,-0.0344098513,0.3198594709,1.7409723461,-0.1052829811,0.6772062356,0.3322929649,1.2313756082,1.3385604510,0.2369790144,-0.0847668527,-0.1782279878,0.7901942544,1.1207719374,0.5377548806,0.1268218456,0.3058717020,2.1383192671,0.3103429317,-0.0223142544,0.2351147062,0.3526794872,0.0561209006,0.5331480024,0.0129615418,0.4285881241,1.0222924244,0.0408815341,0.4028362950,0.2899275461,0.1863926880,0.3339161946,-0.0506179260,0.3186428044,0.0388668412,1.0933425461,0.1949762743,0.4557380625,1.6928357801,0.7334619807,1.8825247181,0.7729776755,0.7551016080,1.7094694111,1.9679285884,1.8285348948,1.1692217951,1.7316677769,0.5559675838,0.9782827850,0.3873921059,0.3987590458,0.7003769937,0.1878705404,-0.0434219460,0.3195155901,2.0374762537,0.7953496394,0.2460187473,0.5840702876,0.6011577090,0.4069897318,0.3976253966,1.3835763203,1.2687289647,1.4495159685,0.9492826163,0.2645830713,-0.0199421476,0.0226243881,-0.1408295667,0.2076263392,1.0762101139,0.5804352500,0.9729018840,0.6306766536,0.0295035187,1.4621568225,0.5642258848,0.0770594427,0.6877942188,1.3326103814,0.2342294351,0.9282338809,BRCA
GSM480988,0.4947290262,0.4777853180,0.1624195477,1.2647299039,0.2543473355,0.3575113716,1.5321893011,1.2589739910,1.5611722151,-0.0960179744,0.4572973616,0.0104348638,0.9148529833,0.0697370860,0.1741722357,-0.0438839602,0.6080632305,1.3638918862,-0.0828420640,0.8515419937,0.6235909212,1.0199053911,1.4002106098,0.3741404063,-0.1454569007,-0.1223577590,0.7807821221,1.1935567203,0.3271604209,0.2029555759,0.3475325415,2.1994630363,0.4741234867,0.0316725555,0.2904223796,0.2448961511,0.1152204733,0.3166596341,0.1720466287,0.4231727272,1.5276914618,0.0108373413,0.2846867408,0.2164107719,0.4605833221,0.5529523767,0.0768084920,0.2306063977,0.1707717376,1.0292699189,0.4411105774,0.4754014016,1.3890773612,0.7290149531,2.0881026984,0.5144257691,0.3602641243,1.6099965249,1.6670975165,1.8871115711,1.3366246809,1.1884789462,0.9577910166,1.8544647918,0.7846202429,0.2964277424,0.6491715091,0.1021624413,0.0555872644,0.0152650487,1.8315355692,0.8766946109,0.2967807348,0.1789952057,0.8293907841,0.2685042607,0.4297329925,1.5154813594,1.3376087498,0.8359299593,1.3290010218,0.5252548367,-0.0079934737,-0.0437069731,-0.2189279223,0.2576532641,1.2086025731,0.4876196566,0.7509224436,1.0711565611,0.3850801895,1.4750637011,0.5427974124,0.0439451626,0.9101045255,0.8448971166,0.1447751229,1.0231689567,BRCA
GSM480989,0.2942321414,0.9706857801,0.8557678048,0.8509117928,-0.0490408012,0.7252568104,1.8737299827,1.2239642664,1.9562404353,-0.0803737361,0.1961962798,-0.0186029649,0.6890710978,-0.0449701984,0.2075259968,-0.0157189151,0.6380298763,1.8672710260,-0.1736133857,0.8620034179,0.6914572979,0.8958047761,1.3471962494,0.5377916879,-0.1655206500,-0.2693713539,0.8716211281,0.6455758893,0.2276148893,0.3893048411,0.4429179234,2.2644122972,0.6133678607,0.1228683147,0.1490912882,1.0272633527,-0.0329211112,0.5708155464,-0.0094646105,0.5294530867,0.8156179770,-0.0284552162,0.6438229574,0.3788139208,0.2172085066,0.5162797319,-0.0592587655,0.4204673296,0.1064336327,0.7054733430,0.2373787059,0.5009772391,1.2504570495,0.8378822479,1.9375428505,0.9081393301,0.7286765165,2.0221051542,2.3189120144,2.6384319331,0.8982298934,1.9962721103,0.3942097547,0.9733964502,0.3939669328,0.5151104037,0.5417129318,0.2856541601,-0.0629743964,0.5509243324,1.5273169972,1.0210522023,0.1671019350,0.1363001388,0.5685038011,0.7805323229,0.1740388745,0.8512497611,1.5435676491,1.4798822800,1.4402853847,0.1970391657,-0.0311630221,-0.0188183635,-0.3095031264,0.0969762154,0.6966790400,0.4179420407,0.4340459490,1.0208989622,0.1055778944,1.4158526241,0.3895083513,-0.0218296556,0.4025668747,0.5867294799,0.2716771825,1.0061506690,BRCA
GSM480990,0.4718170529,0.7099229264,0.9672808566,0.7104607523,0.0909251202,0.7186195981,1.7697989749,1.1196458399,2.5231951475,0.1646377929,0.1790467939,-0.0655341134,0.7540459651,-0.0422008479,0.0935347192,-0.0458827220,0.3112994142,1.8305305474,-0.0481970348,0.6339993023,0.5994043947,0.6715410723,1.3830383457,0.5114183733,-0.1570845891,-0.1523037759,0.7277981599,0.6016601944,0.3621013066,0.1977200439,0.4757574229,2.0210802556,0.4562935978,0.0308203611,0.1784029446,0.4146552934,0.0403791171,0.5219575099,0.0470688383,0.4789874781,1.0506516711,-0.0003517558,0.5794639930,0.2521013715,0.2480030734,0.4534756641,-0.0204453974,0.5086407080,0.0205682762,0.8968517595,0.2545567313,0.5933898498,1.4307237307,0.7899600305,1.6552819446,0.9311095635,0.7436226618,1.9708810598,2.2209360302,2.4294542074,0.9416872767,2.0354376055,0.6061883210,0.7160866895,0.3538140560,0.2201252831,0.6662868585,0.1425350054,-0.0516818874,0.4025088740,1.7644531222,0.7558829786,0.0471909148,0.1255262322,0.5843832314,0.4190524527,0.2921790909,0.8826532761,1.2470977168,1.0583621662,1.0483638518,0.3255082460,-0.0186841363,0.0048683439,-0.1746287997,0.0869405133,0.9729300691,0.2066397729,0.4491535664,1.0636980575,0.1645367444,1.3659351882,0.4547904972,0.0335821008,0.3553435628,0.6179169566,0.2391981586,1.2051233839,Control
GSM480991,0.2708660456,1.0294206357,0.6776759127,0.7929366067,0.0754610115,0.5115159938,2.0154690911,0.8034208903,2.1045045654,-0.0845744576,0.3116158577,-0.0425115533,0.8185416342,0.1462181555,-0.0073378138,-0.0476629836,0.3838099972,1.1454618872,-0.1058922436,0.9285987178,0.2911653579,1.0034924240,0.8217536564,0.4805945906,-0.1141709949,-0.1233505224,0.4543297631,0.9432743358,0.1669740229,0.1977765904,0.1838217394,1.9055157369,0.3514687585,0.0097601493,0.2667054668,0.7060884191,0.0149837607,0.5676091186,0.0578862932,0.3459248923,1.2161015552,-0.0229581060,0.6110408342,0.2840057836,0.2961536814,0.7609308985,-0.1572538394,0.3003052217,0.0615627786,0.4059209386,0.2298753037,0.5979717699,1.4683429298,0.9043992721,1.5006515708,0.8822802315,0.7639645895,1.7520702212,1.9216874392,2.1507377756,1.2645089434,1.8021113847,0.7214736505,1.1491897330,0.2682130937,0.2910631562,0.4531482731,0.3114642161,-0.0208102425,0.5452377218,1.6959036587,0.4556893327,0.1470505000,0.1067151080,0.5254092878,0.3535321280,0.1336203346,0.6985741986,1.1375396092,1.1662135920,1.1110200535,0.2208657932,-0.0356507978,-0.0203012955,-0.1333107577,0.1933567561,0.5762029097,0.3215470750,0.3314233489,0.9436509887,0.2750257155,1.3748693859,0.5300029964,0.0205430986,0.6607032881,0.8301298161,0.1200602446,0.8119957692,Control
GSM480992,0.6452738913,1.2857912090,0.8706505829,0.6056446797,-0.0278676008,0.5960060982,1.8546927400,1.1721591799,2.3932572523,0.0372287346,0.2507348696,-0.0231460090,0.7097711402,0.0572547109,0.1348338052,-0.0136438025,0.5219963214,1.7335208952,-0.0672000000,0.7526916833,0.6986208922,0.6724013429,1.1840442308,0.5337172396,-0.0664784358,-0.1687391333,0.6801120564,0.6078198389,0.3349143479,0.3574455567,0.4098797701,1.7728845343,0.5655389330,0.0423394085,0.2159833914,0.6770077164,-0.0278273442,0.6448127853,0.0207077980,0.4175419203,0.9534809661,-0.0458585198,0.6653747401,0.2296996022,0.1500608961,0.3753661417,0.0718811130,0.4920756920,0.1794742710,0.5607375373,0.2931717676,0.7417532169,1.3209709697,0.8275789302,1.7407633391,1.2745025079,0.7806424229,1.7265450942,2.1274780929,2.5633065170,0.7483742192,1.8525854391,0.6217993744,1.0809327700,0.3714055974,0.2755937650,0.7389148599,0.2461181668,-0.0564921221,0.6792150073,1.7593381206,0.7855049600,0.0419750653,0.0843005746,0.5687593767,0.4933435796,0.2758890922,0.6898392174,1.1910011703,0.9753238883,1.3521483293,0.2670193303,-0.0471637358,-0.0202241319,-0.0972700042,0.2402575154,0.7287270403,0.2054802627,0.3570258056,1.1696664394,0.1531341995,1.3167555441,0.4702484503,0.1776936008,0.6264651194,0.6617135230,0.1263887765,1.2569430965,Control
GSM480993,0.2328165911,1.0614965410,0.7836148512,1.1378558147,0.1884196609,0.8493043706,1.8755300386,1.1503277836,2.2064785083,0.0362933893,0.3407280985,-0.0488899422,0.6992510992,-0.0473594528,0.2972097561,0.0196623388,0.6017112853,1.6994759672,-0.0927621264,1.0847355413,0.7902097138,1.0359720702,1.6020187400,0.5372726645,-0.1270314738,-0.1548801358,0.8737324625,0.9542187208,0.4764979621,0.3211575151,0.4578307090,2.0759521988,0.7638304975,0.0511015149,0.2364785333,0.9608710444,0.0798602138,0.6092131616,0.0122684059,0.4835819057,0.9193412650,-0.0240370255,0.5890693330,0.3222178385,0.2523009004,0.6022094253,0.1147602345,0.3527961249,0.1962866471,1.0308868515,0.3374318521,0.6218950929,1.5558551214,0.8727969173,1.9368122056,1.0128080229,0.7003747450,1.7510728325,2.0007002651,2.3298377728,0.9727141986,1.7345658838,0.6116522995,1.2418431044,0.6575789654,0.4821608016,0.6867501248,0.1167796553,-0.0458018913,0.4229756490,1.8857055148,1.0646301987,0.2547764539,0.1880824276,0.7009486956,0.8074109628,0.4802607979,1.3106297120,1.5079846197,1.4295231500,1.5680439868,0.4541923429,-0.0237134854,0.0239697501,-0.0947794880,0.1482318940,0.9143230701,0.2176460764,0.4940705293,1.0745682046,0.1533556855,1.3989291749,0.4899462938,0.0435131876,0.5614241671,0.9745229781,0.1822721335,1.1514804148,Control
