@relation data

@attribute 11258 numeric
@attribute 7846 numeric
@attribute 5577 numeric
@attribute 8636 numeric
@attribute 11190 numeric
@attribute 85378 numeric
@attribute 984 numeric
@attribute 983 numeric
@attribute 10540 numeric
@attribute 10382 numeric
@attribute 79959 numeric
@attribute 10383 numeric
@attribute 4926 numeric
@attribute 80184 numeric
@attribute 9793 numeric
@attribute 55125 numeric
@attribute 5116 numeric
@attribute 95681 numeric
@attribute 7283 numeric
@attribute 55755 numeric
@attribute 22981 numeric
@attribute 27175 numeric
@attribute 9738 numeric
@attribute 9814 numeric
@attribute 9702 numeric
@attribute 80321 numeric
@attribute 121441 numeric
@attribute 27229 numeric
@attribute 4751 numeric
@attribute 54820 numeric
@attribute 7840 numeric
@attribute 10142 numeric
@attribute 4331 numeric
@attribute 5108 numeric
@attribute 1453 numeric
@attribute 7514 numeric
@attribute 1454 numeric
@attribute 5048 numeric
@attribute 22919 numeric
@attribute 22994 numeric
@attribute 22995 numeric
@attribute 10426 numeric
@attribute 55722 numeric
@attribute 8655 numeric
@attribute 114791 numeric
@attribute 8900 numeric
@attribute 55835 numeric
@attribute 3320 numeric
@attribute 5518 numeric
@attribute 1069 numeric
@attribute 7277 numeric
@attribute 5347 numeric
@attribute 10806 numeric
@attribute 8481 numeric
@attribute 10733 numeric
@attribute 22897 numeric
@attribute 10844 numeric
@attribute 890 numeric
@attribute 11064 numeric
@attribute 5566 numeric
@attribute 11116 numeric
@attribute 80254 numeric
@attribute 9088 numeric
@attribute 7465 numeric
@attribute 1778 numeric
@attribute 994 numeric
@attribute 1022 numeric
@attribute 9133 numeric
@attribute 995 numeric
@attribute 1639 numeric
@attribute 1781 numeric
@attribute 993 numeric
@attribute 9662 numeric
@attribute 203068 numeric
@attribute 7532 numeric
@attribute 891 numeric
@attribute 4957 numeric
@attribute 10121 numeric
@attribute 7531 numeric
@attribute 23332 numeric
@attribute 902 numeric
@attribute 55142 numeric
@attribute Class {Control,BRCA}

@data
8.7250957895,13.072443805,4.767140212,9.419939709,6.416414676,7.170628952,6.903468733,5.5594032075,12.38876812,5.398154738,5.768456458,11.65291678,9.9785357775,6.402675817,9.348677287,7.5439715025,10.22045122,7.2603132255,7.6199287775,8.72593202867,6.645049976,10.04312339,9.452437461,6.11498461967,5.903587403,7.654924404,6.8226328225,9.597587563,5.1676005395,9.91920268,8.216941185,5.3861411095,6.69676284,11.014074435,9.5726450965,11.18170219,9.99675948967,10.67301333,12.08741818,7.541053248,5.790735962,6.41625338,5.949774924,13.079535225,8.593018612,6.796886882,6.451380618,11.0093826917,12.47196608,12.14240395,7.482104333,6.390259793,8.306085763,7.836115267,7.084439364,8.8352776,10.88054035,5.739045575,8.28259169,6.36946717,7.247787805,6.4043032595,5.3626984355,10.19591385,11.42258795,8.3734885345,9.361681261,6.31084507,6.05282587733,8.597857218,11.80942059,5.7113333935,8.576542096,12.44246648,9.3985942475,5.331285345,7.72621224367,11.28700256,7.09786273433,10.76306733,8.45525079,10.01714982,Control
9.026339834,12.79617952,5.442455259,9.642241779,6.3044169435,7.23450563867,7.17754253,5.1000844475,12.50573969,5.696558124,6.418236866,11.40523204,10.6018557185,6.893972281,8.91908069,7.114461523,10.18476414,8.0724676395,7.688831127,8.73124015667,6.98692604,10.26782285,9.604794643,6.45576096767,6.633253641,8.01368714,5.960093228,10.21214407,5.428242927,10.61911518,8.551228685,5.479144783,7.086882265,11.227626825,9.7658327395,11.36961249,10.121046267,10.90148185,11.35888208,7.989105326,6.4507498025,6.142317062,5.605858198,12.884656825,7.073662604,6.077889871,6.441413448,11.030777654,12.56790862,12.20355304,8.517473661,6.340211188,7.673046,8.146417366,7.008823908,9.157436075,10.75842751,5.943517738,8.347268264,6.0929297895,6.86647878,6.44161841875,5.263013187,10.02692145,11.26946293,8.122874722,9.155780297,6.183690582,5.53860894767,8.514938605,11.35660343,5.580948299,8.79005612,12.42498107,8.4722738185,5.309804873,7.46942338333,11.11641563,6.614172522,10.9243451,7.832012647,11.15845524,BRCA
8.770909668,12.980355135,5.112503363,9.508765915,6.5340196325,7.28343146567,7.0689243665,6.018363896,12.74918966,5.088959125,6.053334703,11.56729791,10.5194448385,6.63423431,9.5420140415,7.238035327,10.07347253,8.6814613275,7.3591374765,9.34541088067,7.208480985,10.26146944,9.447621101,6.58123020367,6.683419695,8.437670028,6.1586725245,10.24134003,5.8455633845,9.868745837,8.366498305,5.8638224525,6.839081327,11.0271049,9.921162789,11.3442156,9.99088858467,10.87614109,11.66377168,8.131373577,6.279702324,6.774659006,7.357994257,12.742809565,8.830325945,6.720350724,6.878146348,11.1437694107,12.66850837,12.20355304,8.770202293,6.592573364,8.150027916,8.3824199,7.645047949,9.251968232,11.35948893,6.874400849,8.56631203,5.9034588485,7.090380087,6.35206481,6.1549794165,9.985543523,11.53140597,7.833169232,9.394656215,7.982781325,6.16595704,8.46276230733,11.62416272,6.1523191905,8.901682338,12.862480425,8.230995629,5.932280461,7.65065889933,10.95382925,6.83129561633,10.79624673,7.667131787,10.62124171,BRCA
8.583626614,12.245734715,5.7109519,10.08408125,7.464421512,7.53965676,6.6001607935,6.0392399955,12.65578567,6.555360353,5.273526379,11.48413324,10.442016245,7.769145456,8.4015274,7.3777023705,10.56898715,8.2594530385,7.77912135475,8.85166412267,7.00203053,10.44201071,9.689915497,6.220656324,6.11187183,8.729128822,5.499074656,10.42026583,6.302180983,10.59770368,7.900053365,5.9965480755,7.265055029,11.310393535,9.766847145,11.04568478,10.1361144867,10.42139193,11.23083122,8.2003238815,5.6153976895,5.36790503,5.797150007,12.83089628,7.497774262,6.183293584,6.832450574,10.6939344647,12.57347448,12.08138533,8.99094148,6.635867278,7.558977641,8.732388881,6.58736921,9.605498559,11.26574119,6.979113971,8.189591244,6.323322532,7.403653582,6.4620405235,5.930757587,9.827049342,11.06502412,8.242668288,9.99050151,9.036723879,6.33171556533,9.06217105167,10.8409276,5.697363916,9.119570898,12.463633735,8.3727076055,6.555360353,7.262353542,11.28988649,6.28271338533,11.08301405,7.517316273,11.47931054,Control
8.5045344805,12.856054365,5.377654117,9.541213345,6.388729141,7.21461238433,6.727221014,6.028693113,12.75418295,6.418532045,6.379773104,11.38910174,10.721269778,6.961742327,9.0699188695,7.358911651,10.16846564,9.3913069685,7.34026717375,8.912334648,7.539800755,9.861800757,9.369641578,6.388181528,6.700929059,7.824005841,6.5937257225,10.14559503,5.664358233,10.30951646,8.186907968,5.865833244,6.867961695,11.27650647,9.519034593,11.24345683,10.062116718,10.475222,11.80488133,7.3790688965,6.2229981955,6.114372881,5.764215595,12.77985194,7.679499672,6.125780878,6.960584469,11.2182175033,12.75620088,12.11321645,9.298601687,6.97831327,7.811472837,8.16230462,6.802099894,8.695994791,10.85995812,6.370125583,7.722348399,6.52394041,6.99342281,6.35732894775,5.468054894,9.868004973,11.32260436,7.873025333,9.627078354,7.335214194,5.87454446767,8.44956167533,11.48988071,5.9046360085,8.482405766,12.56996462,9.100624738,6.520190915,7.195038581,10.78663743,6.57751783767,10.85270138,8.195898639,10.46617364,BRCA
8.3196657565,13.77264423,5.316879984,8.788825267,6.3652020315,7.63242210733,7.2570299815,6.0648074825,12.73133712,5.641409649,6.609736958,12.7347446,10.818683695,7.571337643,9.701446988,7.741818812,9.904556022,8.025288472,7.46187222275,9.24412158633,6.567428036,9.367726587,9.824812048,6.35133972,6.694466281,8.306769331,7.4413591625,9.991437211,5.442139384,10.18682028,8.28470975,6.0447921125,6.499332184,11.626504355,10.62802831,11.78440594,9.944659956,11.44759484,12.62645517,7.882039471,6.2764054195,7.283507727,6.028520116,12.839423155,8.086854242,6.672712173,7.297744257,11.374489615,12.86342169,11.82418918,9.118098254,6.794094554,8.120239335,8.372278642,7.143692193,8.816968528,10.87516208,6.893577983,8.179686605,5.9174340255,7.808161583,6.6014922245,5.7600269985,11.87540007,11.65847718,8.1285894485,9.01498366,7.468056067,6.046122072,8.26934174067,11.95919971,6.113079114,8.398990665,13.067456365,9.290985796,6.429495141,7.987169256,11.54684638,6.67180329633,10.70667324,8.0884774495,9.682327984,BRCA
8.5035413435,11.906436665,4.904497645,9.858878951,6.381605002,7.18476910867,5.851742475,5.427401159,12.68628938,6.292326809,5.288553513,11.04525817,9.8601645185,8.432334276,8.638675126,7.092133616,10.38738762,7.885420172,7.45674833,8.20130346133,7.925763782,10.03326851,10.04312339,5.74019942867,6.575997225,9.465179215,5.498485073,10.53976977,6.2573400365,11.2808811,8.671568598,5.393605942,5.895672973,11.27609369,9.8079983875,10.95483991,10.2499751947,9.487689892,10.88785292,8.14047105,5.2175040545,6.08884719,5.119575355,12.929299285,8.025390316,6.268944869,5.821334729,10.4929184813,12.04072818,12.23236854,9.185154884,7.728874776,7.827423888,9.047751801,6.143337929,9.830864202,10.61958751,6.18408747,7.072751965,6.330484187,8.169024445,6.5229023585,5.2084648135,9.557684409,10.71589576,8.1527838655,9.547121611,7.52958892,6.046563588,8.923451807,10.42763004,5.5721428055,8.999866943,12.31689829,8.2565850245,7.168173481,7.59938493167,11.83117769,6.349076575,11.36547782,7.0980443305,12.02547364,BRCA
8.694065199,13.058642555,5.023045997,9.409285448,5.9628627815,6.993546587,7.1287278525,5.6375433755,12.7232493,5.655646098,6.089429956,11.34927862,9.825258058,6.809675295,8.9065308085,7.120489152,9.718379234,7.668118169,7.32252578375,8.55414566333,6.486236204,10.07119456,8.994771422,6.07692904133,6.997860083,7.553285857,6.4788819545,9.250826081,5.2499153505,10.05847247,7.914536308,5.24964804,6.573196985,10.903927635,10.017162089,10.88698849,9.48759794033,10.07742031,11.84033352,7.7221352545,5.4904264215,6.550751113,6.377475723,13.397261375,7.344298405,6.986072764,6.840089057,10.7716702567,12.30526243,12.29746809,8.216698727,7.277940882,8.086336788,8.072107308,7.338939404,8.2864551,10.37287897,6.544273338,8.519529251,5.9718598575,7.454630623,6.441053898,5.5252777585,9.923803275,11.05169516,8.2289934185,9.825825817,6.802002929,6.03208651933,8.218618965,11.92740031,5.5654738825,8.644470219,12.522197665,8.636048659,5.149148835,7.48679889367,10.97540039,7.28095493367,10.32302692,8.2150115435,9.545409111,Control
8.479839902,13.136039135,5.398154738,9.497054006,6.620385938,7.59118313867,6.968449327,6.505547144,12.7584086,5.46083367,6.35918346,12.26341894,10.482321096,7.074572668,9.1026224835,7.606835086,9.966433757,7.935407086,7.50180900625,9.12740189367,6.777686415,9.895348494,9.539479273,6.41316825233,6.84090732,7.680836167,6.836956373,9.628364027,6.342726243,10.02058454,7.761021136,5.4185962075,7.327824597,11.21132067,10.1947464435,11.39833769,10.1070979907,10.65812692,12.16491644,7.985183624,6.3298132175,6.389657687,6.140170887,13.03210758,8.361407734,6.059891283,7.558977641,11.3126835957,12.62816419,12.35961925,9.111501597,6.718296974,8.324631881,8.584211958,7.784636686,9.025943153,10.99992623,7.745155171,8.248557517,6.3825279205,6.946412501,6.50513136225,6.419452647,9.902390614,11.858053,8.048147446,10.15470456,8.70009385,6.367015667,8.541001567,11.58824628,6.648397732,8.421277089,12.97769962,8.93960735,6.342257494,7.67392180867,10.86805107,6.842406496,10.49490585,8.2231503775,9.826771359,BRCA
8.660237329,12.487072675,5.778347403,9.918602815,6.5254624415,7.58196376933,6.708344786,5.4053195205,12.48766051,6.198941611,6.221350881,11.53000404,10.603531994,7.282164373,8.624224919,7.313077517,10.1934641,7.826153246,7.53599395475,9.25806804567,7.802485871,10.05275181,9.583172639,6.757881215,6.755759284,8.908453514,5.999467511,8.907657669,5.6292780925,10.69578097,8.314312607,5.6507064635,6.996504912,11.147804115,9.633999665,10.84633682,10.0974339573,10.89048111,11.70655442,7.8572605555,6.0533456175,6.262194115,5.531078267,12.984912665,7.036891003,5.906897358,7.012990752,10.9901063043,12.69546762,12.29684318,8.819932474,6.810382449,7.916657455,8.789893153,6.594851287,9.29541948,11.21259383,5.748737112,8.366498305,6.3457281585,6.791557296,6.530790095,4.9784955605,9.707877238,11.63348356,8.3509543715,9.154553037,6.438214347,5.60768941067,8.93005572667,11.05567579,5.7118445555,8.290941698,11.991282385,9.2874717905,5.2209212,7.350946606,11.32206913,6.90458015633,10.93507131,8.1149854775,11.04675588,BRCA
