@relation data

@attribute 3725 numeric
@attribute 5599 numeric
@attribute 1147 numeric
@attribute 1432 numeric
@attribute 5970 numeric
@attribute 7124 numeric
@attribute 7189 numeric
@attribute 7042 numeric
@attribute 4615 numeric
@attribute 7040 numeric
@attribute 54472 numeric
@attribute 3456 numeric
@attribute 3439 numeric
@attribute 51295 numeric
@attribute 3556 numeric
@attribute 9020 numeric
@attribute 3656 numeric
@attribute 3553 numeric
@attribute 3554 numeric
@attribute 3654 numeric
@attribute 3557 numeric
@attribute 7043 numeric
@attribute 5606 numeric
@attribute 4214 numeric
@attribute 11213 numeric
@attribute 3551 numeric
@attribute 6885 numeric
@attribute 5608 numeric
@attribute 3552 numeric
@attribute 10454 numeric
@attribute 4790 numeric
@attribute 3569 numeric
@attribute 4792 numeric
@attribute Class {Control,BRCA}

@data
14.72492149,5.939777752,9.004698798,7.09994864525,8.69026092,8.519696323,7.37822060033,6.78103548,9.4642502,5.682300273,9.357079711,5.011016147,5.354567863,7.804520085,5.84139580367,7.12458953,8.337489361,9.000106455,6.981713185,9.677464692,6.58673947333,9.289875449,5.86129168933,10.46146439,8.982338457,7.1307406325,9.487800372,5.85530403967,5.428620839,6.76556701167,12.34771002,13.60771409,15.00532806,Control
14.11502538,5.0886580415,8.974945912,6.60639379225,8.669346719,7.177920594,7.05787236967,6.166218956,9.905361101,5.101199635,9.315325713,4.332418168,5.219566658,7.807517739,5.55073851833,7.618204007,8.140562835,8.25032344,6.464101029,10.14535302,6.340655252,9.578863787,5.85702554217,11.6627575,8.312759464,7.787354885,9.4310771815,6.054235957,5.19062597,6.67949367567,12.34109771,8.608616259,13.91249272,BRCA
14.41297137,5.6701097255,8.986710369,6.58493097,9.073024297,8.414834386,7.01943370733,5.995434345,9.70697128,5.014814152,9.466168826,4.538726271,5.263044971,8.425773069,5.64980828033,7.363480204,8.08792836,8.349592102,5.697600956,10.42139193,6.10435507467,9.330514214,5.82716031317,11.77105209,7.183985468,7.4532495275,8.9013859115,6.35618041933,5.173838258,7.13302304567,12.51631937,7.664022547,14.51605303,BRCA
14.08054111,5.7758281875,8.742495656,6.0589973865,7.67194989,8.370459788,6.46814411567,5.797150007,9.766156644,4.808914358,9.119570898,5.123512303,5.139460541,8.774277353,5.746718711,7.782574222,8.31872483,7.718260793,6.135766351,10.56828182,6.642641608,10.06419075,5.05698450317,12.00382718,7.581278035,7.4011955135,8.417672848,6.36100294267,5.28559757,7.27747024367,12.26985874,6.879402901,14.35403309,Control
13.43392773,5.704258658,8.684828488,6.730522711,9.268495874,6.675961001,7.059741909,6.737352562,9.855452948,4.828848945,8.399428676,4.173910121,5.238033268,8.26935011,5.67006771,7.444230413,7.805906871,7.361595391,6.5434229,10.67791364,6.16196665033,9.272076349,6.07725681717,11.72645885,7.609180816,7.5245616955,9.2133861525,5.979395943,5.488491912,6.68095800667,12.37603319,6.192791506,13.73047547,BRCA
13.80946823,6.517858181,9.33884841,6.87151716925,9.673230059,6.320264091,7.331943975,7.238598499,10.48083592,5.321216715,9.161560926,4.785303823,4.795989381,7.477052175,6.05282711967,8.197856947,8.226967397,8.525208673,6.777719287,9.548258938,9.04818184933,9.540317507,7.15443493,11.51112271,8.20645413,7.5689740425,9.9163703245,5.98125183967,5.388199225,6.273083892,12.87483063,10.84461576,13.77694807,BRCA
13.91249272,5.6011167705,8.17437786,6.362735412,7.262755244,6.423120638,6.42166024533,6.518854253,9.530631222,4.73770262,8.727649179,5.019714421,5.622938584,8.04360305,5.42503466667,6.740661566,8.010809379,5.250782787,5.672857555,9.834609753,6.47713653833,11.79415195,5.4415442,12.26224618,8.584681754,7.550193916,8.575344218,6.79660585167,4.765549899,6.779059113,12.52075501,6.331772944,15.02279519,BRCA
13.96294256,5.401013329,8.824657385,7.0975611175,9.194320487,6.14308278,7.018808194,7.822174254,9.695555047,5.167931151,9.204950795,4.424648213,5.093191733,7.85975393,5.70328124467,7.797176966,7.868546526,7.134583224,6.218786615,9.860714986,6.165438838,10.56613044,5.8607249385,10.99477083,7.952116757,7.4520617975,8.9471097785,5.93944441167,5.193979903,7.020737198,12.20475003,10.45145612,14.22362506,Control
14.44356588,5.8779809975,8.659854224,6.41978303225,9.012625324,8.252974189,7.05702786333,6.303694572,9.573046472,5.46083367,8.6137905,4.440788181,4.805564985,8.239194094,5.841540402,7.392491577,7.935549803,9.153147365,6.279801496,10.66204549,5.816743693,9.938499406,6.020187685,11.9611296,7.324048031,7.530604743,9.204869818,6.398579306,5.872096916,6.649348596,12.42766909,10.12252426,14.37348409,BRCA
13.15952927,5.5839936855,8.645245129,6.2012063225,8.33670864,6.105390642,6.71155131933,6.274406692,9.269361142,5.062004299,9.376153138,4.131934652,5.476390801,8.721869154,5.737978147,7.396307489,7.243129047,6.678428044,6.854778406,10.47490271,6.94584443267,9.642061229,5.75900304267,11.43790563,7.356190313,7.6541093245,8.9430429875,5.92169088967,5.376786337,7.04562845567,12.09766027,7.723389827,13.54172225,BRCA
