@relation data

@attribute 1571 numeric
@attribute 5244 numeric
@attribute 5243 numeric
@attribute 5914 numeric
@attribute 5468 numeric
@attribute 5467 numeric
@attribute 5465 numeric
@attribute 8647 numeric
@attribute 8431 numeric
@attribute 9970 numeric
@attribute 8714 numeric
@attribute 9971 numeric
@attribute 1544 numeric
@attribute 10062 numeric
@attribute Class {Control,BRCA}

@data
6.68951277,5.326799101,8.2936897795,6.9343807455,8.93507003425,6.31073354367,5.9306844235,5.817758343,5.011016147,5.0576408875,7.716785011,4.927435762,5.147928634,11.21226855,Control
8.113873832,5.085988894,9.175855389,7.03867441275,7.4485840305,6.72090299967,6.2647755765,5.152803256,4.708480413,4.9300210795,7.650747482,5.513973286,4.98710623,10.59585913,BRCA
7.258945501,5.312711681,8.601862379,6.874699479,6.11098909,6.404486807,5.9169092905,4.889243844,5.249645622,5.5419912145,8.052154908,5.198505203,4.747402994,10.40696526,BRCA
7.334946144,5.480516577,7.645353686,7.00693217225,7.46197597825,6.77332594167,5.9013934145,5.771893004,4.978894894,5.8539556735,7.163384394,5.254944744,5.677798027,11.20184229,Control
6.64810992,5.429625378,8.3249413085,6.921019597,7.63750692775,6.533226084,6.3050950175,5.963711807,5.291135005,4.802450824,7.965244826,5.636197729,4.841735742,10.20626383,BRCA
7.022259953,5.566519317,9.4119523715,7.5333153725,7.81438962725,6.443668225,6.2632584125,5.889480387,5.294814856,5.377344954,7.6988737995,5.778347403,5.040904755,10.58594865,BRCA
8.564912682,5.701348918,7.597355895,7.24507937975,6.58294122425,6.708879826,5.8009201885,5.46859248,5.046808884,4.6634698365,8.126866039,5.405661632,4.981180512,10.42864835,BRCA
7.459003511,5.364932404,7.6280945285,7.1426864325,7.6793740555,6.47136228233,5.7914813845,5.384232247,5.30196368,4.978313265,7.892094081,4.942762263,5.273526379,10.94796217,Control
6.695997726,5.123512303,8.414922545,6.85324334125,7.19239552375,6.43624246133,6.3224235275,5.224591417,4.984374307,4.903862379,7.3969158535,5.458210754,5.241850906,10.59236386,BRCA
7.517947124,4.977407298,8.498755035,7.14252749825,7.7853169845,6.45550527467,6.2051601515,5.013139794,5.396956849,4.459031045,7.85338144,4.953278335,5.542111953,10.71269919,BRCA
6.949129628,5.880937246,7.595997959,6.6900219055,7.825079005,6.52656973,5.8725703995,5.97637008,4.649498512,5.0026244535,7.903924232,5.876646629,4.547045185,11.52028732,BRCA
7.158612528,5.878732237,8.915500147,7.1168957155,8.28741441325,6.59196449433,6.219897013,5.582714993,5.321036278,5.137104156,7.842402382,6.310935931,5.255511354,10.57829275,Control
7.435526765,5.733565339,7.616995674,7.06909001075,8.7143851005,6.20023802133,5.96626105,5.637792259,5.316336975,5.2736643345,7.871263686,5.463043053,5.249645622,11.23083122,Control
7.982196629,5.36790503,8.894456791,7.181430757,7.2924438185,6.77281269933,5.846915317,5.309259193,5.438302209,4.69954127,8.7480356005,4.872103847,5.109999067,10.26349255,BRCA
8.248557517,5.636197729,8.5438248365,6.83827886,7.850473779,6.55719314667,6.119031791,5.069757204,4.693784032,5.359736252,7.711191308,4.742830384,4.619453945,11.00891197,BRCA
7.924457909,5.43205013,8.7080839705,6.96568463825,6.7096186025,6.51675757067,6.062075285,5.561792943,5.01168711,4.964128389,8.2752796725,5.258529523,4.134646682,10.10831572,BRCA
7.879431812,5.139767484,8.5231236435,7.035803178,6.90865682175,6.72310725533,5.8819610365,5.414821571,5.31868854,5.293799821,8.16052831,5.497860816,5.176533465,9.973525583,BRCA
7.718586173,5.452209317,8.5133574605,7.03017593925,7.6278929895,6.54138533733,5.7031615475,5.127954352,4.795729695,4.776440028,7.6317198585,5.559500416,4.931459981,10.47290939,BRCA
7.413672616,5.774135558,8.3403460425,7.213998503,6.871220532,6.53415913633,5.8712229175,5.394558084,4.971786376,5.303536482,7.4997982675,4.916251205,4.878003385,9.885521411,BRCA
8.392683551,5.980260273,7.7133562295,7.3141427765,6.85082039125,7.061802655,5.11578367,5.901899413,5.027033758,4.805878534,9.1710371135,6.089482923,5.113545539,8.781983483,BRCA
