@relation data

@attribute 23636 numeric
@attribute 2646 numeric
@attribute 2645 numeric
@attribute 55746 numeric
@attribute 23511 numeric
@attribute 79023 numeric
@attribute 6517 numeric
@attribute 6514 numeric
@attribute 6515 numeric
@attribute 23279 numeric
@attribute 79902 numeric
@attribute 6513 numeric
@attribute 9883 numeric
@attribute 4927 numeric
@attribute 4928 numeric
@attribute 348995 numeric
@attribute 11097 numeric
@attribute 53371 numeric
@attribute 9972 numeric
@attribute 8480 numeric
@attribute 9631 numeric
@attribute 8021 numeric
@attribute 3099 numeric
@attribute 3101 numeric
@attribute 3098 numeric
@attribute 23225 numeric
@attribute 9818 numeric
@attribute 8086 numeric
@attribute 57122 numeric
@attribute 23165 numeric
@attribute 5903 numeric
@attribute 2538 numeric
@attribute 7175 numeric
@attribute 9688 numeric
@attribute 129401 numeric
@attribute 81929 numeric
@attribute 2542 numeric
@attribute 10762 numeric
@attribute Class {Control,BRCA}

@data
9.4780677085,5.887288406,5.30303857733,10.70099474,8.948514067,10.87230572,5.689167221,5.583993803,12.16931758,9.944646595,10.73828676,8.66464383,9.1153257685,10.65747949,6.766641794,8.3668938445,9.6648727675,8.4982454305,9.744439113,7.571167906,7.400200831,10.56852647,8.5486277015,6.873785904,7.421314376,6.645049976,6.03436478667,7.158562039,9.872136606,10.53897001,5.945099216,5.09861497,10.73458709,10.32181006,7.2678836785,8.61174871767,10.24904266,6.28022878033,Control
9.602807458,6.166218956,5.53179062767,10.79163118,9.07757757,10.78405837,5.667687262,4.472869269,11.62934992,10.06496539,10.96132689,10.69176121,9.331495089,9.904401726,6.824600342,8.921735544,9.4416045875,8.242744387,9.026662535,7.305644941,7.6631158415,10.58008449,7.2752951695,6.491216266,7.25216743275,7.623298306,5.56283592867,6.991610063,10.16400217,10.4051391,5.044843524,4.9415322205,10.82235197,10.48239483,7.1869489675,7.884970577,10.71605229,6.28489948567,BRCA
9.9134145385,5.84800395,5.131792113,10.97348951,9.349613594,11.02156667,5.690704299,4.910026549,9.970178212,10.10125057,10.8492802,9.826628375,9.184940914,10.74842792,6.87867607,9.1231107235,9.7955411235,8.419646614,9.755547386,7.90182937733,7.834746884,10.85124954,7.4405797005,5.458620899,7.24124136325,7.919118257,5.945402415,7.628593402,10.14873431,10.93899899,5.90202005,5.0246144115,10.77184043,10.63133194,7.5858335005,8.57418991167,11.0768258,6.48209168833,BRCA
9.7641065265,5.923393601,5.41224549733,10.74842792,9.614162807,10.77639419,5.801553978,5.470383322,10.28488803,9.560920839,10.67254493,9.749233029,9.5489799265,10.67862239,6.97341843633,8.954544083,8.725553334,8.422447157,8.789559014,7.11799945933,7.5634028845,10.75691093,7.744375252,5.78869305,6.9620171695,8.215849806,5.71183285833,7.810926842,10.51689201,10.4760984,5.082373945,4.868678918,10.82887651,10.62174996,6.0686045945,7.144783444,11.12068843,6.13564318433,Control
9.8283234625,5.641409649,5.381060378,10.51270618,8.571526197,10.58989012,5.981630781,4.327000131,10.13846417,9.716228343,10.55491043,9.520845097,8.7499691525,10.38135939,6.60734282267,8.713297444,9.273737981,8.644246817,9.278322331,7.382879181,7.9042128665,10.44585319,7.708490746,5.48205062,7.11097001925,7.766050346,5.86548072367,7.41187347,9.863230401,10.45025788,6.183690582,4.969105223,10.12116474,10.26227726,7.5611171875,8.52278816767,10.79503739,6.61995662867,BRCA
9.647092859,6.064587171,4.78029427967,11.02951865,8.935534242,10.38787223,5.889480387,4.925775462,12.45384813,10.68029603,10.93414071,11.12792359,9.0253311545,10.79163118,7.501134809,8.490716209,9.6473876935,9.349364842,10.41359385,7.42526526267,7.9929258645,10.38522909,8.2776170305,8.361890192,7.27924073425,7.441390364,6.181169694,6.875169162,10.58354379,10.89604874,6.835359227,4.996658248,10.79624673,11.03904603,8.0406116585,9.264684213,10.6166318,6.74734580867,BRCA
9.597454927,6.256449903,5.24441804267,10.09962433,9.235907197,10.55491043,6.082580853,5.323740468,10.8936127,10.5411695,10.12172813,10.06394142,10.0248169055,10.10297665,6.583680554,9.0898110315,7.963427229,7.9662791415,8.090034492,6.680431951,8.244454268,10.19220376,6.820861544,5.69405225,7.07306347475,7.649114461,5.96643391133,7.580354917,10.09372163,10.09113158,5.28356184,5.3906557965,10.55979796,10.74125232,6.0253561645,7.412940477,10.96223109,6.971693019,BRCA
9.7110048545,6.094030827,5.44014183767,10.71490255,8.527976511,11.19977372,5.931807875,4.795729695,11.38319952,10.05901354,10.87818911,9.624905607,8.5971275445,10.71990666,6.84616120133,8.391776024,10.2476641185,8.654195741,9.660094472,7.88850129767,7.847019682,10.23748518,7.287694177,6.59332062,7.13942682425,7.04734514,5.60097907267,6.930592839,10.10831572,10.49296002,5.455829609,5.5340522185,10.63068602,10.09936791,8.0799720185,8.57418226267,10.77621939,6.54759325767,Control
10.2074034015,6.111454567,5.20127672467,11.14957584,8.757432619,11.04774441,5.950124992,4.920187583,11.4905076,9.760949066,10.81621191,9.281942267,8.651042911,10.92822987,6.846979965,8.726991346,9.6269068455,9.104528772,9.775001605,7.356748726,7.605598727,10.45696041,8.1547705925,5.425183376,7.363162919,7.909294774,6.13996439133,7.685311433,10.40557791,10.94214079,6.048874401,5.0975948055,10.65349026,10.39839664,8.1950312805,8.92060182067,11.06699751,6.375129507,BRCA
9.5666536195,5.868644328,5.52820953933,10.73828676,8.968033945,10.64603237,6.047566334,5.190230876,10.32699711,9.226822258,10.59585913,9.610619386,9.284031921,10.43232295,6.389484251,8.9027815345,9.087620074,8.7062533825,8.632641862,7.65162541167,7.505618187,10.56852647,8.182674481,5.938292408,7.0345246175,8.020912072,6.20494726733,7.582877963,9.923803275,10.5220521,6.021041727,4.8765822255,10.50407936,10.25455658,7.0389208815,7.88713234333,10.77439198,6.488023506,BRCA
9.818578763,6.377909471,5.520952032,11.22708057,9.222372974,10.79887295,5.641698649,4.674142501,11.92978186,9.292000111,11.31587145,8.421603203,8.4298445465,10.52622073,6.452684887,8.5542168845,9.4877935725,8.677037688,8.687254178,7.52460701833,7.428802086,10.79293283,8.3253168705,7.01100671,7.0127930545,8.006874612,5.61092011767,7.81250003,10.38269998,10.46181223,6.309345038,4.8068625875,11.08759894,10.75081188,6.9314624695,7.77724799867,10.82348291,6.713243056,BRCA
9.6679097305,5.682862067,5.419747676,10.75721104,8.291356205,11.00516506,6.239651629,4.835433068,10.11027486,10.07094309,10.59236386,9.886283826,9.0057770885,10.70804518,6.67226088033,8.440677237,9.7897153685,8.874233892,9.755547386,7.41438813233,7.696636917,10.39442548,8.033782948,5.895794131,7.20574551525,6.914777148,6.038152094,6.716651865,10.46760584,10.56036654,5.967636237,4.720882052,10.3976482,10.262932,7.588864934,8.399936504,10.7780979,6.56370622733,Control
9.4793664585,6.712049318,5.49564778167,10.94214079,8.473788053,10.93858741,6.314792241,4.951647528,11.10530635,9.900180431,10.61251863,9.442757511,9.0490950775,10.61564829,7.06776618533,8.230366588,9.609644114,8.692426296,9.838321965,7.808609232,7.6335652745,10.56377331,8.8292487585,6.846528182,7.229572549,6.873816658,5.883568509,7.454877335,10.38657417,10.41307283,5.768456458,5.189829705,10.64055928,10.17277787,7.385858514,8.58775546467,10.41110342,6.89339379867,Control
9.335713559,6.299991555,5.18523056133,11.03306523,9.476443016,10.89425716,6.070449036,4.482788153,10.39534164,10.42441069,11.27673526,10.45321433,8.702210454,10.43185304,7.528050522,8.021123619,10.2684293485,6.8058868985,9.944778348,7.666812025,7.1694392885,10.96223109,6.694170416,6.646238725,7.270700089,8.21182884,5.727254593,7.996531569,10.54450111,10.86107549,5.434637608,4.900918755,10.89528011,10.50921116,7.491036185,8.719877213,10.45470056,6.44285074967,BRCA
8.8546680655,5.771166725,5.39372571767,11.05830992,9.123074542,11.12353964,5.764082867,5.251351034,10.70167275,10.5411695,11.11778287,9.296882447,9.5844076055,10.38874414,7.19143122567,7.91332957,10.660615195,7.0921794195,9.793246096,7.806351836,7.2985705445,10.51325413,7.5124677965,7.029787251,7.44888365275,8.521110748,5.908306372,7.680255999,10.54330281,10.85219028,5.197719213,5.347227247,11.52630619,10.7777528,7.382495772,8.831702571,11.49082219,6.41251149567,BRCA
9.390792679,6.136791862,5.55735813,11.09848962,9.088471,11.37070935,5.997919695,5.01168711,9.89030271,10.07411507,11.33541843,9.92732654,9.0653599655,10.35884378,6.997489341,7.941049802,10.3128701505,6.950345721,9.540516092,8.077182341,7.335258382,10.86526952,7.276306071,6.399688614,7.3205492105,8.312317023,5.65225244667,7.87986062,10.28660429,10.8300717,4.778749175,4.789568581,10.65863127,10.76039169,7.640236619,8.39322552767,10.95739975,6.11022297267,BRCA
9.282241073,6.097089942,5.276280094,11.01303318,9.313099074,11.23955693,5.903768142,5.07383228,11.8471671,10.54993411,11.26378871,10.69010738,9.131055831,10.52622073,7.12570578567,8.0620596875,10.175807248,6.673638385,10.00201369,7.96397256133,7.4610238715,10.91921737,7.100523053,5.946152572,7.32107004825,8.68863596,5.540239002,7.79246679,10.7780979,10.97955044,5.049425205,4.954846726,10.9232534,10.55686073,7.5408424895,8.36016220033,10.73426953,6.34199734433,BRCA
9.51464464,5.643287114,5.31023041433,10.99992623,9.744775458,11.2211885,5.835804886,5.503993644,11.16113206,10.31880295,10.85440892,10.22045122,9.1480814945,10.87563823,6.915254259,8.0192290835,10.077023151,7.0380508525,9.734062262,7.91466323133,7.4277826515,10.73881029,7.6689614285,6.771129989,6.87693023475,8.612961657,5.702195218,7.763878152,10.49748292,11.07201887,5.562403668,5.40001935,10.93235154,10.54623399,7.5258128505,8.67060928633,11.07439256,6.342114179,BRCA
9.4055344625,5.842357415,5.49999523867,10.96869939,9.511130543,10.93189375,5.706331104,5.122477305,10.78342824,10.32054705,11.12692078,10.03270048,8.6367287865,10.62776211,7.283181094,8.015208768,10.3100047505,6.998502507,9.672500978,7.92980596633,7.330975552,10.93816836,7.227761339,7.091438361,7.4105530975,8.807082076,5.87472931033,7.697282321,10.34930366,10.50876069,4.958159726,4.900515266,10.68460862,10.44034522,7.7309844595,8.803648797,10.55163644,6.41663102767,BRCA
9.262046048,6.692549685,5.32017902367,11.17748823,9.319763063,11.53100625,5.398154738,5.255700175,9.119292054,9.36270062,11.49963678,10.67176022,9.357835757,6.319586888,7.292038499,8.145928049,10.3490182955,6.458489395,9.785984134,8.33272210267,7.842926264,10.64868139,7.2606614885,6.903553889,6.4837760045,7.57557919,6.35908817467,8.105084975,11.35464901,11.27762466,5.212385731,4.718715087,11.59799678,10.78233917,6.28713931,8.30560416167,8.836477359,6.11201536833,BRCA
