@relation data

@attribute id string
@attribute 1001 numeric
@attribute 10053 numeric
@attribute 10205 numeric
@attribute 10207 numeric
@attribute 1040 numeric
@attribute 10653 numeric
@attribute 11030 numeric
@attribute 11227 numeric
@attribute 114569 numeric
@attribute 118429 numeric
@attribute 118932 numeric
@attribute 120224 numeric
@attribute 123036 numeric
@attribute 126695 numeric
@attribute 128077 numeric
@attribute 128218 numeric
@attribute 1364 numeric
@attribute 1366 numeric
@attribute 143098 numeric
@attribute 147700 numeric
@attribute 147798 numeric
@attribute 152002 numeric
@attribute 161291 numeric
@attribute 1832 numeric
@attribute 200634 numeric
@attribute 2041 numeric
@attribute 2065 numeric
@attribute 2125 numeric
@attribute 2335 numeric
@attribute 2591 numeric
@attribute 25987 numeric
@attribute 266977 numeric
@attribute 26751 numeric
@attribute 27134 numeric
@attribute 27242 numeric
@attribute 29841 numeric
@attribute 3176 numeric
@attribute 347735 numeric
@attribute 3694 numeric
@attribute 3880 numeric
@attribute 4070 numeric
@attribute 4072 numeric
@attribute 4313 numeric
@attribute 4582 numeric
@attribute 50848 numeric
@attribute 5349 numeric
@attribute 5468 numeric
@attribute 54845 numeric
@attribute 54961 numeric
@attribute 55040 numeric
@attribute 55615 numeric
@attribute 55620 numeric
@attribute 558 numeric
@attribute 5603 numeric
@attribute 5652 numeric
@attribute 57111 numeric
@attribute 57402 numeric
@attribute 57619 numeric
@attribute 57669 numeric
@attribute 59084 numeric
@attribute 6337 numeric
@attribute 64063 numeric
@attribute 6768 numeric
@attribute 6935 numeric
@attribute 7040 numeric
@attribute 7431 numeric
@attribute 79098 numeric
@attribute 79767 numeric
@attribute 79977 numeric
@attribute 84674 numeric
@attribute 8829 numeric
@attribute 92359 numeric
@attribute 9289 numeric
@attribute 999 numeric
@attribute Class {Control,BRCA}

@data
GSM427158,10.44063591,6.388969257,8.42235253825,7.12895681,9.598634638,12.15911615,8.21169786075,5.257964097,10.68061031,11.25407804,6.612067121,5.971837379,8.229409023,6.984421663,8.906771211,8.319774985,6.636411191,10.19481259,6.080503777,6.37545597333,8.03491053,9.615648544,10.56738599,8.53575537967,7.036451476,8.162745192,7.72959231833,7.601902844,5.784851809,8.194856713,11.76435133,5.38342495975,8.67536707,8.473625724,12.43207997,5.985608784,8.6334599522,8.44125431,5.461406798,11.83915468,12.75033439,8.417863463,8.066467478,9.11971244,6.435307999,6.74105224433,8.93507003425,6.832577159,7.7599962325,6.156644998,8.47238282933,7.1017990835,11.247269365,9.595220702,9.995463717,9.839944288,6.951608556,10.8129396,7.9777176825,7.345052847,11.69812525,5.952107108,8.573941684,7.243747912,5.682300273,14.27152555,9.5654206115,7.959684859,8.445719592,6.411176756,10.158127895,6.74314012767,9.374871039,12.00989343,Control
GSM427159,10.38197038,6.59182572,8.81910519325,8.16470045175,11.15652889,12.9500565,8.61306094925,4.981180512,9.799419701,10.90492643,6.1152849585,6.466305418,9.208795915,7.532124306,7.944201245,9.044941259,7.001242451,11.15002032,6.251913734,6.46384465167,8.742091394,9.095325232,10.51195055,8.40594313567,7.65031782,9.020966834,8.29299504267,8.099428195,5.68055279233,9.608181403,11.0235224,5.80380955275,8.533136119,9.388104019,11.70725139,6.15664593567,8.0571963828,9.976514407,5.959776674,13.2433667,13.27273406,8.9243202115,7.536346549,10.5936685757,6.68672331833,6.644458227,7.4485840305,6.78372224,8.3865497925,6.311480977,8.00269339233,7.673268292,11.228104565,9.166697324,11.16790123,10.82515778,6.966306806,11.44807772,7.549998181,7.914536308,12.29328779,5.782546988,9.411882273,6.306066817,5.101199635,13.911069145,10.5905848305,9.04362962,8.976106631,6.110515282,9.137476819,7.295763151,9.661512618,12.20475003,BRCA
GSM427160,11.76503338,6.497696684,8.73305858375,8.265187617,10.66204549,13.2267238,7.894387006,5.403788568,10.88785292,9.522464387,6.9300446965,5.707228834,9.182655756,8.793913049,7.609956448,10.1090997,6.947055725,11.91235432,6.568568473,6.59790264433,9.718379234,9.070765735,11.44994835,8.95399971267,8.180407884,9.670085752,8.61219648367,8.907447372,5.278519036,9.012485657,10.83272413,5.41326110175,9.216528301,10.14944265,12.32274087,6.85219276167,8.3182362636,10.46271471,5.36790503,13.43914135,13.12486126,9.622736405,7.29489898,10.835328604,6.36773601167,7.33608883733,6.11098909,7.326072421,8.278060157,6.539357071,8.17102426567,8.0684775265,10.57008947,10.50005538,11.70501902,11.80861644,7.223811373,12.0416524,7.2915973195,8.209600948,12.56435203,5.970630084,10.18277954,5.539167536,5.014814152,13.19500043,10.71844425,9.481315657,9.196332326,6.25333282,8.616895971,7.700004099,10.037927932,12.80365393,BRCA
GSM427162,11.34028702,7.270204498,8.542013825,7.61032296375,11.19715849,13.18602605,8.32082264825,5.182703468,9.348219761,9.778808613,6.140859822,6.559687298,8.630650389,8.087530632,7.720109347,10.30035288,7.564094459,11.5141002,5.985392981,6.46818192367,9.712187835,9.487448728,11.20290453,8.71945055867,8.474802192,9.355059844,9.33971037667,9.433638185,5.20244744133,10.1630147,11.89018267,5.3875160395,9.345250614,10.46549017,12.53830178,5.66517890333,7.9722043002,9.749233029,5.438135838,13.62684124,13.62353635,8.9827419,7.162091995,11.2133063077,6.54769707467,7.15920239167,7.46197597825,5.805041697,8.1041010015,6.904547696,7.78471870133,8.02290897475,10.704223725,10.578656,12.27941189,11.80267601,7.855695631,10.96639029,7.3059094245,8.85164062,12.45159499,6.651773306,9.839944288,4.984374307,4.808914358,12.61892804,10.94571538,9.174913904,8.292576009,6.436632951,8.2676729985,7.42008949233,10.158388554,12.55838012,Control
GSM427163,10.58383522,6.539008037,8.453164103,7.744837769,11.00344784,13.2860567,8.54298059775,5.041999937,10.36324806,10.53462901,7.647206164,5.831124321,10.21839405,8.250868188,8.081671336,10.2658146,6.625420731,11.74803988,5.911818141,6.678857532,9.81791145,9.379785083,10.52258671,8.588727254,8.480498528,8.815544309,8.69692755433,8.254628438,5.25964903267,9.179860041,10.85945735,5.43244031675,9.305993955,10.36908504,11.73925755,6.440530706,8.4091566016,11.23348204,6.345898074,14.33042537,13.35270561,9.21270805,7.447457544,12.3486818033,6.78912007267,7.03482849,7.63750692775,6.855868653,8.220022459,6.447005198,7.96541470233,8.2308645875,10.786946525,11.00715715,11.47663498,11.81385744,7.759923335,11.94707994,6.9450634085,8.745725683,11.99572839,6.43833912,10.16456479,6.22728441,4.828848945,13.744225285,10.912476335,9.595220702,8.725162685,6.405103693,9.144599091,7.739961832,10.1608262783,12.44726543,BRCA
GSM427164,10.48825468,6.69797923,8.95109536,7.76381979175,11.45906284,12.75228661,8.11629525975,5.554597484,10.83173301,10.36211399,6.087311392,6.785358056,9.827267719,7.489448856,7.847873428,9.174302247,6.866664227,11.45582051,7.061914211,6.89257116667,9.086508547,8.252844132,10.61346285,8.755850344,7.335951076,8.296206296,7.78925410167,8.246623189,5.707811796,7.516785639,11.22708057,5.95873069925,9.231287868,9.761942238,11.72339443,6.850655118,8.0341587398,9.542626187,6.759825365,14.68320465,13.65917147,8.746414778,7.385001972,10.5266027417,6.73902004267,6.245911152,7.81438962725,7.38331792,8.3276160045,6.413717301,8.371572132,7.53839339325,11.0344904,10.15284924,11.2498099,10.42071848,6.293292881,12.04345466,7.661310798,8.346005182,12.07070303,6.15826191,9.953964008,7.416419918,5.321216715,14.57597155,9.2549927445,9.237001445,9.804252501,6.133353526,10.134166214,6.81310842267,9.77796791233,13.02343475,BRCA
GSM427165,11.15959405,6.361071425,8.73284464675,7.90267372775,11.8734596,11.86989657,8.81461589625,5.23363046,7.479034729,10.83822324,6.9698323895,7.038647773,7.708154681,7.235298947,8.92274875,9.487297979,7.01033543,10.73900867,6.72267478,5.92050808433,8.928474794,10.93414071,10.32235947,8.25545181933,6.807165314,8.970768202,8.248939717,9.394034498,6.4670477,10.30226796,11.7425022,5.2196424415,9.874036574,10.21419195,12.63995684,6.25086852367,7.946170117,9.643766526,5.587223392,12.65578567,13.46017433,8.2428551055,8.102055909,10.8363672137,6.790668032,7.296057361,6.58294122425,7.075187974,8.027388094,6.194663913,7.72401792367,7.668997082,10.85919887,9.662659976,11.5155078,11.12295109,6.982654601,11.0083938,7.0489763775,10.11636057,13.39262134,5.817694399,9.164543144,5.779661087,4.73770262,12.90032729,9.931360167,8.392855247,8.260379892,6.003271234,7.834786368,7.10022614933,9.24874257367,11.40859261,BRCA
GSM427166,10.8852123,6.08693831,8.92025535775,7.363725271,10.01863178,12.85738045,7.97347289275,5.596496342,10.68183161,10.94344908,6.196834947,6.134586111,8.496295686,7.831435711,8.825548045,9.471543702,6.190817922,11.39699552,6.259889761,6.46310222333,8.900429953,9.667422551,11.04825205,8.52803081233,7.930679872,8.868576523,8.406559835,7.695960982,6.11171869767,7.491534716,11.54370625,5.419634299,9.243971962,9.099664146,11.9938814,6.69621460133,8.6422924082,9.650397092,5.943283297,12.4899797,13.146867,9.0841952515,9.011647369,9.61653445067,6.50818729167,7.21238365233,7.6793740555,6.903553889,7.6383269445,6.202570157,7.97043865567,7.8199567665,11.306349735,10.21059864,10.99378776,11.03377419,7.573838635,11.25407804,7.62389295,8.649598507,12.0767489,5.655646098,8.888401653,6.608369881,5.167931151,13.88231902,9.6356501975,8.333715684,8.738371924,6.131862746,9.863085986,7.51201575333,9.54532382267,12.40979539,Control
GSM427167,11.24903656,6.640032041,8.796032693,7.68324236775,10.78864516,13.35514394,7.787647243,5.004514032,11.05496734,9.943372362,7.190873668,6.400500038,9.559215089,8.370623252,7.572797082,9.970480225,7.003043143,11.79378019,6.186664587,6.71243977333,9.608440172,9.492880212,11.02231599,9.0636929,8.441762661,9.058425498,8.54260094667,8.109623211,5.79816158467,7.989892757,10.85171413,5.782035738,9.785407971,9.788824808,12.45159499,6.97102106233,8.407817842,10.59629253,6.090753548,14.42029878,13.591191,9.692334475,7.691134781,10.5709304993,6.84945253667,7.912224007,7.19239552375,7.355816043,7.9725235335,6.971259369,8.23934013367,8.5141629025,10.57361946,10.55937736,11.77354631,11.80411298,8.020912072,11.91354778,7.109254477,8.772645411,12.45678569,6.503194172,9.989100369,6.377041844,5.46083367,13.5754893,9.989136299,9.884628874,8.563407107,6.346430072,8.737701857,7.66507411167,9.68412295167,12.47414328,BRCA
GSM427169,10.68107171,6.95239509,8.39400935125,8.266235045,11.27693876,13.43573605,8.220097058,4.748476814,10.59849016,10.80671094,6.5514078435,7.01419103,8.716211674,8.1818742,7.345052847,9.655696684,6.271748387,11.24778827,6.472573571,6.645809581,9.110118593,9.249280073,10.8875331,8.865114026,7.561481039,8.915133289,9.331463272,8.601288997,5.37743589167,9.763129822,11.27981094,5.45947655175,9.442057669,9.77472988,11.79550409,6.38807142933,8.517027918,9.972922768,5.596049021,13.41290062,13.49469877,8.641863322,6.827314517,11.2562111233,6.82081096367,7.36344869167,7.7853169845,6.561903179,7.8578789405,6.724824613,8.29637687533,7.80095296425,10.41786566,10.19143901,11.25368222,11.17614527,7.75854158,11.63993091,7.406864706,8.77825879,12.73257984,6.239651629,9.444942981,5.71081418,5.062004299,13.63179775,10.4376586735,9.732337522,8.74769044,6.29866347,8.911799081,7.70410549233,9.333030733,12.68293541,BRCA
