@relation data

@attribute id string
@attribute 10368 numeric
@attribute 10369 numeric
@attribute 10681 numeric
@attribute 107 numeric
@attribute 109 numeric
@attribute 114 numeric
@attribute 1173 numeric
@attribute 1175 numeric
@attribute 1385 numeric
@attribute 160 numeric
@attribute 161 numeric
@attribute 163 numeric
@attribute 1739 numeric
@attribute 1741 numeric
@attribute 1742 numeric
@attribute 2036 numeric
@attribute 23236 numeric
@attribute 23426 numeric
@attribute 27092 numeric
@attribute 27330 numeric
@attribute 2782 numeric
@attribute 2783 numeric
@attribute 2784 numeric
@attribute 2785 numeric
@attribute 2786 numeric
@attribute 2788 numeric
@attribute 2791 numeric
@attribute 2792 numeric
@attribute 2793 numeric
@attribute 2890 numeric
@attribute 2891 numeric
@attribute 2892 numeric
@attribute 2893 numeric
@attribute 2898 numeric
@attribute 2899 numeric
@attribute 2900 numeric
@attribute 2901 numeric
@attribute 2902 numeric
@attribute 2903 numeric
@attribute 2904 numeric
@attribute 2905 numeric
@attribute 2906 numeric
@attribute 3265 numeric
@attribute 4193 numeric
@attribute 4646 numeric
@attribute 4747 numeric
@attribute 4905 numeric
@attribute 5170 numeric
@attribute 51764 numeric
@attribute 5330 numeric
@attribute 5331 numeric
@attribute 54331 numeric
@attribute 5567 numeric
@attribute 5578 numeric
@attribute 5579 numeric
@attribute 5582 numeric
@attribute 5594 numeric
@attribute 55970 numeric
@attribute 5894 numeric
@attribute 5923 numeric
@attribute 5924 numeric
@attribute 59345 numeric
@attribute 6195 numeric
@attribute 6196 numeric
@attribute 6197 numeric
@attribute 801 numeric
@attribute 805 numeric
@attribute 808 numeric
@attribute 814 numeric
@attribute 815 numeric
@attribute 816 numeric
@attribute 817 numeric
@attribute 818 numeric
@attribute 83988 numeric
@attribute 84254 numeric
@attribute 88 numeric
@attribute 94235 numeric
@attribute 9463 numeric
@attribute 9495 numeric
@attribute Class {BRCA,Control}

@data
GSM481002,0.0964671071,-0.1360429427,0.0959430252,-0.0213125190,0.6906278624,-0.0936600890,2.1056936517,2.0626354782,0.0194301160,0.6339837544,0.9291147694,0.3340915554,0.2322965619,0.5197820592,0.3149674230,0.9929318473,0.2858521625,-0.1210336429,-0.1128101992,0.1040893929,0.8279611501,0.4049960374,-0.0520556581,-0.0282765614,-0.0979167008,-0.0631695779,2.0719431177,-0.1301306970,-0.0066118414,-0.0393430959,-0.0842877695,0.0220461126,-0.1319717542,-0.0529254014,-0.1306850161,-0.3320008600,-0.0773707949,-0.1630744558,0.0317033734,-0.0107358682,0.0490472844,0.3129714777,0.8212452234,-0.0354759898,0.7186576362,-0.0502834128,1.2605141296,0.6485961018,-0.1653896839,-0.0931709614,1.4761069679,0.2650621481,0.8322542454,0.2608651281,-0.0981862237,-0.0750473595,0.3768321643,1.4082001351,0.3860900013,-0.0801486851,0.5296690137,0.8352787644,0.1011311368,0.5924470919,0.1526270688,1.3564936234,0.8265591783,2.7038153726,-0.1211625478,-0.0715993912,-0.0731259508,0.5784964499,-0.0098517653,-0.0450441162,-0.1028041327,-0.1123077593,-0.1241024184,0.2509038100,-0.0271092335,BRCA
GSM481003,-0.0132265166,-0.0337879272,0.0999994444,-0.0692073683,0.4153288136,-0.1100853766,2.2337767680,1.9827849738,0.0187250819,0.7140137895,0.8863338492,0.3225214290,0.2300292317,0.3929095935,0.3193012522,1.4822518809,0.1101227322,-0.1214352894,-0.0665026621,-0.0394911056,0.7446148635,0.3861772509,0.0136994388,0.0082499009,-0.0398267657,-0.0038146086,1.4007776942,-0.1463896707,-0.0387087499,-0.0783416078,-0.0567179674,-0.0052098139,-0.1019426028,-0.1177553150,-0.1599343452,-0.2563673688,0.0005512648,-0.1368268711,-0.0741480512,-0.0093582275,0.0126731734,0.3069249565,0.9474795161,-0.0666174864,0.6841135982,0.2359668258,0.8664813354,0.6032710826,-0.0687760951,-0.1266500411,1.5995909609,0.1972087900,0.6319902162,0.2829620648,-0.0518483993,-0.0337643415,0.4223379152,1.5228428889,0.2815908568,-0.1266487328,1.4115826412,0.3278987228,0.4883067481,0.2958588585,0.0602988192,1.1557139689,0.7173366560,2.6004273182,-0.1142712507,-0.0022023061,0.0580019309,0.4392622436,0.0177999127,-0.0251571997,-0.0357962687,-0.0698178071,-0.1113222497,0.4887295383,-0.0486624102,BRCA
GSM481004,0.0577876398,-0.0530692570,0.1646906034,-0.0682730252,0.7538955795,-0.0400951271,2.1819931137,1.7577955346,0.0489846332,0.6973926800,1.0742304335,0.5103600910,0.1324202984,0.4098074079,0.2846439308,1.7222258390,0.4210706907,-0.0532891628,-0.1055625068,0.1060783296,0.7807461512,0.5521416770,0.0250083253,-0.0385375693,-0.0696329902,-0.0421145539,1.8515151408,-0.1982034243,0.0844486295,-0.0436245997,-0.0221125116,0.0213758113,-0.1357186183,-0.1273663132,-0.1664864349,-0.2694853792,-0.0474507559,-0.1752176107,-0.0512530341,-0.0007544410,0.0063695379,0.3490753961,0.8814408686,-0.0436277898,0.6832079978,0.7360568340,1.4520013058,0.6172203298,-0.1454869720,-0.1195634382,1.5031896006,0.1437460496,0.6800325786,0.4684481415,-0.1085750333,-0.0723416345,0.5495924441,1.3914726415,0.4157156661,-0.1099492880,0.6547500696,0.5141371712,0.2034561099,0.5405640510,0.1951900609,1.0442493542,0.7713027104,2.5539644831,-0.0588113764,-0.0441430938,-0.0617234432,0.5186807821,0.0930184553,-0.0432023579,0.0233217437,-0.0699493475,-0.0985009841,0.4032584724,0.0005434074,BRCA
GSM481005,0.0005226196,-0.1118186463,0.1558229845,-0.0925683750,0.8534066271,-0.0452075420,2.0474239456,1.7192065715,0.0936311534,0.6178779096,0.6696846949,0.3069753119,0.4315617782,0.3249322170,0.3263437854,1.1632614349,0.2068608563,-0.1054000867,-0.0935675255,0.1450708613,0.7418772494,0.4407993471,0.1431259238,0.0048406354,-0.0900424109,-0.0373471825,2.0844613116,-0.1005716819,0.0298131270,-0.0572476977,-0.0917996070,0.3089259130,-0.1184574984,-0.0480743865,-0.1578342271,-0.3007958871,-0.0575643019,-0.1828394795,-0.0803474883,-0.0320623397,-0.0289277306,0.3806163611,0.8521304950,-0.0388047886,1.1669475048,-0.0345874658,1.3328642771,0.8054027840,-0.1371271478,-0.0819878108,1.3645848670,0.2903279221,1.2306991819,0.3166812967,-0.0871069950,-0.0307554886,0.4403047296,1.7118040177,0.3888399490,-0.1243659107,0.3963016160,0.7196760476,0.1795327044,0.6260850528,0.2324255008,1.5244798356,0.8702989420,2.5885585249,-0.0529422042,-0.0436124759,-0.0344820515,0.6463682539,0.0669458035,-0.0063093208,-0.0849596503,-0.0723469267,0.0019805360,0.3286081156,-0.0155954431,BRCA
GSM481006,-0.0228945914,-0.1131504193,0.0940744485,-0.0610226503,1.2541987586,-0.1439105411,1.9427664413,2.0104171225,0.0438960250,0.5752585570,0.9618628352,0.3259624518,0.3906014825,0.5805771837,0.3762047817,1.2641559373,0.1912894818,-0.1313561674,-0.0298010242,0.0911347330,0.8980883528,0.5024565970,0.0676333264,-0.0312742843,-0.0409805291,-0.0047965163,1.7298908366,-0.1092058139,0.0551767207,-0.1580378624,-0.0737027144,0.0908339184,-0.1433446847,-0.0572339299,-0.1363814300,-0.3021203883,-0.0208250718,-0.1798130357,-0.0373069271,-0.0297564328,0.0425456472,0.0284119511,0.8876503406,0.0404348410,0.7867397796,0.0596305941,0.6465522036,1.0976617766,-0.1534552708,-0.1256054163,1.5441306196,0.1627931487,0.9264100611,0.2588561041,-0.1044239603,-0.0489088737,0.3909603753,1.6287609772,0.3354175018,-0.1104953908,0.8617629559,0.7344815110,0.4654468534,0.8888126867,0.1809252382,1.3858446989,0.8328808705,2.7229726611,-0.1196137335,-0.0572130085,-0.0572261756,0.6276549524,0.0269040916,-0.0496655804,-0.0345900749,-0.0484193605,-0.0675209105,0.1321787032,-0.0554688075,BRCA
GSM481007,-0.0349743914,-0.1493959513,0.1175155551,-0.1091924483,0.8056753526,-0.0965363181,2.1076881356,2.0977713496,-0.0388119381,0.6567551899,0.7442208603,0.1785968408,0.2275969989,0.2673890592,0.4561188471,1.2130630267,0.1294501655,-0.0850291580,-0.0406084124,-0.0385187764,0.6832716253,0.7389051489,0.0082447724,-0.0001031797,-0.0702233489,0.0576778140,2.0440874497,-0.0969640405,0.0206030341,-0.0592211258,-0.0584074570,0.0205965252,-0.0903732379,-0.0822621332,-0.1384033857,-0.2389837377,0.0683139586,-0.1595452834,-0.0217085710,0.0342799643,0.1174303185,-0.0651461341,1.1560421735,-0.0409890643,0.4954383432,-0.0459512810,0.3979180947,0.8467260383,-0.0154575356,-0.0836514095,1.4868055220,0.0063761506,0.7558958770,0.2214731303,-0.0580448157,-0.0014222495,0.2606000659,1.7198813632,0.2957258879,-0.0803614525,0.5685341080,0.4905876240,0.5399327676,0.5904063099,0.1111655720,0.8527704083,0.7908645495,2.4574012124,-0.0277541616,-0.0056203018,-0.0304605411,0.5291107847,0.0170823853,-0.0563909249,-0.0900939860,-0.0557559649,-0.1091753465,0.3769669110,-0.0338739543,BRCA
GSM481008,0.0604415922,-0.0492776156,0.1762107810,-0.1022847509,0.9556061970,-0.0445672441,1.5958242616,1.9601536235,0.1053648011,0.5330635202,0.5399920945,0.3382766917,0.2389171455,0.2966754948,0.3784921228,1.3241570991,0.1979250253,-0.1438759166,-0.0911915538,0.1355752863,0.5812673489,0.5733324594,0.3323945552,-0.0138166144,-0.0801251363,-0.0930239435,2.9869054159,0.0118098752,0.0765580802,-0.0120961942,-0.1242721472,0.0731695570,-0.1381788039,-0.1120995315,-0.1050927590,-0.2653273743,-0.1033674128,-0.1415540114,-0.0586353774,-0.0189730318,-0.0285132210,0.3291079448,1.2938889639,-0.0201522052,0.9261376254,-0.0725106275,0.7987343446,0.6941363809,-0.0932542066,-0.1060613890,1.6687167920,0.5126946868,0.7458980968,0.2738108856,-0.1056714096,-0.1196029719,0.4047704326,0.9962933176,0.3589827556,-0.0598626767,1.3140591830,0.5189527079,0.4682674665,0.2612752523,0.2616817639,0.9964291379,0.7930964681,2.4189842773,0.2864549936,-0.0415118158,-0.0830571034,0.1656969287,0.0952502571,-0.0530888935,-0.0087815991,-0.0783606052,-0.0820205758,0.4130984483,-0.0726248178,Control
GSM481009,-0.0075253614,-0.1381058706,0.0263316522,-0.1314133674,0.4983229081,-0.1893536572,1.6059574718,1.5854946376,0.0205618788,0.3281522293,0.3911177062,0.1257537392,0.1648536149,0.2592372515,0.0014383669,0.8119003210,0.2812716372,-0.1109550767,-0.0729735639,0.1608502608,0.6165255239,0.3277122399,-0.0187472406,0.0075181638,-0.1442451389,-0.1290513484,2.0699307456,-0.1774287639,0.1133095631,-0.0763729922,-0.1016495514,0.0160136828,-0.2096958330,-0.0957222209,-0.1949089160,-0.5894237863,-0.2292002272,-0.3551101820,0.0420216801,-0.0168746994,0.0371915324,0.0576242388,0.5253295350,-0.0891779845,0.6116452804,-0.0727651384,0.7740799487,0.5816204784,-0.1309069859,-0.1955891928,1.2002787294,0.0462389344,0.8545450949,0.3586061170,-0.1066654161,-0.1903911113,0.2795271149,1.3603622399,0.2270372226,-0.1951421718,0.1914585770,0.6463254577,0.1445371820,0.4793521173,0.1553505233,1.0664309090,0.7962288941,2.6979478374,-0.0818952853,-0.1110477333,-0.0924537415,0.4795865551,-0.0723620999,-0.1056982155,-0.1984884631,-0.2188257759,0.0616575229,-0.3121658249,-0.0603806848,Control
GSM481010,0.0088427114,-0.0397878316,0.1181509570,-0.0856121376,0.5580687042,-0.1091626319,2.1223495139,1.7100852352,0.1562225824,0.5441372355,0.9029520035,0.5374011108,0.7344649721,0.4368553548,0.3254186961,1.2965344505,0.3067598991,-0.0788362414,-0.0010121350,0.2071903047,0.7687349256,0.3140299377,-0.0330859112,-0.0491772037,-0.0575684468,-0.0147443671,1.7387604249,-0.1416044151,-0.0111925566,-0.0958565252,-0.0837579101,0.2160007836,-0.1628965064,-0.1045793159,-0.1294432464,-0.1613886644,-0.0492343855,-0.1186668222,-0.0592187406,-0.0600506980,-0.0134445900,-0.0026364843,0.9039840400,-0.0505959386,1.0878427773,1.2997560464,1.5012016795,0.6870637622,-0.1072482466,-0.0872663059,1.3031095667,0.3157774927,1.0751941698,0.3844459151,-0.1128206664,-0.0485023446,0.5158594621,1.9193168806,0.3965836786,-0.0814987625,0.7607271338,0.8611366566,0.2815044061,0.3356299657,0.2383755020,1.4629609655,0.8582563715,2.5320026251,0.0214444121,-0.0057435957,-0.0126254933,0.7562955471,0.0440597638,-0.0755554588,-0.0464196191,-0.0216113908,-0.1251607268,0.3941732657,-0.0228641274,Control
GSM481011,0.0473271434,-0.1439468859,0.1424185228,-0.0661589997,1.1929691749,-0.0870217879,2.2543577088,2.2918513385,0.0381124616,0.8506034146,0.8218840474,0.1568289144,0.0578045071,0.2302294366,0.3518560062,1.0823779909,0.1974606326,-0.0928649944,-0.0797177401,0.0023020533,0.6951909607,0.5910138850,0.0443884449,-0.0113668426,-0.0725463081,-0.0267178286,2.2713911864,-0.1934635937,-0.0012641086,-0.0165605314,-0.0813863640,0.0430135539,-0.1475337556,-0.0898838255,-0.2384817517,-0.3552286748,0.0335665946,-0.1678512817,0.0037944356,-0.0030932098,0.0333168130,0.6123021057,1.1300241724,-0.0865562696,0.5939756704,-0.0467342158,0.8162564786,0.9310768999,-0.1788172826,-0.0478217234,1.4140396192,0.1901781862,0.7629880970,0.2189997299,-0.0728182171,-0.0513703098,0.3978262835,1.4365228034,0.2711141126,-0.0355253763,0.2833982350,0.6016605651,0.2143740578,0.4277374177,0.1608414260,1.0243768138,0.8445791476,2.9243183808,0.0216441399,-0.0260395241,-0.0681232988,0.5062603640,0.0608758262,-0.0541720458,-0.1019771152,-0.0625966244,0.0715863965,0.4292527669,-0.0104485038,Control
