@relation data

@attribute 1676 numeric
@attribute 3024 numeric
@attribute 1677 numeric
@attribute 3837 numeric
@attribute 3836 numeric
@attribute 3005 numeric
@attribute 3006 numeric
@attribute 3009 numeric
@attribute 3007 numeric
@attribute 836 numeric
@attribute 3008 numeric
@attribute Class {Control,BRCA}

@data
9.322972846,5.83390919,6.6317994995,11.46908991,8.398531146,11.63680824,9.04992417,4.521158195,5.876585242,7.931813168,4.195262102,Control
9.80430441433,6.023649715,7.037503494,11.81218745,8.011564299,12.18094263,7.667965061,5.287261033,6.269225466,8.1988449165,4.964758163,BRCA
9.66722047133,6.276687993,7.119152491,11.93520936,8.031551137,12.37838706,8.346437413,4.544584798,5.770175754,8.03923302,4.532217038,BRCA
9.39768029933,7.219025999,6.902136378,11.55940591,8.030034094,12.26341894,9.157726588,5.763551833,6.674973001,8.049352819,5.182703468,Control
9.67330697167,6.456646518,6.377025189,11.89363345,8.005120816,12.44264168,8.422738769,4.795989381,6.379773104,8.040914571,4.894103816,BRCA
8.89733260433,6.093819614,6.7462971645,11.72223985,8.795107094,12.75418295,7.565047083,5.409400483,5.585872351,8.276164252,4.596397442,BRCA
9.97309623267,7.367548257,6.2881816415,11.26783731,8.742360915,11.94269603,8.130185868,6.060269679,7.254369939,8.3070644095,7.006806078,BRCA
9.03718650233,5.559423936,6.5533661775,11.54144891,8.204963705,12.24043517,8.568565267,4.501529767,5.937939457,8.3666695385,5.07383228,Control
9.358422347,5.863264042,6.632880865,12.03029651,7.864714094,12.42339047,8.897861429,5.032113243,5.936526788,8.288078818,5.305251227,BRCA
9.70737187733,6.3947676,6.6695634235,11.46007714,8.267560523,12.3181333,9.432772131,5.181511332,6.114997467,7.806017873,5.029686155,BRCA
8.76886181,6.861555705,6.934380171,11.56894428,7.988004536,11.42710081,9.369641578,5.171538364,6.29205067,8.021098551,4.766345274,BRCA
8.949474907,5.938762876,6.92664681,11.94944384,8.412867378,12.14532727,10.32714311,4.965104614,6.363088376,8.158617651,4.735538064,Control
8.91830832267,5.731055078,6.6713305865,11.66819594,8.292967048,11.67556248,8.983464744,5.263044971,5.965906187,8.264536249,4.65680675,Control
8.54817031567,5.878977404,7.0811017145,10.73701092,7.939933417,12.59868303,7.186958866,5.276507133,6.298205225,7.961727034,5.341906825,BRCA
8.93271200033,5.627687994,7.1032022225,10.71515145,8.037507317,11.77608148,7.667078047,5.287261033,5.606894664,8.3844099225,5.36458228,BRCA
9.04826869333,6.134842767,7.20994475,11.06374916,7.574595656,12.67639685,8.242746736,4.783733416,5.952223618,8.1522695415,4.974542217,BRCA
8.354139225,6.303146576,7.35871524,10.72897086,7.548477325,13.08540943,7.733101991,4.923400286,5.963596221,8.071465941,5.349799819,BRCA
8.76855890367,5.591119307,6.720818415,11.29880451,7.936109529,12.49828211,8.107976972,5.0188247,5.919167989,8.4046207015,5.442621133,BRCA
7.991196569,5.778741634,7.03899017,10.90909074,8.104626434,12.83066776,7.714693928,4.894710163,5.992888074,8.161427938,5.185679507,BRCA
9.373615846,5.557280839,6.8742708525,11.02648906,7.653850253,11.18170219,7.406483789,5.145688916,6.378429797,9.1174736295,5.418874061,BRCA
