@relation data

@attribute 10000 numeric
@attribute 10451 numeric
@attribute 10725 numeric
@attribute 10892 numeric
@attribute 11025 numeric
@attribute 11261 numeric
@attribute 1147 numeric
@attribute 118788 numeric
@attribute 1380 numeric
@attribute 207 numeric
@attribute 208 numeric
@attribute 2213 numeric
@attribute 2353 numeric
@attribute 23533 numeric
@attribute 25780 numeric
@attribute 27071 numeric
@attribute 2885 numeric
@attribute 2932 numeric
@attribute 29760 numeric
@attribute 3265 numeric
@attribute 3551 numeric
@attribute 3635 numeric
@attribute 3725 numeric
@attribute 3845 numeric
@attribute 4067 numeric
@attribute 4772 numeric
@attribute 4773 numeric
@attribute 4775 numeric
@attribute 4776 numeric
@attribute 4790 numeric
@attribute 4792 numeric
@attribute 4793 numeric
@attribute 4794 numeric
@attribute 4893 numeric
@attribute 5290 numeric
@attribute 5291 numeric
@attribute 5293 numeric
@attribute 5294 numeric
@attribute 5295 numeric
@attribute 5296 numeric
@attribute 5336 numeric
@attribute 5530 numeric
@attribute 5532 numeric
@attribute 5533 numeric
@attribute 5534 numeric
@attribute 5535 numeric
@attribute 5579 numeric
@attribute 5594 numeric
@attribute 5595 numeric
@attribute 5604 numeric
@attribute 5605 numeric
@attribute 5777 numeric
@attribute 5879 numeric
@attribute 5880 numeric
@attribute 5881 numeric
@attribute 5894 numeric
@attribute 5970 numeric
@attribute 63928 numeric
@attribute 6654 numeric
@attribute 6655 numeric
@attribute 6850 numeric
@attribute 695 numeric
@attribute 7409 numeric
@attribute 7410 numeric
@attribute 84433 numeric
@attribute 8503 numeric
@attribute 8517 numeric
@attribute 8519 numeric
@attribute 8915 numeric
@attribute 930 numeric
@attribute 933 numeric
@attribute 971 numeric
@attribute 973 numeric
@attribute 974 numeric
@attribute 975 numeric
@attribute Class {Control,BRCA}

@data
6.02664600925,7.93680944967,7.12731409333,6.5494246345,11.056545451,8.635084252,9.004698798,5.79507289,5.26175828033,9.746089281,7.466690585,6.512039405,14.72004222,6.033979735,9.620316579,8.839221612,9.4954151895,10.00381342,4.418782743,7.4423513115,7.1307406325,7.745155171,14.72492149,6.8286116825,10.63456176,6.1646303325,5.358259724,7.5492931052,6.328365825,12.34771002,15.00532806,6.709066159,6.748330821,8.74899041,6.685313404,7.339184439,8.467616885,6.299304767,7.0703331436,11.7240492,10.98014335,7.181967161,11.8054921,9.584314798,11.95847307,5.326799101,6.21136540967,8.27215776867,11.634256725,10.49127719,11.44994835,6.80465488733,8.85850435833,9.146785748,8.243782269,10.11570732,8.69026092,5.580455499,8.001564595,7.867620258,9.65740828,7.342077169,6.878146348,6.567960352,7.80790408,6.660285205,10.2072374,12.89271362,7.6455704,5.792862671,5.583993803,6.402675817,6.47798521867,7.97895461933,15.05985438,Control
5.94776533325,7.27227977433,7.57036449267,7.0204960835,11.4102469255,8.66542575,8.974945912,5.305433649,5.354114245,9.68028616833,6.43012268,6.218007435,13.75148289,6.539395847,9.802112873,9.303655734,9.5539178325,10.79867858,4.856999696,7.8897640555,7.787354885,7.742126034,14.11502538,6.4300637355,11.67867508,6.4733698555,5.287134046,7.2620358308,6.757360421,12.34109771,13.91249272,6.373840507,7.391761545,8.474680533,7.098719371,6.741201091,8.699078855,7.09127967,7.6111323212,12.12504541,10.64134532,7.328338472,11.54241539,9.028818534,11.93616504,4.255773643,6.479820979,7.85669691467,11.27623323,9.559434991,11.52169626,6.92689952033,9.23532012167,9.807552605,8.678284212,10.34726733,8.669346719,6.026363672,7.481398095,7.609956448,9.946928611,7.365668755,6.418236866,6.809868189,7.508252593,6.249592888,10.39985497,12.77284039,6.944305399,5.874189107,5.754895016,6.70134502,6.631300435,8.43802091767,14.81202536,BRCA
5.52044016575,9.43574702267,7.19399695267,6.5719996595,10.9914119495,8.278880489,8.986710369,5.751484642,5.11576158533,9.69256516467,6.416760061,5.654806936,14.33042537,5.844744204,9.140447083,9.221779273,9.480270588,10.42204403,4.383188881,7.856102429,7.4532495275,8.060129988,14.41297137,6.720661627,11.59799678,6.05907682475,5.0508794315,7.332988387,6.196140414,12.51631937,14.51605303,6.74855168667,7.403653582,8.690112479,6.212526175,6.813047234,9.063247518,6.323194968,7.448654099,12.67203307,10.4984955,7.238491368,11.24175993,8.789730168,11.74088764,4.77953729,5.889051372,8.11094053067,11.198356615,9.65317699,11.72288448,6.94614165833,9.280236709,10.53833958,9.330839099,10.45388564,9.073024297,5.379561399,7.228580927,7.575257723,9.791985416,7.320667722,6.805650779,6.661354578,8.028929788,6.638439986,10.04121461,11.95215345,7.301361579,5.917677146,6.730983353,6.930799789,6.34774009433,7.69123884567,14.58875125,BRCA
5.58777326775,9.46805618433,7.11520144833,6.198731223,10.9870745245,8.829493729,8.742495656,5.540408023,5.131706317,9.98949733167,5.863140121,5.74940585733,12.01436934,5.341462114,9.707333731,9.4817981065,9.432546201,11.11828268,4.802724808,8.398114105,7.4011955135,8.06060289,14.08054111,6.243898751,11.00452968,5.969107067,4.8161306655,7.1860203686,5.745177655,12.26985874,14.35403309,6.91424652367,8.142746712,8.847629866,5.584068992,6.506054132,8.649598507,6.299945779,7.6522265588,12.52623397,10.35580562,6.422323287,11.56978693,8.74769044,11.09993968,4.978894894,6.312672729,7.98209816267,11.274247985,9.580847928,11.42772678,6.773314497,9.422761191,10.65628209,9.868360018,10.09500831,7.67194989,5.229406468,6.648325671,6.838009842,9.638916035,7.813125618,6.327333135,7.454260475,8.511556122,7.411068419,10.50969117,12.08630553,6.617949048,6.299945779,5.805041697,6.886736462,6.493923015,7.779802316,14.61254488,Control
5.87271996825,9.27353650767,7.250688443,6.871744083,10.583423818,9.132211242,8.684828488,5.938174768,5.38339731633,9.506100771,6.860966288,5.98301973567,12.40857396,6.042212717,9.642061229,9.255735444,9.66718229,10.40311354,5.03343539,7.697637374,7.5245616955,7.919118257,13.43392773,6.8833304115,12.12951334,6.17905477475,5.183721743,7.5168645844,6.162799782,12.37603319,13.73047547,6.52162721267,7.427105645,8.770532686,7.405441727,6.944393257,8.565760069,7.300126299,7.950268865,11.96427598,10.43232295,7.7125980515,11.00452968,9.157246578,11.83833739,4.801431976,7.50900425433,7.82991936767,11.21839075,9.966174165,11.8471671,6.95957036867,9.29741101033,10.3594479,8.752532121,10.22872886,9.268495874,5.458948931,7.634958261,7.652900753,10.27897821,7.547899223,6.328276055,6.817626854,7.748764991,6.561483187,9.78258103,12.37349196,7.73132094,6.107798352,5.94146509,6.830740585,8.00107813867,7.921735442,14.89547873,BRCA
6.0241266485,8.79005616867,7.35928076267,7.1765038415,11.6682034305,8.695716467,9.33884841,6.196435533,5.35542542167,9.688092646,7.477052175,6.31612803667,13.96600025,5.759695977,9.990685863,9.1122517505,9.9164802245,9.953578497,5.628052686,7.3388634815,7.5689740425,7.186711317,13.80946823,7.019536675,11.79461296,7.79825655525,6.0739409315,7.5289073748,6.71596585,12.87483063,13.77694807,6.160625593,7.759191003,9.445243095,7.460253403,7.80732453,8.146264608,6.725540512,7.4183463498,12.02694363,10.6767992,7.745704965,11.73619062,9.836169177,12.08138533,5.048989481,6.98490046733,8.18650002,11.07534033,10.23164154,11.5852209,7.329467798,9.14697742367,10.47450477,7.941137313,10.624983,9.673230059,5.749206573,8.19601328,8.522033306,9.943244144,8.067624097,6.682787905,6.255789266,7.747674602,6.446881172,10.54285319,10.90995328,8.417495092,4.980495207,5.551217027,6.505895394,6.110887955,7.71436731367,15.11026186,BRCA
5.88751933675,9.720502086,7.43595589267,6.321526661,11.680149,7.344808806,8.17437786,6.00034443,5.26577076433,10.0480993307,6.742953157,5.49544892467,10.44201071,5.942169184,9.908633222,9.682874849,9.167523377,12.02630394,4.93712219,7.9742866725,7.550193916,8.082270314,13.91249272,6.6232326,11.980959,5.88961529475,5.0860843655,7.3270793584,6.18408747,12.52075501,15.02279519,6.344653246,7.435068318,9.358008891,6.662423158,5.996847001,8.302457433,7.476910459,8.3350079456,13.11366653,10.27409306,6.5896621115,11.41213066,7.747456426,11.2413041,5.077041333,6.81582852467,8.451561107,11.151396135,8.977681421,11.16076662,7.417935019,9.62804284167,10.71717755,9.25803663,9.961088297,7.262755244,5.183299167,7.292025067,6.760091594,10.45584633,6.816347305,5.926361974,7.449419254,8.39528898,6.282259665,10.10111594,12.53830178,6.869350546,7.278707598,6.11442494,6.387160565,7.22853775333,8.78864626733,15.01411749,BRCA
5.55851851825,8.909896709,6.67244497167,6.1198193845,10.880379219,8.7216983,8.824657385,6.131862746,5.201833026,9.436876068,6.689303092,7.22104467367,14.08516788,6.015923042,9.333972157,8.776624617,9.1611827995,9.584981814,5.139460541,7.7095138065,7.4520617975,7.46131803,13.96294256,7.0670465565,10.68348837,5.9603886785,5.2291868665,7.3160751194,6.913221911,12.20475003,14.22362506,6.20271008933,6.971661738,8.993477034,6.020263967,7.162847292,8.452633655,6.726903149,7.757716558,12.07897478,10.75653988,7.480559564,11.39154181,9.508320259,11.67233485,4.963487128,6.87117032933,8.171538624,11.40345044,10.00443156,11.28922369,7.27179105267,8.82865486733,10.03012262,8.339650867,10.12277013,9.194320487,5.064162066,7.787382059,7.907583411,9.498226492,7.356058229,6.739851899,6.117700885,8.06939757,6.094030827,10.4077487,12.9236618,7.753920581,6.080130651,6.382758563,6.555820468,7.69693455033,8.41184947067,15.01411749,Control
5.650041658,7.48084491567,6.96379490667,6.9464471845,10.111906483,8.761435816,8.659854224,6.56110127,5.31378150867,9.58057105933,6.500527718,5.95571488033,14.82357723,5.978888461,9.259696855,9.3152728545,9.3657406255,9.460251675,4.805564985,7.94496816,7.530604743,7.57557919,14.44356588,6.5497902615,11.06871466,6.02825469225,5.2554434645,7.4954770344,5.801553978,12.42766909,14.37348409,6.496869675,7.718706032,8.769533015,7.205282841,7.428655643,8.407417683,6.426437217,7.6719006758,12.20624983,10.57213676,7.5245411315,10.77439198,9.212004536,11.67233485,5.391468086,6.13414385767,7.91861634733,10.99057863,9.452231522,11.82274022,6.87905191167,9.29235500067,10.26043183,8.940035402,9.9831294,9.012625324,5.668822064,6.878728789,7.65031782,9.427680085,7.635901506,6.37387057,6.489210244,7.888714524,6.225020007,9.861979055,11.73219511,7.834346409,6.158463896,5.582188094,6.282027941,6.86310727967,7.98823770767,14.95604237,BRCA
5.56331123875,9.58170631967,7.48523644667,6.642608904,11.0911888265,8.594083007,8.645245129,6.031666056,5.55001819667,9.75364579767,6.827314517,5.913804198,11.55023948,5.906897358,8.958930467,9.4917373825,9.70078824,11.10846093,4.910985938,8.148239231,7.6541093245,8.076790383,13.15952927,6.1985753455,11.11942121,6.0078154565,4.4572839285,7.6296535984,6.110306469,12.09766027,13.54172225,6.537366551,7.388170429,8.271931157,7.606018576,6.850940421,8.72987657,6.76752611,7.3060563712,12.27296951,10.09533805,7.3344224225,11.36752411,9.015945424,11.71789713,4.441438586,6.39658479233,7.74245236133,11.551814785,9.69476318,11.64681981,6.98522982867,9.23513699733,9.886672502,8.620294181,10.28660429,8.33670864,5.431298057,7.4960371,6.965931792,10.46083242,7.135404364,6.73809606,6.749303381,7.703490296,5.941347708,10.22738163,12.07828769,6.732544377,5.838328613,5.372961888,6.735255184,6.74403089033,7.78154643233,14.72963536,BRCA
