@relation data

@attribute id string
@attribute 10000 numeric
@attribute 10672 numeric
@attribute 1742 numeric
@attribute 207 numeric
@attribute 208 numeric
@attribute 23646 numeric
@attribute 4018 numeric
@attribute 4214 numeric
@attribute 4217 numeric
@attribute 4790 numeric
@attribute 4791 numeric
@attribute 4792 numeric
@attribute 4793 numeric
@attribute 4794 numeric
@attribute 4795 numeric
@attribute 4796 numeric
@attribute 5163 numeric
@attribute 5256 numeric
@attribute 5266 numeric
@attribute 5267 numeric
@attribute 5291 numeric
@attribute 5337 numeric
@attribute 5338 numeric
@attribute 5599 numeric
@attribute 5747 numeric
@attribute 596 numeric
@attribute 5962 numeric
@attribute 6093 numeric
@attribute 6416 numeric
@attribute 6722 numeric
@attribute 6915 numeric
@attribute 9475 numeric
@attribute 998 numeric
@attribute Class {BRCA,Control}

@data
GSM481002,0.6797332095,0.3078825950,0.3149674230,2.3584245311,0.3070585448,0.7105740642,-0.0737502706,0.4242359363,0.0368593611,0.0372776528,-0.0141582828,0.8098630121,0.4748031217,0.2867321043,0.1522080968,-0.0880809621,0.7135185198,0.1828570207,-0.1720300632,-0.0096530452,-0.1444193100,-0.0965538729,0.0740791118,0.6904673187,0.3568962877,-0.0618729870,0.8500805061,-0.0235738736,0.2565123712,0.9649849235,2.3023610105,-0.1834590614,0.2411862325,BRCA
GSM481003,0.3007907103,0.3042140120,0.3193012522,2.5114432043,0.3973698837,0.8324521450,-0.0638438792,0.4940745450,0.0367393828,0.0608519517,0.0991733883,1.4016762564,0.6189834172,0.7304989806,0.2677992570,0.0134093755,0.5864300536,0.2249433068,0.9824862389,-0.0347890340,-0.1042557524,-0.0396609936,0.0786821512,0.6729280780,0.1244303655,-0.0646676839,0.9793939139,-0.0279678789,0.2222999979,0.9143839046,2.0659782392,-0.1093169571,0.1941480732,BRCA
GSM481004,0.4733082638,0.2188233004,0.2846439308,2.2194539971,0.4676012300,0.9834270809,0.0155701738,0.2035975778,0.1053847389,0.1890115326,0.0896869505,1.3433312625,0.5926850402,0.6537542979,0.2469313769,-0.0126308521,0.9088047795,0.3637439176,0.1915956991,-0.0895430764,-0.0326631340,-0.0652699816,0.1528997510,0.6871232500,0.2292358492,-0.0883470983,0.5812959773,-0.0400819974,0.2880970038,1.1008346777,2.0326953270,-0.1202374537,0.2163254187,BRCA
GSM481005,0.7983672971,0.3931052007,0.3263437854,2.3890128664,0.4302809539,0.6131610877,-0.0177996127,0.5196754609,-0.0674943316,0.0661443981,0.0455048144,0.7793831442,0.5579776450,0.4032124299,0.1496757664,-0.0909009929,0.9888136863,0.1900164142,-0.1130436052,-0.0353363417,-0.0949890131,-0.0490866930,0.0646837491,0.8086081992,0.2669062797,-0.0833753531,1.4615841374,-0.0235281201,0.4676337253,1.0098944344,2.1538139149,-0.0457425530,0.1866518880,BRCA
GSM481006,0.6102282105,0.3647062411,0.3762047817,2.7993582883,0.4174783649,0.8401674993,-0.0765671332,0.4536705289,0.0920476306,0.1223146532,0.0572464754,1.0869957842,0.5536829033,0.3889670319,0.2859582072,-0.0962750585,0.8314093148,0.1403476206,0.1704727875,-0.0367116262,-0.0674328190,-0.0859348176,0.1188522209,0.7695189350,0.2529420034,-0.0787858003,1.2761324521,0.0318450583,0.3639865402,1.1963671965,1.8265308316,-0.1468752514,0.1984657517,BRCA
GSM481007,0.3836162349,0.2262629088,0.4561188471,2.4604020782,0.2757121727,1.1400117012,-0.0599728686,0.3479610627,0.1340240605,0.0016019143,0.1622098779,1.3999506757,0.8652860147,0.9225694127,0.6159093420,0.0715675135,0.3538705459,0.0439457020,0.4281511414,0.0312372230,-0.0381952070,-0.0534508653,0.1867953683,0.3326362380,0.1849544916,-0.0395099294,0.8641883540,0.0398056174,0.2094873252,1.0428616116,1.8882915784,-0.1416027276,0.2322261396,BRCA
GSM481008,0.5217626055,0.4971662349,0.3784921228,2.1300801171,0.4476290999,1.2393537097,-0.0766266804,0.3505251462,0.3502357583,0.2086261566,0.1392739504,1.2762110606,0.7326664201,0.6263578545,0.4108594094,0.4069122411,0.7586754806,0.1460608206,0.0846768882,-0.0339157488,-0.0852505426,0.0303360646,0.1235528539,0.7429268004,0.2445528730,-0.0483734958,1.2742136633,0.0280642769,0.3020598857,0.8612200763,2.4122923885,-0.1292381197,0.1960819449,Control
GSM481009,0.5489170128,0.3613355075,0.0014383669,1.7882246540,0.1436777954,0.3390156166,-0.1201755128,0.3211863863,-0.0540037800,0.0623427681,-0.2568013933,0.6739098801,0.3036365448,0.2731661908,-0.2143563793,-0.3961206906,0.5242540283,-0.0241114956,-0.1782319745,-0.0826222785,-0.0950082633,-0.1136806226,-0.0908015867,0.6203827706,0.1822121439,-0.1458780054,1.2575936477,-0.0420569494,0.0517636729,0.5536867388,1.9079880744,-0.0908145631,0.2414110834,Control
GSM481010,0.6249280034,0.4966195384,0.3254186961,2.1086231072,0.3798376370,0.5345062928,-0.0654256317,0.6825766645,0.2321009186,0.1809599443,0.0226125636,1.1876550054,0.5544574002,0.2922964417,0.1343332496,0.0316771219,1.0945546926,0.2631714446,0.3758147134,0.0035541649,0.0721562371,-0.0288335194,0.0525125199,0.8636795770,0.2743944092,-0.0879259115,1.5911297756,-0.0273664836,0.7657218578,0.7004179189,1.6716426194,-0.1366913221,0.2052486207,Control
GSM481011,0.3773361022,0.2134416000,0.3518560062,2.7272794777,0.4895673924,0.8090102771,-0.0946728210,0.1779143085,0.1257654843,0.0443784665,0.0539576351,1.0963865406,0.6543434733,0.4712371399,0.3120417983,-0.0483668113,0.5093558666,0.0634428526,-0.1408816046,-0.0087914791,-0.1192103243,-0.1065715858,0.1506279079,0.4733123278,0.1690626889,-0.0457399186,0.6497639173,-0.0538524333,0.1213096739,1.3913516626,2.4415884107,-0.1477645581,0.2254770854,Control
