@relation data

@attribute id string
@attribute 10312 numeric
@attribute 10332 numeric
@attribute 10333 numeric
@attribute 10376 numeric
@attribute 10382 numeric
@attribute 10952 numeric
@attribute 11151 numeric
@attribute 127124 numeric
@attribute 1311 numeric
@attribute 1514 numeric
@attribute 1520 numeric
@attribute 1535 numeric
@attribute 1536 numeric
@attribute 155066 numeric
@attribute 1778 numeric
@attribute 1780 numeric
@attribute 1781 numeric
@attribute 1783 numeric
@attribute 200576 numeric
@attribute 2204 numeric
@attribute 2213 numeric
@attribute 22925 numeric
@attribute 23480 numeric
@attribute 23545 numeric
@attribute 23673 numeric
@attribute 245972 numeric
@attribute 245973 numeric
@attribute 27035 numeric
@attribute 29927 numeric
@attribute 30835 numeric
@attribute 3105 numeric
@attribute 3106 numeric
@attribute 3107 numeric
@attribute 3108 numeric
@attribute 3109 numeric
@attribute 3111 numeric
@attribute 3112 numeric
@attribute 3113 numeric
@attribute 3115 numeric
@attribute 3117 numeric
@attribute 3119 numeric
@attribute 3122 numeric
@attribute 3123 numeric
@attribute 3133 numeric
@attribute 3134 numeric
@attribute 3135 numeric
@attribute 347733 numeric
@attribute 3673 numeric
@attribute 3678 numeric
@attribute 3684 numeric
@attribute 3685 numeric
@attribute 3688 numeric
@attribute 3689 numeric
@attribute 3690 numeric
@attribute 3693 numeric
@attribute 3916 numeric
@attribute 3920 numeric
@attribute 4074 numeric
@attribute 4153 numeric
@attribute 4353 numeric
@attribute 4481 numeric
@attribute 4688 numeric
@attribute 4689 numeric
@attribute 4842 numeric
@attribute 4973 numeric
@attribute 50508 numeric
@attribute 50617 numeric
@attribute 51143 numeric
@attribute 51382 numeric
@attribute 51606 numeric
@attribute 51807 numeric
@attribute 523 numeric
@attribute 525 numeric
@attribute 526 numeric
@attribute 527 numeric
@attribute 528 numeric
@attribute 5289 numeric
@attribute 529 numeric
@attribute 533 numeric
@attribute 534 numeric
@attribute 53407 numeric
@attribute 535 numeric
@attribute 537 numeric
@attribute 55176 numeric
@attribute 5868 numeric
@attribute 5869 numeric
@attribute 5878 numeric
@attribute 5879 numeric
@attribute 60 numeric
@attribute 6441 numeric
@attribute 64581 numeric
@attribute 6890 numeric
@attribute 6891 numeric
@attribute 7037 numeric
@attribute 7057 numeric
@attribute 7058 numeric
@attribute 7059 numeric
@attribute 7060 numeric
@attribute 7097 numeric
@attribute 7099 numeric
@attribute 71 numeric
@attribute 715 numeric
@attribute 718 numeric
@attribute 7277 numeric
@attribute 7280 numeric
@attribute 7846 numeric
@attribute 7879 numeric
@attribute 78989 numeric
@attribute 79659 numeric
@attribute 79861 numeric
@attribute 81027 numeric
@attribute 81035 numeric
@attribute 811 numeric
@attribute 821 numeric
@attribute 83547 numeric
@attribute 8411 numeric
@attribute 8417 numeric
@attribute 84617 numeric
@attribute 84790 numeric
@attribute 8685 numeric
@attribute 8992 numeric
@attribute 90423 numeric
@attribute 9114 numeric
@attribute 9146 numeric
@attribute 929 numeric
@attribute 9296 numeric
@attribute 9341 numeric
@attribute 948 numeric
@attribute 949 numeric
@attribute 9550 numeric
@attribute 9554 numeric
@attribute 9902 numeric
@attribute Class {BRCA,Control}

@data
GSM481002,1.8568607303,-0.1087933058,-0.0455764177,3.7897653878,-0.0248780921,0.9797122596,-0.1148690068,0.0194450492,-0.1672101563,1.3794350624,-0.0588552006,0.0948015457,0.0222497346,1.8060328232,0.4382890380,0.2647045851,0.1776119700,2.0482467041,0.0214750064,-0.0750106026,-0.0699640611,-0.0531576676,2.8657697702,-0.0169523261,2.6417258118,-0.1149375671,-0.0666285500,0.0926138213,1.7252998953,-0.0454457970,2.2812253023,1.5229048728,2.6123425960,0.2617410254,0.1389303861,-0.0531827862,-0.1349871809,0.2063854276,0.2531676890,0.0626172163,-0.1128758780,-0.1084095063,-0.1696438819,2.3021070256,0.2612027752,0.2401516087,0.0633124303,0.2081827146,3.2670671940,-0.0077028284,0.3657026856,0.1496797397,-0.1962938794,0.1012585052,2.5489602401,2.2743966359,1.1207024271,0.9345233408,-0.2534281931,-0.0783411467,-0.2085177206,-0.1804891954,-0.1264455374,-0.1915679172,0.4392703235,-0.2599513970,0.5141691086,0.4999927542,2.3382055547,0.3176925605,-0.0538088512,1.2660520051,-0.1259847570,2.1678054033,3.0820800662,0.3312356603,0.0030475648,1.7084716160,2.6599095133,0.1533404108,0.6533347617,0.2279989547,1.7387846112,1.1157595495,0.3991677657,2.6158205696,1.3179632139,3.2701125443,2.0794160451,-0.1864011474,-0.0337645456,1.5843171625,0.1236277795,0.7880415286,1.8902754735,4.6578381328,0.9317078258,0.0128830904,-0.1099566451,0.0593719746,4.4681407321,1.5942692161,0.7355849647,0.9076037903,2.9457966687,2.8091717423,1.6969453533,0.0426356003,0.0598165986,-0.0040406834,-0.0790466804,0.0805296048,2.3349697627,1.7492959280,0.1662695706,0.3316287064,1.3458069862,3.7071670295,2.6352792580,-0.2225130136,3.0279774453,0.2876677150,0.3985966229,0.3898624541,0.1341017106,1.9973233565,2.0167097311,-0.0639162206,0.1619624009,1.1171269007,1.7747505469,2.0274078191,BRCA
GSM481003,2.2013084937,-0.0572891490,-0.0628837672,4.1078361870,1.0219036937,0.7331075046,-0.0796485592,-0.0370189039,-0.1042829053,0.8799638563,0.0372959590,0.1785438329,-0.0665057893,2.6208159790,0.2332995632,0.2267725080,0.1899317378,1.7325297043,0.0188113351,-0.0740672635,0.0044546400,-0.0746080028,2.7846933008,0.0280841326,1.9904935924,-0.0398127000,-0.1113640782,0.2505579636,1.5262905462,-0.0272780787,2.5229606927,1.8544525307,2.9124462607,0.2029333366,0.1683829038,0.0041664632,-0.0688427752,0.0259170895,0.6661955884,-0.0168290509,0.1680997744,-0.1357929089,0.0581979249,2.1511375834,0.3748175066,0.4102152153,0.4736437263,0.3543389166,3.6435139973,0.4208200202,0.3869180783,0.1592926320,-0.1556896888,0.6416629085,2.4383882284,2.3821775099,1.1693383068,0.8401619891,-0.2757021726,-0.1224640136,-0.1574543380,-0.0080974271,-0.1502506941,-0.1437845464,0.2231021435,-0.1163812966,0.3279076968,0.5243803342,1.9125386604,0.3783047565,0.0371351598,1.0736776806,-0.1214339481,2.5600023569,3.3610697785,0.2575289740,0.0041594008,1.8834162157,3.2354842028,0.0863591588,0.8004505734,0.2405393499,1.9165715178,0.7518036929,0.2197816760,2.8361043417,1.3795744317,3.4451596026,2.0472658149,0.2372511958,-0.0301140305,1.9846071525,0.2507190672,0.6154110680,1.0961764973,4.2051223382,0.6738963011,-0.0854843307,-0.1016684996,0.1131282425,4.5883542841,1.0156821228,1.6460385932,2.5265952150,3.5673380495,3.1707631895,1.8905209085,-0.0377506067,-0.0699804567,0.0425163424,-0.0800109401,0.1374754414,2.4549540671,1.6395633056,0.2397368363,0.1627881135,0.8349198697,3.6607501210,2.8377810320,-0.0766299815,2.9179491148,0.1603778334,0.5288881519,0.6056475161,0.4719330388,2.2248295321,1.9525780094,-0.0715040995,0.3950712881,1.3200557045,1.6728064250,1.7969151130,BRCA
GSM481004,2.0168780188,-0.0441927485,-0.0120286066,3.8417083623,0.0362615273,0.7083160076,-0.0253223246,0.0799203141,-0.1885563816,1.6941244676,0.0407688613,-0.0171456269,-0.0172960310,2.6044758559,0.3279966800,0.3885176024,0.2473529857,1.7873525334,0.0243119560,-0.0874411532,-0.1226504015,-0.0432609024,2.4496056834,-0.0148306587,2.4267213080,-0.0329750528,-0.0101506574,0.0303451027,1.3815341338,-0.0569916015,2.3726209051,2.3105667233,3.0650056200,0.2018681579,0.0636798603,-0.0000845569,-0.1151951628,0.2566797595,0.2243358721,-0.0365873504,0.0933492766,-0.1005801593,-0.1419382361,2.3867501019,0.4093895632,0.4255986509,-0.0925541409,0.4201459893,3.6928061645,0.0661285739,0.3344272605,0.1403264253,-0.1854128705,0.1920933733,2.6790555483,2.3420532100,1.4110529100,0.7358384596,-0.1525409004,-0.1023746747,-0.1746681361,-0.1712922446,-0.0680582346,-0.1105701636,0.1506486700,-0.1540872136,0.2469721740,0.5847306890,1.9134896696,0.4760013257,-0.0655279485,1.2301014228,-0.0985759946,2.6603571326,3.1938345432,0.3122637004,0.0184804183,2.0662600597,2.5533097188,0.0397804532,0.8904213860,0.1683883188,2.2170206573,0.9818763601,0.2675627119,2.5189883709,1.2333059513,3.1503309594,1.4240456010,-0.0328314117,-0.0388338064,2.0757570490,0.2184458778,0.8374643134,1.9137970677,4.6035953628,1.0637785066,0.0585717540,-0.0486927830,0.0708280785,4.4698169882,1.4902625348,1.7324149248,1.5638762812,3.1302730145,2.9411581033,2.0368264179,-0.0055385934,0.0016048870,0.0874959804,-0.0256238073,0.0682773990,2.4934302717,1.5776952225,0.2555751411,0.1895031795,0.9373918272,3.6067592501,2.7401745320,-0.0473969001,2.9514949111,0.2269444358,0.4318911533,0.6879091145,-0.0484577012,1.7503683782,1.8497629692,-0.0965311680,0.2158503935,0.9423748963,1.9169302790,2.3556256852,BRCA
GSM481005,1.7990147126,-0.1444636270,-0.0758807756,3.6775071325,0.0107334982,1.0987962577,0.0505378049,0.0231471270,-0.0985506622,1.3275141569,-0.0387140851,0.1419797916,-0.0846347909,1.5696045822,0.3279830235,0.5891772337,0.2661504573,2.3105118921,0.1257038742,-0.0963493777,-0.0291266756,-0.0051417159,3.1124505201,0.1175842350,2.6866775419,-0.0019453466,-0.0090662245,-0.0387112399,1.5356262978,-0.0093667451,2.4218538858,2.2198376855,2.7893269853,0.6031133681,0.2108817556,-0.0114979355,-0.0705358872,-0.0677172207,0.8184409532,-0.0462793793,-0.1067173420,-0.1371304145,-0.1191317194,2.4552787683,0.3398955745,0.3398513175,0.0195703198,0.8104297589,2.9753657183,-0.0715960995,0.4803772003,0.2270940179,-0.1542207042,0.0977961318,2.7430344717,2.1967009321,1.3617353249,0.8694182007,-0.1746899596,-0.0764885416,-0.1678914588,-0.1883594152,-0.0779104358,-0.1608383148,0.9381560764,-0.1331360290,0.5834803514,0.5992157064,2.3908777322,0.3952120411,-0.1054364943,1.3511930243,-0.0830192574,2.2646600901,3.1830767193,0.5317383234,0.0194684336,2.1926077603,2.6579250760,0.5067166404,0.6990474081,0.1927578433,1.8868444827,1.3553256293,0.5047304571,2.5689270239,1.3360222653,3.0240586301,1.8347277684,-0.0856813732,-0.0544962948,1.2326449081,0.0913990326,0.9798598295,1.7547406858,4.2705672319,0.5727708010,-0.0711156597,-0.0665274850,0.1918886058,4.2691934759,1.0606660578,0.5123881329,1.6460213462,2.5288496911,2.5689402798,1.7664486039,0.0584423580,0.0357329008,-0.0946252396,-0.0808325104,0.0653446195,2.4943833417,2.2196982105,0.2214476989,0.3256739390,1.4418393794,3.5713435710,2.4480184713,-0.1479593948,3.1421803641,0.2318727339,0.4164272592,0.4838946634,-0.0719963970,2.2150741817,2.2253350543,0.0500329547,0.0451830355,0.8365208701,2.0593817606,1.6682489394,BRCA
GSM481006,1.6322733540,-0.1388590125,-0.0446968372,3.7734354139,0.6190195530,0.8450585428,0.0024524895,-0.0600315931,-0.1787073554,1.9076361730,-0.0403059101,0.1349588460,-0.0757974107,1.9457084339,0.4302986228,0.1563176579,0.2596083478,2.0901232772,0.0784249832,-0.1442617836,-0.0567736244,-0.0136505432,2.7574262220,0.0476818513,2.3237232533,-0.0609242432,-0.0366396184,0.1009974951,1.7912126979,-0.0289178999,2.5923849594,2.5553631185,3.0099298953,0.4825668019,0.0737393404,0.0283940911,-0.0372671469,0.1826657505,0.3771197924,-0.0371877997,-0.0958439518,-0.0759507445,-0.0455616355,2.4233008693,0.5134105295,0.5036426629,0.0717030007,0.3456578131,2.8718997637,-0.0732725291,0.4419262721,0.1351042711,-0.1855151630,0.4037492653,2.4861371232,2.6947263043,1.2309627652,1.3483565979,-0.1039685674,-0.0465462794,-0.1948470059,-0.1126223339,-0.0990271852,-0.2062268536,0.2946328922,-0.1069179603,0.0735658940,0.4496020787,2.0472946891,0.5246121852,0.0008140667,1.4019693417,-0.0623533069,2.5281204283,3.0485221246,0.5153231599,-0.0032555915,1.6275084417,2.9888870982,0.0598821923,0.6084670913,0.2833875683,1.7517078914,0.8184798881,0.3324119622,2.8120658739,1.5946889372,3.3005572359,3.2827063971,0.0517999283,-0.0627594184,1.5457908325,0.1891807448,0.7899807988,1.6049815546,4.5933951536,0.7639892979,-0.0740136918,-0.0274221951,0.0774115979,4.2648594596,1.5260582236,0.9481664005,1.9085949662,2.7022840976,2.6212947170,1.9374995906,0.0401193447,0.1031136367,-0.1095612390,-0.0973411601,-0.0905168917,2.6509422727,1.9539475424,0.2030910996,0.5133121950,1.3374185352,3.3233143984,3.1554017860,-0.1331581035,2.8811578836,0.0057057377,0.5104315901,0.4114521162,0.1540413657,2.2021656933,1.9288379861,-0.1116888564,0.3434393006,1.1236191485,1.6563705666,1.9141710094,BRCA
GSM481007,2.3416953210,-0.0937998258,-0.0665360102,3.4129887521,1.0046364526,0.6712133711,0.0386664670,0.0830658925,-0.1450877983,1.3944574595,-0.0411877876,0.3911529340,-0.0905519434,2.6657882267,0.2695407327,0.1101670866,0.0583774013,1.4385822421,0.0704725410,-0.0771560691,-0.0662077655,0.0338317196,2.6477840344,0.0425152491,1.5659825836,-0.0684406345,-0.0070013134,0.1948839844,1.2728602224,-0.0331106518,2.7132214616,2.6203098695,3.3078905740,0.2947780871,0.0867929932,0.0340240244,-0.0151853888,0.5064731878,0.5332031575,-0.0577180198,0.1407612562,-0.0705216141,-0.0176842651,2.5416592009,0.4100853755,0.4378683264,0.3768677401,0.1127845207,2.1931279500,0.6109497668,0.3823322751,0.2527581179,-0.0165134667,0.1081938795,2.3414635658,2.6223193989,1.2685047859,0.9364944896,-0.1745970191,-0.0624622918,-0.1448308004,-0.0201134964,-0.1427680885,-0.0890015231,0.1670121612,-0.0644930769,0.3187423200,0.3632968959,1.6873555439,0.4822960018,-0.0885558408,1.3135173516,-0.0677674956,1.8048537672,3.3252202073,0.4794036442,-0.0302347181,1.5807603200,3.7316410806,-0.0602406183,0.3865268139,0.1697343944,2.1712128919,0.7696563825,0.3224442709,2.9854580163,1.6097912267,3.0947886640,2.1308796236,-0.0282643210,-0.0033394928,1.7626601458,0.0848948284,0.6875856585,1.0875133568,4.5561926101,0.8347073379,-0.0183858601,-0.0349783328,-0.0378676735,4.5688298834,1.6000863114,1.3011941914,2.0493915678,2.4226375222,2.7831678727,2.0205136507,0.0242385666,0.0159990113,-0.0069636373,-0.0918751543,0.1276162745,2.3564071415,1.6262721474,0.4549537998,0.2354621901,1.2341731774,3.1107358038,2.4906280040,-0.1853229316,3.0911877779,0.1237136690,0.6048736209,0.6904913154,2.0794822507,2.6636510341,1.2023317069,-0.0562751821,0.3222536972,0.8256786457,1.5905782052,2.0419750153,BRCA
GSM481008,2.3666895902,-0.1165276822,-0.0786411340,4.2866313458,-0.1061545061,0.8557009323,0.1487080915,0.0194450171,-0.1703584878,1.5047983901,0.4211145209,0.1856197624,-0.0560315626,2.6750968696,0.2332528571,0.0140017292,0.2613393907,1.7971433569,0.1528920539,-0.0097469681,-0.0606938041,-0.0837444873,2.6736815768,0.1192758778,1.2359873223,-0.0487661479,0.0245759033,-0.0653193207,1.0031997347,-0.0326988541,2.9042129741,2.3881211680,3.5734345917,0.1060264790,0.0674133619,-0.0094582608,-0.0904161369,0.4952089607,0.6854993951,-0.0684947377,-0.1306113124,-0.1340358588,-0.1062880354,1.7290140671,0.7389904377,0.4788961043,0.0172750859,0.9229596694,3.1072435775,0.0155054001,0.4044812041,0.1197325149,-0.1834583134,0.1811905690,1.9056838246,2.2334333533,1.2116130602,0.3314401392,-0.1245459619,-0.1578095365,-0.2274973239,-0.2422148493,-0.0860272833,-0.2150531223,0.0260577202,-0.1877320436,-0.0152832921,0.6523891777,1.3143214839,0.3223061445,-0.0713251339,1.1334818007,-0.0972031180,1.7040325554,3.1932358045,0.4137172515,-0.0465668528,1.4021726450,3.4815651840,-0.0049635819,0.8826059327,0.1444476569,1.8789323368,0.9430520526,0.3914852613,2.2747382799,1.2441011212,3.2627433132,1.4083411269,-0.1493067505,-0.0144966920,1.9443050699,0.4243021803,0.9254768908,0.9346371066,4.3664356073,0.3984837329,-0.0063983426,-0.0688331930,0.0077770210,4.3696773703,1.1871084158,1.0562807394,1.7240076265,2.8470385075,2.4402569828,1.7428607056,0.0690502176,-0.0312044980,0.0546182095,0.1855130601,0.0896061640,2.4107195587,1.5951683029,0.2847584024,0.2934183009,0.8511234460,3.5601028204,3.1656436920,-0.1215201537,2.0240264421,0.2283093927,0.4554638961,0.6157786496,-0.0937278436,2.2800815030,1.4662247197,-0.0258508692,0.3041211403,0.7127064803,1.1939728935,2.1668052498,Control
GSM481009,1.4457605811,-0.1042107936,-0.0925829344,4.5428179501,-0.1487254595,0.4392179624,-0.1422098079,0.0774315427,-0.2633081641,1.3893357740,-0.0522875672,-0.1534251279,-0.0919009065,1.7865871192,0.1317810139,0.1412326459,0.3428177585,1.9278837398,0.0914672996,-0.0531637700,0.0736083997,-0.0247553507,2.6052093174,0.0073626528,2.2839701042,-0.0829033151,-0.0611078614,0.0828601231,1.3597721459,-0.1178367677,2.5609453994,1.5473926863,2.9983181160,0.2899453865,0.0951095528,-0.0167183488,-0.0995618049,0.1146979373,0.0094790388,-0.0653287124,-0.1491544191,-0.1188073308,-0.1019401512,1.6697274938,0.2221694356,0.3684054967,-0.2245596913,0.2340035045,2.5266020498,-0.0843627745,0.4654109701,0.0098238778,-0.2835594586,-0.0225474585,2.5351787444,2.5643478161,1.2530937696,0.7174502064,-0.1652573379,-0.1639037172,-0.1921886663,-0.2027252716,-0.1288069701,-0.2666216254,0.4712920986,-0.1725874238,-0.1094468926,0.2523743432,2.0253289214,0.2847852708,-0.0452827346,1.3941188709,-0.2030601044,2.1892659964,2.9691267412,0.1939483481,-0.0341326128,1.5824389060,2.3592794271,0.1513934456,0.4688706489,0.0949656846,1.2984715220,0.5416144266,0.2759424355,2.4867245299,1.0669086046,3.2104844170,1.6037546610,-0.1787760673,-0.0863374352,1.2931124734,0.0344115309,1.2445097206,0.7949119215,5.4401534399,0.5483482332,0.0365947642,-0.0637761413,0.0715685539,4.9091982842,1.5579085880,0.6725121166,0.4763114577,2.1872276961,2.7547018330,1.8641240117,-0.1334135251,0.0456466973,-0.1064183415,-0.0355509876,0.0695973668,2.7050820288,2.0035042280,-0.0996005079,0.2915475966,1.3497294385,3.3513136209,2.7756214143,-0.3641723533,3.0265923280,0.1726686383,0.1644279799,0.1411008789,-0.2243902548,1.4812701902,1.7466496790,-0.0695099781,0.0309536269,0.8018259266,1.7281694503,1.8595554969,Control
GSM481010,1.6410438180,-0.0752815895,-0.1180296430,3.9756714701,1.0012238455,1.0752685219,0.0717255069,0.0303611603,-0.1995456026,1.1919253505,0.0163011768,0.0659124634,-0.1111298036,1.8416221407,0.5425152365,0.2469981821,0.7765384117,2.0891197150,0.1511823939,-0.1145510995,-0.0738389365,0.0316080314,2.8361828724,0.0963420311,2.3306836088,-0.0841461032,-0.0465167749,0.1646898222,1.2663701083,-0.0636401029,2.0726020042,2.2387732467,3.1118620240,0.2368586194,0.1300376100,0.0475679800,0.0214899665,0.5221772490,0.5275679684,-0.0191521292,-0.0294654327,0.0576899002,-0.0129843161,2.0544098756,0.2942882480,0.4823872663,0.7513973829,0.3112823277,2.9012349447,-0.0250544287,0.5484455742,0.0508783250,-0.1162023945,0.2973005544,2.1004151340,2.2642153807,1.4701618624,0.7344732351,-0.1468129211,-0.0866889386,-0.1476901655,-0.1253510798,-0.1551193576,-0.1399874936,0.3203949135,-0.0641167869,0.6113295373,0.5789190151,2.5902105059,0.4360353170,-0.0208986747,1.4149107452,-0.0641461387,2.4882555604,2.8156872888,0.5933507593,0.1088330450,2.0841100610,2.5427460669,0.1157027613,0.8920309640,0.0831961750,1.6254494820,1.1391116994,0.4433930765,2.2680879153,1.4093265285,3.1837559010,2.1124519960,0.1107266536,-0.0692580070,1.3739527205,0.1008564283,1.2271804080,1.6667781540,4.2659974099,0.6310766338,0.0771955697,0.0407279982,0.3634714415,4.1366360187,1.6248332858,1.1145762462,2.5516127347,2.9837788341,2.7224319913,1.7524934667,0.1527507448,0.1314037299,-0.1601052052,0.1311387576,0.3829088363,2.6424743764,2.4085044753,0.2527999534,0.2803448701,1.3794303700,3.4120708107,2.6139988103,-0.1290834556,2.7379607399,0.0739638623,0.4462038194,0.4585961949,-0.0494453826,1.8663256094,2.2695512640,-0.0988731951,0.2121016840,1.3896132894,1.7977895278,1.4663006869,Control
GSM481011,2.5707602666,-0.1073576104,-0.0137978302,4.2313007414,0.2093569269,1.0213171987,-0.0575688534,-0.0030596131,-0.0707471693,0.9086341541,-0.0003523131,0.1081432523,-0.0331998523,2.6294432613,0.1946194250,0.1958824868,0.5859362433,1.6854018220,0.0221090764,-0.0361009701,-0.0326026935,0.0090873188,3.4137184489,0.0700286454,2.1733719143,-0.0534303492,-0.0580081822,0.0653313812,1.4725703709,-0.0195445688,2.3672987532,0.8510558853,2.4098413787,0.5747642778,0.0721080420,-0.0076342911,-0.0709248130,0.8291512293,0.5837395656,0.0152344646,-0.1269030198,-0.0791338222,-0.0215034489,2.3644770805,0.1736610190,0.2398299707,0.0198847120,0.3692471853,2.9495386283,0.0269770351,0.3337490326,0.1527878153,-0.2020389984,0.0853694100,2.1292321987,2.0546847110,0.8359368082,0.8117258218,-0.1427406774,0.0492715672,-0.2292991119,-0.1134815016,-0.0732820221,-0.1628566781,0.7369502348,-0.1139309049,0.1773831133,0.6596891799,1.8544587236,0.2815913279,-0.0474264799,1.0580138103,-0.1393795315,1.9052457735,3.6779853900,0.1214960702,-0.0071498524,1.9530722300,3.3704163233,0.1179236739,0.5045344668,0.1384740885,2.1479393972,0.9105247925,0.1468833473,2.8027136156,1.5043537389,3.1741475263,2.0010260307,0.0370346359,-0.0094516162,2.2509093956,0.2944700333,0.6375528403,1.3167463400,4.5045919949,0.7886644867,0.1581573665,-0.1487344496,-0.0516900792,4.5302506792,1.1064426047,0.4931039812,2.1406944593,3.6321443319,3.1528146492,1.8035778651,0.0493206404,0.0789043736,-0.0514541350,-0.0656243791,0.0655614684,2.5080431916,1.4345671034,0.3012186822,0.1595414509,0.7175007513,4.0713796616,3.1194594703,-0.1508810302,3.0662357616,0.2330209317,0.5373041621,0.6816326072,-0.1366306342,2.3084996305,1.8343088972,-0.0505232476,0.2130313494,1.1078902038,1.5084631386,1.9663778502,Control
