@relation data

@attribute id string
@attribute 10488 numeric
@attribute 1326 numeric
@attribute 1385 numeric
@attribute 1846 numeric
@attribute 1848 numeric
@attribute 1852 numeric
@attribute 1977 numeric
@attribute 2872 numeric
@attribute 2885 numeric
@attribute 29904 numeric
@attribute 4342 numeric
@attribute 466 numeric
@attribute 4790 numeric
@attribute 5594 numeric
@attribute 5595 numeric
@attribute 5605 numeric
@attribute 572 numeric
@attribute 5906 numeric
@attribute 6195 numeric
@attribute 6196 numeric
@attribute 6197 numeric
@attribute 6464 numeric
@attribute 6654 numeric
@attribute 6655 numeric
@attribute 673 numeric
@attribute 7187 numeric
@attribute 8569 numeric
@attribute 9586 numeric
@attribute Class {BRCA,Control}

@data
GSM480984,0.3815667658,-0.0049275398,0.3960468965,2.4721218571,2.0249133739,-0.0495846210,0.8597522228,2.6010311632,1.3452941188,1.6441098186,-0.2854914674,0.8934277602,0.4754300158,0.5276523813,0.4586358647,0.0778244350,0.2177100353,0.5759782564,0.8590166551,0.4753331980,0.3490809082,1.9096234484,0.1797246685,0.5492388602,0.3043230119,0.5542944142,1.0459823980,0.0516735649,BRCA
GSM480985,0.3347815426,0.3211756788,0.2730189453,2.1904622241,1.3860648959,-0.1453069473,0.5953675452,2.6788603419,1.1583383579,1.4036846343,-0.2697433812,0.7662042651,0.4509238059,0.4521202200,0.5649788797,0.0538346215,0.2315313540,0.6223576221,0.5620005916,0.4960677786,0.3743994703,1.9413004944,0.2011654340,0.6409502427,0.3713752488,0.4229003476,0.9076532049,0.0775757754,BRCA
GSM480986,0.4146094497,0.0433122417,0.3807973232,2.3349008746,1.9648351340,-0.0355662789,0.7773986020,2.8338027632,1.5127595663,1.7274898837,-0.2311957016,0.7602790206,0.3572855135,0.5276161861,0.5706250406,0.0844743560,0.3771760837,0.3411915212,0.7839062919,0.4085617637,0.3229744066,2.0243224118,0.0952468054,0.4793911673,0.3954231461,0.6713280771,1.0086616582,0.0308706047,BRCA
GSM480987,0.3269995508,-0.0058157288,0.2020458693,1.0657314784,1.8450806802,-0.0996282513,0.6698617379,2.6617862232,1.4599798470,1.7524254223,-0.2787967930,0.8366915836,0.2389650019,0.4570317386,0.5260457562,0.0511663564,0.1247138026,0.3683751977,0.1390306237,0.8660132522,0.2145047075,1.9975022057,0.0700896732,0.1445394283,0.2871097813,0.6198128639,0.3957936416,0.1920744523,BRCA
GSM480988,0.2138069177,0.1610063757,0.2373043370,2.4576389789,1.4932760986,-0.0937347697,0.5148736254,2.6940636529,1.6300611323,1.7065514632,-0.2513950848,0.6670131280,0.2502003758,0.4923907940,0.4829891018,-0.0383270433,0.0354253387,0.1660498078,0.6210581084,0.2209763757,0.3158808795,1.9610705971,0.0896705153,0.3725107078,0.2504118828,0.3084307401,1.0219744084,-0.0728814765,BRCA
GSM480989,0.7048604438,0.0006923543,0.1316228062,2.6208845302,1.7183747148,-0.0755484756,0.4703791842,3.1156258302,1.6843677122,1.5978745951,-0.3099519338,0.4140197684,0.1723780840,0.4168803811,0.8519349658,0.0375365682,0.5766588003,0.2493194217,1.0677040443,0.3754435785,0.1254392710,1.9755967301,-0.0037837656,0.2630944657,0.2245239546,0.4933905824,0.7987983298,-0.0303864510,BRCA
GSM480990,0.4908841857,-0.0594994511,0.1244135859,2.3965424226,2.5323146139,0.1114026713,0.5808486115,3.1874805900,1.6475978081,1.6698938061,-0.2304606814,0.5210730648,0.3219937040,0.4040678319,0.5468216389,0.1245269666,0.4847173588,0.3149603538,1.0079710025,0.7074387894,0.2346333858,2.5765053460,0.0120991491,0.3107558547,0.2258322309,0.5814113617,0.7315091442,0.0738705947,Control
GSM480991,0.6921047724,0.0693341076,0.1756075131,2.5888637975,2.0876424451,0.0154267203,0.6048336293,3.1232069170,1.5652074934,1.5292178656,-0.3074102319,0.5661078423,0.3367405246,0.5071865046,0.6482640730,0.0588836264,0.4295866277,0.3179211385,0.7941210804,0.5811723371,0.2548893520,2.1101571236,0.0441448208,0.3851343730,0.2893171571,0.6795843002,0.9600442277,0.0730779654,Control
GSM480992,0.5746289731,-0.0160076628,0.1568766059,2.6123112814,2.0516000313,0.1392254292,0.5169219855,3.4802704560,1.5792976092,1.6847831909,-0.2628098992,0.5830124984,0.1333302662,0.4130200728,0.9082788116,0.1346057261,0.4719536303,0.2146456959,1.0579590626,0.5338543657,0.2154794810,2.4270785623,0.0183351703,0.4019502806,0.4011166239,0.5012856345,0.9281852587,0.0023715713,Control
GSM480993,0.5301898761,-0.0229689722,0.2239596708,2.6500993669,2.2398881207,-0.0575800456,0.6632197241,3.0590454271,1.5582134934,1.9036231869,-0.2912094129,0.7345213384,0.2735164897,0.4741801064,0.7940912880,0.0415849929,0.4597184245,0.3858551905,0.8928548188,0.5429977189,0.2677287386,2.0765592329,0.0562111053,0.4506590302,0.4162600737,0.6170357651,0.8848772769,0.0852198344,Control
