@relation data

@attribute id string
@attribute 1017 numeric
@attribute 1019 numeric
@attribute 1021 numeric
@attribute 1026 numeric
@attribute 1027 numeric
@attribute 1029 numeric
@attribute 1030 numeric
@attribute 1869 numeric
@attribute 25 numeric
@attribute 2932 numeric
@attribute 4088 numeric
@attribute 4089 numeric
@attribute 472 numeric
@attribute 545 numeric
@attribute 5925 numeric
@attribute 595 numeric
@attribute 6502 numeric
@attribute 7027 numeric
@attribute 7040 numeric
@attribute 7042 numeric
@attribute 7043 numeric
@attribute 7157 numeric
@attribute 8900 numeric
@attribute 898 numeric
@attribute 983 numeric
@attribute 993 numeric
@attribute Class {BRCA,Control}

@data
GSM481002,0.2967640855,1.6509813072,0.1233450275,3.3594499677,1.0775432256,0.9588716673,1.1163914161,0.1608625433,2.0763668117,0.8950817100,0.6334898934,0.2611974383,-0.0661986022,0.1421221816,0.4170598776,1.4593906332,0.5621080400,0.4304502825,0.4776154854,0.8690730108,0.3435973456,0.9853307140,-0.1256733159,1.2872339672,-0.0425476541,0.0080851044,BRCA
GSM481003,0.3862321187,2.0218701660,0.2763891428,3.0403829142,1.1811751007,1.5168189790,0.9384319101,0.3838606802,2.0323438495,0.9718543944,1.0462392932,0.1510610660,-0.1056909030,-0.0151352303,0.4086979734,1.6346685103,0.2910843163,0.7071352963,0.5876617368,1.5404983274,0.3926736576,0.9925875762,0.9258902373,1.2527999394,0.0396829150,0.1122321595,BRCA
GSM481004,0.2243766762,2.4203961939,0.1680494515,3.0274459125,1.0930646748,1.3482990906,0.5231671071,0.4496613113,2.0528732984,1.3618418052,1.1430110809,0.1046389682,-0.0821350421,0.1072398618,0.2011434678,1.6619296756,0.4320587222,0.5345616893,0.4072908132,1.1630562656,0.3364432512,0.8802483742,-0.0354657281,1.4226152879,0.0847969585,0.1384796301,BRCA
GSM481005,0.2160567825,1.6965493859,0.4926643759,3.2873637975,1.2595446937,1.3626846816,1.2872513034,0.3527724375,2.0808352083,0.9572651076,0.6809106159,0.3580555966,-0.0263808509,0.3125612044,0.7030548256,2.1236051734,0.5302689240,0.6858292198,0.3632583721,1.1279461384,0.4534288727,0.9015575944,-0.0567762021,1.3357575516,-0.0386178835,0.1056465136,BRCA
GSM481006,0.2957256202,2.0035383105,0.3021721042,3.2162807881,1.2238033216,1.1842627120,0.9392413839,0.3129080268,2.3677308262,1.0202108809,0.8279588929,0.3620992723,-0.0131001265,0.2139014750,0.6889269474,1.6552993021,0.3955031129,0.5165355943,0.3491632068,1.0640574322,0.3380506146,1.3752852871,0.7741621174,1.1979828272,0.0396803746,0.0085488280,BRCA
GSM481007,0.2692059731,2.3997609466,0.3125831992,3.1362124086,1.6133605374,1.5764191804,0.8421657089,0.4946888254,1.7807312609,0.5586554259,0.7820959147,0.1275453084,-0.0317684311,0.2072506988,0.6629691342,1.2351145123,0.2816427392,0.5060179370,0.3947684393,0.2169134759,0.6869849099,1.2977375326,0.4225386212,1.3696007534,-0.0570031899,0.0905794720,BRCA
GSM481008,0.7145212810,2.6693531871,0.1836714248,2.8834402039,1.3575888276,2.0075535520,0.3773326476,1.5586611688,1.9073203204,1.0892350491,1.0276691739,0.3341018707,-0.0287524567,0.3257197354,0.6538910852,1.6781765093,0.5130311509,0.8231186639,0.9020165747,1.0231049003,0.0843056362,0.9878225434,-0.0585649649,1.2536895500,0.9505239390,0.6091946059,Control
GSM481009,0.1897917593,1.6445278376,0.0485912423,3.1617967563,1.3927305539,0.5626646933,1.1405216788,0.0817014255,1.8072166741,0.4939206066,0.7593096520,0.1640066558,-0.0741165462,0.0704509372,0.6089003728,0.9449293574,0.4942341277,0.3355704260,0.1325173036,0.2427701615,0.4328454778,0.9829903326,-0.1077079204,0.7984491094,0.1236259342,-0.0490356854,Control
GSM481010,0.4230568399,1.7503523453,0.5237364813,2.8992610497,1.3314499458,1.0465271884,0.8151557238,0.3816741023,2.1198156030,0.9262991083,0.8721879155,0.3659622770,-0.0522969667,0.2287502738,0.6300583106,1.1449683505,0.5944828731,0.5232536481,0.4001078805,1.3532863502,0.2637763904,0.7534921082,0.0923581907,1.4125341330,0.2772498125,0.1005204337,Control
GSM481011,0.3164373107,2.3434683681,0.1649496774,3.6372286978,1.4352504081,1.3616899894,0.3485255961,0.7909900944,2.0290059297,0.8232649406,1.3345354182,0.0845517101,-0.0514790472,0.1442533701,0.2998918322,2.1114134911,0.3589823847,0.6670683278,0.5330254723,0.6447139097,0.7929640099,0.9952894231,-0.1251882654,1.5210852401,0.1786498111,0.0878606129,Control
GSM481012,0.2761391737,2.0338871329,0.2100772874,3.1253992766,1.3083603902,0.9232765728,0.8141807608,0.1997919092,1.6933054775,1.3232103512,0.9700859723,0.2544761271,-0.0600952140,0.4451062759,0.3807823643,1.0900593742,0.4177665496,0.5163909940,0.5199112931,1.5153659507,0.5269023729,0.8725762112,0.7922066413,0.9956590385,0.3306824619,0.1651316347,Control
GSM481013,0.8216111784,3.3255677223,0.1837431573,2.6682964415,1.1937648554,2.2220798331,0.1786172714,1.7821385400,2.1162679195,0.9259994606,0.8687697538,0.1446516840,-0.0336836739,0.2946866060,0.6071917989,1.8421658798,0.4924295612,1.1818715835,0.8838667682,0.7741769328,0.0336476039,1.3992428302,-0.1281214105,1.3199703257,1.0239650297,0.7256789292,Control
GSM481014,0.4313007615,2.3293440788,0.2646935625,3.2114973665,1.7017219133,1.3157470292,0.6108794668,1.7717852605,1.5431646928,0.8521356434,0.8209518440,0.3249767139,0.0231110066,0.5465523008,0.8343954146,1.7763802502,0.2378709375,0.4508134675,0.3218004163,1.1500057242,0.1415528386,1.0247983021,-0.0523097490,1.1555345460,0.5877937729,0.3606247704,BRCA
