@relation data

@attribute id string
@attribute 10000 numeric
@attribute 10333 numeric
@attribute 10454 numeric
@attribute 114609 numeric
@attribute 1147 numeric
@attribute 1326 numeric
@attribute 1432 numeric
@attribute 148022 numeric
@attribute 1513 numeric
@attribute 207 numeric
@attribute 208 numeric
@attribute 23118 numeric
@attribute 2353 numeric
@attribute 23533 numeric
@attribute 23643 numeric
@attribute 29110 numeric
@attribute 3440 numeric
@attribute 3442 numeric
@attribute 3443 numeric
@attribute 3445 numeric
@attribute 3454 numeric
@attribute 3455 numeric
@attribute 3456 numeric
@attribute 353376 numeric
@attribute 3551 numeric
@attribute 3553 numeric
@attribute 3569 numeric
@attribute 3576 numeric
@attribute 3592 numeric
@attribute 3593 numeric
@attribute 3627 numeric
@attribute 3654 numeric
@attribute 3661 numeric
@attribute 3663 numeric
@attribute 3665 numeric
@attribute 3725 numeric
@attribute 3929 numeric
@attribute 4283 numeric
@attribute 4615 numeric
@attribute 4790 numeric
@attribute 4792 numeric
@attribute 51135 numeric
@attribute 51284 numeric
@attribute 51311 numeric
@attribute 5290 numeric
@attribute 5291 numeric
@attribute 5293 numeric
@attribute 5294 numeric
@attribute 5295 numeric
@attribute 5296 numeric
@attribute 54106 numeric
@attribute 54472 numeric
@attribute 5594 numeric
@attribute 5595 numeric
@attribute 5599 numeric
@attribute 5600 numeric
@attribute 5601 numeric
@attribute 5602 numeric
@attribute 5603 numeric
@attribute 5605 numeric
@attribute 5606 numeric
@attribute 5608 numeric
@attribute 5609 numeric
@attribute 5879 numeric
@attribute 5970 numeric
@attribute 6300 numeric
@attribute 6352 numeric
@attribute 6373 numeric
@attribute 6416 numeric
@attribute 6696 numeric
@attribute 6772 numeric
@attribute 6885 numeric
@attribute 7096 numeric
@attribute 7097 numeric
@attribute 7098 numeric
@attribute 7099 numeric
@attribute 7100 numeric
@attribute 7124 numeric
@attribute 7187 numeric
@attribute 841 numeric
@attribute 8503 numeric
@attribute 8737 numeric
@attribute 8772 numeric
@attribute 929 numeric
@attribute 941 numeric
@attribute 942 numeric
@attribute 958 numeric
@attribute 9641 numeric
@attribute Class {BRCA,Control}

@data
GSM481002,0.6797332095,-0.0455764177,0.0261535126,-0.0912056621,0.2841429040,0.2599901710,0.4174692793,0.8944790857,0.3129932746,2.3584245311,0.3070585448,0.1697420499,-0.0801269710,-0.0131690648,1.9276094570,0.4318454124,-0.2249800251,-0.1665054104,-0.0429045095,-0.2226108248,0.2954013840,0.8029777308,-0.0765595098,0.2517826612,0.2679063242,0.4983481401,2.1287122038,0.1075109721,-0.1095083857,-0.2430928978,-0.0585254547,1.3582962865,0.6669441158,-0.0619518182,0.2263285354,1.7024177213,-0.1891050409,-0.1397358024,1.6197582881,0.0372776528,0.8098630121,0.0010604149,-0.1858537384,-0.0774575155,0.3417825494,-0.1444193100,0.8497827404,-0.0743738270,0.0027666772,1.1555331424,-0.0664558089,0.4445634593,0.3768321643,1.1201675758,0.6904673187,0.4517662190,0.2417233829,0.0663815941,0.5395283599,0.1390805759,2.1106193876,-0.0407187870,0.2973419841,3.2701125443,1.2157194917,0.6241121968,-0.1199459792,0.0084119829,0.2565123712,0.0816291557,0.7381155855,0.2768544875,0.0175068611,-0.1099566451,-0.0289007813,0.0593719746,-0.0294176134,-0.1203307158,0.8324798921,0.1048994176,-0.0795126762,0.1502289322,1.1454639601,0.1341017106,-0.1083238205,-0.1248357775,-0.0944000360,0.1133302221,BRCA
GSM481003,0.3007907103,-0.0628837672,0.0254263192,-0.0700247712,0.2877502063,-0.0015467559,0.3061586227,1.0309285214,0.0423573069,2.5114432043,0.3973698837,0.1789068290,-0.1516893194,-0.0067144994,1.9643087453,0.2659453608,-0.1369568799,-0.0251908779,-0.1373027871,-0.1710536411,0.3482769076,0.6120431169,-0.0320325630,0.1279972596,0.4162924297,1.0770822940,0.8208781174,1.4715424657,-0.1299268159,-0.1419386838,-0.0999497627,1.6018303342,1.0017318409,0.2969202649,0.3318944417,2.4163282448,-0.1123142119,-0.0411452656,1.9719548359,0.0608519517,1.4016762564,-0.0124293140,-0.1650580419,-0.0549349747,0.1791957579,-0.1042557524,1.4233998538,-0.0506758328,0.0220997693,1.4443705760,-0.0716271501,0.6459438924,0.4223379152,1.1333078442,0.6729280780,0.4978785231,0.1985753451,0.0085564985,0.7071057357,0.1453346393,2.3991614866,-0.0629141957,0.2656726797,3.4451596026,1.5458108518,0.6049226272,-0.0766953883,-0.1048913016,0.2222999979,0.1980876568,0.8860665159,0.2633005434,0.0321508271,-0.1016684996,-0.0941287661,0.1131282425,0.0518680523,0.3678463830,0.9165989648,0.1321838536,0.1190332978,0.0927192407,1.3959826067,0.4719330388,-0.0904036750,-0.1233471200,0.1128028248,0.1237864323,BRCA
GSM481004,0.4733082638,-0.0120286066,0.0307618803,-0.0777134480,0.3929689074,0.2101717265,0.4136280409,1.1718887911,0.7004577483,2.2194539971,0.4676012300,0.1745311046,-0.2391101478,-0.0146582856,1.6494151288,0.1809112631,-0.2329448065,-0.0903554935,-0.0811381615,-0.2396499637,0.5104742534,0.6699566353,-0.0809765638,0.2061458994,0.4565757285,2.5220021768,2.5183840991,1.6739334250,-0.2246398431,-0.1927705000,-0.0435540229,1.6827038777,0.8182048470,-0.0343914627,0.2741605306,1.9569436598,-0.1617067466,-0.1291731876,2.0826415886,0.1890115326,1.3433312625,-0.0288742959,-0.0771531412,-0.0630166989,0.1934292825,-0.0326631340,1.4479867770,-0.1540841441,0.0015714503,1.2018412555,-0.0003620527,0.6124627647,0.5495924441,1.3982536542,0.6871232500,0.4221550408,0.3435010134,0.2215437899,0.5545792864,0.0639251527,2.1534173294,-0.0351111331,0.1269719892,3.1503309594,1.4715695732,0.4966396672,-0.0907408854,-0.0346714504,0.2880970038,-0.0790022637,0.9381063713,0.2940910289,0.0033210537,-0.0486927830,-0.0834931422,0.0708280785,0.0707906307,-0.0368083989,0.9852751046,0.0914597162,0.1043470586,0.1418394002,1.4400380619,-0.0484577012,-0.1074905293,-0.1491042694,0.0367485628,0.2383639384,BRCA
GSM481005,0.7983672971,-0.0758807756,0.0217925114,-0.0791896108,0.7559128657,0.2040957064,0.3984561536,0.8377137407,0.5436052463,2.3890128664,0.4302809539,0.3455587844,-0.1103455591,0.0304015636,2.0108165212,0.5191381499,-0.0999731669,-0.0703464779,-0.0872558476,-0.2208455736,0.4722485527,0.4170022305,-0.0306531701,0.3645700909,0.3903404364,0.5863126215,2.3123772144,0.3897922044,-0.1439297993,-0.1125736402,-0.1186484377,1.3759988721,0.7161384635,-0.0129119506,0.1504838930,1.9105042447,-0.1107100390,-0.0682053378,1.8920790091,0.0661443981,0.7793831442,0.3720061620,-0.1147388830,-0.0449164448,0.2936143763,-0.0949890131,1.0055721670,-0.1223234448,0.3289049813,0.9524374414,-0.0973110587,0.5379316650,0.4403047296,1.3712493853,0.8086081992,0.4644701202,0.4124403786,-0.0083928048,0.6868093671,0.0764267961,2.4669886416,-0.0686842084,0.2336956347,3.0240586301,1.2129281088,0.4447447957,-0.1215470509,-0.1221926288,0.4676337253,-0.0646435842,1.1652991205,0.6410530742,0.0711561280,-0.0665274850,0.1428142367,0.1918886058,-0.0177534622,-0.1027448054,0.7733274586,0.1227475022,0.0457376592,0.1484226488,1.2396340239,-0.0719963970,-0.1229680405,-0.1358126570,0.0770583563,0.0908193721,BRCA
GSM481006,0.6102282105,-0.0446968372,-0.0058412453,-0.0407163292,0.5505344721,0.1917761388,0.3921763096,0.6131046123,0.9046777950,2.7993582883,0.4174783649,0.2942350855,-0.1162875150,0.0247047886,1.8616576063,0.8215927878,-0.1273475336,-0.0825599241,-0.1263899816,-0.0908440640,0.4692675604,0.6032770029,-0.1508883867,0.1664297107,0.2354427614,0.4520055540,1.9709999030,0.7345458053,-0.1509048072,-0.1688726571,-0.0640283967,1.4395066746,0.7342622624,0.0895029964,0.3730837394,1.8248747664,-0.1116019434,-0.0363609963,1.6438614859,0.1223146532,1.0869957842,-0.0003746613,-0.1224833112,-0.0709177741,0.2433270854,-0.0674328190,1.3385462081,-0.0515387084,0.2390861619,1.1112498336,-0.0106408464,0.6794007647,0.3909603753,0.9865753614,0.7695189350,0.5067868330,0.0839668039,0.0616213327,0.4674810317,0.1169393467,2.6787843870,-0.0781638251,0.3444300745,3.3005572359,1.3122026393,0.5143065399,-0.1162517042,-0.1464032439,0.3639865402,-0.0559542152,1.0724941031,0.5432311448,-0.1633083941,-0.0274221951,-0.0716646417,0.0774115979,-0.0477815990,-0.0591356744,0.8630956933,0.1767319650,0.1659671659,0.1076701371,1.1236223613,0.1540413657,-0.1057008965,-0.1329987930,0.1071480134,0.1165632101,BRCA
GSM481007,0.3836162349,-0.0665360102,0.0278667608,-0.0199441674,0.2756707471,0.2100051841,0.2309822093,0.7229683679,0.4044271732,2.4604020782,0.2757121727,0.1864653531,-0.0361999132,0.0693962222,2.9198739396,0.3530144862,-0.0661921823,-0.0938017999,-0.0554567706,-0.1144838074,0.2278537135,0.7096840223,-0.0492152067,-0.0226009002,0.2572633833,0.3051382034,1.5888246496,0.3815329463,-0.1511262000,-0.1798202869,-0.0411342916,1.4693711392,1.0078562256,0.1732456256,0.5372872902,2.0019709589,-0.0812617614,-0.0572357330,1.7544682556,0.0016019143,1.3999506757,-0.0786241875,-0.1125906017,-0.0716321446,0.1014056848,-0.0381952070,1.4767880777,-0.1263724936,0.1471414633,1.4279245571,-0.0579688576,0.7556847121,0.2606000659,1.0516917631,0.3326362380,0.4350651474,0.0752705452,-0.0035135532,1.1163454109,0.1837086821,2.6515267472,-0.0757599017,0.3625428115,3.0947886640,1.4910032429,0.5193731897,-0.0979786190,-0.0675058489,0.2094873252,0.1601835603,0.6220977374,0.3382505102,-0.0907675462,-0.0349783328,-0.0050150717,-0.0378676735,0.0513593786,0.1398046748,0.5864982621,0.1683203725,0.0523188741,0.0681875506,1.3381449249,2.0794822507,-0.1090042344,-0.1440745181,0.0036272553,0.2020286458,BRCA
GSM481008,0.5217626055,-0.0786411340,0.0186726005,-0.0935460868,0.9329660580,0.0513148363,0.3457279783,1.3536448031,1.0209576953,2.1300801171,0.4476290999,0.2346924801,-0.1402303537,-0.0033952392,1.1556991008,0.6830283503,-0.1489817619,-0.0607080726,-0.0912060768,-0.2021448404,0.2882225191,0.5572936486,-0.0616991531,0.4024185278,0.3088421996,3.7100130320,2.6366142299,2.2164069593,-0.0432277814,-0.1796682819,-0.0977462972,1.2875107631,1.7556691429,0.0047875881,0.5325295541,2.1130765477,-0.1548417415,-0.0725748358,1.6684907476,0.2086261566,1.2762110606,0.0643475656,-0.1551202779,-0.1339903293,0.1758980179,-0.0852505426,1.1338950680,-0.0720937303,0.0879067641,1.1462765579,-0.0964413439,0.3596827864,0.4047704326,1.0726860836,0.7429268004,0.4865003888,0.5512299970,-0.0611492244,0.2473534204,0.1199409844,2.4015404396,0.0051592408,0.1903686590,3.2627433132,1.3571830794,0.5585720231,0.1081364036,-0.0233432177,0.3020598857,-0.0829595533,0.6182682188,0.3780345452,-0.1322722009,-0.0688331930,0.1213490888,0.0077770210,-0.0008454480,-0.0821399172,0.8310980052,0.2110551038,0.0282589524,0.0933854235,1.3797544043,-0.0937278436,-0.1172582052,-0.1213212513,0.0942950695,0.2243411231,Control
GSM481009,0.5489170128,-0.0925829344,-0.0777462541,-0.1247062076,0.4141671401,0.2053698244,0.2764711754,0.3397072764,0.3777327488,1.7882246540,0.1436777954,0.1587574715,-0.1590186953,-0.0460119554,2.3061659338,0.4289031363,-0.1239943903,-0.0897535325,-0.0273430940,-0.1830840958,0.3001605223,0.3775896081,-0.0367782738,0.1930044282,0.1725846681,0.3269794668,0.9991316413,0.1852908233,-0.1940156351,-0.1676231830,0.0113732247,1.0581297616,0.2589526535,-0.1805550584,-0.0786988957,1.1429168019,-0.1221180951,-0.0619579066,1.4121935302,0.0623427681,0.6739098801,0.0831366837,-0.1736543342,-0.0430506103,0.2437746771,-0.0950082633,0.4174557194,-0.1321362915,0.1336468826,0.6547553167,-0.1029173690,0.1890846529,0.2795271149,0.7096309500,0.6203827706,0.1471335525,0.0966468778,0.0261609364,0.2551399111,-0.0310865428,2.2685457769,-0.0175848331,0.0094476892,3.2104844170,0.9630623995,0.2179962545,-0.2472444937,-0.0976542710,0.0517636729,0.0360293823,0.7020093558,0.2541130532,-0.1382317636,-0.0637761413,0.1238609617,0.0715685539,-0.0074515261,-0.1245508698,0.3619636111,0.2052960319,0.0289410084,0.0010559037,0.7153020533,-0.2243902548,-0.1072094006,-0.1481053627,-0.0703402315,0.0822769133,Control
GSM481010,0.6249280034,-0.1180296430,-0.0154708290,-0.0934815570,0.8322192047,0.2773755571,0.3582406002,0.6525139230,0.3075990833,2.1086231072,0.3798376370,0.2935420768,-0.0893704778,0.0036142197,2.2932906019,0.6135787980,-0.1164575414,-0.0778342285,-0.1084122991,-0.0943694549,0.4574914529,0.6511187900,-0.1134077050,0.4800011502,0.3174347172,1.3842930889,1.8094631367,1.6296272655,-0.1489029545,-0.0178994006,-0.0697469527,1.3806106646,0.5641342404,0.1038349727,0.2963772680,2.0214559557,-0.0884521269,-0.0990842047,1.7936493554,0.1809599443,1.1876550054,0.1684411286,-0.0815405784,-0.0754430400,0.2892597577,0.0721562371,1.1752510060,-0.0223426086,0.1319778106,1.1194783820,-0.0688042777,0.4505232193,0.5158594621,1.1154199801,0.8636795770,0.4636299179,0.4178132884,0.0607782995,0.3259510165,0.1620686616,2.2875249785,-0.0755643150,0.1599105977,3.1837559010,1.2152642781,0.4516097499,-0.1211244072,-0.1037425429,0.7657218578,0.0744793021,0.9930470879,0.5448883692,0.0769978872,0.0407279982,0.2246853503,0.3634714415,0.0049507750,-0.0689478631,0.9323665536,0.0754469297,0.2118905579,0.2645242032,1.3444891074,-0.0494453826,-0.0838255351,-0.0909093499,0.0569735571,0.1356136227,Control
GSM481011,0.3773361022,-0.0137978302,-0.0085004400,-0.1389879691,0.2562781054,0.1101839186,0.1895736574,1.1371545084,0.3313030783,2.7272794777,0.4895673924,0.1356315169,-0.1973138971,0.0986143788,3.1189756659,0.1925543140,-0.1018765384,-0.1155099279,-0.0170110600,-0.1619128032,0.1784434234,0.2532051102,-0.0754183352,0.0998002540,0.2600992171,0.0802930284,1.6893038817,0.2282059908,-0.0954395305,-0.2198452753,-0.0087556806,1.4644612165,1.1238542651,-0.0558531531,0.3830517459,1.9929131126,-0.1628519724,-0.0733289691,1.9562136729,0.0443784665,1.0963865406,0.0234519974,-0.0810519515,-0.0657634515,0.2223992294,-0.1192103243,0.9093435548,-0.0940577877,0.0018939260,1.3710955015,-0.0975409582,0.6457089408,0.3978262835,1.5733309313,0.4733123278,0.6478326957,0.2790668897,0.0246392575,0.6543249066,0.2404869166,2.7065248585,-0.0282108063,0.2778184532,3.1741475263,1.4994342731,0.6355269162,0.1061483734,-0.0927713441,0.1213096739,-0.0935180319,0.6050271742,0.1588936072,-0.0585195973,-0.1487344496,0.1857240931,-0.0516900792,0.0806288959,-0.0423061008,0.5158596456,0.0645896237,-0.0562693753,0.1111272328,1.3676190143,-0.1366306342,-0.0831878588,-0.1059971412,0.0428327815,0.1268164561,Control
