@relation data

@attribute id string
@attribute 11184 numeric
@attribute 1398 numeric
@attribute 1399 numeric
@attribute 1793 numeric
@attribute 2002 numeric
@attribute 2185 numeric
@attribute 2353 numeric
@attribute 2549 numeric
@attribute 2885 numeric
@attribute 2889 numeric
@attribute 3082 numeric
@attribute 3265 numeric
@attribute 3672 numeric
@attribute 3688 numeric
@attribute 3725 numeric
@attribute 4233 numeric
@attribute 5058 numeric
@attribute 5290 numeric
@attribute 5294 numeric
@attribute 5295 numeric
@attribute 5594 numeric
@attribute 5595 numeric
@attribute 5599 numeric
@attribute 5605 numeric
@attribute 5728 numeric
@attribute 5747 numeric
@attribute 5781 numeric
@attribute 58 numeric
@attribute 5829 numeric
@attribute 5894 numeric
@attribute 5906 numeric
@attribute 5921 numeric
@attribute 6654 numeric
@attribute 6714 numeric
@attribute 6774 numeric
@attribute Class {BRCA,Control}

@data
GSM480984,-0.1237609865,1.7323923409,1.2744317606,0.2016859578,0.2797568681,0.2269297111,0.1948640191,0.1568159528,1.3452941188,0.3178953150,-0.0906822892,1.0380567778,0.1426907652,0.1778868698,0.7463167697,0.8759700277,0.3334267199,0.6502234032,-0.1624264398,0.7694715564,0.5276523813,0.4586358647,0.7139937217,0.0778244350,0.2529164747,0.3606912876,0.6681025633,-0.1022386321,0.6176301669,0.6409841057,0.5759782564,1.2399614989,0.1797246685,-0.0230143287,0.8531475714,BRCA
GSM480985,-0.1158637795,1.8688574894,1.0173018566,0.2490958688,0.3031341848,0.3187140897,0.3309724640,0.2529188136,1.1583383579,0.4014708128,-0.0898872891,0.5481084954,0.0353192445,0.1802411383,0.9612028782,0.7798522333,0.5376056928,0.8534231111,-0.1454714285,1.5476133191,0.4521202200,0.5649788797,0.7487222366,0.0538346215,0.1930055995,0.4434307657,0.5670814931,0.1051981554,0.4716516466,0.6127393824,0.6223576221,1.6289936866,0.2011654340,-0.0673303304,1.0000824235,BRCA
GSM480986,-0.1012646726,1.9836026755,1.3584635346,0.0976221615,0.3711583552,0.2534925254,0.3619466726,0.1934399384,1.5127595663,0.4010225801,-0.1205275572,0.9493732134,-0.0074317108,0.1151252413,0.9059672051,0.9021996147,0.5214103467,0.3758222094,-0.1337267348,0.9370587028,0.5276161861,0.5706250406,0.7966307569,0.0844743560,0.1655263530,0.2375885064,0.6322140187,-0.0470555966,0.6545756165,0.4839221177,0.3411915212,1.0477451485,0.0952468054,-0.0464315283,0.8920400335,BRCA
GSM480987,-0.2006215493,2.0277992866,1.4724773936,0.0780553671,0.3778557302,0.0220875726,-0.0610097518,0.0150168047,1.4599798470,0.3367471980,-0.0090221537,0.6616964770,0.0280109981,0.0755187708,1.2356612913,0.2276951068,0.4951465396,0.4246866423,-0.1022734639,0.9460729968,0.4570317386,0.5260457562,0.7170214796,0.0511663564,0.0919696689,0.2307216385,0.4882750814,-0.1338976050,0.3087009139,0.3882937707,0.3683751977,0.3419302189,0.0700896732,-0.0569087189,0.6242419429,BRCA
GSM480988,-0.0108572185,1.5429041887,1.2323150354,0.1084980830,0.1301916772,0.1364912806,0.3942711436,0.0162218561,1.6300611323,0.1791264165,-0.0750667196,0.4589619954,0.0697572162,0.1863922891,0.5378554523,0.6423381358,0.4710813121,0.5025178531,-0.0889533257,0.6583551200,0.4923907940,0.4829891018,0.6912962379,-0.0383270433,0.1527773529,0.3012423917,0.3691913686,0.0388017314,0.5326055884,0.4704262694,0.1660498078,1.0833758790,0.0896705153,-0.0468429086,0.5880402816,BRCA
GSM480989,-0.1171628379,1.7117121220,1.5450224582,0.0041278873,0.4043724635,0.1775155949,0.0513401362,0.0295218532,1.6843677122,0.4287965108,-0.0368859072,1.1103506463,0.0137452483,0.1971728543,0.5993327181,0.7024636094,0.5198385118,0.3040667095,-0.1893403782,0.5104212239,0.4168803811,0.8519349658,0.5911021925,0.0375365682,0.0676769989,0.1835803039,0.3199180766,-0.1678219301,0.6901691206,0.4437155496,0.2493194217,0.8259597769,-0.0037837656,-0.0013073004,0.9483558725,BRCA
GSM480990,-0.1083101642,1.7694421830,1.5518309150,0.0316733850,0.4692344638,0.3475599620,0.1955064154,0.0224591854,1.6475978081,0.5643529125,-0.0446085129,1.1067612915,-0.0386362766,0.2156330049,0.9502829010,0.5615265150,0.6607572544,0.4307222246,-0.1406402458,0.5701667320,0.4040678319,0.5468216389,0.5124700949,0.1245269666,0.1218786214,0.2556535407,0.5040703920,-0.0798429663,0.8938638121,0.3387474729,0.3149603538,0.7633490191,0.0120991491,0.0237829644,0.7514938833,Control
GSM480991,-0.1101672537,1.7440137619,1.3442317928,0.0810099094,0.3822606292,0.2744439769,0.5429381570,0.1424582922,1.5652074934,0.5228143445,-0.1119926799,0.9763167946,-0.0280346625,0.1428165244,0.9142568514,0.7570488190,0.5980931108,0.3718392522,-0.1590461786,0.6246844594,0.5071865046,0.6482640730,0.7236467786,0.0588836264,0.1739077011,0.2348265328,0.4281628126,0.0748349533,0.6825946626,0.3654298311,0.3179211385,0.9700415278,0.0441448208,-0.0323408361,0.9142858364,Control
GSM480992,-0.1442469293,1.4854351587,1.3367420178,0.0671283312,0.4556893493,0.2888478639,0.3445932802,0.1112684448,1.5792976092,0.6530415769,-0.0559256946,1.1827308424,-0.0197452026,0.0501170250,0.5848525959,0.4905067957,0.4647197556,0.3555988693,-0.1480111448,0.5310987036,0.4130200728,0.9082788116,0.4097217267,0.1346057261,0.1157030584,0.1477922502,0.3612510420,-0.1172695823,0.9083260275,0.3105769333,0.2146456959,0.8188718937,0.0183351703,0.0106290712,0.9575954077,Control
GSM480993,-0.1109187203,1.8096325479,1.3998474208,0.0537510319,0.3937792435,0.2887215831,0.4851258332,0.1246793050,1.5582134934,0.4334439807,-0.1118735073,0.9945207685,0.0337283848,0.0346996909,1.0657076714,0.6604025472,0.5712389041,0.3556248992,-0.1081225405,0.7338769277,0.4741801064,0.7940912880,0.7140314231,0.0415849929,0.1433829642,0.3103372069,0.5473878640,-0.0133807379,0.6837831851,0.3602931440,0.3858551905,0.8916519929,0.0562111053,-0.0135325677,0.9188969735,Control
GSM480994,-0.0743673067,1.6760271164,1.2536983957,0.0043908086,0.4041082384,0.2233702306,0.4939027579,0.0979606234,1.5295505913,0.3535768136,-0.1102390185,0.9641585409,-0.0273790750,0.0467626729,0.5563842119,0.6321131203,0.4971079265,0.3275596730,-0.1228451207,0.5206810317,0.4017414163,0.8330526240,0.3175909795,0.0713199491,0.1103797782,0.1898239563,0.4120025120,-0.1155910734,0.7005255238,0.2916244940,0.2214301018,0.9803039506,0.0193436113,-0.0187703867,1.0853202406,Control
